chr	start	end	name	score	strand	NormedTC_SRR1107532	NormedTC_SRR1107533	NormedTC_SRR1107534	NormedTC_RBFOX2	BC_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr3	126715885	126715905	chr3-530	78	-	0	2.8533	20.7863	23.6396	2	3'UTR	ENSMUSG00000032826.20	Ank2	Genic
chr3	126716952	126716972	chr3-532	78	-	0	0	31.1795	31.1795	1	3'UTR	ENSMUSG00000032826.20	Ank2	Genic
chr3	126734587	126734607	chr3-145	78	-	23.3981	8.5598	0	31.9579	2	Deep intronic	ENSMUSG00000032826.20	Ank2	Genic
chr3	126750333	126750353	chr3-534	78	-	0	8.5598	10.3932	18.953	2	Deep intronic	ENSMUSG00000032826.20	Ank2	Genic
chr3	126763455	126763475	chr3-96	93.6	-	11.6991	11.4131	5.1966	28.3087	3	Deep intronic	ENSMUSG00000032826.20	Ank2	Genic
chr3	126846375	126846395	chr3-536	46.8	-	0	8.5598	0	8.5598	1	CDS	ENSMUSG00000032826.20	Ank2	Genic
chr3	126923685	126923705	chr3-537	46.8	-	0	0	15.5898	15.5898	1	Other SINE	ENSMUSG00000032826.20	Ank2	TE
chr3	127061943	127061963	chr3-538	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000032826.20	Ank2	Genic
chr3	127175578	127175598	chr3-253	46.8	-	0	5.7065	10.3932	16.0997	2	First intron	ENSMUSG00000032826.20	Ank2	Genic
chr3	127198432	127198452	chr3-540	46.8	-	0	2.8533	10.3932	13.2464	2	First intron	ENSMUSG00000032826.20	Ank2	Genic
chr3	129299173	129299193	chr3-23	717.4	-	58.4953	91.3046	77.9488	227.7487	3	Intergenic			Intergenic
chr3	129299284	129299304	chr3-97	124.8	-	0	2.8533	41.5727	44.426	2	Intergenic			Intergenic
chr3	129304456	129304476	chr3-64	311.9	+	81.8934	28.5327	20.7863	131.2124	3	Intergenic			Intergenic
chr3	129827298	129827318	chr3-146	62.4	-	0	14.2664	0	14.2664	1	Satellite/LC	ENSMUSG00000001052.16	Sec24b	TE
chr3	130389052	130389072	chr3-254	62.4	+	11.6991	5.7065	5.1966	22.6022	3	3'UTR	ENSMUSG00000058897.19	Col25a1	Genic
chr3	130389203	130389223	chr3-541	62.4	+	0	2.8533	15.5898	18.443	2	3'UTR	ENSMUSG00000058897.19	Col25a1	Genic
chr3	132406867	132406887	chr3-542	46.8	+	11.6991	0	10.3932	22.0922	2	Other SINE	ENSMUSG00000028030.13	Tbck	TE
chr3	135119151	135119171	chr3-147	62.4	-	58.4953	0	0	58.4953	1	Other SINE	ENSMUSG00000028165.10	Cisd2	TE
chr3	135157065	135157085	chr3-543	46.8	+	0	0	15.5898	15.5898	1	LTR/ERV	ENSMUSG00000078578.10	Ube2d3	TE
chr3	135164395	135164415	chr3-544	46.8	+	11.6991	0	10.3932	22.0922	2	Other SINE	ENSMUSG00000078578.10	Ube2d3	TE
chr3	136377085	136377105	chr3-545	46.8	+	0	8.5598	5.1966	13.7564	2	First intron	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136389581	136389601	chr3-255	62.4	+	0	8.5598	5.1966	13.7564	2	Alu	ENSMUSG00000028161.18	Ppp3ca	TE
chr3	136425820	136425840	chr3-256	78	+	0	5.7065	15.5898	21.2963	2	First intron	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136512732	136512752	chr3-550	46.8	+	0	2.8533	10.3932	13.2464	2	Deep intronic	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136627631	136627651	chr3-257	62.4	+	0	0	20.7863	20.7863	1	CDS	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136641891	136641911	chr3-5	1653.1	+	233.9811	219.7018	337.7781	791.4609	3	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136641986	136642006	chr3-2	1169.6	+	222.282	102.7177	192.2737	517.2734	3	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136642203	136642223	chr3-9	639.4	+	187.1848	134.1037	103.9317	425.2203	3	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136642553	136642573	chr3-1	1044.9	+	116.9905	142.6635	306.5986	566.2526	3	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136643135	136643155	chr3-148	93.6	+	23.3981	11.4131	10.3932	45.2044	3	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	136643424	136643444	chr3-66	124.8	+	23.3981	8.5598	31.1795	63.1374	3	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr3	137614837	137614857	chr3-258	62.4	+	0	2.8533	15.5898	18.443	2	3'UTR	ENSMUSG00000074212.8	Dnajb14	Genic
chr3	138450017	138450037	chr3-149	78	+	58.4953	0	0	58.4953	1	LTR/ERV	ENSMUSG00000028152.11	Tspan5	TE
chr3	138472289	138472309	chr3-150	78	+	0	14.2664	0	14.2664	1	Satellite/LC	ENSMUSG00000028152.11	Tspan5	TE
chr3	138487207	138487227	chr3-151	78	+	0	8.5598	10.3932	18.953	2	Satellite/LC	ENSMUSG00000028152.11	Tspan5	TE
chr3	138500799	138500819	chr3-556	62.4	+	0	11.4131	0	11.4131	1	LINE	ENSMUSG00000028152.11	Tspan5	TE
chr3	138510355	138510375	chr3-557	46.8	+	0	0	15.5898	15.5898	1	First intron	ENSMUSG00000028152.11	Tspan5	Genic
chr3	138609859	138609879	chr3-49	218.3	+	35.0972	25.6794	36.3761	97.1527	3	3'UTR	ENSMUSG00000028152.11	Tspan5	Genic
chr3	138633075	138633095	chr3-24	233.9	-	35.0972	25.6794	46.7693	107.5459	3	3'UTR	ENSMUSG00000028149.13	Rap1gds1	Genic
chr3	138633198	138633218	chr3-67	140.4	-	35.0972	22.8262	10.3932	68.3165	3	3'UTR	ENSMUSG00000028149.13	Rap1gds1	Genic
chr3	141197284	141197304	chr3-259	62.4	+	35.0972	2.8533	0	37.9504	2	Satellite/LC	ENSMUSG00000059921.16	Unc5c	TE
chr3	141262564	141262584	chr3-153	78	+	0	14.2664	0	14.2664	1	Satellite/LC	ENSMUSG00000059921.16	Unc5c	TE
chr3	141391152	141391172	chr3-563	46.8	+	23.3981	2.8533	0	26.2514	2	First intron	ENSMUSG00000059921.16	Unc5c	Genic
chr3	143894327	143894347	chr3-68	109.2	-	0	14.2664	46.7693	61.0356	2	3'UTR	ENSMUSG00000028266.18	Lmo4	Genic
chr3	144302803	144302823	chr3-99	218.3	+	11.6991	45.6523	31.1795	88.5309	3	3'UTR	ENSMUSG00000037072.17	Selenof	Genic
chr3	144403092	144403112	chr3-69	140.4	+	0	25.6794	0	25.6794	1	Satellite/LC			TE
chr3	144407466	144407486	chr3-564	62.4	-	0	2.8533	15.5898	18.443	2	Deep intronic	ENSMUSG00000037062.14	Sh3glb1	Genic
chr3	146435507	146435527	chr3-70	140.4	-	0	22.8262	25.9829	48.8091	2	3'UTR	ENSMUSG00000005034.16	Prkacb	Genic
chr3	146436622	146436642	chr3-21	249.5	-	46.7962	37.0925	25.9829	109.8717	3	3'UTR	ENSMUSG00000005034.16	Prkacb	Genic
chr3	146437836	146437856	chr3-71	109.2	-	46.7962	25.6794	10.3932	82.8688	3	3'UTR	ENSMUSG00000005034.16	Prkacb	Genic
chr3	146689617	146689637	chr3-572	46.8	+	0	5.7065	10.3932	16.0997	2	3'UTR	ENSMUSG00000036745.16	Ttll7	Genic
chr3	151604526	151604546	chr3-575	46.8	+	0	0	15.5898	15.5898	1	Satellite/LC	ENSMUSG00000104909.3	Gm43617	TE
chr3	151930637	151930657	chr3-577	62.4	+	0	11.4131	0	11.4131	1	Other SINE	ENSMUSG00000028034.16	Fubp1	TE
chr3	152018952	152018972	chr3-580	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000054942.14	Miga1	Genic
chr3	152055296	152055316	chr3-157	78	+	58.4953	0	0	58.4953	1	Satellite/LC	ENSMUSG00000025437.16	Usp33	TE
chr3	152098104	152098124	chr3-101	155.9	+	23.3981	11.4131	20.7863	55.5975	3	3'UTR	ENSMUSG00000025437.16	Usp33	Genic
chr3	152098714	152098734	chr3-50	218.3	+	58.4953	25.6794	20.7863	104.961	3	3'UTR	ENSMUSG00000025437.16	Usp33	Genic
chr3	152655019	152655039	chr3-584	46.8	-	0	0	15.5898	15.5898	1	Deep intronic	ENSMUSG00000039037.6	St6galnac5	Genic
chr3	152686034	152686054	chr3-40	140.4	-	105.2915	0	0	105.2915	1	Satellite/LC	ENSMUSG00000039037.6	St6galnac5	TE
chr3	153389949	153389969	chr3-264	62.4	-	0	11.4131	5.1966	16.6097	2	First intron	ENSMUSG00000052544.10	St6galnac3	Genic
chr3	153390574	153390594	chr3-103	109.2	-	35.0972	0	20.7863	55.8835	2	LTR/ERV	ENSMUSG00000052544.10	St6galnac3	TE
chr3	153780622	153780642	chr3-104	78	+	0	14.2664	10.3932	24.6595	2	First intron	ENSMUSG00000028360.11	Slc44a5	Genic
chr3	153821041	153821061	chr3-590	46.8	+	0	0	15.5898	15.5898	1	First intron	ENSMUSG00000028360.11	Slc44a5	Genic
chr3	153840162	153840182	chr3-591	46.8	+	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000028360.11	Slc44a5	TE
chr3	153848952	153848972	chr3-160	78	+	0	14.2664	0	14.2664	1	First intron	ENSMUSG00000028360.11	Slc44a5	Genic
chr3	153850555	153850575	chr3-161	78	+	11.6991	2.8533	20.7863	35.3387	3	Satellite/LC	ENSMUSG00000028360.11	Slc44a5	TE
chr3	153934697	153934717	chr3-265	62.4	+	0	8.5598	5.1966	13.7564	2	LINE	ENSMUSG00000028360.11	Slc44a5	TE
chr3	156221137	156221157	chr3-266	62.4	-	11.6991	8.5598	5.1966	25.4554	3	LTR/ERV	ENSMUSG00000085084.10	4930570G19Rik	TE
chr3	156269398	156269418	chr3-162	78	+	0	11.4131	5.1966	16.6097	2	First intron	ENSMUSG00000040037.14	Negr1	Genic
chr3	156270155	156270175	chr3-593	46.8	+	23.3981	5.7065	0	29.1046	2	First intron	ENSMUSG00000040037.14	Negr1	Genic
chr3	156273964	156273984	chr3-594	46.8	+	0	0	15.5898	15.5898	1	Satellite/LC	ENSMUSG00000040037.14	Negr1	TE
chr3	156317751	156317771	chr3-163	78	+	23.3981	14.2664	10.3932	48.0576	3	First intron	ENSMUSG00000040037.14	Negr1	Genic
chr3	156381793	156381813	chr3-596	46.8	+	0	5.7065	5.1966	10.9031	2	First intron	ENSMUSG00000040037.14	Negr1	Genic
chr3	156394064	156394084	chr3-597	46.8	+	23.3981	5.7065	0	29.1046	2	First intron	ENSMUSG00000040037.14	Negr1	Genic
chr3	156461825	156461845	chr3-598	46.8	+	0	8.5598	5.1966	13.7564	2	LTR/ERV	ENSMUSG00000040037.14	Negr1	TE
chr3	156490782	156490802	chr3-599	46.8	+	0	2.8533	10.3932	13.2464	2	LTR/ERV	ENSMUSG00000040037.14	Negr1	TE
chr3	156926583	156926603	chr3-600	62.4	+	0	0	20.7863	20.7863	1	Deep intronic	ENSMUSG00000040037.14	Negr1	Genic
chr3	157731057	157731077	chr3-603	62.4	-	35.0972	2.8533	0	37.9504	2	Deep intronic	ENSMUSG00000055436.19	Srsf11	Genic
chr3	157862489	157862509	chr3-164	109.2	-	0	5.7065	25.9829	31.6895	2	CDS	ENSMUSG00000028176.14	Lrrc7	Genic
chr3	157869846	157869866	chr3-269	93.6	-	0	14.2664	5.1966	19.4629	2	Proximal intronic	ENSMUSG00000028176.14	Lrrc7	Genic
chr3	157875801	157875821	chr3-607	62.4	-	11.6991	2.8533	10.3932	24.9455	3	Deep intronic	ENSMUSG00000028176.14	Lrrc7	Genic
chr3	157886557	157886577	chr3-271	46.8	-	11.6991	8.5598	0	20.2589	2	Deep intronic	ENSMUSG00000028176.14	Lrrc7	Genic
chr4	3899005	3899025	chr4-79	78	-	0	0	25.9829	25.9829	1	3'UTR-distal			Genic
chr4	4763681	4763701	chr4-259	62.4	-	11.6991	0	20.7863	32.4854	2	3'UTR	ENSMUSG00000066324.3	Bpnt2	Genic
chr4	6394631	6394651	chr4-261	62.4	+	0	5.7065	10.3932	16.0997	2	3'UTR	ENSMUSG00000028249.16	Sdcbp	Genic
chr4	6921049	6921069	chr4-134	46.8	-	35.0972	2.8533	0	37.9504	2	Other SINE	ENSMUSG00000041272.12	Tox	TE
chr4	8570548	8570568	chr4-38	93.6	+	35.0972	14.2664	0	49.3635	2	LINE	ENSMUSG00000047187.10	Rab2a	TE
chr4	8570858	8570878	chr4-80	109.2	+	23.3981	14.2664	15.5898	53.2542	3	Deep intronic	ENSMUSG00000047187.10	Rab2a	Genic
chr4	8606729	8606749	chr4-135	93.6	+	0	8.5598	31.1795	39.7393	2	3'UTR	ENSMUSG00000047187.10	Rab2a	Genic
chr4	9301209	9301229	chr4-266	46.8	+	11.6991	2.8533	5.1966	19.7489	3	Deep intronic	ENSMUSG00000041216.16	Clvs1	Genic
chr4	9357266	9357286	chr4-136	62.4	+	0	5.7065	10.3932	16.0997	2	Deep intronic	ENSMUSG00000041216.16	Clvs1	Genic
chr4	9365746	9365766	chr4-25	202.7	+	58.4953	28.5327	0	87.028	2	Other SINE	ENSMUSG00000041216.16	Clvs1	TE
chr4	9626361	9626381	chr4-270	62.4	-	0	5.7065	10.3932	16.0997	2	Deep intronic	ENSMUSG00000028207.19	Asph	Genic
chr4	9636540	9636560	chr4-273	46.8	-	11.6991	5.7065	0	17.4056	2	First intron	ENSMUSG00000028207.19	Asph	Genic
chr4	14884832	14884852	chr4-280	46.8	+	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000028221.4	Pip4p2	TE
chr4	14952504	14952524	chr4-139	78	-	0	2.8533	20.7863	23.6396	2	3'UTR	ENSMUSG00000040536.16	Necab1	Genic
chr4	15284451	15284471	chr4-140	62.4	+	0	14.2664	0	14.2664	1	3'UTR	ENSMUSG00000043252.9	Tmem64	Genic
chr4	20119967	20119987	chr4-141	62.4	-	46.7962	0	0	46.7962	1	3'UTR	ENSMUSG00000055761.15	Nkain3	Genic
chr4	21869739	21869759	chr4-285	46.8	+	11.6991	5.7065	0	17.4056	2	3'UTR	ENSMUSG00000028248.16	Pnisr	Genic
chr4	21997876	21997896	chr4-81	93.6	+	35.0972	8.5598	5.1966	48.8536	3	3'UTR-distal			Genic
chr4	24470745	24470765	chr4-288	46.8	+	11.6991	2.8533	5.1966	19.7489	3	LINE			TE
chr4	25520468	25520488	chr4-52	140.4	-	0	0	46.7693	46.7693	1	Satellite/LC			TE
chr4	25611082	25611102	chr4-6	311.9	-	35.0972	45.6523	36.3761	117.1256	3	3'UTR	ENSMUSG00000055373.9	Fut9	Genic
chr4	25644047	25644067	chr4-292	46.8	-	11.6991	5.7065	0	17.4056	2	First intron	ENSMUSG00000055373.9	Fut9	Genic
chr4	25775690	25775710	chr4-293	46.8	-	0	8.5598	0	8.5598	1	LINE	ENSMUSG00000055373.9	Fut9	TE
chr4	25781990	25782010	chr4-294	46.8	-	0	0	15.5898	15.5898	1	LINE	ENSMUSG00000055373.9	Fut9	TE
chr4	26325574	26325594	chr4-53	109.2	-	46.7962	8.5598	0	55.356	2	3'UTR	ENSMUSG00000040520.8	Manea	Genic
chr4	28905409	28905429	chr4-83	78	+	0	0	25.9829	25.9829	1	First intron	ENSMUSG00000028289.13	Epha7	Genic
chr4	28932065	28932085	chr4-84	109.2	+	23.3981	8.5598	10.3932	42.3511	3	First intron	ENSMUSG00000028289.13	Epha7	Genic
chr4	33052171	33052191	chr4-142	93.6	+	46.7962	8.5598	0	55.356	2	3'UTR	ENSMUSG00000028277.14	Ube2j1	Genic
chr4	33945502	33945522	chr4-26	124.8	+	0	28.5327	5.1966	33.7293	2	3'UTR	ENSMUSG00000044288.7	Cnr1	Genic
chr4	33946015	33946035	chr4-17	140.4	+	35.0972	22.8262	5.1966	63.1199	3	3'UTR	ENSMUSG00000044288.7	Cnr1	Genic
chr4	33948640	33948660	chr4-143	93.6	+	11.6991	11.4131	15.5898	38.7019	3	3'UTR	ENSMUSG00000044288.7	Cnr1	Genic
chr4	34561301	34561321	chr4-299	46.8	+	35.0972	0	0	35.0972	1	First intron	ENSMUSG00000028291.8	Akirin2	Genic
chr4	34804838	34804858	chr4-300	46.8	-	0	0	15.5898	15.5898	1	3'UTR	ENSMUSG00000039967.15	Zfp292	Genic
chr4	35701432	35701452	chr4-144	46.8	-	0	2.8533	15.5898	18.443	2	3'UTR-distal			Genic
chr4	35972412	35972432	chr4-301	46.8	-	0	5.7065	5.1966	10.9031	2	First intron	ENSMUSG00000045083.15	Lingo2	Genic
chr4	36018442	36018462	chr4-302	46.8	-	0	2.8533	10.3932	13.2464	2	First intron	ENSMUSG00000045083.15	Lingo2	Genic
chr4	36045277	36045297	chr4-145	62.4	-	35.0972	2.8533	0	37.9504	2	First intron	ENSMUSG00000045083.15	Lingo2	Genic
chr4	36339970	36339990	chr4-303	62.4	-	0	0	20.7863	20.7863	1	Deep intronic	ENSMUSG00000045083.15	Lingo2	Genic
chr4	36623287	36623307	chr4-304	46.8	-	0	0	15.5898	15.5898	1	LINE	ENSMUSG00000045083.15	Lingo2	TE
chr4	36842109	36842129	chr4-305	46.8	-	0	5.7065	5.1966	10.9031	2	First intron	ENSMUSG00000045083.15	Lingo2	Genic
chr4	39259766	39259786	chr4-307	78	-	0	2.8533	20.7863	23.6396	2	Other exon	ENSMUSG00000065344.2	Gm25581	Genic
chr4	40727102	40727122	chr4-85	78	+	23.3981	8.5598	0	31.9579	2	Deep intronic	ENSMUSG00000028410.14	Dnaja1	Genic
chr4	41273498	41273518	chr4-312	46.8	-	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000028433.15	Ubap2	TE
chr4	41355081	41355101	chr4-313	46.8	+	11.6991	2.8533	5.1966	19.7489	3	Other SINE	ENSMUSG00000028437.15	Ubap1	TE
chr4	41355858	41355878	chr4-86	78	+	35.0972	2.8533	5.1966	43.147	3	Satellite/LC	ENSMUSG00000028437.15	Ubap1	TE
chr4	41356035	41356055	chr4-314	93.6	+	11.6991	8.5598	15.5898	35.8486	3	First intron	ENSMUSG00000028437.15	Ubap1	Genic
chr4	41686267	41686287	chr4-316	62.4	-	0	5.7065	10.3932	16.0997	2	Deep intronic	ENSMUSG00000028444.18	Cntfr	Genic
chr4	41689884	41689904	chr4-317	46.8	-	35.0972	0	0	35.0972	1	First intron	ENSMUSG00000028444.18	Cntfr	Genic
chr4	43228019	43228039	chr4-318	78	+	11.6991	8.5598	10.3932	30.652	3	First intron	ENSMUSG00000028456.19	Unc13b	Genic
chr4	43228861	43228881	chr4-87	93.6	+	11.6991	14.2664	5.1966	31.162	3	First intron	ENSMUSG00000028456.19	Unc13b	Genic
chr4	43492982	43493002	chr4-148	93.6	-	0	17.1196	0	17.1196	1	3'UTR-distal	ENSMUSG00000088088.2	Rmrp	Genic
chr4	43557522	43557542	chr4-149	46.8	-	0	11.4131	0	11.4131	1	3'UTR-distal	ENSMUSG00000028465.17	Tln1	Genic
chr4	44032717	44032737	chr4-150	78	+	0	14.2664	0	14.2664	1	3'UTR	ENSMUSG00000028478.19	Clta	Genic
chr4	44129055	44129075	chr4-151	78	-	0	0	25.9829	25.9829	1	3'UTR	ENSMUSG00000035696.16	Rnf38	Genic
chr4	44190125	44190145	chr4-319	46.8	-	0	0	15.5898	15.5898	1	Satellite/LC	ENSMUSG00000035696.16	Rnf38	TE
chr4	44812389	44812409	chr4-320	46.8	+	0	8.5598	0	8.5598	1	Deep intronic	ENSMUSG00000035649.18	Zcchc7	Genic
chr4	45023611	45023631	chr4-321	46.8	+	0	0	15.5898	15.5898	1	Deep intronic	ENSMUSG00000028318.15	Polr1e	Genic
chr4	47050101	47050121	chr4-323	62.4	-	0	5.7065	10.3932	16.0997	2	Other SINE	ENSMUSG00000066191.13	Anks6	TE
chr4	47469890	47469910	chr4-153	78	-	0	14.2664	5.1966	19.4629	2	3'UTR	ENSMUSG00000039740.7	Alg2	Genic
chr4	48611722	48611742	chr4-325	62.4	+	0	14.2664	10.3932	24.6595	2	Deep intronic	ENSMUSG00000028347.15	Tmeff1	Genic
chr4	48658630	48658650	chr4-90	78	+	0	2.8533	20.7863	23.6396	2	LINE	ENSMUSG00000028347.15	Tmeff1	TE
chr4	48663009	48663029	chr4-93	93.6	+	11.6991	8.5598	15.5898	35.8486	3	3'UTR	ENSMUSG00000028347.15	Tmeff1	Genic
chr4	49104236	49104256	chr4-328	46.8	+	11.6991	5.7065	0	17.4056	2	First intron	ENSMUSG00000063446.5	Plppr1	Genic
chr4	49289330	49289350	chr4-94	124.8	+	0	5.7065	31.1795	36.8861	2	Deep intronic	ENSMUSG00000063446.5	Plppr1	Genic
chr4	53526975	53526995	chr4-155	62.4	+	0	11.4131	0	11.4131	1	Satellite/LC	ENSMUSG00000028412.18	Slc44a1	TE
chr4	53535594	53535614	chr4-156	78	+	0	8.5598	10.3932	18.953	2	5'UTR	ENSMUSG00000028412.18	Slc44a1	Genic
chr4	53860693	53860713	chr4-331	93.6	+	23.3981	2.8533	15.5898	41.8411	3	3'UTR	ENSMUSG00000028420.14	Tmem38b	Genic
chr4	55052327	55052347	chr4-332	46.8	+	0	8.5598	0	8.5598	1	Satellite/LC	ENSMUSG00000060206.12	Zfp462	TE
chr4	56870754	56870774	chr4-95	78	-	11.6991	2.8533	20.7863	35.3387	3	3'UTR	ENSMUSG00000055296.15	Tmem245	Genic
chr4	56957946	56957966	chr4-15	155.9	-	35.0972	17.1196	25.9829	78.1997	3	3'UTR	ENSMUSG00000045589.8	Frrs1l	Genic
chr4	56959041	56959061	chr4-334	62.4	-	0	5.7065	10.3932	16.0997	2	3'UTR	ENSMUSG00000045589.8	Frrs1l	Genic
chr4	57896595	57896615	chr4-335	46.8	+	35.0972	0	0	35.0972	1	3'UTR	ENSMUSG00000038729.25	Pakap	Genic
chr4	58436790	58436810	chr4-336	62.4	-	0	2.8533	15.5898	18.443	2	3'UTR	ENSMUSG00000038668.15	Lpar1	Genic
chr4	58797297	58797317	chr4-337	62.4	-	0	8.5598	10.3932	18.953	2	3'UTR-distal			Genic
chr4	59220513	59220533	chr4-27	218.3	+	35.0972	37.0925	25.9829	98.1726	3	3'UTR	ENSMUSG00000028381.9	Ugcg	Genic
chr4	59834881	59834901	chr4-164	62.4	+	0	8.5598	5.1966	13.7564	2	Satellite/LC	ENSMUSG00000028385.15	Snx30	TE
chr4	60804670	60804690	chr4-341	46.8	+	0	0	15.5898	15.5898	1	Satellite/LC			TE
chr4	63468628	63468648	chr4-342	78	+	11.6991	8.5598	5.1966	25.4554	3	3'UTR	ENSMUSG00000039105.7	Atp6v1g1	Genic
chr4	64230206	64230226	chr4-343	62.4	+	0	8.5598	5.1966	13.7564	2	Intergenic			Intergenic
chr4	65533915	65533935	chr4-345	78	+	0	2.8533	20.7863	23.6396	2	3'UTR	ENSMUSG00000051675.14	Trim32	Genic
chr4	65673889	65673909	chr4-346	46.8	-	35.0972	0	0	35.0972	1	LINE	ENSMUSG00000028373.17	Astn2	TE
chr4	65939419	65939439	chr4-347	46.8	-	0	0	25.9829	25.9829	1	Satellite/LC	ENSMUSG00000028373.17	Astn2	TE
chr4	65952476	65952496	chr4-348	46.8	-	35.0972	0	0	35.0972	1	LINE	ENSMUSG00000028373.17	Astn2	TE
chr4	66028720	66028740	chr4-349	62.4	-	23.3981	2.8533	5.1966	31.448	3	Deep intronic	ENSMUSG00000028373.17	Astn2	Genic
chr4	68820588	68820608	chr4-165	62.4	-	0	11.4131	5.1966	16.6097	2	Deep intronic	ENSMUSG00000028351.6	Brinp1	Genic
chr4	68854199	68854219	chr4-54	93.6	-	23.3981	17.1196	0	40.5177	2	First intron	ENSMUSG00000028351.6	Brinp1	Genic
chr4	68854369	68854389	chr4-28	124.8	-	46.7962	11.4131	10.3932	68.6025	3	First intron	ENSMUSG00000028351.6	Brinp1	Genic
chr4	71946258	71946278	chr4-97	62.4	-	0	5.7065	25.9829	31.6895	2	Intergenic			Intergenic
chr4	73148487	73148507	chr4-354	78	-	11.6991	2.8533	15.5898	30.1421	3	LINE			TE
chr4	73955722	73955742	chr4-355	46.8	+	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000049122.18	Frmd3	Genic
chr4	74198660	74198680	chr4-356	46.8	+	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000028397.14	Kdm4c	Genic
chr4	74224861	74224881	chr4-357	62.4	+	0	2.8533	15.5898	18.443	2	Satellite/LC	ENSMUSG00000028397.14	Kdm4c	TE
chr4	75861786	75861806	chr4-55	93.6	-	0	17.1196	0	17.1196	1	3'UTR	ENSMUSG00000028399.19	Ptprd	Genic
chr4	75862123	75862143	chr4-56	93.6	-	35.0972	11.4131	5.1966	51.7068	3	3'UTR	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76009859	76009879	chr4-98	93.6	-	23.3981	22.8262	0	46.2243	2	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76010547	76010567	chr4-360	46.8	-	35.0972	0	5.1966	40.2937	2	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76013559	76013579	chr4-39	155.9	-	0	37.0925	10.3932	47.4857	2	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76019984	76020004	chr4-167	62.4	-	0	0	20.7863	20.7863	1	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76022018	76022038	chr4-168	62.4	-	0	17.1196	10.3932	27.5128	2	Other SINE	ENSMUSG00000028399.19	Ptprd	TE
chr4	76051779	76051799	chr4-29	140.4	-	23.3981	22.8262	25.9829	72.2072	3	5'UTR	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76051824	76051844	chr4-30	109.2	-	35.0972	17.1196	10.3932	62.61	3	5'UTR	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76053579	76053599	chr4-16	265.1	-	0	39.9458	36.3761	76.3219	2	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76116936	76116956	chr4-367	62.4	-	0	5.7065	15.5898	21.2963	2	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76143307	76143327	chr4-368	62.4	-	11.6991	5.7065	5.1966	22.6022	3	LINE	ENSMUSG00000028399.19	Ptprd	TE
chr4	76148804	76148824	chr4-369	46.8	-	0	5.7065	5.1966	10.9031	2	Deep intronic	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76206070	76206090	chr4-370	62.4	-	0	11.4131	0	11.4131	1	First intron	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76293383	76293403	chr4-170	140.4	-	23.3981	8.5598	25.9829	57.9408	3	Other SINE	ENSMUSG00000028399.19	Ptprd	TE
chr4	76333508	76333528	chr4-372	46.8	-	0	8.5598	0	8.5598	1	LTR/ERV	ENSMUSG00000028399.19	Ptprd	TE
chr4	76395670	76395690	chr4-373	46.8	-	0	8.5598	0	8.5598	1	First intron	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76459626	76459646	chr4-376	46.8	-	11.6991	5.7065	0	17.4056	2	First intron	ENSMUSG00000028399.19	Ptprd	Genic
chr4	76489923	76489943	chr4-171	78	-	11.6991	2.8533	15.5898	30.1421	3	Satellite/LC	ENSMUSG00000028399.19	Ptprd	TE
chr4	76572419	76572439	chr4-377	46.8	-	0	0	15.5898	15.5898	1	Satellite/LC	ENSMUSG00000028399.19	Ptprd	TE
chr4	76641754	76641774	chr4-172	62.4	-	11.6991	11.4131	5.1966	28.3087	3	Satellite/LC	ENSMUSG00000028399.19	Ptprd	TE
chr4	76757403	76757423	chr4-378	46.8	-	0	5.7065	5.1966	10.9031	2	LINE	ENSMUSG00000028399.19	Ptprd	TE
