chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chr22	19954627	19954628	CITS_51[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	Alu	ENSG00000093010.16		TE
chr22	20082015	20082016	CITS_52[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	LINE	ENSG00000128191.18		TE
chr22	20082069	20082070	CITS_53[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	Alu	ENSG00000128191.18		TE
chr22	20082372	20082373	CITS_54[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	Alu	ENSG00000128191.18		TE
chr22	20082544	20082545	CITS_55[gene=chr22_f_c280][PH=4][PH0=0.00][P=8.14e-07]	4	+	Alu	ENSG00000128191.18		TE
chr22	20082677	20082678	CITS_56[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	LINE	ENSG00000128191.18		TE
chr22	20119231	20119232	CITS_57[gene=chr22_f_c280][PH=4][PH0=0.00][P=8.14e-07]	4	+	3'UTR-distal	ENSG00000099901.19		Genic
chr22	20121424	20121425	CITS_58[gene=chr22_f_c280][PH=4][PH0=0.00][P=8.14e-07]	4	+	3'UTR-distal	ENSG00000099901.19		Genic
chr22	20127134	20127135	CITS_59[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	3'UTR	ENSG00000099901.19		Genic
chr22	20539466	20539467	CITS_60[gene=chr22_f_c280][PH=3][PH0=0.00][P=1.84e-03]	3	+	LINE	ENSG00000099917.18		TE
chr22	20950754	20950755	CITS_61[gene=chr22_f_c281][PH=3][PH0=0.00][P=1.37e-03]	3	+	3'UTR	ENSG00000099942.14		Genic
chr22	21426024	21426025	CITS_62[gene=chr22_f_c285][PH=4][PH0=0.00][P=1.61e-07]	4	+	Alu	ENSG00000169635.11		TE
chr22	21427479	21427480	CITS_63[gene=chr22_f_c285][PH=4][PH0=0.00][P=1.61e-07]	4	+	Alu	ENSG00000169635.11		TE
chr22	21595884	21595885	CITS_64[gene=chr22_f_c285][PH=4][PH0=0.00][P=1.61e-07]	4	+	Alu	ENSG00000185651.17		TE
chr22	21691113	21691114	CITS_65[gene=chr22_f_c285][PH=4][PH0=0.00][P=1.61e-07]	4	+	Alu	ENSG00000100023.20	PPIL2	TE
chr22	22012612	22012613	CITS_66[gene=chr22_f_c285][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu			TE
chr22	22307825	22307826	CITS_67[gene=chr22_f_c285][PH=3][PH0=0.00][P=5.04e-04]	3	+	LINE	ENSG00000272779.1	BMS1P20	TE
chr22	22308362	22308363	CITS_68[gene=chr22_f_c285][PH=3][PH0=0.00][P=5.04e-04]	3	+	Alu	ENSG00000272779.1	BMS1P20	TE
chr22	22320396	22320397	CITS_69[gene=chr22_f_c285][PH=4][PH0=0.00][P=1.61e-07]	4	+	Deep intronic	ENSG00000286129.1	""	Genic
chr22	22320641	22320642	CITS_70[gene=chr22_f_c285][PH=3][PH0=0.00][P=5.04e-04]	3	+	Deep intronic	ENSG00000286129.1	""	Genic
chr22	22320858	22320859	CITS_71[gene=chr22_f_c285][PH=3][PH0=0.00][P=5.04e-04]	3	+	Alu	ENSG00000286129.1	""	TE
chr22	22530393	22530394	CITS_72[gene=chr22_f_c294][PH=3][PH0=0.00][P=1.80e-06]	3	+	Alu			TE
chr22	22578178	22578179	CITS_73[gene=chr22_f_c294][PH=3][PH0=0.00][P=1.80e-06]	3	+	Alu			TE
chr22	22996545	22996546	CITS_74[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	LINE	ENSG00000223679.1	""	TE
chr22	23252612	23252613	CITS_75[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000186716.22		TE
chr22	23801813	23801814	CITS_76[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	LTR/ERV	ENSG00000099956.21		TE
chr22	23804376	23804377	CITS_77[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000099956.21		Genic
chr22	24285740	24285741	CITS_78[gene=chr22_f_c310][PH=4][PH0=0.00][P=4.04e-06]	4	+	Alu	ENSG00000100014.21		TE
chr22	24306991	24306992	CITS_79[gene=chr22_f_c310][PH=4][PH0=0.00][P=4.04e-06]	4	+	LINE	ENSG00000100014.21		TE
chr22	24371889	24371890	CITS_80[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000100014.21		TE
chr22	24376916	24376917	CITS_81[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	LINE	ENSG00000100014.21		TE
chr22	24380944	24380945	CITS_82[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	LINE	ENSG00000100014.21		TE
chr22	24560284	24560285	CITS_83[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000100028.13		TE
chr22	24560906	24560907	CITS_84[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000100028.13		TE
chr22	25053108	25053109	CITS_85[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000197077.15		Genic
chr22	25235655	25235656	CITS_86[gene=chr22_f_c310][PH=4][PH0=0.00][P=4.04e-06]	4	+	3'UTR-distal			Genic
chr22	25260339	25260340	CITS_87[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000298663.1	""	Genic
chr22	25452626	25452627	CITS_88[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25462263	25462264	CITS_89[gene=chr22_f_c310][PH=4][PH0=0.00][P=4.04e-06]	4	+	LTR/ERV	ENSG00000291087.2	CRYBB2P1	TE
chr22	25465879	25465880	CITS_90[gene=chr22_f_c310][PH=4][PH0=0.00][P=4.04e-06]	4	+	Deep intronic	ENSG00000291087.2	CRYBB2P1	Genic
chr22	25466288	25466289	CITS_91[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000291087.2	CRYBB2P1	Genic
chr22	25468545	25468546	CITS_92[gene=chr22_f_c310][PH=4][PH0=0.00][P=4.04e-06]	4	+	Deep intronic	ENSG00000291087.2	CRYBB2P1	Genic
chr22	25476363	25476364	CITS_93[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000272977.1	""	TE
chr22	25476497	25476498	CITS_94[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000272977.1	""	Genic
chr22	25496237	25496238	CITS_95[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000291087.2	CRYBB2P1	Genic
chr22	25505238	25505239	CITS_96[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25508450	25508451	CITS_97[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Other SINE	ENSG00000291087.2	CRYBB2P1	TE
chr22	25517347	25517348	CITS_98[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Deep intronic	ENSG00000291087.2	CRYBB2P1	Genic
chr22	25700763	25700764	CITS_99[gene=chr22_f_c310][PH=3][PH0=0.00][P=7.35e-03]	3	+	Alu	ENSG00000100077.17		TE
chr22	27885483	27885484	CITS_100[gene=chr22_f_c500][PH=4][PH0=0.00][P=3.82e-09]	4	+	Deep intronic			Genic
chr22	28081666	28081667	CITS_101[gene=chr22_f_c500][PH=4][PH0=0.00][P=3.82e-09]	4	+	Alu			TE
chr22	28744778	28744779	CITS_102[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Deep intronic	ENSG00000100209.12		Genic
chr22	28781659	28781660	CITS_103[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Alu	ENSG00000159873.11		TE
chr22	28881349	28881350	CITS_104[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Alu			TE
chr22	28907153	28907154	CITS_105[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Alu	ENSG00000183579.17		TE
chr22	28919891	28919892	CITS_106[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000183579.17		Genic
chr22	29271465	29271466	CITS_107[gene=chr22_f_c507][PH=4][PH0=0.00][P=4.93e-06]	4	+	First intron	ENSG00000182944.19		Genic
chr22	29275810	29275811	CITS_108[gene=chr22_f_c507][PH=4][PH0=0.00][P=4.93e-06]	4	+	First intron	ENSG00000182944.19		Genic
chr22	29281938	29281939	CITS_109[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29282499	29282500	CITS_110[gene=chr22_f_c507][PH=5][PH0=0.00][P=1.71e-09]	5	+	CDS	ENSG00000182944.19		Genic
chr22	29284143	29284144	CITS_111[gene=chr22_f_c507][PH=4][PH0=0.00][P=4.93e-06]	4	+	Alu	ENSG00000182944.19		TE
chr22	29284389	29284390	CITS_112[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29285299	29285300	CITS_113[gene=chr22_f_c507][PH=4][PH0=0.00][P=4.93e-06]	4	+	Alu	ENSG00000182944.19		TE
chr22	29287764	29287765	CITS_114[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29288154	29288155	CITS_115[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29289345	29289346	CITS_116[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29289661	29289662	CITS_117[gene=chr22_f_c507][PH=4][PH0=0.00][P=4.93e-06]	4	+	First intron	ENSG00000182944.19		Genic
chr22	29289707	29289708	CITS_118[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29289799	29289800	CITS_119[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29291605	29291606	CITS_120[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29291668	29291669	CITS_121[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000182944.19		Genic
chr22	29514879	29514880	CITS_122[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Alu			TE
chr22	29623118	29623119	CITS_123[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Alu	ENSG00000186575.21		TE
chr22	29696519	29696520	CITS_124[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	3'UTR	ENSG00000186575.21		Genic
chr22	29889673	29889674	CITS_125[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	First intron	ENSG00000100330.17		Genic
chr22	30127383	30127384	CITS_126[gene=chr22_f_c507][PH=3][PH0=0.00][P=7.22e-03]	3	+	Alu	ENSG00000176635.19		TE
chr22	30814602	30814603	CITS_127[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000184792.17		TE
chr22	30972264	30972265	CITS_128[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	First intron	ENSG00000253352.10	TUG1	Genic
chr22	30974066	30974067	CITS_129[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Deep intronic	ENSG00000253352.10	TUG1	Genic
chr22	30976305	30976306	CITS_130[gene=chr22_f_c527][PH=4][PH0=0.00][P=1.34e-06]	4	+	3'UTR	ENSG00000253352.10	TUG1	Genic
chr22	30977896	30977897	CITS_131[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	3'UTR	ENSG00000253352.10	TUG1	Genic
chr22	30999820	30999821	CITS_132[gene=chr22_f_c527][PH=16][PH0=0.00][P=1.00e-100]	16	+	Deep intronic			Genic
chr22	31163682	31163683	CITS_134[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000138942.18		TE
chr22	31170962	31170963	CITS_135[gene=chr22_f_c527][PH=4][PH0=0.00][P=1.34e-06]	4	+	First intron	ENSG00000138942.18		Genic
chr22	31403657	31403658	CITS_136[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000185721.15		TE
chr22	31429815	31429816	CITS_137[gene=chr22_f_c527][PH=4][PH0=0.00][P=1.34e-06]	4	+	Alu	ENSG00000185721.15		TE
chr22	31432871	31432872	CITS_138[gene=chr22_f_c527][PH=4][PH0=0.00][P=1.34e-06]	4	+	Deep intronic	ENSG00000185721.15		Genic
chr22	31552429	31552430	CITS_139[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000198089.17		TE
chr22	31554006	31554007	CITS_140[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000198089.17		TE
chr22	31554485	31554486	CITS_141[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000198089.17		TE
chr22	31563166	31563167	CITS_142[gene=chr22_f_c527][PH=8][PH0=0.00][P=1.00e-100]	8	+	Alu	ENSG00000198089.17		TE
chr22	31579761	31579762	CITS_143[gene=chr22_f_c527][PH=4][PH0=0.00][P=1.34e-06]	4	+	Deep intronic	ENSG00000198089.17		Genic
chr22	31588510	31588511	CITS_144[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	LTR/ERV	ENSG00000198089.17		TE
chr22	31675975	31675976	CITS_145[gene=chr22_f_c527][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu			TE
chr22	31687530	31687531	CITS_146[gene=chr22_f_c527][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu			TE
chr22	32257840	32257841	CITS_147[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Alu	ENSG00000242082.2	SLC5A4-AS1	TE
chr22	32479706	32479707	CITS_149[gene=chr22_f_c527][PH=3][PH0=0.00][P=3.07e-03]	3	+	Deep intronic	ENSG00000100225.19		Genic
chr22	33980128	33980129	CITS_150[gene=chr22_f_c548][PH=9][PH0=0.00][P=1.00e-100]	9	+	Alu			TE
chr22	34970824	34970825	CITS_151[gene=chr22_f_c563][PH=2][PH0=0.00][P=2.47e-03]	2	+	Alu			TE
chr22	35259334	35259335	CITS_152[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	First intron	ENSG00000100281.15		Genic
chr22	35449273	35449274	CITS_153[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	LINE			TE
chr22	35711848	35711849	CITS_154[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	Alu			TE
chr22	36703356	36703357	CITS_155[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	TSS-proximal			Genic
chr22	36718447	36718448	CITS_156[gene=chr22_f_c570][PH=4][PH0=0.00][P=2.79e-07]	4	+	Alu	ENSG00000234688.4	CACNG2-DT	TE
chr22	37071696	37071697	CITS_157[gene=chr22_f_c570][PH=4][PH0=0.00][P=2.79e-07]	4	+	3'UTR-distal			Genic
chr22	37700043	37700044	CITS_158[gene=chr22_f_c570][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR-distal	ENSG00000100101.15	""	Genic
chr22	37872298	37872299	CITS_159[gene=chr22_f_c570][PH=4][PH0=0.00][P=2.79e-07]	4	+	Alu	ENSG00000100129.18	EIF3L	TE
chr22	37872895	37872896	CITS_160[gene=chr22_f_c570][PH=4][PH0=0.00][P=2.79e-07]	4	+	Deep intronic	ENSG00000100129.18	EIF3L	Genic
chr22	37872926	37872927	CITS_161[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	Deep intronic	ENSG00000100129.18	EIF3L	Genic
chr22	37873163	37873164	CITS_162[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	Alu	ENSG00000100129.18	EIF3L	TE
chr22	37873472	37873473	CITS_163[gene=chr22_f_c570][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSG00000100129.18	EIF3L	TE
chr22	37909668	37909669	CITS_164[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	First intron	ENSG00000100139.15		Genic
chr22	37922565	37922566	CITS_165[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	Proximal intronic	ENSG00000100139.15		Genic
chr22	38660001	38660002	CITS_167[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	LINE	ENSG00000100211.13		TE
chr22	38660157	38660158	CITS_168[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	LINE	ENSG00000100211.13		TE
chr22	38661475	38661476	CITS_169[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	First intron	ENSG00000100211.13		Genic
chr22	38684451	38684452	CITS_170[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	3'UTR	ENSG00000100216.7		Genic
chr22	38731304	38731305	CITS_171[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	3'UTR	ENSG00000100226.17		Genic
chr22	38874614	38874615	CITS_172[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	Alu	ENSG00000288106.2	""	TE
chr22	38910764	38910765	CITS_173[gene=chr22_f_c570][PH=7][PH0=0.00][P=1.00e-100]	7	+	Deep intronic	ENSG00000288106.2	""	Genic
chr22	38998173	38998174	CITS_174[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	3'UTR-distal			Genic
chr22	39038463	39038464	CITS_175[gene=chr22_f_c570][PH=4][PH0=0.00][P=2.79e-07]	4	+	3'UTR-distal			Genic
chr22	39423694	39423695	CITS_176[gene=chr22_f_c570][PH=3][PH0=0.00][P=1.07e-03]	3	+	LINE	ENSG00000100324.15		TE
chr22	40174487	40174488	CITS_177[gene=chr22_f_c577][PH=4][PH0=0.00][P=6.82e-06]	4	+	Deep intronic	ENSG00000100354.23		Genic
chr22	40283497	40283498	CITS_178[gene=chr22_f_c577][PH=5][PH0=0.00][P=2.47e-09]	5	+	Deep intronic	ENSG00000100354.23		Genic
chr22	40676623	40676624	CITS_179[gene=chr22_f_c577][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu			TE
chr22	41640598	41640599	CITS_180[gene=chr22_f_c577][PH=4][PH0=0.00][P=6.82e-06]	4	+	Deep intronic	ENSG00000196419.14		Genic
chr22	42615244	42615245	CITS_181[gene=chr22_f_c589][PH=15][PH0=0.00][P=1.00e-100]	15	+	Other exon	ENSG00000270022.4	""	Genic
chr22	42615317	42615318	CITS_182[gene=chr22_f_c589][PH=21][PH0=0.00][P=1.00e-100]	21	+	Other exon	ENSG00000270022.4	""	Genic
chr22	42615360	42615361	CITS_183[gene=chr22_f_c589][PH=3][PH0=0.00][P=1.02e-04]	3	+	Other exon	ENSG00000270022.4	""	Genic
chr22	42739929	42739930	CITS_184[gene=chr22_f_c589][PH=4][PH0=0.00][P=1.75e-08]	4	+	Alu			TE
chr22	43933556	43933557	CITS_185[gene=chr22_f_c589][PH=3][PH0=0.00][P=1.02e-04]	3	+	Alu	ENSG00000100344.12		TE
chr22	44121012	44121013	CITS_186[gene=chr22_f_c661][PH=4][PH0=0.00][P=2.68e-08]	4	+	Alu	ENSG00000188677.15	PARVB	TE
chr22	44852669	44852670	CITS_187[gene=chr22_f_c732][PH=3][PH0=0.00][P=4.88e-04]	3	+	LTR/ERV	ENSG00000241484.11		TE
chr22	44853111	44853112	CITS_188[gene=chr22_f_c732][PH=4][PH0=0.00][P=2.03e-07]	4	+	LTR/ERV	ENSG00000241484.11		TE
chr22	45006857	45006858	CITS_189[gene=chr22_f_c732][PH=3][PH0=0.00][P=4.88e-04]	3	+	Deep intronic			Genic
chr22	45685279	45685280	CITS_190[gene=chr22_f_c734][PH=4][PH0=0.00][P=1.07e-06]	4	+	First intron	ENSG00000130638.18	ATXN10	Genic
chr22	45771788	45771789	CITS_191[gene=chr22_f_c734][PH=4][PH0=0.00][P=1.07e-06]	4	+	Alu	ENSG00000130638.18	ATXN10	TE
chr22	46144682	46144683	CITS_192[gene=chr22_f_c734][PH=3][PH0=0.00][P=2.38e-03]	3	+	Alu			TE
chr22	46268998	46268999	CITS_193[gene=chr22_f_c734][PH=3][PH0=0.00][P=2.38e-03]	3	+	Deep intronic	ENSG00000075234.18		Genic
chr22	46814158	46814159	CITS_194[gene=chr22_f_c734][PH=3][PH0=0.00][P=2.38e-03]	3	+	Deep intronic	ENSG00000054611.15		Genic
chr22	46891483	46891484	CITS_195[gene=chr22_f_c734][PH=4][PH0=0.00][P=1.07e-06]	4	+	Deep intronic	ENSG00000054611.15		Genic
chr22	46954319	46954320	CITS_196[gene=chr22_f_c734][PH=7][PH0=0.00][P=1.00e-100]	7	+	Other SINE	ENSG00000054611.15		TE
chr22	47000322	47000323	CITS_197[gene=chr22_f_c734][PH=5][PH0=0.00][P=1.00e-100]	5	+	LTR/ERV	ENSG00000054611.15		TE
chr22	47414632	47414633	CITS_198[gene=chr22_f_c742][PH=2][PH0=0.00][P=2.66e-03]	2	+	Alu			TE
chr22	47609382	47609383	CITS_199[gene=chr22_f_c764][PH=7][PH0=0.28][P=9.93e-06]	7	+	Alu			TE
chr22	47821954	47821955	CITS_200[gene=chr22_f_c786][PH=3][PH0=0.00][P=7.11e-07]	3	+	Alu	ENSG00000224271.9	EPIC1	TE
chr22	48469940	48469941	CITS_201[gene=chr22_f_c793][PH=2][PH0=0.00][P=5.83e-03]	2	+	Alu			TE
chr22	49500798	49500799	CITS_202[gene=chr22_f_c798][PH=15][PH0=0.90][P=2.63e-11]	15	+	Satellite/LC	ENSG00000280224.1	""	TE
chr22	49841440	49841441	CITS_203[gene=chr22_f_c816][PH=3][PH0=0.00][P=4.62e-04]	3	+	Alu			TE
chr22	49989689	49989690	CITS_204[gene=chr22_f_c816][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic			Genic
chr22	50322812	50322813	CITS_205[gene=chr22_f_c816][PH=3][PH0=0.00][P=4.62e-04]	3	+	Alu			TE
chr22	50512041	50512042	CITS_206[gene=chr22_f_c816][PH=3][PH0=0.00][P=4.62e-04]	3	+	Alu	ENSG00000025770.20		TE
chr22	11251018	11251019	CITS_207[gene=chr22_r_c61][PH=8][PH0=0.00][P=1.00e-100]	8	-	Deep intronic			Genic
chr22	11251700	11251701	CITS_208[gene=chr22_r_c61][PH=3][PH0=0.00][P=1.00e-06]	3	-	Deep intronic			Genic
chr22	11251948	11251949	CITS_209[gene=chr22_r_c61][PH=3][PH0=0.00][P=1.00e-06]	3	-	Deep intronic			Genic
chr22	11252308	11252309	CITS_210[gene=chr22_r_c61][PH=3][PH0=0.00][P=1.00e-06]	3	-	Deep intronic			Genic
chr22	11843451	11843452	CITS_211[gene=chr22_r_c68][PH=3][PH0=0.00][P=7.39e-08]	3	-	Deep intronic	ENSG00000310416.1	""	Genic
chr22	11959114	11959115	CITS_212[gene=chr22_r_c70][PH=2][PH0=0.00][P=1.00e-02]	2	-	Alu	ENSG00000310416.1	""	TE
chr22	12170167	12170168	CITS_213[gene=chr22_r_c70][PH=2][PH0=0.00][P=1.00e-02]	2	-	Satellite/LC			TE
chr22	16151161	16151162	CITS_214[gene=chr22_r_c154][PH=2][PH0=0.00][P=1.83e-03]	2	-	LTR/ERV			TE
chr22	16451220	16451221	CITS_215[gene=chr22_r_c164][PH=2][PH0=0.00][P=2.07e-03]	2	-	LINE	ENSG00000227367.1	SLC9B1P4	TE
chr22	17151036	17151037	CITS_216[gene=chr22_r_c187][PH=3][PH0=0.00][P=7.56e-04]	3	-	LINE	ENSG00000069998.13		TE
chr22	17156319	17156320	CITS_217[gene=chr22_r_c187][PH=3][PH0=0.00][P=7.56e-04]	3	-	First intron	ENSG00000069998.13		Genic
chr22	17894259	17894260	CITS_218[gene=chr22_r_c187][PH=4][PH0=0.00][P=2.62e-07]	4	-	Alu	ENSG00000243156.9	MICAL3	TE
chr22	17898111	17898112	CITS_219[gene=chr22_r_c187][PH=3][PH0=0.00][P=7.56e-04]	3	-	Deep intronic	ENSG00000243156.9	MICAL3	Genic
chr22	17977863	17977864	CITS_220[gene=chr22_r_c187][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	ENSG00000243156.9	MICAL3	TE
chr22	18018552	18018553	CITS_221[gene=chr22_r_c187][PH=3][PH0=0.00][P=7.56e-04]	3	-	Alu	ENSG00000243156.9	MICAL3	TE
chr22	18020753	18020754	CITS_222[gene=chr22_r_c187][PH=3][PH0=0.00][P=7.56e-04]	3	-	Alu	ENSG00000243156.9	MICAL3	TE
chr22	18567853	18567854	CITS_223[gene=chr22_r_c188][PH=4][PH0=0.00][P=1.39e-06]	4	-	Alu	ENSG00000290425.2	PI4KAP1	TE
chr22	18569302	18569303	CITS_224[gene=chr22_r_c188][PH=4][PH0=0.00][P=1.39e-06]	4	-	Alu	ENSG00000290425.2	PI4KAP1	TE
chr22	19112113	19112114	CITS_226[gene=chr22_r_c188][PH=12][PH0=0.00][P=1.00e-100]	12	-	Alu	ENSG00000070413.22		TE
chr22	19113763	19113764	CITS_227[gene=chr22_r_c188][PH=3][PH0=0.00][P=2.68e-03]	3	-	First intron	ENSG00000070413.22		Genic
chr22	19487140	19487141	CITS_228[gene=chr22_r_c188][PH=4][PH0=0.00][P=1.39e-06]	4	-	Alu			TE
chr22	19832177	19832178	CITS_229[gene=chr22_r_c188][PH=3][PH0=0.00][P=2.68e-03]	3	-	Alu	ENSG00000185838.15		TE
chr22	19906460	19906461	CITS_230[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	21507398	21507399	CITS_231[gene=chr22_r_c258][PH=4][PH0=0.00][P=1.23e-06]	4	-	Alu	ENSG00000293427.2	""	TE
chr22	21508858	21508859	CITS_232[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Alu	ENSG00000293427.2	""	TE
chr22	21637522	21637523	CITS_233[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Alu			TE
chr22	21706694	21706695	CITS_234[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Alu	ENSG00000100027.17	YPEL1	TE
chr22	21769980	21769981	CITS_235[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Deep intronic	ENSG00000100030.16		Genic
chr22	21785287	21785288	CITS_236[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Deep intronic	ENSG00000100030.16		Genic
chr22	21795792	21795793	CITS_237[gene=chr22_r_c258][PH=3][PH0=0.00][P=2.74e-03]	3	-	Deep intronic	ENSG00000100030.16		Genic
