chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr7	13675572	13675573	chr7_r_c33[k=4][m=3]	3	-	4	3	0	1	LINE			TE
chr17	82182268	82182269	chr17_r_c142[k=5][m=3]	3	-	5	3	0	1	Deep intronic	ENSG00000176155.22		Genic
chr1	86975296	86975297	chr1_f_c166[k=6][m=3]	3	+	6	3	0	1	Satellite/LC	ENSG00000153936.18	HS2ST1	TE
chr21	8446163	8446164	chr21_f_c108[k=6][m=3]	3	+	6	3	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr2	200358621	200358622	chr2_f_c346[k=6][m=3]	3	+	6	3	0	1	First intron	ENSG00000196141.15		Genic
chr21	8218893	8218894	chr21_f_c26[k=7][m=3]	3	+	7	3	0	6	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8218920	8218921	chr21_f_c27[k=7][m=3]	3	+	7	3	0	6	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8401932	8401933	chr21_f_c65[k=7][m=3]	3	+	7	3	0	6	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8401959	8401960	chr21_f_c66[k=7][m=3]	3	+	7	3	0	6	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8446190	8446191	chr21_f_c109[k=9][m=3]	3	+	9	3	0	2	Deep intronic	ENSG00000280441.4	""	Genic
chr6	73517613	73517614	chr6_r_c71[k=9][m=3]	3	-	9	3	0	1	3'UTR	ENSG00000156508.21		Genic
chr7	22510415	22510416	chr7_r_c45[k=9][m=3]	3	-	9	3	0	1	First intron	ENSG00000105889.17		Genic
chr9	133021066	133021067	chr9_f_c169[k=9][m=3]	3	+	9	3	0	1	Deep intronic			Genic
chr21	6322527	6322528	chr21_f_c3[k=10][m=3]	3	+	10	3	0	2	Satellite/LC	ENSG00000278903.6	""	TE
chr14	32093489	32093490	chr14_f_c37[k=14][m=3]	3	+	14	3	0	1	CDS	ENSG00000100852.15		Genic
chr5	80651576	80651577	chr5_r_c141[k=17][m=3]	3	-	17	3	0	1	First intron	ENSG00000228716.8		Genic
chr17	19190040	19190041	chr17_r_c39[k=18][m=3]	3	-	18	3	0	1	First intron	ENSG00000262202.5	""	Genic
chr22	11630736	11630737	chr22_f_c0[k=18][m=3]	3	+	18	3	0	1	Intergenic			Intergenic
chr21	6322564	6322565	chr21_f_c4[k=19][m=3]	3	+	19	3	0	1	First intron	ENSG00000278903.6	""	Genic
chrX	136975492	136975493	chrX_r_c134[k=22][m=3]	3	-	22	3	0	1	Deep intronic			Genic
chr8	127088484	127088485	chr8_f_c144[k=26][m=3]	3	+	26	3	0	1	Deep intronic	ENSG00000253438.6	PCAT1	Genic
chr7	56060581	56060582	chr7_f_c89[k=29][m=3]	3	+	29	3	0	3	Deep intronic	ENSG00000146731.12		Genic
chr7	65070651	65070652	chr7_f_c95[k=29][m=3]	3	+	29	3	0	3	Proximal intronic	ENSG00000207062.1	SNORA15B-1	Genic
chr7	65760165	65760166	chr7_f_c96[k=29][m=3]	3	+	29	3	0	3	First intron	ENSG00000206785.1	SNORA15B-2	Genic
chr1	24673224	24673225	chr1_f_c31[k=30][m=3]	3	+	30	3	0	1	3'UTR	ENSG00000133226.20		Genic
chr21	6666584	6666585	chr21_r_c5[k=30][m=3]	3	-	30	3	0	2	First intron	ENSG00000280145.4	""	Genic
chr21	6993654	6993655	chr21_r_c7[k=30][m=3]	3	-	30	3	0	2	Proximal intronic	ENSG00000280018.5	""	Genic
chr17	19188219	19188220	chr17_f_c34[k=33][m=3]	3	+	33	3	0	2	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19063931	19063932	chr17_r_c33[k=35][m=3]	3	-	35	3	0	2	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr21	8438028	8438029	chr21_f_c75[k=43][m=3]	3	+	43	3	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr13	109424220	109424221	chr13_r_c131[k=56][m=3]	3	-	56	3	0	1	Other exon	ENSG00000289901.2	""	Genic
chr11	65502638	65502639	chr11_f_c110[k=58][m=3]	3	+	58	3	0	1	First intron	ENSG00000251562.13	MALAT1	Genic
chr14	16055742	16055743	chr14_f_c0[k=62][m=3]	3	+	62	3	0	2	Deep intronic			Genic
chrM	1138	1139	chrM_f_c4[k=62][m=3]	3	+	62	3	0	1	Other exon	ENSG00000211459.2	MT-RNR1	Genic
chr22	11251682	11251683	chr22_r_c0[k=63][m=3]	3	-	63	3	0	2	Deep intronic			Genic
chr17	8173553	8173554	chr17_r_c16[k=65][m=3]	3	-	65	3	0	1	3'UTR	ENSG00000179029.16		Genic
chr15	66503277	66503278	chr15_r_c83[k=68][m=3]	3	-	68	3	0	1	First intron	ENSG00000174444.16		Genic
chrM	1032	1033	chrM_f_c3[k=69][m=3]	3	+	69	3	0	2	Other exon	ENSG00000211459.2	MT-RNR1	Genic
chr6	52995877	52995878	chr6_f_c55[k=81][m=3]	3	+	81	3	0	1	Other exon	ENSG00000202198.1	7SK	Genic
chrM	4429	4430	chrM_f_c28[k=86][m=3]	3	+	86	3	0	1	Other exon	ENSG00000210112.1	MT-TM	Genic
chr20	49280376	49280377	chr20_f_c123[k=92][m=3]	3	+	92	3	0	1	First intron	ENSG00000177410.14	ZFAS1	Genic
chr5	179614756	179614757	chr5_r_c295[k=141][m=3]	3	-	141	3	0	1	3'UTR	ENSG00000169045.20		Genic
chr21	8393835	8393836	chr21_f_c44[k=168][m=3]	3	+	168	3	0	1	Deep intronic	ENSG00000280441.4	""	Genic
chr2	132255032	132255033	chr2_r_c189[k=180][m=3]	3	-	180	3	0	1	Deep intronic			Genic
chr6	132815339	132815340	chr6_f_c189[k=181][m=3]	3	+	181	3	0	1	Deep intronic	ENSG00000112306.9		Genic
chr1	75787944	75787945	chr1_f_c149[k=222][m=3]	3	+	222	3	0	1	First intron	ENSG00000137955.17		Genic
chr1	173865634	173865635	chr1_r_c355[k=258][m=3]	3	-	258	3	0	1	Proximal intronic	ENSG00000234741.11	GAS5	Genic
chr1	173866923	173866924	chr1_r_c361[k=281][m=3]	3	-	281	3	0	1	First intron	ENSG00000234741.11	GAS5	Genic
chr20	2656967	2656968	chr20_f_c7[k=281][m=3]	3	+	281	3	0	1	Proximal intronic	ENSG00000101361.18		Genic
chr20	2656979	2656980	chr20_f_c8[k=566][m=3]	3	+	566	3	0	1	Proximal intronic	ENSG00000101361.18		Genic
chr17	64146136	64146137	chr17_f_c139[k=596][m=3]	3	+	596	3	0	1	First intron	ENSG00000199753.1	SNORD104	Genic
chr1	173864166	173864167	chr1_r_c343[k=622][m=3]	3	-	622	3	0	1	Proximal intronic	ENSG00000234741.11	GAS5	Genic
chr1	173865379	173865380	chr1_r_c349[k=744][m=3]	3	-	744	3	0	1	Proximal intronic	ENSG00000234741.11	GAS5	Genic
chr11	62855302	62855303	chr11_r_c136[k=2024][m=3]	3	-	2024	3	0	1	First intron	ENSG00000255717.10	SNHG1	Genic
chr10	32998640	32998641	chr10_f_c50[k=1][m=2]	2	+	1	2	0	20	LINE	ENSG00000229656.10	ITGB1-DT	TE
chr10	45742765	45742766	chr10_f_c56[k=1][m=2]	2	+	1	2	0	20	LINE	ENSG00000172661.21		TE
chr10	45982403	45982404	chr10_f_c58[k=1][m=2]	2	+	1	2	0	20	Satellite/LC	ENSG00000265354.5		TE
chr10	49771406	49771407	chr10_f_c60[k=1][m=2]	2	+	1	2	0	20	TSS-proximal			Genic
chr10	49952007	49952008	chr10_f_c61[k=1][m=2]	2	+	1	2	0	20	Satellite/LC	ENSG00000178440.9	TIMM23B-AGAP6	TE
chr10	50083449	50083450	chr10_f_c62[k=1][m=2]	2	+	1	2	0	20	LINE	ENSG00000099290.18		TE
chr10	57758260	57758261	chr10_f_c64[k=1][m=2]	2	+	1	2	0	20	LINE			TE
chr10	58195851	58195852	chr10_r_c78[k=1][m=2]	2	-	1	2	0	20	3'UTR	ENSG00000151151.7		Genic
chr10	58247968	58247969	chr10_r_c79[k=1][m=2]	2	-	1	2	0	20	First intron	ENSG00000151151.7		Genic
chr10	58287832	58287833	chr10_f_c65[k=1][m=2]	2	+	1	2	0	20	3'UTR	ENSG00000122873.13		Genic
chr10	67839716	67839717	chr10_r_c90[k=1][m=2]	2	-	1	2	0	20	Alu			TE
chr10	82095300	82095301	chr10_f_c114[k=1][m=2]	2	+	1	2	0	20	LTR/ERV	ENSG00000185737.13	NRG3	TE
chr11	10271242	10271243	chr11_r_c34[k=1][m=2]	2	-	1	2	0	13	First intron	ENSG00000133812.19		Genic
chr11	10509302	10509303	chr11_r_c37[k=1][m=2]	2	-	1	2	0	13	3'UTR-distal			Genic
chr1	122622943	122622944	chr1_f_c264[k=1][m=2]	2	+	1	2	0	77	Satellite/LC			TE
chr1	12507338	12507339	chr1_f_c16[k=1][m=2]	2	+	1	2	0	77	Other SINE	ENSG00000048707.15	VPS13D	TE
chr1	144902918	144902919	chr1_r_c278[k=1][m=2]	2	-	1	2	0	77	Deep intronic	ENSG00000196369.13		Genic
chr1	145627431	145627432	chr1_f_c271[k=1][m=2]	2	+	1	2	0	77	LINE	ENSG00000117262.20		TE
chr1	145645013	145645014	chr1_f_c272[k=1][m=2]	2	+	1	2	0	77	Deep intronic	ENSG00000117262.20		Genic
chr1	146494624	146494625	chr1_f_c276[k=1][m=2]	2	+	1	2	0	77	LINE	ENSG00000291242.2	""	TE
chr1	146694501	146694502	chr1_f_c277[k=1][m=2]	2	+	1	2	0	77	LINE	ENSG00000276975.4	HYDIN2	TE
chr1	147947816	147947817	chr1_f_c278[k=1][m=2]	2	+	1	2	0	77	LINE	ENSG00000188092.16		TE
chr1	147967698	147967699	chr1_f_c279[k=1][m=2]	2	+	1	2	0	77	Deep intronic	ENSG00000188092.16		Genic
chr1	148238775	148238776	chr1_r_c289[k=1][m=2]	2	-	1	2	0	77	LINE	ENSG00000227733.13	""	TE
chr11	58074194	58074195	chr11_f_c68[k=1][m=2]	2	+	1	2	0	13	LINE	ENSG00000186509.4	OR9Q1	TE
chr11	64246483	64246484	chr11_r_c150[k=1][m=2]	2	-	1	2	0	13	CDS	ENSG00000173457.12		Genic
chr1	16630448	16630449	chr1_r_c26[k=1][m=2]	2	-	1	2	0	77	First intron	ENSG00000215908.12	CROCCP2	Genic
chr1	16665061	16665062	chr1_r_c27[k=1][m=2]	2	-	1	2	0	77	First intron	ENSG00000291072.2	""	Genic
chr1	16742399	16742400	chr1_f_c20[k=1][m=2]	2	+	1	2	0	77	Deep intronic			Genic
chr1	173403046	173403047	chr1_r_c339[k=1][m=2]	2	-	1	2	0	77	Alu	ENSG00000117586.13		TE
chr1	200170284	200170285	chr1_r_c407[k=1][m=2]	2	-	1	2	0	77	Deep intronic			Genic
chr1	200172632	200172633	chr1_f_c392[k=1][m=2]	2	+	1	2	0	77	Deep intronic	ENSG00000116833.15		Genic
chr1	202413776	202413777	chr1_f_c398[k=1][m=2]	2	+	1	2	0	77	First intron	ENSG00000077157.24		Genic
chr1	206696167	206696168	chr1_r_c419[k=1][m=2]	2	-	1	2	0	77	Other exon	ENSG00000224114.1	""	Genic
chr12	11052990	11052991	chr12_r_c12[k=1][m=2]	2	-	1	2	0	14	First intron	ENSG00000111215.13	PRR4	Genic
chr12	11355160	11355161	chr12_f_c34[k=1][m=2]	2	+	1	2	0	14	Deep intronic			Genic
chr12	11395136	11395137	chr12_f_c35[k=1][m=2]	2	+	1	2	0	14	Deep intronic			Genic
chr12	125561467	125561468	chr12_r_c255[k=1][m=2]	2	-	1	2	0	14	LINE			TE
chr1	225008449	225008450	chr1_f_c440[k=1][m=2]	2	+	1	2	0	77	LINE	ENSG00000185842.16	DNAH14	TE
chr1	226077853	226077854	chr1_f_c448[k=1][m=2]	2	+	1	2	0	77	3'UTR-distal			Genic
chr1	227133920	227133921	chr1_r_c455[k=1][m=2]	2	-	1	2	0	77	Deep intronic	ENSG00000143776.21		Genic
chr12	31811018	31811019	chr12_f_c81[k=1][m=2]	2	+	1	2	0	14	Alu			TE
chr1	243128448	243128449	chr1_r_c478[k=1][m=2]	2	-	1	2	0	77	Proximal intronic	ENSG00000143702.18		Genic
chr1	246485606	246485607	chr1_r_c493[k=1][m=2]	2	-	1	2	0	77	Alu	ENSG00000185420.19	SMYD3	TE
chr1	246653560	246653561	chr1_f_c461[k=1][m=2]	2	+	1	2	0	77	Deep intronic	ENSG00000162852.15		Genic
chr1	248148083	248148084	chr1_f_c463[k=1][m=2]	2	+	1	2	0	77	LINE			TE
chr12	52949461	52949462	chr12_f_c134[k=1][m=2]	2	+	1	2	0	14	CDS	ENSG00000111057.12		Genic
chr12	70091893	70091894	chr12_r_c131[k=1][m=2]	2	-	1	2	0	14	LINE	ENSG00000257815.10	PRANCR	TE
chr12	7334715	7334716	chr12_r_c4[k=1][m=2]	2	-	1	2	0	14	LINE			TE
chr12	81243274	81243275	chr12_f_c209[k=1][m=2]	2	+	1	2	0	14	LINE	ENSG00000111058.9		TE
chr12	8436123	8436124	chr12_f_c20[k=1][m=2]	2	+	1	2	0	14	Deep intronic			Genic
chr13	101929965	101929966	chr13_f_c145[k=1][m=2]	2	+	1	2	0	13	Deep intronic			Genic
chr13	109935840	109935841	chr13_r_c132[k=1][m=2]	2	-	1	2	0	13	LINE			TE
chr13	22836793	22836794	chr13_r_c9[k=1][m=2]	2	-	1	2	0	13	Deep intronic			Genic
chr13	29029581	29029582	chr13_r_c15[k=1][m=2]	2	-	1	2	0	13	LTR/ERV			TE
chr13	40691463	40691464	chr13_f_c33[k=1][m=2]	2	+	1	2	0	13	LINE			TE
chr13	46410061	46410062	chr13_r_c38[k=1][m=2]	2	-	1	2	0	13	LINE	ENSG00000102445.21		TE
chr13	50025399	50025400	chr13_r_c47[k=1][m=2]	2	-	1	2	0	13	Deep intronic	ENSG00000231607.16	DLEU2	Genic
chr13	63783406	63783407	chr13_r_c69[k=1][m=2]	2	-	1	2	0	13	LINE	ENSG00000296525.1	""	TE
chr14	27815965	27815966	chr14_r_c32[k=1][m=2]	2	-	1	2	0	10	First intron	ENSG00000292998.2	MIR3171HG	Genic
chr14	34546754	34546755	chr14_f_c62[k=1][m=2]	2	+	1	2	0	10	First intron	ENSG00000206596.1	RNU1-27P	Genic
chr14	98160564	98160565	chr14_f_c152[k=1][m=2]	2	+	1	2	0	10	Alu	ENSG00000258511.3	LINC02295	TE
chr15	28590813	28590814	chr15_f_c3[k=1][m=2]	2	+	1	2	0	18	First intron	ENSG00000206149.13	HERC2P9	Genic
chr15	30591504	30591505	chr15_f_c5[k=1][m=2]	2	+	1	2	0	18	LINE	ENSG00000260128.7	ULK4P2	TE
chr15	30634293	30634294	chr15_f_c6[k=1][m=2]	2	+	1	2	0	18	CDS	ENSG00000284906.3	""	Genic
chr15	30653305	30653306	chr15_f_c8[k=1][m=2]	2	+	1	2	0	18	3'UTR-distal	ENSG00000284906.3	""	Genic
chr15	32624296	32624297	chr15_f_c12[k=1][m=2]	2	+	1	2	0	18	5'UTR	ENSG00000198826.12		Genic
chr15	39228200	39228201	chr15_f_c16[k=1][m=2]	2	+	1	2	0	18	Alu	ENSG00000307234.1	""	TE
chr15	51932459	51932460	chr15_f_c34[k=1][m=2]	2	+	1	2	0	18	Deep intronic			Genic
chr15	82990351	82990352	chr15_f_c105[k=1][m=2]	2	+	1	2	0	18	3'UTR	ENSG00000169612.5		Genic
chr15	90419074	90419075	chr15_f_c123[k=1][m=2]	2	+	1	2	0	18	Alu	ENSG00000140575.14		TE
chr16	18592347	18592348	chr16_f_c12[k=1][m=2]	2	+	1	2	0	19	LTR/ERV	ENSG00000256340.11	ABCC6P1	TE
chr16	22496329	22496330	chr16_f_c17[k=1][m=2]	2	+	1	2	0	19	Deep intronic			Genic
chr16	2637692	2637693	chr16_f_c1[k=1][m=2]	2	+	1	2	0	19	Deep intronic			Genic
chr1	632669	632670	chr1_f_c1[k=1][m=2]	2	+	1	2	0	77	TSS-proximal			Genic
chr16	34280519	34280520	chr16_f_c27[k=1][m=2]	2	+	1	2	0	19	Satellite/LC			TE
chr17	15584532	15584533	chr17_f_c17[k=1][m=2]	2	+	1	2	0	17	Deep intronic			Genic
chr17	19557652	19557653	chr17_f_c36[k=1][m=2]	2	+	1	2	0	17	Other SINE	ENSG00000142494.14		TE
chr17	30764657	30764658	chr17_f_c58[k=1][m=2]	2	+	1	2	0	17	Deep intronic	ENSG00000264538.8	SUZ12P1	Genic
chr17	31971227	31971228	chr17_f_c66[k=1][m=2]	2	+	1	2	0	17	Deep intronic	ENSG00000178691.13		Genic
chr17	43026472	43026473	chr17_r_c77[k=1][m=2]	2	-	1	2	0	17	Alu			TE
chr17	47682556	47682557	chr17_f_c98[k=1][m=2]	2	+	1	2	0	17	3'UTR	ENSG00000108424.12		Genic
chr17	7158510	7158511	chr17_f_c7[k=1][m=2]	2	+	1	2	0	17	LINE			TE
chr1	83132759	83132760	chr1_r_c186[k=1][m=2]	2	-	1	2	0	77	First intron	ENSG00000233008.9	LINC01725	Genic
chr1	83162784	83162785	chr1_r_c188[k=1][m=2]	2	-	1	2	0	77	LINE	ENSG00000233008.9	LINC01725	TE
chr1	83163389	83163390	chr1_r_c189[k=1][m=2]	2	-	1	2	0	77	Other SINE	ENSG00000233008.9	LINC01725	TE
chr1	83208654	83208655	chr1_f_c161[k=1][m=2]	2	+	1	2	0	77	LTR/ERV	ENSG00000310120.1	""	TE
chr18	34586509	34586510	chr18_f_c54[k=1][m=2]	2	+	1	2	0	6	LTR/ERV	ENSG00000134769.24		TE
chr18	3525592	3525593	chr18_f_c11[k=1][m=2]	2	+	1	2	0	6	Alu			TE
chr18	41027093	41027094	chr18_f_c60[k=1][m=2]	2	+	1	2	0	6	LTR/ERV			TE
chr18	7107153	7107154	chr18_r_c10[k=1][m=2]	2	-	1	2	0	6	Alu	ENSG00000101680.17		TE
chr1	89443862	89443863	chr1_f_c176[k=1][m=2]	2	+	1	2	0	77	Alu			TE
chr1	89851702	89851703	chr1_f_c178[k=1][m=2]	2	+	1	2	0	77	Alu	ENSG00000171492.15		TE
chr19	20262064	20262065	chr19_f_c36[k=1][m=2]	2	+	1	2	0	12	Deep intronic			Genic
chr19	21110177	21110178	chr19_f_c41[k=1][m=2]	2	+	1	2	0	12	LINE	ENSG00000160352.17		TE
chr19	21120814	21120815	chr19_f_c44[k=1][m=2]	2	+	1	2	0	12	3'UTR	ENSG00000160352.17		Genic
chr19	21176006	21176007	chr19_f_c48[k=1][m=2]	2	+	1	2	0	12	LINE	ENSG00000196705.9		TE
chr19	21220078	21220079	chr19_r_c33[k=1][m=2]	2	-	1	2	0	12	Deep intronic			Genic
chr19	28801858	28801859	chr19_r_c40[k=1][m=2]	2	-	1	2	0	12	LINE			TE
chr19	58404310	58404311	chr19_f_c126[k=1][m=2]	2	+	1	2	0	12	3'UTR-distal			Genic
chr20	18951116	18951117	chr20_f_c70[k=1][m=2]	2	+	1	2	0	5	LINE			TE
chr20	30633792	30633793	chr20_f_c77[k=1][m=2]	2	+	1	2	0	5	LTR/ERV			TE
chr21	7086977	7086978	chr21_f_c8[k=1][m=2]	2	+	1	2	0	40	LTR/ERV	ENSG00000277067.5	""	TE
chr21	7669643	7669644	chr21_r_c9[k=1][m=2]	2	-	1	2	0	40	LTR/ERV	ENSG00000277991.5	""	TE
chr21	8215266	8215267	chr21_f_c17[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8215862	8215863	chr21_f_c19[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8217680	8217681	chr21_f_c22[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8259495	8259496	chr21_f_c34[k=1][m=2]	2	+	1	2	0	40	Deep intronic			Genic
chr21	8260091	8260092	chr21_f_c36[k=1][m=2]	2	+	1	2	0	40	Deep intronic			Genic
chr21	8393307	8393308	chr21_f_c39[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8397361	8397362	chr21_f_c50[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8399162	8399163	chr21_f_c53[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8399561	8399562	chr21_f_c56[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8399708	8399709	chr21_f_c57[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8400788	8400789	chr21_f_c58[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8401097	8401098	chr21_f_c60[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8401439	8401440	chr21_f_c61[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8441581	8441582	chr21_f_c92[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8443397	8443398	chr21_f_c95[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8443796	8443797	chr21_f_c98[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8443943	8443944	chr21_f_c99[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8445020	8445021	chr21_f_c100[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8445329	8445330	chr21_f_c102[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8445671	8445672	chr21_f_c103[k=1][m=2]	2	+	1	2	0	40	Deep intronic	ENSG00000280441.4	""	Genic
chr22	11832526	11832527	chr22_r_c2[k=1][m=2]	2	-	1	2	0	14	Deep intronic			Genic
chr22	12159822	12159823	chr22_f_c1[k=1][m=2]	2	+	1	2	0	14	Deep intronic	ENSG00000298316.1	""	Genic
chr22	20798085	20798086	chr22_r_c11[k=1][m=2]	2	-	1	2	0	14	LINE	ENSG00000241973.12		TE
chr22	24288144	24288145	chr22_f_c17[k=1][m=2]	2	+	1	2	0	14	First intron	ENSG00000100014.21		Genic
chr22	24668831	24668832	chr22_f_c22[k=1][m=2]	2	+	1	2	0	14	Deep intronic			Genic
chr22	31236293	31236294	chr22_f_c38[k=1][m=2]	2	+	1	2	0	14	Alu	ENSG00000182541.19		TE
chr22	44485359	44485360	chr22_r_c62[k=1][m=2]	2	-	1	2	0	14	3'UTR-distal			Genic
chr22	50394435	50394436	chr22_f_c78[k=1][m=2]	2	+	1	2	0	14	Alu	ENSG00000100239.17		TE
chr3	100252378	100252379	chr3_f_c264[k=1][m=2]	2	+	1	2	0	26	Alu			TE
chr3	113849373	113849374	chr3_f_c297[k=1][m=2]	2	+	1	2	0	26	Deep intronic	ENSG00000178075.21		Genic
chr3	124935726	124935727	chr3_f_c312[k=1][m=2]	2	+	1	2	0	26	Alu			TE
chr3	128767458	128767459	chr3_f_c317[k=1][m=2]	2	+	1	2	0	26	First intron	ENSG00000075785.15		Genic
chr3	129924712	129924713	chr3_r_c245[k=1][m=2]	2	-	1	2	0	26	Deep intronic			Genic
chr3	138212364	138212365	chr3_f_c329[k=1][m=2]	2	+	1	2	0	26	Alu	ENSG00000114098.19		TE
chr3	152425212	152425213	chr3_f_c361[k=1][m=2]	2	+	1	2	0	26	LINE	ENSG00000152601.19		TE
chr3	169572924	169572925	chr3_r_c330[k=1][m=2]	2	-	1	2	0	26	LINE	ENSG00000085276.19	MECOM	TE
chr3	191370233	191370234	chr3_f_c427[k=1][m=2]	2	+	1	2	0	26	LINE	ENSG00000152492.16		TE
chr3	36072701	36072702	chr3_f_c191[k=1][m=2]	2	+	1	2	0	26	LINE			TE
chr3	47264657	47264658	chr3_r_c116[k=1][m=2]	2	-	1	2	0	26	Alu	ENSG00000088727.15		TE
chr3	47932363	47932364	chr3_r_c122[k=1][m=2]	2	-	1	2	0	26	LINE	ENSG00000047849.23		TE
chr3	71404161	71404162	chr3_r_c151[k=1][m=2]	2	-	1	2	0	26	Alu	ENSG00000114861.25		TE
chr3	8690447	8690448	chr3_r_c16[k=1][m=2]	2	-	1	2	0	26	Deep intronic	ENSG00000125046.16	SSUH2	Genic
chr4	114151370	114151371	chr4_f_c246[k=1][m=2]	2	+	1	2	0	41	LINE			TE
chr4	117184999	117185000	chr4_f_c251[k=1][m=2]	2	+	1	2	0	41	LINE			TE
chr4	118552088	118552089	chr4_f_c252[k=1][m=2]	2	+	1	2	0	41	Proximal intronic	ENSG00000154608.14	CEP170P1	Genic
chr4	135169253	135169254	chr4_f_c266[k=1][m=2]	2	+	1	2	0	41	LTR/ERV			TE
chr4	137173786	137173787	chr4_f_c267[k=1][m=2]	2	+	1	2	0	41	LINE			TE
chr4	145377934	145377935	chr4_f_c274[k=1][m=2]	2	+	1	2	0	41	Other exon	ENSG00000278943.1	""	Genic
chr4	25248935	25248936	chr4_f_c71[k=1][m=2]	2	+	1	2	0	41	First intron	ENSG00000038210.15		Genic
chr4	49216109	49216110	chr4_f_c109[k=1][m=2]	2	+	1	2	0	41	LTR/ERV	ENSG00000309878.1	""	TE
chr4	53072633	53072634	chr4_r_c94[k=1][m=2]	2	-	1	2	0	41	LTR/ERV	ENSG00000184178.18		TE
chr4	68677518	68677519	chr4_f_c171[k=1][m=2]	2	+	1	2	0	41	LINE			TE
chr4	71618842	71618843	chr4_f_c174[k=1][m=2]	2	+	1	2	0	41	LINE			TE
chr4	71642589	71642590	chr4_f_c175[k=1][m=2]	2	+	1	2	0	41	LTR/ERV			TE
chr4	78306799	78306800	chr4_f_c196[k=1][m=2]	2	+	1	2	0	41	LINE	ENSG00000138759.21		TE
chr4	87892624	87892625	chr4_f_c207[k=1][m=2]	2	+	1	2	0	41	Satellite/LC	ENSG00000183199.6	HSP90AB3P	TE
chr5	100384521	100384522	chr5_r_c194[k=1][m=2]	2	-	1	2	0	53	First intron	ENSG00000247877.9	FAM174A-DT	Genic
chr5	112091582	112091583	chr5_f_c190[k=1][m=2]	2	+	1	2	0	53	LINE			TE
chr5	116151495	116151496	chr5_f_c192[k=1][m=2]	2	+	1	2	0	53	LINE	ENSG00000145781.10		TE
chr5	134924167	134924168	chr5_f_c217[k=1][m=2]	2	+	1	2	0	53	First intron	ENSG00000132570.16		Genic
chr5	148024363	148024364	chr5_f_c243[k=1][m=2]	2	+	1	2	0	53	LINE			TE
chr5	150447631	150447632	chr5_r_c265[k=1][m=2]	2	-	1	2	0	53	CDS	ENSG00000164587.14		Genic
chr5	151804366	151804367	chr5_f_c248[k=1][m=2]	2	+	1	2	0	53	3'UTR	ENSG00000145907.17		Genic
chr5	152919043	152919044	chr5_f_c251[k=1][m=2]	2	+	1	2	0	53	LINE			TE
chr5	172997420	172997421	chr5_r_c289[k=1][m=2]	2	-	1	2	0	53	Deep intronic			Genic
chr5	176506192	176506193	chr5_f_c278[k=1][m=2]	2	+	1	2	0	53	Alu	ENSG00000113194.14		TE
chr5	20784148	20784149	chr5_f_c32[k=1][m=2]	2	+	1	2	0	53	First intron	ENSG00000251629.8	LINC02241	Genic
chr5	20788459	20788460	chr5_f_c33[k=1][m=2]	2	+	1	2	0	53	First intron	ENSG00000251629.8	LINC02241	Genic
chr5	21542162	21542163	chr5_f_c36[k=1][m=2]	2	+	1	2	0	53	Deep intronic	ENSG00000291102.2	GUSBP1	Genic
chr5	23462551	23462552	chr5_r_c36[k=1][m=2]	2	-	1	2	0	53	Alu			TE
