chr	start	end	name	score	strand	NormedTC_SRR32609679	NormedTC_SRR32609680	NormedTC_SRR32609681	NormedTC_SRR32609682	NormedTC_SRR32609683	NormedTC_SRR37853278	NormedTC_SRR37853279	NormedTC_SRR37853280	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr2	47447640	47447660	chr2-1424	14.4	+	0	0	2.464	0	13.6848	0	3.1005	6.6937	25.9429	4	Alu	ENSG00000095002.17		TE
chr2	47457901	47457921	chr2-1425	14.4	+	0	3.8207	2.464	0	0	6.5505	0	0	12.8351	3	Alu	ENSG00000095002.17		TE
chr2	47481816	47481836	chr2-406	21.7	+	2.4315	11.4621	0	0	0	3.2752	0	0	17.1688	3	Satellite/LC	ENSG00000095002.17		TE
chr2	47788152	47788172	chr2-696	18	+	0	0	2.464	0	0	6.5505	3.1005	6.6937	18.8086	4	First intron	ENSG00000116062.20		Genic
chr2	47789469	47789489	chr2-171	28.9	+	2.4315	3.8207	0	0	0	9.8257	3.1005	6.6937	25.872	5	First intron	ENSG00000116062.20		Genic
chr2	47790028	47790048	chr2-697	18	+	4.863	3.8207	4.928	0	0	3.2752	3.1005	6.6937	26.6811	6	First intron	ENSG00000116062.20		Genic
chr2	47792865	47792885	chr2-172	28.9	+	1.2158	0	4.928	0	0	6.5505	9.3015	0	21.9957	4	Alu	ENSG00000116062.20		TE
chr2	47801815	47801835	chr2-34	46.9	+	1.2158	0	4.928	2.7469	0	16.3761	12.402	6.6937	44.3625	6	Alu	ENSG00000116062.20		TE
chr2	47802655	47802675	chr2-12	68.6	+	12.1575	7.6414	9.856	0	0	3.2752	6.201	13.3873	52.5184	6	Satellite/LC	ENSG00000116062.20		TE
chr2	47802704	47802724	chr2-254	28.9	+	4.863	3.8207	7.392	0	0	9.8257	0	0	25.9014	4	Deep intronic	ENSG00000116062.20		Genic
chr2	47803550	47803570	chr2-173	25.3	+	8.5103	0	0	5.4939	0	3.2752	0	0	17.2794	3	CDS	ENSG00000116062.20		Genic
chr2	47804496	47804516	chr2-1430	14.4	+	2.4315	3.8207	2.464	0	0	0	0	0	8.7162	3	Deep intronic	ENSG00000116062.20		Genic
chr2	47808019	47808039	chr2-1431	14.4	-	1.2158	0	2.464	0	0	0	3.1005	6.6937	13.4739	4	3'UTR	ENSG00000138081.23		Genic
chr2	47897518	47897538	chr2-255	28.9	-	1.2158	0	2.464	5.4939	0	3.2752	6.201	6.6937	25.3435	6	Alu	ENSG00000138081.23		TE
chr2	47897890	47897910	chr2-1433	18	-	1.2158	3.8207	0	0	0	6.5505	3.1005	0	14.6874	4	First intron	ENSG00000138081.23		Genic
chr2	47901744	47901764	chr2-698	18	-	1.2158	0	2.464	2.7469	0	0	3.1005	6.6937	16.2208	5	First intron	ENSG00000138081.23		Genic
chr2	48318551	48318571	chr2-699	28.9	-	1.2158	3.8207	12.32	0	13.6848	0	0	0	31.0412	4	LINE			TE
chr2	49022467	49022487	chr2-1434	18	-	1.2158	3.8207	4.928	2.7469	0	0	0	0	12.7114	4	Deep intronic	ENSG00000170820.12	FSHR	Genic
chr2	51716734	51716754	chr2-700	28.9	-	1.2158	7.6414	12.32	0	0	0	0	0	21.1771	3	Deep intronic			Genic
chr2	52405717	52405737	chr2-1435	14.4	-	4.863	0	0	0	0	0	0	0	4.863	1	Alu			TE
chr2	52883718	52883738	chr2-1436	14.4	-	1.2158	7.6414	2.464	0	0	0	0	0	11.3211	3	Deep intronic	ENSG00000228033.7	""	Genic
chr2	53701263	53701283	chr2-408	21.7	-	3.6473	3.8207	2.464	2.7469	0	0	0	0	12.6789	4	Deep intronic	ENSG00000115239.25		Genic
chr2	53732535	53732555	chr2-701	21.7	-	6.0788	0	0	2.7469	0	3.2752	3.1005	0	15.2014	4	Deep intronic	ENSG00000115239.25		Genic
chr2	53735619	53735639	chr2-409	21.7	-	4.863	0	0	0	0	0	9.3015	0	14.1645	2	LINE	ENSG00000115239.25		TE
chr2	53743873	53743893	chr2-702	14.4	-	2.4315	0	0	0	0	0	6.201	6.6937	15.3262	3	Alu	ENSG00000115239.25		TE
chr2	53753029	53753049	chr2-703	18	-	0	0	7.392	2.7469	0	0	3.1005	0	13.2394	3	LINE	ENSG00000115239.25		TE
chr2	53776389	53776409	chr2-1437	14.4	-	1.2158	0	2.464	0	0	3.2752	6.201	0	13.156	4	First intron	ENSG00000115239.25		Genic
chr2	53805390	53805410	chr2-1438	14.4	+	1.2158	0	0	0	0	6.5505	0	6.6937	14.4599	3	Alu	ENSG00000068912.16		TE
chr2	53865327	53865347	chr2-174	25.3	-	6.0788	3.8207	0	0	0	9.8257	0	0	19.7251	3	3'UTR	ENSG00000068878.16		Genic
chr2	53873363	53873383	chr2-57	43.3	-	1.2158	0	2.464	0	13.6848	3.2752	15.5025	20.081	56.2232	6	Deep intronic	ENSG00000068878.16		Genic
chr2	53917569	53917589	chr2-410	18	-	0	11.4621	0	5.4939	0	3.2752	0	0	20.2312	3	Deep intronic	ENSG00000068878.16		Genic
chr2	53923387	53923407	chr2-1441	14.4	-	3.6473	3.8207	0	0	0	0	0	0	7.4679	2	CDS	ENSG00000068878.16		Genic
chr2	53926334	53926354	chr2-1442	14.4	-	0	7.6414	2.464	5.4939	0	0	0	0	15.5993	3	Deep intronic	ENSG00000068878.16		Genic
chr2	53936351	53936371	chr2-705	18	-	2.4315	0	0	0	13.6848	3.2752	3.1005	0	22.492	4	Proximal intronic	ENSG00000068878.16		Genic
chr2	53939555	53939575	chr2-1444	10.8	-	0	0	0	0	0	0	9.3015	6.6937	15.9952	2	Alu	ENSG00000068878.16		TE
chr2	53946590	53946610	chr2-706	18	-	0	3.8207	7.392	2.7469	13.6848	0	0	0	27.6444	4	Deep intronic	ENSG00000068878.16		Genic
chr2	53950270	53950290	chr2-1445	14.4	-	1.2158	7.6414	0	0	0	0	3.1005	0	11.9576	3	Alu	ENSG00000068878.16		TE
chr2	53953185	53953205	chr2-707	18	-	3.6473	3.8207	0	0	0	3.2752	0	0	10.7432	3	LINE	ENSG00000068878.16		TE
chr2	53954665	53954685	chr2-77	36.1	-	7.2945	0	2.464	0	0	6.5505	3.1005	0	19.4095	4	Alu	ENSG00000068878.16		TE
chr2	53955752	53955772	chr2-708	18	-	0	0	0	0	0	13.1009	6.201	6.6937	25.9956	3	Alu	ENSG00000068878.16		TE
chr2	53959499	53959519	chr2-1446	14.4	-	1.2158	0	0	2.7469	0	0	0	13.3873	17.35	3	First intron	ENSG00000068878.16		Genic
chr2	53962686	53962706	chr2-175	32.5	-	2.4315	0	0	0	0	3.2752	21.7035	0	27.4102	3	First intron	ENSG00000068878.16		Genic
chr2	53966551	53966571	chr2-1447	14.4	-	0	0	0	0	0	0	12.402	0	12.402	1	Alu	ENSG00000068878.16		TE
chr2	54003124	54003144	chr2-256	28.9	+	1.2158	0	0	0	0	9.8257	3.1005	20.081	34.2229	4	Alu	ENSG00000170634.13	ACYP2	TE
chr2	55002887	55002907	chr2-709	14.4	-	1.2158	0	9.856	0	0	0	0	0	11.0717	2	First intron	ENSG00000115310.20		Genic
chr2	55030385	55030405	chr2-1448	14.4	-	2.4315	0	0	0	0	3.2752	3.1005	0	8.8072	3	First intron	ENSG00000115310.20		Genic
chr2	55033994	55034014	chr2-1449	14.4	-	0	0	0	5.4939	0	0	6.201	0	11.6949	2	LINE	ENSG00000115310.20		TE
chr2	55036197	55036217	chr2-1450	14.4	-	2.4315	0	0	0	0	3.2752	3.1005	6.6937	15.5009	4	LINE	ENSG00000115310.20		TE
chr2	55040092	55040112	chr2-1451	14.4	-	2.4315	3.8207	0	2.7469	0	0	0	0	8.9991	3	First intron	ENSG00000115310.20		Genic
chr2	55043879	55043899	chr2-710	18	-	1.2158	0	0	0	0	13.1009	0	0	14.3167	2	Alu	ENSG00000115310.20		TE
chr2	55044551	55044571	chr2-711	18	-	3.6473	0	2.464	2.7469	0	3.2752	0	6.6937	18.8271	5	First intron	ENSG00000115310.20		Genic
chr2	55047497	55047517	chr2-411	21.7	-	1.2158	0	0	0	0	9.8257	3.1005	6.6937	20.8356	4	First intron	ENSG00000115310.20		Genic
chr2	55187810	55187830	chr2-1453	14.4	-	3.6473	0	0	0	0	3.2752	0	0	6.9225	2	LINE	ENSG00000162994.17		TE
chr2	55215709	55215729	chr2-412	21.7	-	1.2158	7.6414	2.464	5.4939	0	0	0	0	16.815	4	First intron	ENSG00000162994.17		Genic
chr2	55222321	55222341	chr2-1454	14.4	-	1.2158	3.8207	0	2.7469	0	3.2752	3.1005	0	14.1591	5	CDS	ENSG00000162994.17		Genic
chr2	55234557	55234577	chr2-712	18	+	1.2158	0	0	5.4939	0	0	6.201	0	12.9106	3	First intron	ENSG00000143947.16		Genic
chr2	55245345	55245365	chr2-1455	14.4	-	1.2158	0	0	2.7469	0	6.5505	0	0	10.5132	3	Alu	ENSG00000085760.16		TE
chr2	55250761	55250781	chr2-1456	14.4	-	1.2158	0	2.464	2.7469	0	3.2752	0	0	9.7019	4	Deep intronic	ENSG00000085760.16		Genic
chr2	55251497	55251517	chr2-713	18	-	3.6473	3.8207	2.464	0	0	3.2752	0	0	13.2072	4	Deep intronic	ENSG00000085760.16		Genic
chr2	55277158	55277178	chr2-257	25.3	-	2.4315	3.8207	0	2.7469	0	3.2752	0	13.3873	25.6617	5	Alu			TE
chr2	55289911	55289931	chr2-1457	14.4	-	0	0	0	8.2408	0	0	0	6.6937	14.9345	2	3'UTR	ENSG00000115355.19		Genic
chr2	55290428	55290448	chr2-413	21.7	-	0	0	0	0	0	6.5505	6.201	13.3873	26.1388	3	3'UTR	ENSG00000115355.19		Genic
chr2	55292536	55292556	chr2-714	18	-	2.4315	3.8207	0	2.7469	0	3.2752	3.1005	0	15.3749	5	Deep intronic	ENSG00000115355.19		Genic
chr2	55295658	55295678	chr2-414	21.7	-	4.863	0	0	2.7469	0	3.2752	0	0	10.8852	3	CDS	ENSG00000115355.19		Genic
chr2	55299305	55299325	chr2-9	75.8	-	6.0788	7.6414	4.928	2.7469	0	22.9266	18.603	6.6937	69.6183	7	Deep intronic	ENSG00000115355.19		Genic
chr2	55336021	55336041	chr2-715	14.4	-	1.2158	0	0	5.4939	0	6.5505	0	0	13.2601	3	Alu	ENSG00000115355.19		TE
chr2	55415054	55415074	chr2-1463	14.4	-	0	0	0	0	0	0	12.402	0	12.402	1	Alu	ENSG00000115355.19		TE
chr2	55419087	55419107	chr2-258	25.3	-	3.6473	0	7.392	2.7469	0	3.2752	3.1005	0	20.1619	5	5'UTR	ENSG00000115355.19		Genic
chr2	55538303	55538323	chr2-1466	14.4	+	4.863	0	0	0	0	0	0	0	4.863	1	Alu	ENSG00000163001.13		TE
chr2	55546829	55546849	chr2-1467	14.4	-	1.2158	0	2.464	0	0	0	3.1005	6.6937	13.4739	4	3'UTR-distal			Genic
chr2	55573314	55573334	chr2-415	21.7	-	2.4315	3.8207	0	5.4939	0	3.2752	0	0	15.0213	4	Deep intronic	ENSG00000275052.6		Genic
chr2	55582759	55582779	chr2-1468	14.4	-	1.2158	0	0	2.7469	0	6.5505	0	0	10.5132	3	Deep intronic	ENSG00000275052.6		Genic
chr2	55593532	55593552	chr2-416	21.7	-	0	0	0	0	0	6.5505	12.402	0	18.9524	2	Deep intronic	ENSG00000275052.6		Genic
chr2	55595714	55595734	chr2-716	18	-	2.4315	0	0	0	13.6848	3.2752	3.1005	0	22.492	4	Deep intronic	ENSG00000275052.6		Genic
chr2	55598429	55598449	chr2-717	18	-	3.6473	0	2.464	0	13.6848	0	0	0	19.796	3	CDS	ENSG00000275052.6		Genic
chr2	55636212	55636232	chr2-1471	14.4	-	3.6473	0	2.464	0	0	0	0	0	6.1113	2	3'UTR	ENSG00000138035.16		Genic
chr2	55663654	55663674	chr2-417	21.7	-	1.2158	0	2.464	0	0	6.5505	6.201	0	16.4312	4	LINE	ENSG00000138035.16		TE
chr2	55664293	55664313	chr2-718	14.4	-	2.4315	0	0	2.7469	0	0	3.1005	6.6937	14.9726	4	LINE	ENSG00000138035.16		TE
chr2	55674580	55674600	chr2-719	18	-	2.4315	0	2.464	0	0	0	3.1005	6.6937	14.6897	4	Alu	ENSG00000138035.16		TE
chr2	55680418	55680438	chr2-720	18	-	6.0788	0	0	0	0	0	0	0	6.0788	1	Satellite/LC	ENSG00000138035.16		TE
chr2	55693394	55693414	chr2-1473	14.4	+	0	7.6414	4.928	0	0	0	0	0	12.5694	2	Deep intronic			Genic
chr2	56246099	56246119	chr2-1474	14.4	+	1.2158	0	0	0	0	3.2752	3.1005	6.6937	14.2851	4	Alu	ENSG00000055813.7		TE
chr2	58183162	58183182	chr2-722	18	-	3.6473	0	0	0	0	3.2752	6.201	0	13.1235	3	LINE	ENSG00000115392.14		TE
chr2	58184798	58184818	chr2-1479	14.4	-	0	0	0	0	0	3.2752	0	20.081	23.3562	2	First intron	ENSG00000115392.14		Genic
chr2	58188908	58188928	chr2-113	36.1	-	2.4315	0	2.464	0	13.6848	13.1009	9.3015	0	40.9827	5	CDS	ENSG00000115392.14		Genic
chr2	58190563	58190583	chr2-723	18	-	0	0	4.928	0	0	3.2752	9.3015	0	17.5047	3	First intron	ENSG00000115392.14		Genic
chr2	58196130	58196150	chr2-1484	14.4	-	0	0	4.928	5.4939	0	3.2752	0	0	13.6971	3	LINE	ENSG00000115392.14		TE
chr2	58197595	58197615	chr2-725	18	-	0	0	7.392	2.7469	0	3.2752	0	0	13.4142	3	First intron	ENSG00000115392.14		Genic
chr2	58221428	58221448	chr2-176	28.9	-	6.0788	7.6414	0	2.7469	13.6848	0	0	0	30.1518	4	3'UTR	ENSG00000115392.14		Genic
chr2	60530659	60530679	chr2-1487	14.4	-	3.6473	0	2.464	0	0	0	0	0	6.1113	2	Satellite/LC	ENSG00000119866.22	BCL11A	TE
chr2	60546148	60546168	chr2-419	21.7	-	6.0788	0	0	2.7469	0	0	0	0	8.8257	2	CDS	ENSG00000119866.22	BCL11A	Genic
chr2	60548931	60548951	chr2-1488	14.4	-	0	0	0	0	0	0	12.402	0	12.402	1	First intron	ENSG00000119866.22	BCL11A	Genic
chr2	61008066	61008086	chr2-420	21.7	-	0	0	0	0	0	9.8257	9.3015	0	19.1272	2	Alu	ENSG00000162927.16		TE
chr2	61112050	61112070	chr2-726	18	+	0	0	2.464	2.7469	0	0	6.201	6.6937	18.1056	4	LINE	ENSG00000162929.15		TE
chr2	61149756	61149776	chr2-727	18	+	0	0	0	0	0	9.8257	0	13.3873	23.213	2	Alu	ENSG00000237651.8	C2orf74	TE
chr2	61185724	61185744	chr2-1490	14.4	+	2.4315	0	0	0	13.6848	3.2752	3.1005	0	22.492	4	Proximal intronic	ENSG00000173209.24	AHSA2P	Genic
chr2	61216285	61216305	chr2-259	25.3	-	1.2158	7.6414	0	0	0	9.8257	6.201	0	24.8838	4	Deep intronic	ENSG00000115464.15	USP34	Genic
chr2	61220137	61220157	chr2-44	50.5	-	4.863	0	0	0	0	13.1009	18.603	0	36.5669	3	Satellite/LC	ENSG00000115464.15	USP34	TE
chr2	61228651	61228671	chr2-728	18	-	2.4315	0	0	2.7469	0	6.5505	0	6.6937	18.4226	4	CDS	ENSG00000115464.15	USP34	Genic
chr2	61265786	61265806	chr2-1492	14.4	-	1.2158	3.8207	0	0	0	6.5505	0	0	11.5869	3	Proximal intronic	ENSG00000115464.15	USP34	Genic
chr2	61273539	61273559	chr2-729	21.7	-	1.2158	0	2.464	0	0	3.2752	9.3015	0	16.2565	4	Alu	ENSG00000115464.15	USP34	TE
chr2	61285312	61285332	chr2-1493	14.4	-	2.4315	0	0	0	0	3.2752	3.1005	0	8.8072	3	Alu	ENSG00000115464.15	USP34	TE
chr2	61286335	61286355	chr2-421	21.7	-	1.2158	0	0	2.7469	0	6.5505	6.201	0	16.7141	4	Deep intronic	ENSG00000115464.15	USP34	Genic
chr2	61292908	61292928	chr2-1494	14.4	-	2.4315	0	4.928	0	0	3.2752	0	0	10.6347	3	Deep intronic	ENSG00000115464.15	USP34	Genic
chr2	61294336	61294356	chr2-1495	14.4	-	1.2158	0	0	8.2408	0	0	0	0	9.4566	2	Alu	ENSG00000115464.15	USP34	TE
chr2	61298159	61298179	chr2-730	10.8	-	2.4315	3.8207	0	0	0	6.5505	0	6.6937	19.4963	4	Deep intronic	ENSG00000115464.15	USP34	Genic
chr2	61319526	61319546	chr2-732	18	-	4.863	0	0	0	13.6848	0	0	0	18.5478	2	Proximal intronic	ENSG00000115464.15	USP34	Genic
chr2	61349523	61349543	chr2-260	25.3	-	0	3.8207	2.464	0	0	16.3761	0	0	22.6608	3	Proximal intronic	ENSG00000115464.15	USP34	Genic
chr2	61356168	61356188	chr2-1496	14.4	-	4.863	0	0	0	0	0	0	0	4.863	1	LINE	ENSG00000115464.15	USP34	TE
chr2	61357721	61357741	chr2-733	14.4	-	1.2158	0	2.464	2.7469	0	3.2752	6.201	0	15.9029	5	Alu	ENSG00000115464.15	USP34	TE
chr2	61368572	61368592	chr2-1497	14.4	-	1.2158	3.8207	0	2.7469	0	0	3.1005	0	10.8839	4	Deep intronic	ENSG00000115464.15	USP34	Genic
chr2	61370359	61370379	chr2-422	21.7	-	2.4315	0	2.464	5.4939	0	0	3.1005	0	13.4899	4	CDS	ENSG00000115464.15	USP34	Genic
chr2	61384727	61384747	chr2-734	18	-	2.4315	3.8207	2.464	0	0	3.2752	3.1005	6.6937	21.7856	6	LINE	ENSG00000115464.15	USP34	TE
chr2	61393065	61393085	chr2-735	18	-	2.4315	0	0	0	0	3.2752	0	13.3873	19.0941	3	Other SINE	ENSG00000115464.15	USP34	TE
chr2	61395886	61395906	chr2-1500	14.4	-	1.2158	3.8207	0	0	0	6.5505	0	0	11.5869	3	Alu	ENSG00000115464.15	USP34	TE
chr2	61398187	61398207	chr2-1501	14.4	-	1.2158	0	0	0	0	6.5505	3.1005	0	10.8667	3	Alu	ENSG00000115464.15	USP34	TE
chr2	61404903	61404923	chr2-423	21.7	-	4.863	0	0	2.7469	0	6.5505	0	0	14.1604	3	Deep intronic	ENSG00000115464.15	USP34	Genic
chr2	61405735	61405755	chr2-736	14.4	-	1.2158	0	2.464	8.2408	0	0	0	0	11.9206	3	CDS	ENSG00000115464.15	USP34	Genic
chr2	61438295	61438315	chr2-177	28.9	-	0	3.8207	2.464	0	13.6848	16.3761	0	0	36.3456	4	LINE	ENSG00000115464.15	USP34	TE
chr2	61445082	61445102	chr2-737	18	-	0	3.8207	2.464	0	0	6.5505	3.1005	0	15.9356	4	LINE	ENSG00000115464.15	USP34	TE
chr2	61445765	61445785	chr2-738	18	-	2.4315	0	2.464	2.7469	0	3.2752	3.1005	0	14.0182	5	Alu	ENSG00000115464.15	USP34	TE
chr2	61446190	61446210	chr2-739	18	-	1.2158	0	0	0	0	3.2752	0	20.081	24.572	3	First intron	ENSG00000115464.15	USP34	Genic
chr2	61458752	61458772	chr2-424	21.7	-	1.2158	3.8207	4.928	0	13.6848	3.2752	0	6.6937	33.6181	6	First intron	ENSG00000115464.15	USP34	Genic
chr2	61459170	61459190	chr2-78	32.5	-	6.0788	0	2.464	0	0	0	6.201	20.081	34.8247	4	First intron	ENSG00000115464.15	USP34	Genic
chr2	61462063	61462083	chr2-740	18	-	0	0	2.464	0	13.6848	0	6.201	6.6937	29.0434	4	Alu	ENSG00000115464.15	USP34	TE
chr2	61462684	61462704	chr2-1503	14.4	-	2.4315	0	0	0	0	3.2752	3.1005	0	8.8072	3	Alu	ENSG00000115464.15	USP34	TE
chr2	61483064	61483084	chr2-742	18	-	1.2158	7.6414	4.928	2.7469	0	0	0	0	16.5321	4	CDS	ENSG00000082898.20		Genic
chr2	61488623	61488643	chr2-1505	14.4	-	1.2158	0	0	8.2408	0	0	3.1005	0	12.5571	3	CDS	ENSG00000082898.20		Genic
chr2	61501052	61501072	chr2-262	25.3	-	2.4315	3.8207	2.464	5.4939	0	3.2752	0	6.6937	24.179	6	Deep intronic	ENSG00000082898.20		Genic
chr2	61502436	61502456	chr2-1508	14.4	-	1.2158	0	4.928	2.7469	0	0	0	0	8.8907	3	Deep intronic	ENSG00000082898.20		Genic
chr2	61505899	61505919	chr2-114	28.9	-	3.6473	0	2.464	0	0	6.5505	9.3015	13.3873	35.3505	5	Deep intronic	ENSG00000082898.20		Genic
chr2	61507395	61507415	chr2-35	46.9	-	3.6473	7.6414	7.392	0	0	3.2752	3.1005	20.081	45.1373	6	Alu	ENSG00000082898.20		TE
chr2	61507559	61507579	chr2-2	155.2	-	4.863	11.4621	12.32	5.4939	13.6848	29.4771	27.9045	66.9366	172.1419	8	Alu	ENSG00000082898.20		TE
chr2	61510100	61510120	chr2-79	36.1	-	1.2158	0	0	5.4939	0	13.1009	6.201	6.6937	32.7052	5	Alu	ENSG00000082898.20		TE
chr2	61510919	61510939	chr2-427	21.7	-	0	3.8207	2.464	0	13.6848	0	9.3015	0	29.2709	4	Alu	ENSG00000082898.20		TE
chr2	61513024	61513044	chr2-115	32.5	-	4.863	0	0	0	0	9.8257	6.201	6.6937	27.5834	4	LINE	ENSG00000082898.20		TE
chr2	61513752	61513772	chr2-45	46.9	-	7.2945	3.8207	4.928	0	27.3695	3.2752	6.201	0	52.8889	6	LINE	ENSG00000082898.20		TE
chr2	61514748	61514768	chr2-80	61.4	-	12.1575	3.8207	2.464	13.7347	0	3.2752	3.1005	0	38.5527	6	LINE	ENSG00000082898.20		TE
chr2	61515054	61515074	chr2-14	72.2	-	7.2945	0	0	0	13.6848	3.2752	24.804	26.7747	75.8331	5	Alu	ENSG00000082898.20		TE
chr2	61517756	61517776	chr2-58	39.7	-	3.6473	0	0	5.4939	0	13.1009	6.201	0	28.4431	4	Alu	ENSG00000082898.20		TE
chr2	61518886	61518906	chr2-81	32.5	-	4.863	0	2.464	2.7469	0	6.5505	6.201	0	22.8254	5	Deep intronic	ENSG00000082898.20		Genic
chr2	61519777	61519797	chr2-750	18	-	4.863	0	2.464	0	0	0	0	0	7.327	2	Deep intronic	ENSG00000082898.20		Genic
chr2	61520317	61520337	chr2-178	32.5	-	6.0788	3.8207	2.464	2.7469	0	3.2752	3.1005	0	21.4861	6	Deep intronic	ENSG00000082898.20		Genic
chr2	61523869	61523889	chr2-116	28.9	-	4.863	11.4621	4.928	2.7469	0	3.2752	0	6.6937	33.9689	6	Deep intronic	ENSG00000082898.20		Genic
chr2	61524733	61524753	chr2-263	28.9	-	3.6473	3.8207	2.464	2.7469	13.6848	3.2752	3.1005	0	32.7394	7	Alu	ENSG00000082898.20		TE
chr2	61525380	61525400	chr2-179	28.9	-	3.6473	0	4.928	2.7469	0	6.5505	3.1005	0	20.9731	5	Deep intronic	ENSG00000082898.20		Genic
chr2	61525930	61525950	chr2-22	61.4	-	6.0788	3.8207	7.392	0	13.6848	13.1009	6.201	20.081	70.3591	7	Deep intronic	ENSG00000082898.20		Genic
chr2	61526422	61526442	chr2-117	32.5	-	6.0788	0	2.464	5.4939	0	0	3.1005	0	17.1371	4	5'UTR	ENSG00000082898.20		Genic
chr2	61527142	61527162	chr2-755	21.7	-	3.6473	7.6414	2.464	2.7469	0	3.2752	0	0	19.7748	5	First intron	ENSG00000082898.20		Genic
chr2	61528927	61528947	chr2-430	21.7	-	0	7.6414	2.464	2.7469	13.6848	0	3.1005	0	29.6376	5	First intron	ENSG00000082898.20		Genic
chr2	61534363	61534383	chr2-82	32.5	-	2.4315	3.8207	9.856	2.7469	0	0	6.201	6.6937	31.7498	6	First intron	ENSG00000082898.20		Genic
chr2	61535046	61535066	chr2-264	25.3	-	3.6473	0	0	5.4939	0	0	6.201	0	15.3421	3	5'UTR	ENSG00000082898.20		Genic
chr2	61535511	61535531	chr2-265	25.3	-	2.4315	0	7.392	2.7469	0	0	3.1005	0	15.6709	4	5'UTR	ENSG00000082898.20		Genic
chr2	61537659	61537679	chr2-1528	18	-	1.2158	0	2.464	8.2408	0	0	0	0	11.9206	3	5'UTR	ENSG00000082898.20		Genic
chr2	61835457	61835477	chr2-181	28.9	-	7.2945	0	0	8.2408	0	3.2752	0	0	18.8106	3	Deep intronic	ENSG00000170264.14		Genic
chr2	61867903	61867923	chr2-758	18	-	4.863	0	0	2.7469	0	0	0	0	7.61	2	3'UTR-distal			Genic
chr2	61875205	61875225	chr2-266	21.7	-	2.4315	0	2.464	2.7469	0	0	9.3015	0	16.9439	4	Deep intronic	ENSG00000115484.16		Genic
chr2	61875924	61875944	chr2-1531	14.4	-	2.4315	3.8207	0	0	0	3.2752	3.1005	0	12.6279	4	LTR/ERV	ENSG00000115484.16		TE
chr2	61880607	61880627	chr2-431	18	-	2.4315	3.8207	2.464	2.7469	13.6848	0	3.1005	0	28.2484	6	First intron	ENSG00000115484.16		Genic
chr2	61886473	61886493	chr2-761	18	-	2.4315	0	4.928	2.7469	0	0	0	0	10.1064	3	First intron	ENSG00000115484.16		Genic
chr2	61888828	61888848	chr2-762	18	+	0	0	0	0	13.6848	3.2752	3.1005	13.3873	33.4478	4	Deep intronic			Genic
chr2	62121969	62121989	chr2-1532	14.4	+	1.2158	0	0	0	0	9.8257	0	0	11.0414	2	Alu	ENSG00000173163.12		TE
chr2	62228862	62228882	chr2-1533	14.4	+	0	0	0	0	0	0	12.402	0	12.402	1	3'UTR-distal			Genic
chr2	62339819	62339839	chr2-1534	14.4	-	0	0	0	0	0	13.1009	0	0	13.1009	1	Alu			TE
chr2	62950469	62950489	chr2-1535	14.4	+	0	0	9.856	0	0	0	3.1005	0	12.9565	2	Deep intronic	ENSG00000115504.16		Genic
chr2	63295867	63295887	chr2-1536	14.4	-	0	0	0	0	0	13.1009	0	0	13.1009	1	LINE	ENSG00000143951.17		TE
chr2	63303964	63303984	chr2-1537	14.4	-	0	0	0	0	0	0	0	26.7747	26.7747	1	LINE	ENSG00000143951.17		TE
chr2	63441622	63441642	chr2-1538	14.4	-	0	11.4621	0	2.7469	0	0	0	0	14.209	2	5'UTR	ENSG00000143951.17		Genic
chr2	63593417	63593437	chr2-432	25.3	+	7.2945	0	0	0	0	3.2752	6.201	0	16.7707	3	First intron	ENSG00000014641.22		Genic
chr2	63891014	63891034	chr2-433	21.7	-	7.2945	3.8207	0	0	0	0	0	0	11.1152	2	3'UTR-distal			Genic
chr2	63918568	63918588	chr2-763	18	-	1.2158	0	0	2.7469	0	3.2752	0	13.3873	20.6253	4	Deep intronic	ENSG00000143952.21		Genic
chr2	63968396	63968416	chr2-764	18	-	0	19.1034	0	0	0	0	0	0	19.1034	1	LINE	ENSG00000143952.21		TE
chr2	64044325	64044345	chr2-765	21.7	-	2.4315	0	0	0	13.6848	0	3.1005	13.3873	32.6041	4	Alu			TE
chr2	64875982	64876002	chr2-1539	14.4	-	2.4315	0	0	2.7469	0	0	3.1005	0	8.2789	3	Deep intronic			Genic
chr2	64992012	64992032	chr2-766	14.4	+	2.4315	0	4.928	0	0	3.2752	3.1005	6.6937	20.4289	5	First intron	ENSG00000115902.12		Genic
chr2	65024903	65024923	chr2-767	14.4	-	2.4315	0	0	0	0	3.2752	3.1005	6.6937	15.5009	4	Other SINE	ENSG00000237638.4	LINC02245	TE
chr2	65053113	65053133	chr2-1540	14.4	-	0	15.2827	0	0	0	0	0	0	15.2827	1	First intron	ENSG00000237638.4	LINC02245	Genic
chr2	65096142	65096162	chr2-1541	14.4	-	0	0	0	0	0	13.1009	0	0	13.1009	1	Alu	ENSG00000138069.19		TE
chr2	65105497	65105517	chr2-434	21.7	-	0	0	0	0	0	9.8257	9.3015	0	19.1272	2	Alu	ENSG00000138069.19		TE
chr2	65121075	65121095	chr2-1542	14.4	-	0	0	0	0	0	0	12.402	0	12.402	1	Alu	ENSG00000138069.19		TE
