chr	start	end	name	score	strand	NormedTC_ERR018282	NormedTC_ERR018283	NormedTC_ERR018284	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr19	15321054	15321074	chr19-146	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000141867.19	BRD4	TE
chr19	16077939	16077959	chr19-149	58.6	+	8.0619	0	10.4319	18.4938	2	5'UTR	ENSG00000167460.19		Genic
chr19	16079717	16079737	chr19-150	78.2	+	4.0309	18.1508	0	22.1817	2	5'UTR	ENSG00000167460.19		Genic
chr19	16094589	16094609	chr19-46	58.6	+	20.1547	0	0	20.1547	1	Deep intronic	ENSG00000167460.19		Genic
chr19	16097286	16097306	chr19-151	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000167460.19		TE
chr19	16101548	16101568	chr19-47	78.2	+	4.0309	6.0503	41.7275	51.8087	3	3'UTR	ENSG00000167460.19		Genic
chr19	16133466	16133486	chr19-48	78.2	+	8.0619	12.1005	0	20.1624	2	3'UTR	ENSG00000167461.13		Genic
chr19	16212154	16212174	chr19-152	58.6	+	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000072958.10		TE
chr19	16557116	16557136	chr19-153	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000127526.16		Genic
chr19	16604431	16604451	chr19-154	58.6	-	4.0309	0	20.8638	24.8947	2	LINE	ENSG00000105085.11	MED26	TE
chr19	16648084	16648104	chr19-155	58.6	-	0	18.1508	0	18.1508	1	LINE	ENSG00000214046.10		TE
chr19	16653404	16653424	chr19-156	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000214046.10		TE
chr19	17232176	17232196	chr19-157	58.6	-	8.0619	18.1508	0	26.2127	2	3'UTR	ENSG00000160113.7		Genic
chr19	17234842	17234862	chr19-158	58.6	-	0	6.0503	20.8638	26.914	2	Alu	ENSG00000160113.7		TE
chr19	17268443	17268463	chr19-159	58.6	+	0	6.0503	20.8638	26.914	2	5'UTR	ENSG00000105393.17		Genic
chr19	17320231	17320251	chr19-49	58.6	+	0	18.1508	10.4319	28.5827	2	3'UTR	ENSG00000130311.12		Genic
chr19	17339754	17339774	chr19-19	97.7	+	12.0928	6.0503	10.4319	28.575	3	Alu	ENSG00000130299.18		TE
chr19	17582405	17582425	chr19-1	254.1	+	20.1547	12.1005	62.5913	94.8465	3	3'UTR	ENSG00000130309.13		Genic
chr19	18157754	18157774	chr19-160	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR-distal	ENSG00000105647.21		Genic
chr19	18280037	18280057	chr19-5	175.9	-	16.1238	12.1005	31.2956	59.5199	3	3'UTR	ENSG00000130522.6	JUND	Genic
chr19	18591629	18591649	chr19-163	58.6	+	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000006015.19		TE
chr19	18640419	18640439	chr19-164	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000167487.12	KLHL26	TE
chr19	18851491	18851511	chr19-165	78.2	+	8.0619	12.1005	0	20.1624	2	Deep intronic	ENSG00000005007.15		Genic
chr19	18994917	18994937	chr19-166	117.3	-	12.0928	12.1005	31.2956	55.489	3	Proximal intronic	ENSG00000064607.18		Genic
chr19	18995007	18995027	chr19-6	195.5	-	28.2166	18.1508	10.4319	56.7993	3	Proximal intronic	ENSG00000064607.18		Genic
chr19	19189899	19189919	chr19-167	58.6	-	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000064489.23	BORCS8-MEF2B	TE
chr19	19336303	19336323	chr19-168	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000129933.22		TE
chr19	19416776	19416796	chr19-50	78.2	+	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000167491.19		TE
chr19	19505911	19505931	chr19-169	78.2	+	4.0309	12.1005	10.4319	26.5633	3	3'UTR	ENSG00000167491.19		Genic
chr19	19506625	19506645	chr19-171	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000167491.19		Genic
chr19	19657970	19657990	chr19-172	58.6	-	0	12.1005	10.4319	22.5324	2	Alu	ENSG00000105726.18		TE
chr19	21123875	21123895	chr19-174	58.6	+	4.0309	6.0503	20.8638	30.945	3	3'UTR	ENSG00000160352.17		Genic
chr19	21126078	21126098	chr19-51	78.2	+	0	18.1508	10.4319	28.5827	2	3'UTR-distal			Genic
chr19	24050778	24050798	chr19-176	58.6	+	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000213096.11	ZNF254	TE
chr19	24053776	24053796	chr19-177	58.6	+	0	6.0503	20.8638	26.914	2	Satellite/LC	ENSG00000213096.11	ZNF254	TE
chr19	24062818	24062838	chr19-178	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000213096.11	ZNF254	TE
chr19	27798542	27798562	chr19-179	58.6	+	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000267575.10	LINC02987	TE
chr19	29947850	29947870	chr19-180	58.6	+	8.0619	6.0503	0	14.1121	2	LINE	ENSG00000105176.19		TE
chr19	30011639	30011659	chr19-183	58.6	+	4.0309	0	20.8638	24.8947	2	Satellite/LC	ENSG00000105176.19		TE
chr19	30032624	30032644	chr19-184	58.6	+	0	0	31.2956	31.2956	1	LINE			TE
chr19	30548312	30548332	chr19-52	97.7	+	20.1547	0	0	20.1547	1	CDS	ENSG00000198597.10	ZNF536	Genic
chr19	34221092	34221112	chr19-185	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000257103.10		TE
chr19	34400358	34400378	chr19-53	78.2	+	0	12.1005	20.8638	32.9643	2	3'UTR	ENSG00000105220.18		Genic
chr19	34401062	34401082	chr19-186	78.2	+	4.0309	6.0503	20.8638	30.945	3	3'UTR	ENSG00000105220.18		Genic
chr19	34431265	34431285	chr19-187	58.6	+	4.0309	0	20.8638	24.8947	2	3'UTR-distal	ENSG00000126261.13	UBA2	Genic
chr19	34459661	34459681	chr19-54	78.2	+	0	12.1005	20.8638	32.9643	2	First intron	ENSG00000126261.13	UBA2	Genic
chr19	36220225	36220245	chr19-188	58.6	+	4.0309	6.0503	10.4319	20.5131	3	LINE	ENSG00000167635.13		TE
chr19	36224003	36224023	chr19-189	58.6	+	8.0619	0	10.4319	18.4938	2	LINE	ENSG00000167635.13		TE
chr19	36578623	36578643	chr19-55	78.2	+	4.0309	18.1508	0	22.1817	2	Alu	ENSG00000233527.11	ZNF529-AS1	TE
chr19	38627912	38627932	chr19-56	78.2	+	0	0	41.7275	41.7275	1	Alu	ENSG00000178982.11		TE
chr19	38650763	38650783	chr19-57	97.7	+	8.0619	12.1005	10.4319	30.5943	3	Alu	ENSG00000130402.15		TE
chr19	38652065	38652085	chr19-58	78.2	+	12.0928	6.0503	0	18.1431	2	First intron	ENSG00000130402.15		Genic
chr19	38653345	38653365	chr19-190	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000130402.15		Genic
chr19	38655987	38656007	chr19-20	97.7	+	12.0928	6.0503	10.4319	28.575	3	First intron	ENSG00000130402.15		Genic
chr19	38662921	38662941	chr19-21	117.3	+	4.0309	6.0503	41.7275	51.8087	3	Alu	ENSG00000130402.15		TE
chr19	38664288	38664308	chr19-191	58.6	+	4.0309	0	20.8638	24.8947	2	First intron	ENSG00000130402.15		Genic
chr19	38709892	38709912	chr19-59	78.2	+	8.0619	12.1005	0	20.1624	2	First intron	ENSG00000130402.15		Genic
chr19	38729693	38729713	chr19-194	78.2	+	8.0619	6.0503	10.4319	24.544	3	3'UTR	ENSG00000130402.15		Genic
chr19	38730463	38730483	chr19-7	136.8	+	28.2166	18.1508	31.2956	77.663	3	3'UTR	ENSG00000130402.15		Genic
chr19	39434803	39434823	chr19-61	97.7	-	12.0928	12.1005	20.8638	45.0571	3	Alu	ENSG00000105193.10		TE
chr19	39484972	39484992	chr19-62	78.2	+	0	24.2011	0	24.2011	1	3'UTR-distal	ENSG00000105197.12		Genic
chr19	40045975	40045995	chr19-63	78.2	-	4.0309	12.1005	20.8638	36.9952	3	Alu	ENSG00000128000.18		TE
chr19	40237618	40237638	chr19-64	78.2	-	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000105221.19		TE
chr19	40279635	40279655	chr19-197	58.6	-	4.0309	6.0503	10.4319	20.5131	3	5'UTR	ENSG00000105221.19		Genic
chr19	40281312	40281332	chr19-198	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000105221.19		TE
chr19	40363914	40363934	chr19-199	58.6	+	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000105223.22		Genic
chr19	41225004	41225024	chr19-65	78.2	+	0	24.2011	0	24.2011	1	Alu	ENSG00000167601.13		TE
chr19	41260329	41260349	chr19-11	195.5	+	16.1238	18.1508	31.2956	65.5702	3	3'UTR	ENSG00000167601.13		Genic
chr19	41283284	41283304	chr19-66	97.7	+	12.0928	0	20.8638	32.9566	2	Alu	ENSG00000105323.19		TE
chr19	41302231	41302251	chr19-67	78.2	+	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000105323.19		TE
chr19	41371190	41371210	chr19-68	58.6	+	0	18.1508	10.4319	28.5827	2	Alu	ENSG00000142046.16		TE
chr19	41433924	41433944	chr19-202	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000105341.19	DMAC2	TE
chr19	41863863	41863883	chr19-203	58.6	+	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000105372.9		TE
chr19	43587728	43587748	chr19-69	97.7	-	12.0928	6.0503	10.4319	28.575	3	3'UTR	ENSG00000167378.11		Genic
chr19	44897435	44897455	chr19-204	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR-distal	ENSG00000130204.14		Genic
chr19	45058402	45058422	chr19-70	78.2	+	12.0928	6.0503	0	18.1431	2	Alu	ENSG00000104859.16		TE
chr19	45081634	45081654	chr19-205	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000142252.12		TE
chr19	45086852	45086872	chr19-206	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000142252.12		TE
chr19	45109135	45109155	chr19-207	58.6	+	8.0619	6.0503	0	14.1121	2	LINE	ENSG00000104866.12		TE
chr19	45710701	45710721	chr19-71	78.2	-	16.1238	0	10.4319	26.5556	2	3'UTR	ENSG00000177051.7		Genic
chr19	45714708	45714728	chr19-209	78.2	-	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000177051.7		TE
chr19	45790343	45790363	chr19-210	58.6	-	12.0928	0	0	12.0928	1	3'UTR-distal	ENSG00000185800.13		Genic
chr19	45860123	45860143	chr19-211	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000125755.21		TE
chr19	46002453	46002473	chr19-212	58.6	+	8.0619	0	10.4319	18.4938	2	5'UTR	ENSG00000104983.9		Genic
chr19	46193561	46193581	chr19-72	78.2	-	8.0619	0	20.8638	28.9256	2	Deep intronic	ENSG00000268621.7	IGFL2-AS1	Genic
chr19	46781583	46781603	chr19-214	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000105281.14		TE
chr19	46866162	46866182	chr19-215	58.6	+	12.0928	0	0	12.0928	1	First intron	ENSG00000160007.21		Genic
chr19	46867868	46867888	chr19-216	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000160007.21		TE
chr19	46876374	46876394	chr19-217	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000160007.21		TE
chr19	46884518	46884538	chr19-218	78.2	+	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000160007.21		TE
chr19	46938677	46938697	chr19-219	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000160007.21		TE
chr19	47004853	47004873	chr19-220	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000160007.21		Genic
chr19	47088529	47088549	chr19-221	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000130749.10	ZC3H4	TE
chr19	47143111	47143131	chr19-73	78.2	+	8.0619	12.1005	0	20.1624	2	Alu	ENSG00000142230.14		TE
chr19	47160235	47160255	chr19-222	58.6	+	0	0	31.2956	31.2956	1	Alu	ENSG00000142230.14		TE
chr19	47161185	47161205	chr19-223	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000142230.14		TE
chr19	47171918	47171938	chr19-225	58.6	+	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000142230.14		TE
chr19	47194765	47194785	chr19-226	58.6	+	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000142230.14		TE
chr19	47198287	47198307	chr19-227	58.6	+	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000142230.14		TE
chr19	47366294	47366314	chr19-228	58.6	+	0	18.1508	0	18.1508	1	Alu	ENSG00000134815.21		TE
chr19	47721327	47721347	chr19-74	78.2	+	16.1238	0	0	16.1238	1	Alu	ENSG00000024422.13		TE
chr19	48382974	48382994	chr19-22	97.7	-	12.0928	6.0503	20.8638	39.0068	3	3'UTR	ENSG00000105438.10		Genic
chr19	48457007	48457027	chr19-230	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000105447.14		Genic
chr19	48961265	48961285	chr19-231	58.6	+	12.0928	0	0	12.0928	1	3'UTR	ENSG00000087088.22		Genic
chr19	48965488	48965508	chr19-76	136.8	+	12.0928	12.1005	31.2956	55.489	3	3'UTR-distal	ENSG00000087086.17		Genic
chr19	49462148	49462168	chr19-234	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000161618.11		TE
chr19	49496438	49496458	chr19-77	97.7	+	8.0619	6.0503	20.8638	34.9759	3	3'UTR-distal	ENSG00000142534.8		Genic
chr19	49497196	49497216	chr19-235	58.6	+	4.0309	0	20.8638	24.8947	2	3'UTR-distal	ENSG00000142534.8		Genic
chr19	49497730	49497750	chr19-23	97.7	+	16.1238	12.1005	10.4319	38.6562	3	3'UTR-distal	ENSG00000142534.8		Genic
chr19	49643439	49643459	chr19-236	58.6	+	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000126461.16		Genic
chr19	49804754	49804774	chr19-237	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000196961.14		TE
chr19	49820741	49820761	chr19-78	78.2	+	0	18.1508	10.4319	28.5827	2	LTR/ERV	ENSG00000104973.20		TE
chr19	52645802	52645822	chr19-238	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000269825.5		TE
chr19	52648303	52648323	chr19-239	58.6	-	8.0619	6.0503	0	14.1121	2	LTR/ERV	ENSG00000269825.5		TE
chr19	52650107	52650127	chr19-24	97.7	-	4.0309	18.1508	10.4319	32.6136	3	LTR/ERV	ENSG00000269825.5		TE
chr19	53385688	53385708	chr19-240	58.6	+	0	18.1508	0	18.1508	1	3'UTR	ENSG00000203326.13		Genic
chr19	53535809	53535829	chr19-241	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000130844.20		TE
chr19	54103695	54103715	chr19-79	78.2	+	4.0309	6.0503	20.8638	30.945	3	Alu	ENSG00000170906.17		TE
chr19	55387289	55387309	chr19-80	78.2	+	4.0309	18.1508	0	22.1817	2	3'UTR	ENSG00000108107.16		Genic
chr19	55495918	55495938	chr19-247	58.6	+	4.0309	12.1005	0	16.1315	2	3'UTR-distal	ENSG00000179954.16	SSC5D	Genic
chr19	55496766	55496786	chr19-248	58.6	+	0	6.0503	20.8638	26.914	2	3'UTR-distal	ENSG00000179954.16	SSC5D	Genic
chr19	55656504	55656524	chr19-81	78.2	+	8.0619	6.0503	10.4319	24.544	3	3'UTR-distal	ENSG00000063244.15		Genic
chr19	55667796	55667816	chr19-250	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000063244.15		TE
chr19	57294591	57294611	chr19-82	78.2	+	4.0309	12.1005	10.4319	26.5633	3	3'UTR	ENSG00000197714.10		Genic
chr19	57299231	57299251	chr19-83	78.2	+	0	24.2011	0	24.2011	1	3'UTR-distal			Genic
chr19	57300262	57300282	chr19-25	78.2	+	4.0309	30.2513	0	34.2823	2	3'UTR-distal			Genic
chr19	57330279	57330299	chr19-252	58.6	+	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000178229.9		Genic
chr19	57792583	57792603	chr19-253	58.6	+	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000083828.16	ZNF586	Genic
chr19	57848968	57848988	chr19-254	58.6	+	8.0619	0	10.4319	18.4938	2	3'UTR-distal	ENSG00000268750.7	""	Genic
chr19	57861040	57861060	chr19-84	97.7	+	12.0928	12.1005	0	24.1934	2	3'UTR	ENSG00000198466.13		Genic
chr19	57861785	57861805	chr19-12	117.3	+	24.1856	0	0	24.1856	1	3'UTR	ENSG00000198466.13		Genic
chr19	58249834	58249854	chr19-257	58.6	+	12.0928	0	0	12.0928	1	LTR/ERV	ENSG00000198131.16		TE
chr19	58254882	58254902	chr19-259	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000198131.16		TE
chr19	58478495	58478515	chr19-260	58.6	-	4.0309	12.1005	0	16.1315	2	3'UTR-distal			Genic
chr19	58546341	58546361	chr19-262	58.6	+	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000130726.13		Genic
chr19	58568062	58568082	chr19-26	117.3	-	8.0619	18.1508	10.4319	36.6446	3	Alu	ENSG00000099326.10		TE
chr2	1618530	1618550	chr2-63	78.2	-	4.0309	18.1508	0	22.1817	2	First intron	ENSG00000228613.2	""	Genic
chr2	1652832	1652852	chr2-64	58.6	-	12.0928	12.1005	0	24.1934	2	Deep intronic	ENSG00000130508.12		Genic
chr2	1678451	1678471	chr2-65	78.2	-	12.0928	6.0503	0	18.1431	2	LINE	ENSG00000130508.12		TE
chr2	1712063	1712083	chr2-66	78.2	-	0	18.1508	10.4319	28.5827	2	First intron	ENSG00000130508.12		Genic
chr2	1715084	1715104	chr2-162	58.6	-	4.0309	6.0503	20.8638	30.945	3	First intron	ENSG00000130508.12		Genic
chr2	2221492	2221512	chr2-163	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000186487.22		Genic
chr2	3376672	3376692	chr2-164	78.2	-	12.0928	6.0503	0	18.1431	2	Alu	ENSG00000032389.14		TE
chr2	8956680	8956700	chr2-165	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000143797.13		TE
chr2	9544819	9544839	chr2-67	78.2	-	8.0619	0	20.8638	28.9256	2	Alu	ENSG00000151694.16		TE
chr2	10127131	10127151	chr2-166	58.6	+	4.0309	6.0503	10.4319	20.5131	3	CDS	ENSG00000171848.17		Genic
chr2	10131111	10131131	chr2-168	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000171848.17		Genic
chr2	10161070	10161090	chr2-169	58.6	+	12.0928	0	0	12.0928	1	Alu			TE
chr2	10165006	10165026	chr2-170	58.6	+	0	12.1005	10.4319	22.5324	2	Alu			TE
chr2	11182126	11182146	chr2-68	78.2	-	0	12.1005	20.8638	32.9643	2	3'UTR	ENSG00000134318.17		Genic
chr2	11226732	11226752	chr2-176	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000134318.17		TE
chr2	11275244	11275264	chr2-177	58.6	-	0	12.1005	10.4319	22.5324	2	Alu	ENSG00000134318.17		TE
chr2	11298453	11298473	chr2-69	78.2	-	8.0619	0	20.8638	28.9256	2	Alu	ENSG00000134318.17		TE
chr2	11307133	11307153	chr2-180	58.6	-	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000134318.17		Genic
chr2	11311413	11311433	chr2-181	58.6	-	8.0619	12.1005	0	20.1624	2	LINE	ENSG00000134318.17		TE
chr2	11321783	11321803	chr2-18	136.8	-	20.1547	12.1005	0	32.2552	2	First intron	ENSG00000134318.17		Genic
chr2	11324410	11324430	chr2-182	58.6	-	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000134318.17		TE
chr2	11332122	11332142	chr2-183	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000134318.17		TE
chr2	11341697	11341717	chr2-184	78.2	-	4.0309	12.1005	10.4319	26.5633	3	First intron	ENSG00000134318.17		Genic
chr2	17756602	17756622	chr2-185	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000178295.16		TE
chr2	20032979	20032999	chr2-186	58.6	-	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000068697.8		Genic
chr2	20281655	20281675	chr2-32	97.7	-	0	18.1508	20.8638	39.0146	2	Deep intronic	ENSG00000055917.18		Genic
chr2	20297455	20297475	chr2-189	58.6	-	0	18.1508	0	18.1508	1	Deep intronic	ENSG00000055917.18		Genic
chr2	20299075	20299095	chr2-190	58.6	-	4.0309	6.0503	10.4319	20.5131	3	LTR/ERV	ENSG00000055917.18		TE
chr2	20311139	20311159	chr2-192	58.6	-	0	12.1005	10.4319	22.5324	2	Deep intronic	ENSG00000055917.18		Genic
chr2	20449188	20449208	chr2-71	97.7	+	8.0619	6.0503	31.2956	45.4078	3	3'UTR	ENSG00000143878.10	RHOB	Genic
chr2	23396950	23396970	chr2-194	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000119771.16		Genic
chr2	23415708	23415728	chr2-195	58.6	+	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000119771.16		TE
chr2	23454117	23454137	chr2-196	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000119771.16		Genic
chr2	23569522	23569542	chr2-197	58.6	+	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000119771.16		Genic
chr2	24815324	24815344	chr2-198	58.6	+	4.0309	12.1005	10.4319	26.5633	3	Proximal intronic	ENSG00000138092.12		Genic
chr2	25828495	25828515	chr2-199	58.6	-	0	18.1508	0	18.1508	1	Alu	ENSG00000143970.18	ASXL2	TE
chr2	26045006	26045026	chr2-200	58.6	+	4.0309	0	20.8638	24.8947	2	Satellite/LC	ENSG00000084733.12		TE
chr2	26098131	26098151	chr2-202	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000084733.12		TE
chr2	26374583	26374603	chr2-73	78.2	+	4.0309	18.1508	10.4319	32.6136	3	Alu	ENSG00000138018.19	SELENOI	TE
chr2	26779835	26779855	chr2-74	78.2	+	4.0309	12.1005	10.4319	26.5633	3	3'UTR	ENSG00000213699.10		Genic
chr2	27221785	27221805	chr2-75	78.2	+	8.0619	12.1005	0	20.1624	2	3'UTR-distal	ENSG00000084774.15		Genic
chr2	27357499	27357519	chr2-4	175.9	+	16.1238	6.0503	41.7275	63.9015	3	Alu	ENSG00000234072.2	GTF3C2-AS2	TE
chr2	28406072	28406092	chr2-205	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000075426.13		TE
chr2	28756209	28756229	chr2-206	58.6	+	0	6.0503	20.8638	26.914	2	First intron	ENSG00000213639.12		Genic
chr2	28786487	28786507	chr2-76	78.2	+	12.0928	6.0503	0	18.1431	2	Deep intronic	ENSG00000213639.12		Genic
chr2	28788029	28788049	chr2-207	58.6	+	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000213639.12		TE
chr2	28800256	28800276	chr2-8	136.8	+	28.2166	12.1005	20.8638	61.1809	3	3'UTR	ENSG00000213639.12		Genic
chr2	28805742	28805762	chr2-208	58.6	+	0	18.1508	0	18.1508	1	3'UTR-distal			Genic
chr2	29121492	29121512	chr2-210	58.6	+	8.0619	6.0503	0	14.1121	2	5'UTR	ENSG00000115295.22		Genic
chr2	29131264	29131284	chr2-33	117.3	+	12.0928	12.1005	0	24.1934	2	5'UTR	ENSG00000115295.22		Genic
chr2	29179279	29179299	chr2-212	58.6	+	8.0619	6.0503	0	14.1121	2	Deep intronic	ENSG00000115295.22		Genic
chr2	29182304	29182324	chr2-34	97.7	+	16.1238	6.0503	0	22.174	2	3'UTR	ENSG00000115295.22		Genic
chr2	30641912	30641932	chr2-214	58.6	+	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000172954.15		Genic
chr2	31859053	31859073	chr2-216	58.6	-	0	12.1005	10.4319	22.5324	2	3'UTR-distal			Genic
chr2	31915546	31915566	chr2-217	58.6	-	0	18.1508	0	18.1508	1	Deep intronic	ENSG00000162959.15		Genic
chr2	31931785	31931805	chr2-77	58.6	-	12.0928	6.0503	0	18.1431	2	Deep intronic	ENSG00000162959.15		Genic
chr2	31961349	31961369	chr2-218	58.6	-	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000162959.15		TE
chr2	32305821	32305841	chr2-219	58.6	+	4.0309	6.0503	10.4319	20.5131	3	3'UTR	ENSG00000119820.12		Genic
chr2	32422950	32422970	chr2-220	78.2	+	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000115760.16	BIRC6	TE
chr2	32530242	32530262	chr2-221	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000115760.16	BIRC6	TE
chr2	32592605	32592625	chr2-222	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000115760.16	BIRC6	TE
chr2	32663996	32664016	chr2-223	58.6	+	0	18.1508	0	18.1508	1	Deep intronic	ENSG00000018699.14		Genic
chr2	36368826	36368846	chr2-225	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000150938.11		Genic
chr2	36370212	36370232	chr2-78	78.2	+	16.1238	0	0	16.1238	1	Satellite/LC	ENSG00000150938.11		TE
chr2	36372939	36372959	chr2-226	58.6	+	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000150938.11		Genic
chr2	36388067	36388087	chr2-227	58.6	+	8.0619	0	10.4319	18.4938	2	LINE	ENSG00000150938.11		TE
chr2	36389138	36389158	chr2-228	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000150938.11		Genic
chr2	36510341	36510361	chr2-230	58.6	+	4.0309	12.1005	0	16.1315	2	Proximal intronic	ENSG00000150938.11		Genic
chr2	36988124	36988144	chr2-233	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000008869.13		Genic
chr2	37215937	37215957	chr2-234	58.6	-	12.0928	0	0	12.0928	1	LINE	ENSG00000115816.16		TE
chr2	37644601	37644621	chr2-235	58.6	-	4.0309	6.0503	10.4319	20.5131	3	3'UTR	ENSG00000163171.9		Genic
chr2	38106343	38106363	chr2-79	58.6	-	8.0619	6.0503	10.4319	24.544	3	First intron	ENSG00000138061.14		Genic
chr2	38108570	38108590	chr2-236	58.6	-	4.0309	12.1005	0	16.1315	2	LINE	ENSG00000138061.14		TE
chr2	38110114	38110134	chr2-237	58.6	-	0	0	31.2956	31.2956	1	TSS-proximal			Genic
chr2	38167779	38167799	chr2-19	117.3	-	8.0619	24.2011	0	32.2629	2	Alu	ENSG00000227292.2	""	TE
chr2	38188020	38188040	chr2-1	234.6	-	16.1238	36.3016	20.8638	73.2891	3	First intron	ENSG00000227292.2	""	Genic
chr2	38190139	38190159	chr2-9	136.8	-	20.1547	18.1508	10.4319	48.7374	3	First intron	ENSG00000227292.2	""	Genic
chr2	38198382	38198402	chr2-240	58.6	-	8.0619	6.0503	0	14.1121	2	Deep intronic	ENSG00000227292.2	""	Genic
chr2	38745638	38745658	chr2-80	78.2	-	4.0309	12.1005	20.8638	36.9952	3	Alu	ENSG00000115875.20		TE
chr2	38747551	38747571	chr2-241	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000115875.20		Genic
chr2	39479617	39479637	chr2-243	58.6	+	12.0928	0	0	12.0928	1	Satellite/LC	ENSG00000231312.9	MAP4K3-DT	TE
chr2	42189045	42189065	chr2-244	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000143924.20		TE
chr2	43933686	43933706	chr2-81	78.2	-	8.0619	12.1005	0	20.1624	2	3'UTR	ENSG00000138095.21		Genic
