chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr14	19331238	19331239	chr14_r_c85[k=2][m=3]	3	-	2	3	0	50	LINE	ENSG00000292986.2	DUXAP10	TE
chr14	19331807	19331808	chr14_r_c88[k=2][m=3]	3	-	2	3	0	50	LINE	ENSG00000292986.2	DUXAP10	TE
chr14	19334861	19334862	chr14_r_c94[k=2][m=3]	3	-	2	3	0	50	LINE	ENSG00000292986.2	DUXAP10	TE
chr15	22498179	22498180	chr15_f_c10[k=2][m=3]	3	+	2	3	0	76	First intron	ENSG00000276550.6	HERC2P2	Genic
chr15	22502521	22502522	chr15_f_c15[k=2][m=3]	3	+	2	3	0	76	LTR/ERV	ENSG00000276550.6	HERC2P2	TE
chr15	22532378	22532379	chr15_f_c29[k=2][m=3]	3	+	2	3	0	76	LINE	ENSG00000276550.6	HERC2P2	TE
chr15	22576744	22576745	chr15_f_c50[k=2][m=3]	3	+	2	3	0	76	LINE	ENSG00000276550.6	HERC2P2	TE
chr15	28593378	28593379	chr15_f_c96[k=2][m=3]	3	+	2	3	0	76	First intron	ENSG00000206149.13	HERC2P9	Genic
chr15	28595039	28595040	chr15_f_c99[k=2][m=3]	3	+	2	3	0	76	First intron	ENSG00000206149.13	HERC2P9	Genic
chr15	28597715	28597716	chr15_f_c102[k=2][m=3]	3	+	2	3	0	76	LTR/ERV	ENSG00000206149.13	HERC2P9	TE
chr15	28603257	28603258	chr15_f_c107[k=2][m=3]	3	+	2	3	0	76	LTR/ERV	ENSG00000206149.13	HERC2P9	TE
chr15	28627587	28627588	chr15_f_c114[k=2][m=3]	3	+	2	3	0	76	LINE	ENSG00000206149.13	HERC2P9	TE
chr15	28631280	28631281	chr15_f_c116[k=2][m=3]	3	+	2	3	0	76	LINE	ENSG00000206149.13	HERC2P9	TE
chr15	28671028	28671029	chr15_f_c131[k=2][m=3]	3	+	2	3	0	76	LINE	ENSG00000206149.13	HERC2P9	TE
chr15	30595208	30595209	chr15_f_c246[k=2][m=3]	3	+	2	3	0	76	Deep intronic	ENSG00000260128.7	ULK4P2	Genic
chr15	30657000	30657001	chr15_f_c268[k=2][m=3]	3	+	2	3	0	76	3'UTR-distal	ENSG00000284906.3	""	Genic
chr15	82363921	82363922	chr15_f_c1784[k=2][m=3]	3	+	2	3	0	76	First intron	ENSG00000290945.2	""	Genic
chr15	82423824	82423825	chr15_f_c1837[k=2][m=3]	3	+	2	3	0	76	Deep intronic	ENSG00000278202.1	GOLGA6L9-AS1	Genic
chr15	84452318	84452319	chr15_f_c1938[k=2][m=3]	3	+	2	3	0	76	LTR/ERV	ENSG00000259551.2	""	TE
chr15	85484179	85484180	chr15_f_c2077[k=2][m=3]	3	+	2	3	0	76	First intron	ENSG00000170776.23		Genic
chr16	14532230	14532231	chr16_f_c453[k=2][m=3]	3	+	2	3	0	134	Deep intronic			Genic
chr16	14532256	14532257	chr16_f_c454[k=2][m=3]	3	+	2	3	0	134	Deep intronic			Genic
chr16	14698371	14698372	chr16_r_c525[k=2][m=3]	3	-	2	3	0	134	LTR/ERV	ENSG00000261523.1	""	TE
chr16	14737489	14737490	chr16_r_c527[k=2][m=3]	3	-	2	3	0	134	LTR/ERV	ENSG00000261695.1	""	TE
chr16	14841402	14841403	chr16_f_c465[k=2][m=3]	3	+	2	3	0	134	CDS	ENSG00000103512.17		Genic
chr16	14854274	14854275	chr16_f_c475[k=2][m=3]	3	+	2	3	0	134	LINE	ENSG00000103512.17		TE
chr16	14869456	14869457	chr16_f_c483[k=2][m=3]	3	+	2	3	0	134	LINE	ENSG00000103512.17		TE
chr16	14869478	14869479	chr16_f_c484[k=2][m=3]	3	+	2	3	0	134	LINE	ENSG00000103512.17		TE
chr16	14873395	14873396	chr16_f_c485[k=2][m=3]	3	+	2	3	0	134	Deep intronic	ENSG00000103512.17		Genic
chr16	14887743	14887744	chr16_f_c491[k=2][m=3]	3	+	2	3	0	134	Deep intronic	ENSG00000103512.17		Genic
chr16	14889803	14889804	chr16_f_c493[k=2][m=3]	3	+	2	3	0	134	Deep intronic	ENSG00000103512.17		Genic
chr16	14914125	14914126	chr16_f_c502[k=2][m=3]	3	+	2	3	0	134	First intron	ENSG00000183458.15	PKD1P3	Genic
chr16	14948479	14948480	chr16_f_c509[k=2][m=3]	3	+	2	3	0	134	Deep intronic	ENSG00000183426.18		Genic
chr16	16239891	16239892	chr16_f_c585[k=2][m=3]	3	+	2	3	0	134	CDS	ENSG00000103226.20		Genic
chr16	16252770	16252771	chr16_f_c596[k=2][m=3]	3	+	2	3	0	134	LINE	ENSG00000103226.20		TE
chr16	16267952	16267953	chr16_f_c604[k=2][m=3]	3	+	2	3	0	134	LINE	ENSG00000103226.20		TE
chr16	16267974	16267975	chr16_f_c605[k=2][m=3]	3	+	2	3	0	134	LINE	ENSG00000103226.20		TE
chr16	16271894	16271895	chr16_f_c608[k=2][m=3]	3	+	2	3	0	134	Deep intronic	ENSG00000103226.20		Genic
chr16	18423676	18423677	chr16_r_c604[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185164.17		Genic
chr16	18506275	18506276	chr16_r_c616[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185164.17		Genic
chr16	18522776	18522777	chr16_r_c623[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185164.17		Genic
chr16	18526686	18526687	chr16_r_c626[k=2][m=3]	3	-	2	3	0	134	LINE	ENSG00000185164.17		TE
chr16	18541921	18541922	chr16_r_c635[k=2][m=3]	3	-	2	3	0	134	LINE	ENSG00000185164.17		TE
chr16	18554807	18554808	chr16_r_c646[k=2][m=3]	3	-	2	3	0	134	5'UTR	ENSG00000185164.17		Genic
chr16	18859835	18859836	chr16_r_c681[k=2][m=3]	3	-	2	3	0	134	Proximal intronic	ENSG00000157106.19		Genic
chr16	18859853	18859854	chr16_r_c682[k=2][m=3]	3	-	2	3	0	134	Proximal intronic	ENSG00000157106.19		Genic
chr16	18913094	18913095	chr16_r_c710[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000157106.19		Genic
chr16	18913535	18913536	chr16_r_c711[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000157106.19		Genic
chr16	18916754	18916755	chr16_r_c713[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000157106.19		Genic
chr1	62040424	62040425	chr1_f_c2741[k=2][m=3]	3	+	2	3	0	167	LTR/ERV	ENSG00000132849.22	PATJ	TE
chr16	21420475	21420476	chr16_r_c753[k=2][m=3]	3	-	2	3	0	134	Deep intronic			Genic
chr16	21428010	21428011	chr16_r_c759[k=2][m=3]	3	-	2	3	0	134	Alu			TE
chr16	21433915	21433916	chr16_r_c768[k=2][m=3]	3	-	2	3	0	134	LTR/ERV			TE
chr16	21439184	21439185	chr16_r_c781[k=2][m=3]	3	-	2	3	0	134	LTR/ERV			TE
chr16	21441077	21441078	chr16_r_c790[k=2][m=3]	3	-	2	3	0	134	Deep intronic			Genic
chr16	21456195	21456196	chr16_r_c803[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21462307	21462308	chr16_r_c810[k=2][m=3]	3	-	2	3	0	134	Alu	ENSG00000180747.16	SMG1P3	TE
chr16	21475926	21475927	chr16_r_c822[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21492315	21492316	chr16_r_c835[k=2][m=3]	3	-	2	3	0	134	Alu	ENSG00000180747.16	SMG1P3	TE
chr16	21852401	21852402	chr16_r_c892[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185864.21		Genic
chr16	21852408	21852409	chr16_r_c893[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185864.21		Genic
chr16	21852755	21852756	chr16_r_c894[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185864.21		Genic
chr16	21872627	21872628	chr16_r_c930[k=2][m=3]	3	-	2	3	0	134	LTR/ERV			TE
chr16	21873195	21873196	chr16_r_c931[k=2][m=3]	3	-	2	3	0	134	LINE			TE
chr16	21873345	21873346	chr16_r_c933[k=2][m=3]	3	-	2	3	0	134	Deep intronic			Genic
chr16	21888436	21888437	chr16_r_c948[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000185710.10	SMG1P4	Genic
chr16	21890062	21890063	chr16_r_c949[k=2][m=3]	3	-	2	3	0	134	Other exon	ENSG00000185710.10	SMG1P4	Genic
chr16	21894114	21894115	chr16_r_c954[k=2][m=3]	3	-	2	3	0	134	Alu	ENSG00000185710.10	SMG1P4	TE
chr16	21907719	21907720	chr16_r_c963[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185710.10	SMG1P4	Genic
chr16	21909287	21909288	chr16_r_c966[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000185710.10	SMG1P4	Genic
chr16	21923805	21923806	chr16_r_c976[k=2][m=3]	3	-	2	3	0	134	Alu			TE
chr16	22446916	22446917	chr16_f_c796[k=2][m=3]	3	+	2	3	0	134	Alu	ENSG00000237296.12	SMG1P1	TE
chr16	22463003	22463004	chr16_f_c810[k=2][m=3]	3	+	2	3	0	134	Deep intronic	ENSG00000237296.12	SMG1P1	Genic
chr16	22476599	22476600	chr16_f_c819[k=2][m=3]	3	+	2	3	0	134	Alu	ENSG00000237296.12	SMG1P1	TE
chr16	22482702	22482703	chr16_f_c825[k=2][m=3]	3	+	2	3	0	134	First intron	ENSG00000237296.12	SMG1P1	Genic
chr16	22497821	22497822	chr16_f_c838[k=2][m=3]	3	+	2	3	0	134	Deep intronic			Genic
chr16	22498541	22498542	chr16_f_c841[k=2][m=3]	3	+	2	3	0	134	LTR/ERV			TE
chr16	22517411	22517412	chr16_f_c872[k=2][m=3]	3	+	2	3	0	134	First intron	ENSG00000243716.13	NPIPB5	Genic
chr16	22518425	22518426	chr16_f_c875[k=2][m=3]	3	+	2	3	0	134	First intron	ENSG00000243716.13	NPIPB5	Genic
chr16	28747521	28747522	chr16_f_c1071[k=2][m=3]	3	+	2	3	0	134	LINE			TE
chr16	28753986	28753987	chr16_f_c1075[k=2][m=3]	3	+	2	3	0	134	First intron	ENSG00000196993.9	NPIPB9	Genic
chr16	29419020	29419021	chr16_r_c1247[k=2][m=3]	3	-	2	3	0	134	LTR/ERV			TE
chr16	29427461	29427462	chr16_r_c1257[k=2][m=3]	3	-	2	3	0	134	Proximal intronic	ENSG00000254634.4	SMG1P6	Genic
chr16	29427479	29427480	chr16_r_c1258[k=2][m=3]	3	-	2	3	0	134	Proximal intronic	ENSG00000254634.4	SMG1P6	Genic
chr16	29432514	29432515	chr16_r_c1259[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000254634.4	SMG1P6	Genic
chr16	29500636	29500637	chr16_r_c1286[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000169203.19		Genic
chr16	29534280	29534281	chr16_r_c1329[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000205534.6	SMG1P2	Genic
chr16	29582851	29582852	chr16_r_c1375[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000205534.6	SMG1P2	Genic
chr16	29585724	29585725	chr16_r_c1377[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000205534.6	SMG1P2	Genic
chr16	30240604	30240605	chr16_r_c1436[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000198064.16		Genic
chr16	30274264	30274265	chr16_r_c1481[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000183604.17	SMG1P5	Genic
chr16	30284705	30284706	chr16_r_c1491[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000183604.17	SMG1P5	Genic
chr16	30322154	30322155	chr16_r_c1515[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000183604.17	SMG1P5	Genic
chr16	30322593	30322594	chr16_r_c1516[k=2][m=3]	3	-	2	3	0	134	First intron	ENSG00000183604.17	SMG1P5	Genic
chr16	30325466	30325467	chr16_r_c1519[k=2][m=3]	3	-	2	3	0	134	LINE	ENSG00000183604.17	SMG1P5	TE
chr16	30419157	30419158	chr16_r_c1536[k=2][m=3]	3	-	2	3	0	134	3'UTR-distal			Genic
chr16	31454849	31454850	chr16_r_c1583[k=2][m=3]	3	-	2	3	0	134	Alu			TE
chr16	33697553	33697554	chr16_r_c1594[k=2][m=3]	3	-	2	3	0	134	Deep intronic	ENSG00000260518.3	BMS1P8	Genic
chr16	66842092	66842093	chr16_f_c1617[k=2][m=3]	3	+	2	3	0	134	Alu			TE
chr16	70238419	70238420	chr16_r_c2050[k=2][m=3]	3	-	2	3	0	134	3'UTR-distal	ENSG00000261556.11	SMG1P7	Genic
chr16	70250099	70250100	chr16_r_c2057[k=2][m=3]	3	-	2	3	0	134	3'UTR	ENSG00000223496.3	EXOSC6	Genic
chr16	70320552	70320553	chr16_f_c1937[k=2][m=3]	3	+	2	3	0	134	Alu	ENSG00000157349.18		TE
chr17	19111667	19111668	chr17_r_c1087[k=2][m=3]	3	-	2	3	0	98	LTR/ERV	ENSG00000197665.8	GRAPL-AS1	TE
chr17	19190007	19190008	chr17_r_c1115[k=2][m=3]	3	-	2	3	0	98	First intron	ENSG00000262202.5	""	Genic
chr17	22623442	22623443	chr17_r_c1247[k=2][m=3]	3	-	2	3	0	98	Intergenic			Intergenic
chr17	30724578	30724579	chr17_f_c1194[k=2][m=3]	3	+	2	3	0	98	First intron	ENSG00000290928.2	""	Genic
chr17	36283497	36283498	chr17_f_c1651[k=2][m=3]	3	+	2	3	0	98	First intron	ENSG00000261499.2	""	Genic
chr17	36310580	36310581	chr17_f_c1662[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000261499.2	""	Genic
chr17	36312485	36312486	chr17_f_c1663[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000261499.2	""	Genic
chr17	36313566	36313567	chr17_f_c1665[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000261499.2	""	Genic
chr17	36314537	36314538	chr17_f_c1667[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000261499.2	""	Genic
chr17	36320617	36320618	chr17_f_c1672[k=2][m=3]	3	+	2	3	0	98	Deep intronic			Genic
chr17	38087583	38087584	chr17_f_c1760[k=2][m=3]	3	+	2	3	0	98	First intron	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38114684	38114685	chr17_f_c1770[k=2][m=3]	3	+	2	3	0	98	First intron	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38116588	38116589	chr17_f_c1772[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38117669	38117670	chr17_f_c1774[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38118636	38118637	chr17_f_c1776[k=2][m=3]	3	+	2	3	0	98	Proximal intronic	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38124700	38124701	chr17_f_c1781[k=2][m=3]	3	+	2	3	0	98	Other exon	ENSG00000274615.1	NPEPPSP1	Genic
chr17	38195804	38195805	chr17_r_c1673[k=2][m=3]	3	-	2	3	0	98	Other exon	ENSG00000291088.2	NPEPPSP1	Genic
chr17	38202850	38202851	chr17_r_c1679[k=2][m=3]	3	-	2	3	0	98	Other exon	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38203930	38203931	chr17_r_c1681[k=2][m=3]	3	-	2	3	0	98	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38227531	38227532	chr17_r_c1689[k=2][m=3]	3	-	2	3	0	98	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38232954	38232955	chr17_r_c1692[k=2][m=3]	3	-	2	3	0	98	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38867662	38867663	chr17_f_c1805[k=2][m=3]	3	+	2	3	0	98	tRNA*			ncRNA
chr17	39153786	39153787	chr17_r_c1724[k=2][m=3]	3	-	2	3	0	98	tRNA*			ncRNA
chr17	45520689	45520690	chr17_r_c2202[k=2][m=3]	3	-	2	3	0	98	Deep intronic	ENSG00000214425.11	LRRC37A4P	Genic
chr17	45531926	45531927	chr17_r_c2205[k=2][m=3]	3	-	2	3	0	98	LINE	ENSG00000214425.11	LRRC37A4P	TE
chr17	45540923	45540924	chr17_r_c2212[k=2][m=3]	3	-	2	3	0	98	Deep intronic	ENSG00000214425.11	LRRC37A4P	Genic
chr17	45563832	45563833	chr17_r_c2241[k=2][m=3]	3	-	2	3	0	98	Alu	ENSG00000291175.2	""	TE
chr17	46287212	46287213	chr17_r_c2413[k=2][m=3]	3	-	2	3	0	98	Deep intronic	ENSG00000228696.13		Genic
chr17	46313543	46313544	chr17_f_c2146[k=2][m=3]	3	+	2	3	0	98	LINE	ENSG00000176681.15	LRRC37A	TE
chr17	46323195	46323196	chr17_r_c2427[k=2][m=3]	3	-	2	3	0	98	LINE	ENSG00000228696.13		TE
chr17	46325868	46325869	chr17_r_c2431[k=2][m=3]	3	-	2	3	0	98	LINE	ENSG00000228696.13		TE
chr17	46329124	46329125	chr17_f_c2157[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000176681.15	LRRC37A	Genic
chr17	46499179	46499180	chr17_f_c2229[k=2][m=3]	3	+	2	3	0	98	Alu			TE
chr17	46504446	46504447	chr17_f_c2232[k=2][m=3]	3	+	2	3	0	98	First intron	ENSG00000266497.1	RDM1P2	Genic
chr17	46504474	46504475	chr17_f_c2233[k=2][m=3]	3	+	2	3	0	98	Other exon	ENSG00000266497.1	RDM1P2	Genic
chr17	46508539	46508540	chr17_f_c2245[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000266497.1	RDM1P2	Genic
chr17	46531127	46531128	chr17_f_c2261[k=2][m=3]	3	+	2	3	0	98	LINE	ENSG00000238083.10	LRRC37A2	TE
chr17	46541049	46541050	chr17_r_c2497[k=2][m=3]	3	-	2	3	0	98	LINE	ENSG00000185829.19	ARL17A	TE
chr17	46543723	46543724	chr17_r_c2500[k=2][m=3]	3	-	2	3	0	98	LINE	ENSG00000185829.19	ARL17A	TE
chr17	46546987	46546988	chr17_f_c2272[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000238083.10	LRRC37A2	Genic
chr17	47044618	47044619	chr17_r_c2566[k=2][m=3]	3	-	2	3	0	98	LINE	ENSG00000262879.8	""	TE
chr17	47586593	47586594	chr17_f_c2401[k=2][m=3]	3	+	2	3	0	98	Proximal intronic	ENSG00000141279.19		Genic
chr17	48938479	48938480	chr17_r_c2772[k=2][m=3]	3	-	2	3	0	98	Alu	ENSG00000159210.11		TE
chr17	59179560	59179561	chr17_f_c2967[k=2][m=3]	3	+	2	3	0	98	LINE	ENSG00000068489.13	PRR11	TE
chr17	59181421	59181422	chr17_f_c2970[k=2][m=3]	3	+	2	3	0	98	LINE	ENSG00000068489.13	PRR11	TE
chr17	62525640	62525641	chr17_f_c3285[k=2][m=3]	3	+	2	3	0	98	Alu	ENSG00000146872.20		TE
chr17	64891854	64891855	chr17_f_c3483[k=2][m=3]	3	+	2	3	0	98	LINE	ENSG00000265218.2	""	TE
chr17	64927381	64927382	chr17_f_c3488[k=2][m=3]	3	+	2	3	0	98	TSS-proximal			Genic
chr17	67963078	67963079	chr17_f_c3643[k=2][m=3]	3	+	2	3	0	98	Deep intronic	ENSG00000171634.19	BPTF	Genic
chr1	802949	802950	chr1_r_c42[k=2][m=3]	3	-	2	3	0	167	First intron	ENSG00000225880.7	LINC00115	Genic
chr1	802961	802962	chr1_r_c43[k=2][m=3]	3	-	2	3	0	167	First intron	ENSG00000225880.7	LINC00115	Genic
chr18	56547152	56547153	chr18_f_c1126[k=2][m=3]	3	+	2	3	0	6	Alu			TE
chr1	8614367	8614368	chr1_r_c370[k=2][m=3]	3	-	2	3	0	167	Proximal intronic	ENSG00000142599.21		Genic
chr1	88806949	88806950	chr1_f_c3578[k=2][m=3]	3	+	2	3	0	167	Alu	ENSG00000065243.21		TE
chr1	92834795	92834796	chr1_f_c3750[k=2][m=3]	3	+	2	3	0	167	CDS	ENSG00000122406.15		Genic
chr19	4945425	4945426	chr19_f_c248[k=2][m=3]	3	+	2	3	0	10	Alu	ENSG00000276043.6		TE
chr1	96769829	96769830	chr1_f_c3955[k=2][m=3]	3	+	2	3	0	167	CDS	ENSG00000117569.21		Genic
chr20	6214715	6214716	chr20_f_c282[k=2][m=3]	3	+	2	3	0	3	Other exon	ENSG00000234241.1	SYNCRIPP1	Genic
chr20	63714817	63714818	chr20_f_c1690[k=2][m=3]	3	+	2	3	0	3	Alu	ENSG00000197114.13		TE
chr2	106390048	106390049	chr2_f_c2492[k=2][m=3]	3	+	2	3	0	84	Deep intronic	ENSG00000240935.9	PLGLA	Genic
chr2	108734541	108734542	chr2_f_c2541[k=2][m=3]	3	+	2	3	0	84	First intron	ENSG00000153201.18		Genic
chr2	109814989	109814990	chr2_f_c2670[k=2][m=3]	3	+	2	3	0	84	Alu	ENSG00000015568.14		TE
chr2	110556512	110556513	chr2_r_c2787[k=2][m=3]	3	-	2	3	0	84	Alu	ENSG00000183054.14		TE
chr2	110562615	110562616	chr2_r_c2794[k=2][m=3]	3	-	2	3	0	84	CDS	ENSG00000183054.14		Genic
chr2	111818285	111818286	chr2_r_c2850[k=2][m=3]	3	-	2	3	0	84	Deep intronic	ENSG00000153107.14		Genic
chr2	111828023	111828024	chr2_r_c2854[k=2][m=3]	3	-	2	3	0	84	LINE	ENSG00000153107.14		TE
chr2	111925848	111925849	chr2_f_c2718[k=2][m=3]	3	+	2	3	0	84	Alu	ENSG00000153208.20		TE
chr2	112411084	112411085	chr2_r_c2908[k=2][m=3]	3	-	2	3	0	84	Alu	ENSG00000169629.13		TE
chr2	112417196	112417197	chr2_r_c2914[k=2][m=3]	3	-	2	3	0	84	CDS	ENSG00000169629.13		Genic
chr2	112418902	112418903	chr2_r_c2915[k=2][m=3]	3	-	2	3	0	84	LINE	ENSG00000169629.13		TE
chr2	113455689	113455690	chr2_f_c2804[k=2][m=3]	3	+	2	3	0	84	Deep intronic	ENSG00000136682.17		Genic
chr2	114005605	114005606	chr2_r_c2947[k=2][m=3]	3	-	2	3	0	84	Other exon	ENSG00000212182.2	U3	Genic
chr2	127789749	127789750	chr2_f_c2980[k=2][m=3]	3	+	2	3	0	84	LINE			TE
chr2	131683508	131683509	chr2_f_c3059[k=2][m=3]	3	+	2	3	0	84	LINE	ENSG00000287151.2	LINC03124	TE
chr2	135384226	135384227	chr2_r_c3337[k=2][m=3]	3	-	2	3	0	84	LINE	ENSG00000121988.19		TE
chr2	137588826	137588827	chr2_f_c3239[k=2][m=3]	3	+	2	3	0	84	Alu	ENSG00000144229.13	THSD7B	TE
chr2	161345900	161345901	chr2_f_c3752[k=2][m=3]	3	+	2	3	0	84	Alu	ENSG00000115233.13		TE
chr2	162471179	162471180	chr2_r_c4000[k=2][m=3]	3	-	2	3	0	84	Deep intronic	ENSG00000184611.14	KCNH7	Genic
chr2	162471204	162471205	chr2_r_c4001[k=2][m=3]	3	-	2	3	0	84	Deep intronic	ENSG00000184611.14	KCNH7	Genic
chr21	6323516	6323517	chr21_f_c14[k=2][m=3]	3	+	2	3	0	34	First intron	ENSG00000278903.6	""	Genic
chr21	6323609	6323610	chr21_f_c15[k=2][m=3]	3	+	2	3	0	34	First intron	ENSG00000278903.6	""	Genic
chr21	6337085	6337086	chr21_f_c34[k=2][m=3]	3	+	2	3	0	34	Alu	ENSG00000278903.6	""	TE
chr2	169594791	169594792	chr2_f_c3834[k=2][m=3]	3	+	2	3	0	84	Alu	ENSG00000138398.18		TE
chr21	8225461	8225462	chr21_f_c226[k=2][m=3]	3	+	2	3	0	34	Alu	ENSG00000278996.2	""	TE
chr2	201064302	201064303	chr2_f_c4874[k=2][m=3]	3	+	2	3	0	84	Deep intronic			Genic
chr22	15790823	15790824	chr22_f_c37[k=2][m=3]	3	+	2	3	0	44	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	15791393	15791394	chr22_f_c40[k=2][m=3]	3	+	2	3	0	44	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	15797048	15797049	chr22_f_c48[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000206195.12	DUXAP8	Genic
chr22	15797598	15797599	chr22_f_c53[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000206195.12	DUXAP8	Genic
chr22	15798697	15798698	chr22_f_c57[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000206195.12	DUXAP8	Genic
chr22	15798712	15798713	chr22_f_c58[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000206195.12	DUXAP8	Genic
chr22	15801566	15801567	chr22_f_c65[k=2][m=3]	3	+	2	3	0	44	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	15818040	15818041	chr22_f_c87[k=2][m=3]	3	+	2	3	0	44	Deep intronic	ENSG00000206195.12	DUXAP8	Genic
chr22	15818642	15818643	chr22_f_c88[k=2][m=3]	3	+	2	3	0	44	Deep intronic	ENSG00000206195.12	DUXAP8	Genic
chr22	15823257	15823258	chr22_f_c94[k=2][m=3]	3	+	2	3	0	44	Deep intronic	ENSG00000206195.12	DUXAP8	Genic
chr22	15826423	15826424	chr22_f_c96[k=2][m=3]	3	+	2	3	0	44	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	15843276	15843277	chr22_f_c109[k=2][m=3]	3	+	2	3	0	44	Deep intronic	ENSG00000206195.12	DUXAP8	Genic
chr22	15845279	15845280	chr22_f_c113[k=2][m=3]	3	+	2	3	0	44	Deep intronic	ENSG00000206195.12	DUXAP8	Genic
chr22	15849436	15849437	chr22_f_c115[k=2][m=3]	3	+	2	3	0	44	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	15851698	15851699	chr22_f_c117[k=2][m=3]	3	+	2	3	0	44	LINE	ENSG00000206195.12	DUXAP8	TE
chr22	18550332	18550333	chr22_r_c112[k=2][m=3]	3	-	2	3	0	44	LINE	ENSG00000290425.2	PI4KAP1	TE
chr22	18558043	18558044	chr22_r_c119[k=2][m=3]	3	-	2	3	0	44	First intron	ENSG00000290425.2	PI4KAP1	Genic
chr22	18558752	18558753	chr22_r_c120[k=2][m=3]	3	-	2	3	0	44	First intron	ENSG00000290425.2	PI4KAP1	Genic
chr22	18572798	18572799	chr22_r_c133[k=2][m=3]	3	-	2	3	0	44	First intron	ENSG00000290425.2	PI4KAP1	Genic
chr22	18572981	18572982	chr22_r_c134[k=2][m=3]	3	-	2	3	0	44	First intron	ENSG00000290425.2	PI4KAP1	Genic
chr22	20736051	20736052	chr22_r_c325[k=2][m=3]	3	-	2	3	0	44	LINE	ENSG00000241973.12		TE
chr22	21422352	21422353	chr22_f_c425[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000169635.11		Genic
chr22	21422534	21422535	chr22_f_c426[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000169635.11		Genic
chr22	21427100	21427101	chr22_f_c435[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000169635.11		Genic
chr22	21435665	21435666	chr22_f_c437[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000169635.11		Genic
chr22	21436585	21436586	chr22_f_c439[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000169635.11		Genic
chr22	21437295	21437296	chr22_f_c440[k=2][m=3]	3	+	2	3	0	44	First intron	ENSG00000169635.11		Genic
chr22	21489885	21489886	chr22_r_c367[k=2][m=3]	3	-	2	3	0	44	LINE	ENSG00000293427.2	""	TE
