chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr14	124332372	124332373	chr14_r_c107[k=2][m=2]	2	-	2	2	0	3	LTR/ERV	ENSMUSG00000025551.14	Fgf14	TE
chr14	21629967	21629968	chr14_f_c12[k=2][m=2]	2	+	2	2	0	3	LTR/ERV	ENSMUSG00000021767.21	Kat6b	TE
chr14	77796094	77796095	chr14_f_c51[k=2][m=2]	2	+	2	2	0	3	Deep intronic	ENSMUSG00000022012.10	Enox1	Genic
chr15	40546191	40546192	chr15_f_c40[k=2][m=2]	2	+	2	2	0	5	First intron	ENSMUSG00000022306.10	Zfpm2	Genic
chr15	41695134	41695135	chr15_f_c51[k=2][m=2]	2	+	2	2	0	5	First intron	ENSMUSG00000022307.17	Oxr1	Genic
chr15	95367534	95367535	chr15_r_c74[k=2][m=2]	2	-	2	2	0	5	Deep intronic	ENSMUSG00000022454.18	Nell2	Genic
chr15	95367852	95367853	chr15_r_c75[k=2][m=2]	2	-	2	2	0	5	Deep intronic	ENSMUSG00000022454.18	Nell2	Genic
chr16	62220585	62220586	chr16_f_c92[k=2][m=2]	2	+	2	2	0	3	LINE			TE
chr16	6327652	6327653	chr16_f_c18[k=2][m=2]	2	+	2	2	0	3	Deep intronic	ENSMUSG00000008658.18	Rbfox1	Genic
chr1	66702042	66702043	chr1_f_c37[k=2][m=2]	2	+	2	2	0	3	LINE	ENSMUSG00000055567.19	Unc80	TE
chr17	10421920	10421921	chr17_r_c5[k=2][m=2]	2	-	2	2	0	4	3'UTR	ENSMUSG00000062078.16	Qki	Genic
chr17	10534397	10534398	chr17_r_c10[k=2][m=2]	2	-	2	2	0	4	First intron	ENSMUSG00000062078.16	Qki	Genic
chr17	28954802	28954803	chr17_f_c32[k=2][m=2]	2	+	2	2	0	4	3'UTR-distal	ENSMUSG00000053436.16	Mapk14	Genic
chr17	44348553	44348554	chr17_f_c108[k=2][m=2]	2	+	2	2	0	4	3'UTR	ENSMUSG00000039601.17	Rcan2	Genic
chr18	25799941	25799942	chr18_r_c12[k=2][m=2]	2	-	2	2	0	1	Deep intronic	ENSMUSG00000024268.17	Celf4	Genic
chr1	86458339	86458340	chr1_f_c50[k=2][m=2]	2	+	2	2	0	3	3'UTR	ENSMUSG00000026238.15	Ptma	Genic
chr19	17903934	17903935	chr19_f_c12[k=2][m=2]	2	+	2	2	0	1	TSS-proximal			Genic
chr2	66165306	66165307	chr2_r_c66[k=2][m=2]	2	-	2	2	0	8	LINE	ENSMUSG00000064329.15	Scn1a	TE
chr2	71846838	71846839	chr2_f_c84[k=2][m=2]	2	+	2	2	0	8	First intron	ENSMUSG00000049044.17	Rapgef4	Genic
chr2	77756422	77756423	chr2_r_c77[k=2][m=2]	2	-	2	2	0	8	LINE	ENSMUSG00000027014.15	Cwc22	TE
chr2	96941904	96941905	chr2_f_c106[k=2][m=2]	2	+	2	2	0	8	Deep intronic	ENSMUSG00000050587.15	Lrrc4c	Genic
chr3	52183388	52183389	chr3_f_c31[k=2][m=2]	2	+	2	2	0	3	LINE	ENSMUSG00000044167.7	Foxo1	TE
chr3	57627370	57627371	chr3_r_c29[k=2][m=2]	2	-	2	2	0	3	Deep intronic			Genic
chr3	84070601	84070602	chr3_r_c43[k=2][m=2]	2	-	2	2	0	3	3'UTR	ENSMUSG00000027993.17	Trim2	Genic
chr4	147015244	147015245	chr4_f_c116[k=2][m=2]	2	+	2	2	0	1	LINE			TE
chr5	107615332	107615333	chr5_f_c77[k=2][m=2]	2	+	2	2	0	5	Deep intronic	ENSMUSG00000111375.6	Btbd8	Genic
chr5	143814777	143814778	chr5_f_c109[k=2][m=2]	2	+	2	2	0	5	Other SINE	ENSMUSG00000029613.16	Eif2ak1	TE
chr5	23741188	23741189	chr5_r_c12[k=2][m=2]	2	-	2	2	0	5	Deep intronic	ENSMUSG00000062604.12	Srpk2	Genic
chr5	28579705	28579706	chr5_f_c21[k=2][m=2]	2	+	2	2	0	5	Deep intronic	ENSMUSG00000048271.15	Rbm33	Genic
chr5	75809213	75809214	chr5_r_c53[k=2][m=2]	2	-	2	2	0	5	Satellite/LC			TE
chr6	21561834	21561835	chr6_f_c40[k=2][m=2]	2	+	2	2	0	4	First intron	ENSMUSG00000060882.6	Kcnd2	Genic
chr6	82624489	82624490	chr6_r_c48[k=2][m=2]	2	-	2	2	0	4	3'UTR	ENSMUSG00000030042.16	Pole4	Genic
chr7	127641748	127641749	chr7_r_c91[k=2][m=2]	2	-	2	2	0	5	TSS-proximal			Genic
chr7	30815977	30815978	chr7_r_c23[k=2][m=2]	2	-	2	2	0	5	3'UTR	ENSMUSG00000019194.16	Scn1b	Genic
chr7	59328015	59328016	chr7_r_c40[k=2][m=2]	2	-	2	2	0	5	First intron	ENSMUSG00000100826.8	Snhg14	Genic
chr7	78200564	78200565	chr7_r_c64[k=2][m=2]	2	-	2	2	0	5	First intron	ENSMUSG00000059146.13	Ntrk3	Genic
chr7	99923372	99923373	chr7_f_c82[k=2][m=2]	2	+	2	2	0	5	3'UTR	ENSMUSG00000030729.18	Pgm2l1	Genic
chr8	123383592	123383593	chr8_r_c91[k=2][m=2]	2	-	2	2	0	5	Satellite/LC	ENSMUSG00000006362.17	Cbfa2t3	TE
chr8	25444076	25444077	chr8_r_c21[k=2][m=2]	2	-	2	2	0	5	LINE	ENSMUSG00000031555.17	Adam9	TE
chr8	33309422	33309423	chr8_r_c30[k=2][m=2]	2	-	2	2	0	5	First intron	ENSMUSG00000062991.10	Nrg1	Genic
chr8	99836924	99836925	chr8_r_c80[k=2][m=2]	2	-	2	2	0	5	Satellite/LC	ENSMUSG00000036510.18	Cdh8	TE
chr9	117937938	117937939	chr9_r_c99[k=2][m=2]	2	-	2	2	0	4	Deep intronic	ENSMUSG00000039163.11	Cmc1	Genic
chr9	62785778	62785779	chr9_r_c48[k=2][m=2]	2	-	2	2	0	4	3'UTR	ENSMUSG00000032405.11	Pias1	Genic
chr9	96559280	96559281	chr9_r_c75[k=2][m=2]	2	-	2	2	0	4	3'UTR-distal			Genic
chrX	133658853	133658854	chrX_f_c51[k=2][m=2]	2	+	2	2	0	8	5'UTR	ENSMUSG00000049047.12	Armcx3	Genic
chrX	21936990	21936991	chrX_r_c3[k=2][m=2]	2	-	2	2	0	8	LTR/ERV			TE
chr10	35848437	35848438	chr10_f_c20[k=3][m=2]	2	+	3	2	0	2	LTR/ERV			TE
chr10	69859959	69859960	chr10_f_c46[k=3][m=2]	2	+	3	2	0	2	3'UTR	ENSMUSG00000069601.16		Genic
chr1	131164636	131164637	chr1_r_c101[k=3][m=2]	2	-	3	2	0	2	LTR/ERV	ENSMUSG00000026430.17	Rassf5	TE
chr11	36703295	36703296	chr11_r_c37[k=3][m=2]	2	-	3	2	0	5	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic
chr11	36703663	36703664	chr11_r_c40[k=3][m=2]	2	-	3	2	0	5	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic
chr11	93239053	93239054	chr11_f_c77[k=3][m=2]	2	+	3	2	0	5	Deep intronic	ENSMUSG00000056158.15	Car10	Genic
chr12	89901980	89901981	chr12_f_c83[k=3][m=2]	2	+	3	2	0	4	First intron	ENSMUSG00000066392.13	Nrxn3	Genic
chr15	12185400	12185401	chr15_f_c5[k=3][m=2]	2	+	3	2	0	1	3'UTR	ENSMUSG00000022201.17	Zfr	Genic
chr17	12690306	12690307	chr17_f_c21[k=3][m=2]	2	+	3	2	0	4	First intron	ENSMUSG00000117314.4	C030013G03Rik	Genic
chr17	12690839	12690840	chr17_f_c22[k=3][m=2]	2	+	3	2	0	4	First intron	ENSMUSG00000117314.4	C030013G03Rik	Genic
chr17	7259266	7259267	chr17_f_c7[k=3][m=2]	2	+	3	2	0	4	Proximal intronic	ENSMUSG00000094724.9	Rnaset2b	Genic
chr17	8353661	8353662	chr17_r_c4[k=3][m=2]	2	-	3	2	0	4	Proximal intronic	ENSMUSG00000095687.3	Rnaset2a	Genic
chr2	175989891	175989892	chr2_f_c214[k=3][m=2]	2	+	3	2	0	10	3'UTR-distal			Genic
chr2	176598071	176598072	chr2_r_c166[k=3][m=2]	2	-	3	2	0	10	Deep intronic	ENSMUSG00000074527.12	Gm14296	Genic
chr2	76952448	76952449	chr2_r_c74[k=3][m=2]	2	-	3	2	0	10	LINE	ENSMUSG00000044033.17	Ccdc141	TE
chr2	90263306	90263307	chr2_r_c84[k=3][m=2]	2	-	3	2	0	10	3'UTR	ENSMUSG00000025314.19	Ptprj	Genic
chr5	54818602	54818603	chr5_r_c46[k=3][m=2]	2	-	3	2	0	2	LINE			TE
chr7	46067464	46067465	chr7_f_c27[k=3][m=2]	2	+	3	2	0	4	Satellite/LC	ENSMUSG00000058975.8	Kcnc1	TE
chr7	46082729	46082730	chr7_f_c29[k=3][m=2]	2	+	3	2	0	4	3'UTR	ENSMUSG00000058975.8	Kcnc1	Genic
chr7	90060240	90060241	chr7_f_c63[k=3][m=2]	2	+	3	2	0	4	3'UTR-distal			Genic
chr8	112339722	112339723	chr8_f_c70[k=3][m=2]	2	+	3	2	0	1	LTR/ERV	ENSMUSG00000033545.15	Znrf1	TE
chr9	78388935	78388936	chr9_r_c66[k=3][m=2]	2	-	3	2	0	1	5'UTR	ENSMUSG00000037742.15	Eef1a1	Genic
chrX	140765525	140765526	chrX_f_c60[k=3][m=2]	2	+	3	2	0	2	Deep intronic			Genic
chrX	165129619	165129620	chrX_f_c77[k=3][m=2]	2	+	3	2	0	2	First intron	ENSMUSG00000031342.18	Gpm6b	Genic
chr1	131164598	131164599	chr1_r_c100[k=4][m=2]	2	-	4	2	0	3	LTR/ERV	ENSMUSG00000026430.17	Rassf5	TE
chr1	177277777	177277778	chr1_f_c118[k=4][m=2]	2	+	4	2	0	3	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr12	108470737	108470738	chr12_f_c98[k=4][m=2]	2	+	4	2	0	4	Deep intronic	ENSMUSG00000058070.15	Eml1	Genic
chr12	85765313	85765314	chr12_r_c55[k=4][m=2]	2	-	4	2	0	4	First intron	ENSMUSG00000119481.1	n-R5s64	Genic
chr12	85765314	85765315	chr12_r_c56[k=4][m=2]	2	-	4	2	0	4	First intron	ENSMUSG00000119481.1	n-R5s64	Genic
chr15	63803139	63803140	chr15_r_c33[k=4][m=2]	2	-	4	2	0	1	3'UTR	ENSMUSG00000022378.15	Cyrib	Genic
chr16	22043027	22043028	chr16_f_c61[k=4][m=2]	2	+	4	2	0	1	Other exon	ENSMUSG00000064686.3	Gm25810	Genic
chr5	103289584	103289585	chr5_r_c65[k=4][m=2]	2	-	4	2	0	1	First intron	ENSMUSG00000046709.20	Mapk10	Genic
chr6	96010003	96010004	chr6_r_c62[k=4][m=2]	2	-	4	2	0	1	Other exon	ENSMUSG00000107747.2	Gm5881	Genic
chr7	16650896	16650897	chr7_r_c12[k=4][m=2]	2	-	4	2	0	1	CDS	ENSMUSG00000019370.11	Calm3	Genic
chrX	37685410	37685411	chrX_f_c15[k=4][m=2]	2	+	4	2	0	3	Deep intronic			Genic
chrX	58107539	58107540	chrX_r_c9[k=4][m=2]	2	-	4	2	0	3	3'UTR	ENSMUSG00000031137.18	Fgf13	Genic
chr16	21615902	21615903	chr16_f_c58[k=5][m=2]	2	+	5	2	0	2	Deep intronic	ENSMUSG00000033618.8	Map3k13	Genic
chr16	21616236	21616237	chr16_f_c60[k=5][m=2]	2	+	5	2	0	2	Deep intronic	ENSMUSG00000033618.8	Map3k13	Genic
chr17	69581583	69581584	chr17_f_c117[k=5][m=2]	2	+	5	2	0	3	First intron	ENSMUSG00000024044.20	Epb41l3	Genic
chr17	7320997	7320998	chr17_f_c8[k=5][m=2]	2	+	5	2	0	3	3'UTR-distal	ENSMUSG00000023809.12	Rps6ka2	Genic
chr17	8291895	8291896	chr17_r_c3[k=5][m=2]	2	-	5	2	0	3	3'UTR-distal	ENSMUSG00000116760.3	Gm1604a	Genic
chr19	32800363	32800364	chr19_f_c31[k=5][m=2]	2	+	5	2	0	1	3'UTR	ENSMUSG00000013663.9	Pten	Genic
chr1	95758826	95758827	chr1_r_c64[k=5][m=2]	2	-	5	2	0	1	Deep intronic			Genic
chr3	135119155	135119156	chr3_r_c89[k=5][m=2]	2	-	5	2	0	1	Other SINE	ENSMUSG00000028165.10	Cisd2	TE
chr5	126466670	126466671	chr5_r_c93[k=5][m=2]	2	-	5	2	0	3	Other exon	ENSMUSG00000119346.1	Gm23151	Genic
chr6	11900409	11900410	chr6_r_c2[k=5][m=2]	2	-	5	2	0	3	3'UTR	ENSMUSG00000029632.8	Ndufa4	Genic
chr13	107098034	107098035	chr13_r_c64[k=6][m=2]	2	-	6	2	0	1	3'UTR	ENSMUSG00000021693.21	Kif2a	Genic
chr15	92239744	92239745	chr15_f_c79[k=6][m=2]	2	+	6	2	0	1	3'UTR	ENSMUSG00000055022.15	Cntn1	Genic
chr11	36703318	36703319	chr11_r_c38[k=7][m=2]	2	-	7	2	0	2	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic
chr11	36703686	36703687	chr11_r_c41[k=7][m=2]	2	-	7	2	0	2	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic
chr13	79833775	79833776	chr13_r_c46[k=7][m=2]	2	-	7	2	0	1	Intergenic			Intergenic
chr14	68325909	68325910	chr14_f_c46[k=7][m=2]	2	+	7	2	0	1	3'UTR	ENSMUSG00000022055.8	Nefl	Genic
chr15	34932183	34932184	chr15_r_c8[k=7][m=2]	2	-	7	2	0	1	Deep intronic	ENSMUSG00000022329.16	Stk3	Genic
chr16	21615796	21615797	chr16_f_c57[k=7][m=2]	2	+	7	2	0	1	Deep intronic	ENSMUSG00000033618.8	Map3k13	Genic
chr2	27019565	27019566	chr2_r_c29[k=7][m=2]	2	-	7	2	0	2	First intron	ENSMUSG00000009216.8	Fam163b	Genic
chr2	27019609	27019610	chr2_r_c30[k=7][m=2]	2	-	7	2	0	2	First intron	ENSMUSG00000009216.8	Fam163b	Genic
chr3	8625586	8625587	chr3_f_c4[k=7][m=2]	2	+	7	2	0	1	3'UTR	ENSMUSG00000027500.11	Stmn2	Genic
chr4	118802660	118802661	chr4_f_c87[k=7][m=2]	2	+	7	2	0	2	Deep intronic			Genic
chr6	5164465	5164466	chr6_f_c28[k=7][m=2]	2	+	7	2	0	1	3'UTR	ENSMUSG00000032827.16	Ppp1r9a	Genic
chr10	108335970	108335971	chr10_r_c89[k=8][m=2]	2	-	8	2	0	2	3'UTR	ENSMUSG00000035864.15	Syt1	Genic
chr10	70394700	70394701	chr10_r_c55[k=8][m=2]	2	-	8	2	0	2	3'UTR	ENSMUSG00000037747.10	Phyhipl	Genic
chr15	34932225	34932226	chr15_r_c9[k=8][m=2]	2	-	8	2	0	1	Deep intronic	ENSMUSG00000022329.16	Stk3	Genic
chr16	21616078	21616079	chr16_f_c59[k=8][m=2]	2	+	8	2	0	1	Deep intronic	ENSMUSG00000033618.8	Map3k13	Genic
chr3	98729458	98729459	chr3_f_c68[k=8][m=2]	2	+	8	2	0	3	Deep intronic			Genic
chr5	33184917	33184918	chr5_f_c27[k=8][m=2]	2	+	8	2	0	1	3'UTR	ENSMUSG00000018965.12	Ywhah	Genic
chr4	151144050	151144051	chr4_r_c102[k=9][m=2]	2	-	9	2	0	1	3'UTR	ENSMUSG00000014592.23	Camta1	Genic
chr5	104227367	104227368	chr5_r_c68[k=9][m=2]	2	-	9	2	0	1	3'UTR	ENSMUSG00000029309.8	Sparcl1	Genic
chr19	21258950	21258951	chr19_f_c16[k=10][m=2]	2	+	10	2	0	3	3'UTR	ENSMUSG00000024750.12	Zfand5	Genic
chr2	73442970	73442971	chr2_r_c71[k=10][m=2]	2	-	10	2	0	1	3'UTR	ENSMUSG00000056486.19	Chn1	Genic
chr4	149902241	149902242	chr4_f_c118[k=10][m=2]	2	+	10	2	0	3	Other exon	ENSMUSG00002075745.1	Gm55098	Genic
chr4	149902243	149902244	chr4_f_c119[k=10][m=2]	2	+	10	2	0	3	Other exon	ENSMUSG00002075745.1	Gm55098	Genic
chr4	99018014	99018015	chr4_f_c55[k=10][m=2]	2	+	10	2	0	3	Deep intronic			Genic
chr10	95913413	95913414	chr10_r_c83[k=11][m=2]	2	-	11	2	0	1	Deep intronic	ENSMUSG00000117008.2	Gm49817	Genic
chr2	132371425	132371426	chr2_r_c126[k=11][m=2]	2	-	11	2	0	2	3'UTR	ENSMUSG00000027346.16	Gpcpd1	Genic
chr11	36517953	36517954	chr11_r_c31[k=12][m=2]	2	-	12	2	0	1	First intron	ENSMUSG00000049336.17	Tenm2	Genic
chr14	8855362	8855363	chr14_r_c6[k=12][m=2]	2	-	12	2	0	1	3'UTR	ENSMUSG00000056296.18	Synpr	Genic
chr17	7321026	7321027	chr17_f_c9[k=12][m=2]	2	+	12	2	0	2	3'UTR-distal	ENSMUSG00000023809.12	Rps6ka2	Genic
chr17	8291866	8291867	chr17_r_c2[k=12][m=2]	2	-	12	2	0	2	3'UTR-distal	ENSMUSG00000116760.3	Gm1604a	Genic
chr18	82603526	82603527	chr18_f_c80[k=12][m=2]	2	+	12	2	0	1	3'UTR	ENSMUSG00000041607.18	Mbp	Genic
chr1	38605711	38605712	chr1_r_c31[k=13][m=2]	2	-	13	2	0	4	First intron	ENSMUSG00000037138.19	Aff3	Genic
chr1	38605759	38605760	chr1_r_c32[k=13][m=2]	2	-	13	2	0	4	First intron	ENSMUSG00000037138.19	Aff3	Genic
chr11	41802579	41802580	chr11_r_c44[k=14][m=2]	2	-	14	2	0	1	3'UTR	ENSMUSG00000020436.18	Gabrg2	Genic
chr7	24704273	24704274	chr7_r_c16[k=16][m=2]	2	-	16	2	0	1	3'UTR-distal	ENSMUSG00000040907.16	Atp1a3	Genic
chr11	8288875	8288876	chr11_r_c10[k=19][m=2]	2	-	19	2	0	1	Intergenic			Intergenic
chr13	51305826	51305827	chr13_f_c23[k=19][m=2]	2	+	19	2	0	1	3'UTR	ENSMUSG00000021395.12	Spin1	Genic
chr19	5847501	5847502	chr19_r_c7[k=21][m=2]	2	-	21	2	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr12	109528869	109528870	chr12_f_c117[k=23][m=2]	2	+	23	2	0	2	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr6	3200827	3200828	chr6_f_c0[k=25][m=2]	2	+	25	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr19	5852197	5852198	chr19_r_c58[k=26][m=2]	2	-	26	2	0	1	First intron	ENSMUSG00000092341.7	Malat1	Genic
chr3	136642610	136642611	chr3_f_c105[k=26][m=2]	2	+	26	2	0	1	3'UTR	ENSMUSG00000028161.18	Ppp3ca	Genic
chr4	99017613	99017614	chr4_f_c54[k=29][m=2]	2	+	29	2	0	1	Deep intronic			Genic
chr19	21258779	21258780	chr19_f_c14[k=31][m=2]	2	+	31	2	0	1	3'UTR	ENSMUSG00000024750.12	Zfand5	Genic
chr19	5849573	5849574	chr19_r_c45[k=34][m=2]	2	-	34	2	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chrM	1056	1057	chrM_f_c5[k=36][m=2]	2	+	36	2	0	1	Other exon	ENSMUSG00000064338.1	mt-Tv	Genic
chr2	136624005	136624006	chr2_f_c173[k=42][m=2]	2	+	42	2	0	1	3'UTR	ENSMUSG00000027273.14	Snap25	Genic
chr2	119432675	119432676	chr2_f_c133[k=44][m=2]	2	+	44	2	0	1	Deep intronic	ENSMUSG00000085438.4	Oip5os1	Genic
chr3	129299326	129299327	chr3_r_c85[k=44][m=2]	2	-	44	2	0	1	Intergenic			Intergenic
chr19	5850316	5850317	chr19_r_c46[k=48][m=2]	2	-	48	2	0	1	First intron	ENSMUSG00000092341.7	Malat1	Genic
chrX	165171961	165171962	chrX_f_c83[k=51][m=2]	2	+	51	2	0	1	3'UTR	ENSMUSG00000031342.18	Gpm6b	Genic
chr19	5847701	5847702	chr19_r_c15[k=55][m=2]	2	-	55	2	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr17	40157629	40157630	chr17_f_c51[k=59][m=2]	2	+	59	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr13	54344111	54344112	chr13_r_c34[k=69][m=2]	2	-	69	2	0	1	First intron	ENSMUSG00000086137.3	Gm16248	Genic
chrM	5276	5277	chrM_r_c0[k=69][m=2]	2	-	69	2	0	1	Other exon	ENSMUSG00000064350.1	mt-Ty	Genic
chr12	11375697	11375698	chr12_r_c4[k=85][m=2]	2	-	85	2	0	1	3'UTR	ENSMUSG00000054459.9	Vsnl1	Genic
chr13	54344128	54344129	chr13_r_c35[k=86][m=2]	2	-	86	2	0	1	First intron	ENSMUSG00000086137.3	Gm16248	Genic
chrM	1214	1215	chrM_f_c6[k=94][m=2]	2	+	94	2	0	1	Other exon	ENSMUSG00000064339.1	mt-Rnr2	Genic
chr2	22479707	22479708	chr2_f_c26[k=96][m=2]	2	+	96	2	0	1	Deep intronic	ENSMUSG00000025716.16	Myo3a	Genic
chr17	40157535	40157536	chr17_f_c49[k=116][m=2]	2	+	116	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr11	17171356	17171357	chr11_f_c10[k=121][m=2]	2	+	121	2	0	1	Deep intronic	ENSMUSG00000078970.6	Dnaaf10	Genic
chr11	17171373	17171374	chr11_f_c11[k=131][m=2]	2	+	131	2	0	1	Deep intronic	ENSMUSG00000078970.6	Dnaaf10	Genic
chr6	3201269	3201270	chr6_f_c13[k=135][m=2]	2	+	135	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr19	5847588	5847589	chr19_r_c11[k=152][m=2]	2	-	152	2	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr17	40158071	40158072	chr17_f_c72[k=158][m=2]	2	+	158	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr19	5848018	5848019	chr19_r_c26[k=158][m=2]	2	-	158	2	0	1	First intron	ENSMUSG00000092341.7	Malat1	Genic
chr2	136624149	136624150	chr2_f_c174[k=167][m=2]	2	+	167	2	0	1	3'UTR	ENSMUSG00000027273.14	Snap25	Genic
chr18	54832153	54832154	chr18_r_c27[k=170][m=2]	2	-	170	2	0	1	Deep intronic			Genic
chr13	9884384	9884385	chr13_r_c2[k=176][m=2]	2	-	176	2	0	1	LINE			TE
chr16	18352005	18352006	chr16_r_c12[k=176][m=2]	2	-	176	2	0	1	Deep intronic			Genic
chr17	40158034	40158035	chr17_f_c71[k=177][m=2]	2	+	177	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3201232	3201233	chr6_f_c12[k=177][m=2]	2	+	177	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr17	40157316	40157317	chr17_f_c45[k=187][m=2]	2	+	187	2	0	2	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr16	18352007	18352008	chr16_r_c13[k=190][m=2]	2	-	190	2	0	1	Deep intronic			Genic
chr17	40157314	40157315	chr17_f_c44[k=205][m=2]	2	+	205	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chrM	1853	1854	chrM_f_c11[k=214][m=2]	2	+	214	2	0	1	Other exon	ENSMUSG00000064339.1	mt-Rnr2	Genic
chr19	5847761	5847762	chr19_r_c19[k=227][m=2]	2	-	227	2	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr3	5925696	5925697	chr3_f_c2[k=250][m=2]	2	+	250	2	0	1	Deep intronic			Genic
chr16	18352028	18352029	chr16_r_c14[k=251][m=2]	2	-	251	2	0	1	Deep intronic			Genic
chr17	40157294	40157295	chr17_f_c43[k=251][m=2]	2	+	251	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158004	40158005	chr17_f_c70[k=303][m=2]	2	+	303	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3201202	3201203	chr6_f_c11[k=303][m=2]	2	+	303	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr17	40158000	40158001	chr17_f_c68[k=310][m=2]	2	+	310	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3201198	3201199	chr6_f_c9[k=310][m=2]	2	+	310	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr6	49213411	49213412	chr6_r_c35[k=351][m=2]	2	-	351	2	0	1	3'UTR-distal			Genic
chr5	146197962	146197963	chr5_f_c114[k=359][m=2]	2	+	359	2	0	1	Deep intronic	ENSMUSG00000029635.16	Cdk8	Genic
chr1	122284917	122284918	chr1_r_c78[k=368][m=2]	2	-	368	2	0	1	Intergenic			Intergenic
chr12	78397859	78397860	chr12_f_c51[k=386][m=2]	2	+	386	2	0	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr6	3201280	3201281	chr6_f_c14[k=421][m=2]	2	+	421	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr6	3201402	3201403	chr6_f_c16[k=451][m=2]	2	+	451	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr17	40157750	40157751	chr17_f_c56[k=520][m=2]	2	+	520	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3200948	3200949	chr6_f_c3[k=520][m=2]	2	+	520	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr17	40158204	40158205	chr17_f_c76[k=575][m=2]	2	+	575	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr6	3201392	3201393	chr6_f_c15[k=586][m=2]	2	+	586	2	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr17	40158194	40158195	chr17_f_c75[k=621][m=2]	2	+	621	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr2	90225502	90225503	chr2_r_c83[k=973][m=2]	2	-	973	2	0	1	LINE			TE
chr1	56821438	56821439	chr1_r_c40[k=1162][m=2]	2	-	1162	2	0	1	Intergenic			Intergenic
chr17	40158082	40158083	chr17_f_c73[k=1365][m=2]	2	+	1365	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158455	40158456	chr17_f_c93[k=1578][m=2]	2	+	1578	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr1	56821492	56821493	chr1_r_c41[k=2312][m=2]	2	-	2312	2	0	1	Intergenic			Intergenic
chr17	40158420	40158421	chr17_f_c88[k=2382][m=2]	2	+	2382	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158555	40158556	chr17_f_c95[k=2395][m=2]	2	+	2395	2	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr10	82791139	82791140	chr10_r_c71[k=3574][m=2]	2	-	3574	2	0	1	Deep intronic			Genic
chrM	14452	14453	chrM_f_c15[k=1][m=1]	1	+	1	1	0	1	CDS	ENSMUSG00000064370.1	mt-Cytb	Genic
chrM	1377	1378	chrM_f_c7[k=17][m=1]	1	+	17	1	0	1	Other exon	ENSMUSG00000064339.1	mt-Rnr2	Genic
chrM	533	534	chrM_f_c4[k=19][m=1]	1	+	19	1	0	1	Other exon	ENSMUSG00000064337.1	mt-Rnr1	Genic
chrM	1398	1399	chrM_f_c8[k=20][m=1]	1	+	20	1	0	1	Other exon	ENSMUSG00000064339.1	mt-Rnr2	Genic
chrM	519	520	chrM_f_c3[k=35][m=1]	1	+	35	1	0	1	Other exon	ENSMUSG00000064337.1	mt-Rnr1	Genic
