chr	start	end	name	score	strand	NormedTC_ENCFF462CMF	NormedTC_ENCFF942TPA	NormedTC_K562_RBFOX2	BC_K562_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr2	131209556	131209576	chr2-302	28.6	+	3.0044	4.8434	7.8478	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131209605	131209625	chr2-436	17	+	5.2577	4.4031	9.6607	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131209693	131209713	chr2-437	30.6	+	4.8285	7.7054	12.5338	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131209808	131209828	chr2-1102	15.6	+	1.2876	2.862	4.1496	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131210090	131210110	chr2-542	26.5	+	2.8971	3.5225	6.4195	2	Satellite/LC	ENSG00000115762.18	""	TE
chr2	131210355	131210375	chr2-680	24.5	+	3.4336	3.0822	6.5157	2	Satellite/LC	ENSG00000115762.18	""	TE
chr2	131211037	131211057	chr2-76	39.4	+	4.0774	8.586	12.6634	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131211155	131211175	chr2-848	17.7	+	1.7168	3.9628	5.6796	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131211234	131211254	chr2-1104	12.2	+	1.5022	2.6418	4.144	2	Proximal intronic	ENSG00000115762.18	""	Genic
chr2	131211327	131211347	chr2-543	21.1	+	3.5409	4.1829	7.7238	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131211746	131211766	chr2-681	41.5	+	4.3993	7.7054	12.1046	2	Alu	ENSG00000115762.18	""	TE
chr2	131212211	131212231	chr2-1799	12.9	+	1.5022	2.4217	3.9239	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131212357	131212377	chr2-3259	10.2	+	1.7168	1.9814	3.6982	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131213485	131213505	chr2-9315	8.16	+	0.7511	2.4217	3.1728	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131214464	131214484	chr2-1800	8.84	+	1.6095	2.4217	4.0312	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131215468	131215488	chr2-1409	12.9	+	1.073	2.2015	3.2745	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131216982	131217002	chr2-1410	12.9	+	1.5022	3.7426	5.2448	2	LINE	ENSG00000115762.18	""	TE
chr2	131217796	131217816	chr2-77	204	+	62.0188	78.595	140.6138	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131218263	131218283	chr2-18	425.7	+	57.8342	111.3979	169.2321	2	5'UTR	ENSG00000115762.18	""	Genic
chr2	131218763	131218783	chr2-263	40.1	+	9.2277	9.6868	18.9145	2	CDS	ENSG00000115762.18	""	Genic
chr2	131218883	131218903	chr2-682	21.8	+	2.4679	4.8434	7.3113	2	CDS	ENSG00000115762.18	""	Genic
chr2	131226910	131226930	chr2-1105	23.1	+	2.2533	5.0635	7.3168	2	CDS	ENSG00000115762.18	""	Genic
chr2	131228237	131228257	chr2-164	29.2	+	2.2533	5.0635	7.3168	2	CDS	ENSG00000115762.18	""	Genic
chr2	131252931	131252951	chr2-1106	15.6	+	2.0387	1.7612	3.7999	2	3'UTR	ENSG00000115762.18	""	Genic
chr2	131263369	131263389	chr2-2398	7.48	+	0.4292	2.6418	3.071	2	3'UTR	ENSG00000115762.18	""	Genic
chr2	131263950	131263970	chr2-1411	11.6	+	1.7168	2.4217	4.1385	2	CDS	ENSG00000115762.18	""	Genic
chr2	131267754	131267774	chr2-1107	13.6	+	2.3606	3.0822	5.4427	2	3'UTR-distal	ENSG00000115762.18	""	Genic
chr2	131268466	131268486	chr2-1804	9.52	+	1.6095	1.5411	3.1506	2	3'UTR-distal	ENSG00000115762.18	""	Genic
chr2	131268537	131268557	chr2-1805	13.6	+	1.8241	2.862	4.6861	2	3'UTR-distal	ENSG00000115762.18	""	Genic
chr2	131270342	131270362	chr2-3262	8.16	+	2.2533	1.7612	4.0145	2	3'UTR-distal	ENSG00000115762.18	""	Genic
chr2	131277429	131277449	chr2-1412	14.3	+	2.2533	2.6418	4.8951	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131278242	131278262	chr2-849	11.6	+	1.073	1.9814	3.0544	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131280160	131280180	chr2-683	20.4	+	3.1117	2.4217	5.5334	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131280321	131280341	chr2-360	33.3	+	3.6482	10.3472	13.9954	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131280540	131280560	chr2-1413	18.4	+	1.8241	3.5225	5.3465	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131280868	131280888	chr2-684	12.2	+	1.9314	3.7426	5.674	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131281172	131281192	chr2-1806	40.8	+	2.3606	9.4666	11.8272	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131281648	131281668	chr2-685	14.3	+	1.9314	5.0635	6.9949	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131282006	131282026	chr2-1414	11.6	+	1.8241	1.5411	3.3652	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131282518	131282538	chr2-1808	6.8	+	1.8241	3.9628	5.7869	2	First intron	ENSG00000115762.18	""	Genic
chr2	131283017	131283037	chr2-686	27.2	+	2.2533	8.586	10.8393	2	First intron	ENSG00000115762.18	""	Genic
chr2	131283289	131283309	chr2-4480	10.9	+	1.1803	2.2015	3.3818	2	LTR/ERV	ENSG00000115762.18	""	TE
chr2	131283910	131283930	chr2-439	17.7	+	2.6825	4.1829	6.8654	2	Satellite/LC	ENSG00000115762.18	""	TE
chr2	131284012	131284032	chr2-440	29.2	+	5.6868	4.6232	10.3101	2	First intron	ENSG00000115762.18	""	Genic
chr2	131284191	131284211	chr2-441	22.4	+	2.3606	5.724	8.0846	2	Satellite/LC	ENSG00000115762.18	""	TE
chr2	131284278	131284298	chr2-545	13.6	+	2.5752	2.6418	5.217	2	Satellite/LC	ENSG00000115762.18	""	TE
chr2	131286615	131286635	chr2-687	24.5	+	3.7555	3.3023	7.0578	2	First intron	ENSG00000115762.18	""	Genic
chr2	131287488	131287508	chr2-688	20.4	+	3.1117	2.862	5.9737	2	First intron	ENSG00000115762.18	""	Genic
chr2	131290036	131290056	chr2-442	18.4	+	1.8241	2.2015	4.0256	2	Other SINE	ENSG00000115762.18	""	TE
chr2	131298318	131298338	chr2-1416	11.6	+	2.0387	1.9814	4.0201	2	Proximal intronic	ENSG00000115762.18	""	Genic
chr2	131298585	131298605	chr2-546	27.9	+	3.6482	3.7426	7.3908	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131298997	131299017	chr2-137	81.6	+	6.9744	16.9519	23.9263	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131299203	131299223	chr2-443	18.4	+	2.2533	2.6418	4.8951	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131299479	131299499	chr2-850	28.6	+	5.0431	4.8434	9.8864	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131299584	131299604	chr2-1108	12.9	+	2.3606	2.6418	5.0024	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131300252	131300272	chr2-852	20.4	+	3.0044	2.6418	5.6462	2	Proximal intronic	ENSG00000115762.18	""	Genic
chr2	131300440	131300460	chr2-1418	10.2	+	1.7168	2.862	4.5788	2	Proximal intronic	ENSG00000115762.18	""	Genic
chr2	131300549	131300569	chr2-4483	11.6	+	1.2876	2.862	4.1496	2	First intron	ENSG00000115762.18	""	Genic
chr2	131301092	131301112	chr2-1419	16.3	+	2.146	2.4217	4.5677	2	First intron	ENSG00000115762.18	""	Genic
chr2	131302636	131302656	chr2-2406	14.3	+	2.4679	1.5411	4.009	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131303062	131303082	chr2-853	11.6	+	3.0044	1.9814	4.9858	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131308996	131309016	chr2-1420	10.2	+	2.7898	0.4403	3.2301	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131309820	131309840	chr2-2407	10.9	+	1.3949	1.7612	3.1561	2	Other SINE	ENSG00000115762.18	""	TE
chr2	131311167	131311187	chr2-303	16.3	+	3.9701	1.5411	5.5111	2	Deep intronic	ENSG00000115762.18	""	Genic
chr2	131501779	131501799	chr2-2409	13.6	+	1.073	2.4217	3.4947	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131502257	131502277	chr2-3270	8.16	+	1.6095	1.7612	3.3707	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131508649	131508669	chr2-1421	15	+	2.3606	1.1008	3.4613	2	Proximal intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131508924	131508944	chr2-361	22.4	+	4.9358	3.7426	8.6784	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131509038	131509058	chr2-548	19	+	3.5409	3.0822	6.623	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131509131	131509151	chr2-165	35.4	+	6.3306	5.724	12.0546	2	Satellite/LC	ENSG00000152117.19	SMPD4BP	TE
chr2	131509211	131509231	chr2-2411	19.7	+	3.1117	3.0822	6.1938	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131509778	131509798	chr2-1422	11.6	+	2.3606	1.7612	4.1218	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131510059	131510079	chr2-1817	15.6	+	1.6095	3.7426	5.3521	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131510201	131510221	chr2-689	12.2	+	1.3949	1.9814	3.3763	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131510348	131510368	chr2-690	17.7	+	1.8241	3.3023	5.1264	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131510710	131510730	chr2-166	59.8	+	8.6912	9.0263	17.7175	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131510872	131510892	chr2-362	31.3	+	5.1504	4.6232	9.7736	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131511321	131511341	chr2-1113	12.9	+	2.8971	4.4031	7.3002	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131511451	131511471	chr2-2413	12.2	+	2.2533	1.3209	3.5742	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131512025	131512045	chr2-1424	17.7	+	1.9314	4.4031	6.3345	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131512505	131512525	chr2-1425	15	+	2.146	3.3023	5.4483	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131512772	131512792	chr2-1114	24.5	+	3.0044	5.2837	8.2881	2	Deep intronic	ENSG00000152117.19	SMPD4BP	Genic
chr2	131521476	131521496	chr2-1820	15	+	2.4679	1.7612	4.2291	2	Other exon	ENSG00000293311.2	SMPD4BP	Genic
chr2	131544135	131544155	chr2-1426	12.9	+	2.146	2.4217	4.5677	2	Satellite/LC	""	""	TE
chr2	131545330	131545350	chr2-3276	7.48	+	2.2533	0.8806	3.1339	2	Satellite/LC	""	""	TE
chr2	131555612	131555632	chr2-2417	8.16	+	1.073	2.2015	3.2745	2	LINE	ENSG00000286208.2	""	TE
chr2	131556445	131556465	chr2-2418	10.9	+	1.7168	2.2015	3.9183	2	LINE	ENSG00000286208.2	""	TE
chr2	131564966	131564986	chr2-3279	10.9	+	1.073	2.4217	3.4947	2	LINE	ENSG00000286208.2	""	TE
chr2	131565784	131565804	chr2-1116	18.4	+	2.8971	2.6418	5.5389	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131566089	131566109	chr2-691	17	+	2.0387	3.9628	6.0015	2	LINE	ENSG00000286208.2	""	TE
chr2	131566485	131566505	chr2-692	16.3	+	2.0387	5.2837	7.3224	2	LINE	ENSG00000286208.2	""	TE
chr2	131566669	131566689	chr2-1821	15.6	+	1.8241	3.0822	4.9062	2	LINE	ENSG00000286208.2	""	TE
chr2	131566780	131566800	chr2-2425	15.6	+	2.5752	4.1829	6.7581	2	LINE	ENSG00000286208.2	""	TE
chr2	131574471	131574491	chr2-3281	10.2	+	0.8584	2.2015	3.0599	2	LINE	ENSG00000286208.2	""	TE
chr2	131582576	131582596	chr2-1823	15	+	2.2533	3.3023	5.5556	2	LINE	ENSG00000286208.2	""	TE
chr2	131583013	131583033	chr2-1117	12.9	+	1.8241	3.7426	5.5667	2	LINE	ENSG00000286208.2	""	TE
chr2	131583695	131583715	chr2-1118	15	+	2.0387	4.8434	6.8821	2	LINE	ENSG00000286208.2	""	TE
chr2	131584155	131584175	chr2-549	22.4	+	2.5752	4.8434	7.4186	2	LINE	ENSG00000286208.2	""	TE
chr2	131584342	131584362	chr2-1827	14.3	+	2.3606	3.3023	5.6629	2	LINE	ENSG00000286208.2	""	TE
chr2	131584460	131584480	chr2-1119	15	+	1.3949	3.9628	5.3577	2	LINE	ENSG00000286208.2	""	TE
chr2	131584572	131584592	chr2-1428	12.9	+	1.2876	2.4217	3.7093	2	LINE	ENSG00000286208.2	""	TE
chr2	131588999	131589019	chr2-2427	14.3	+	1.6095	3.9628	5.5723	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131589872	131589892	chr2-1828	15.6	+	2.4679	4.8434	7.3113	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131590180	131590200	chr2-855	25.2	+	2.4679	6.6046	9.0725	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131590321	131590341	chr2-550	15.6	+	2.146	4.1829	6.3289	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131590917	131590937	chr2-264	98.6	+	10.5153	16.5115	27.0269	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131591117	131591137	chr2-138	81.6	+	11.1591	10.1271	21.2862	2	Deep intronic	ENSG00000286208.2	""	Genic
chr2	131591274	131591294	chr2-117	95.2	+	19.9576	29.9409	49.8986	2	Satellite/LC	ENSG00000286208.2	""	TE
chr2	131591549	131591569	chr2-118	134	+	20.816	42.93	63.746	2	Satellite/LC	ENSG00000286208.2	""	TE
chr2	132118472	132118492	chr2-9376	13.6	+	1.1803	1.9814	3.1617	2	Alu	""	""	TE
chr2	132254398	132254418	chr2-551	12.2	-	0.9657	2.2015	3.1672	2	Deep intronic	""	""	Genic
chr2	132254660	132254680	chr2-21	64.6	-	5.9014	13.4294	19.3308	2	Deep intronic	""	""	Genic
chr2	132254745	132254765	chr2-27	34.7	-	2.8971	6.1643	9.0614	2	Deep intronic	""	""	Genic
chr2	132254902	132254922	chr2-51	40.8	-	4.292	8.586	12.878	2	Deep intronic	""	""	Genic
chr2	132255016	132255036	chr2-3	142.8	-	11.5883	35.2246	46.8129	2	Deep intronic	""	""	Genic
chr2	132255292	132255312	chr2-1	314.2	-	25.8591	66.9268	92.7859	2	Deep intronic	""	""	Genic
chr2	132255567	132255587	chr2-5	479.4	-	25.9664	103.0321	128.9984	2	Deep intronic	""	""	Genic
chr2	132279357	132279377	chr2-209	27.2	-	0.5365	7.9255	8.462	2	Deep intronic	""	""	Genic
chr2	132279452	132279472	chr2-858	17.7	-	0.7511	4.1829	4.934	2	Deep intronic	""	""	Genic
chr2	132279564	132279584	chr2-3290	14.3	-	1.073	2.4217	3.4947	2	Deep intronic	""	""	Genic
chr2	132279841	132279861	chr2-167	20.4	-	2.0387	2.4217	4.4604	2	Deep intronic	""	""	Genic
chr2	132279921	132279941	chr2-210	16.3	-	1.5022	2.2015	3.7037	2	Deep intronic	""	""	Genic
chr2	132280801	132280821	chr2-6	114.9	-	10.1934	16.7317	26.9251	2	Deep intronic	""	""	Genic
chr2	132281084	132281104	chr2-7	52.4	-	8.6912	15.4108	24.102	2	Deep intronic	""	""	Genic
chr2	134924886	134924906	chr2-2433	7.48	+	1.7168	2.4217	4.1385	2	LINE	ENSG00000082258.14	""	TE
chr2	134955062	134955082	chr2-1430	12.2	+	1.2876	2.6418	3.9294	2	3'UTR	ENSG00000082258.14	""	Genic
chr2	135500216	135500236	chr2-695	17	-	1.3949	4.1829	5.5778	2	LINE	ENSG00000121988.19	""	TE
chr2	135779036	135779056	chr2-1833	9.52	+	1.6095	1.5411	3.1506	2	CDS	ENSG00000144224.18	""	Genic
chr2	135782828	135782848	chr2-6332	10.2	+	1.6095	2.2015	3.811	2	CDS	ENSG00000144224.18	""	Genic
chr2	135784062	135784082	chr2-3299	10.9	+	2.5752	0.8806	3.4558	2	3'UTR	ENSG00000144224.18	""	Genic
chr2	135784924	135784944	chr2-4525	10.2	+	2.4679	0.8806	3.3485	2	3'UTR	ENSG00000144224.18	""	Genic
chr2	135911459	135911479	chr2-1123	8.16	-	1.073	1.9814	3.0544	2	CDS	ENSG00000115866.12	""	Genic
chr2	135924464	135924484	chr2-445	15	-	2.146	1.7612	3.9072	2	CDS	ENSG00000115866.12	""	Genic
chr2	135932808	135932828	chr2-363	14.3	-	1.5022	3.0822	4.5843	2	CDS	ENSG00000115866.12	""	Genic
chr2	135933957	135933977	chr2-861	12.9	-	1.9314	1.3209	3.2523	2	CDS	ENSG00000115866.12	""	Genic
chr2	135940793	135940813	chr2-1431	12.9	-	1.9314	2.4217	4.3531	2	LINE	ENSG00000115866.12	""	TE
chr2	135943446	135943466	chr2-697	10.9	-	1.5022	1.9814	3.4836	2	CDS	ENSG00000115866.12	""	Genic
chr2	135961391	135961411	chr2-4531	8.16	-	1.1803	2.2015	3.3818	2	CDS	ENSG00000115866.12	""	Genic
chr2	135961476	135961496	chr2-211	21.8	-	2.0387	3.0822	5.1208	2	CDS	ENSG00000115866.12	""	Genic
chr2	135979288	135979308	chr2-1839	15	-	2.146	2.4217	4.5677	2	CDS	ENSG00000115866.12	""	Genic
chr2	135979332	135979352	chr2-89	19.7	-	1.3949	2.6418	4.0367	2	CDS	ENSG00000115866.12	""	Genic
chr2	135983421	135983441	chr2-139	16.3	-	1.7168	3.0822	4.7989	2	CDS	ENSG00000115866.12	""	Genic
chr2	135985458	135985478	chr2-1124	12.2	-	1.8241	2.2015	4.0256	2	5'UTR	ENSG00000115866.12	""	Genic
chr2	138502525	138502545	chr2-2439	15.6	+	3.1117	1.7612	4.8729	2	First intron	ENSG00000144228.11	""	Genic
chr2	138572662	138572682	chr2-4533	5.44	+	1.073	1.9814	3.0544	2	3'UTR	ENSG00000144228.11	""	Genic
chr2	144388841	144388861	chr2-3309	6.8	-	1.9314	3.3023	5.2337	2	3'UTR	ENSG00000169554.24	""	Genic
chr2	144399349	144399369	chr2-1840	11.6	-	3.0044	1.5411	4.5454	2	CDS	ENSG00000169554.24	""	Genic
chr2	144424848	144424868	chr2-552	10.2	-	2.0387	2.862	4.9007	2	5'UTR	ENSG00000169554.24	""	Genic
chr2	144429933	144429953	chr2-2442	10.9	-	2.2533	2.4217	4.675	2	5'UTR	ENSG00000169554.24	""	Genic
chr2	144438539	144438559	chr2-1433	12.9	-	0.7511	3.9628	4.7139	2	First intron	ENSG00000169554.24	""	Genic
chr2	144468677	144468697	chr2-1843	8.84	-	1.6095	2.6418	4.2513	2	First intron	ENSG00000169554.24	""	Genic
chr2	144471177	144471197	chr2-2443	8.84	-	0.9657	2.2015	3.1672	2	First intron	ENSG00000169554.24	""	Genic
chr2	144471425	144471445	chr2-1844	15.6	-	2.146	3.3023	5.4483	2	First intron	ENSG00000169554.24	""	Genic
chr2	144515736	144515756	chr2-862	9.52	-	2.0387	2.4217	4.4604	2	Satellite/LC	ENSG00000169554.24	""	TE
chr2	144516202	144516222	chr2-1845	9.52	-	1.5022	1.9814	3.4836	2	First intron	ENSG00000169554.24	""	Genic
chr2	144516647	144516667	chr2-2444	9.52	-	2.2533	1.9814	4.2347	2	First intron	ENSG00000169554.24	""	Genic
chr2	144517391	144517411	chr2-78	31.3	-	3.7555	2.862	6.6175	2	5'UTR	ENSG00000169554.24	""	Genic
chr2	144519950	144519970	chr2-698	21.1	-	3.7555	2.6418	6.3973	2	5'UTR	ENSG00000169554.24	""	Genic
chr2	147935627	147935647	chr2-3314	7.48	-	1.9314	1.3209	3.2523	2	CDS	ENSG00000115947.15	""	Genic
chr2	147962172	147962192	chr2-1125	15.6	-	3.219	2.862	6.081	2	LINE	ENSG00000115947.15	""	TE
chr2	147962618	147962638	chr2-700	29.9	-	5.4722	4.6232	10.0955	2	LINE	ENSG00000115947.15	""	TE
chr2	147963068	147963088	chr2-364	27.9	-	7.9401	10.7875	18.7277	2	LINE	ENSG00000115947.15	""	TE
chr2	147963718	147963738	chr2-140	44.9	-	11.9102	9.2465	21.1567	2	LINE	ENSG00000115947.15	""	TE
chr2	147964018	147964038	chr2-701	25.8	-	3.6482	3.0822	6.7303	2	LINE	ENSG00000115947.15	""	TE
chr2	148009867	148009887	chr2-2448	8.16	-	2.0387	2.4217	4.4604	2	LINE	ENSG00000115947.15	""	TE
chr2	148010608	148010628	chr2-1436	10.2	-	1.6095	1.5411	3.1506	2	LINE	ENSG00000115947.15	""	TE
chr2	148691833	148691853	chr2-2450	17	+	3.4336	3.0822	6.5157	2	3'UTR	ENSG00000135999.14	""	Genic
chr2	148881765	148881785	chr2-14	901	-	170.4981	151.6861	322.1842	2	Deep intronic	ENSG00000231079.7	KIF5C-AS1	Genic
chr2	151410799	151410819	chr2-553	15	+	2.5752	6.6046	9.1798	2	First intron	ENSG00000080345.19	""	Genic
chr2	151410957	151410977	chr2-2452	10.9	+	1.073	2.6418	3.7148	2	First intron	ENSG00000080345.19	""	Genic
chr2	151420203	151420223	chr2-2453	8.84	+	0.5365	3.0822	3.6187	2	CDS	ENSG00000080345.19	""	Genic
chr2	151421325	151421345	chr2-6405	6.12	+	1.1803	1.9814	3.1617	2	LINE	ENSG00000080345.19	""	TE
chr2	151421859	151421879	chr2-1852	10.2	+	1.073	2.4217	3.4947	2	Alu	ENSG00000080345.19	""	TE
chr2	151422353	151422373	chr2-866	15	+	2.6825	4.4031	7.0856	2	LINE	ENSG00000080345.19	""	TE
chr2	151422529	151422549	chr2-2454	12.2	+	2.0387	1.9814	4.0201	2	Alu	ENSG00000080345.19	""	TE
chr2	151424875	151424895	chr2-3322	8.16	+	0.8584	2.4217	3.2801	2	Alu	ENSG00000080345.19	""	TE
chr2	151460084	151460104	chr2-3325	6.8	+	1.5022	1.9814	3.4836	2	CDS	ENSG00000080345.19	""	Genic
chr2	151464040	151464060	chr2-2458	11.6	+	3.5409	0.6605	4.2013	2	CDS	ENSG00000080345.19	""	Genic
chr2	151464223	151464243	chr2-1858	12.9	+	2.8971	1.9814	4.8785	2	CDS	ENSG00000080345.19	""	Genic
chr2	151464668	151464688	chr2-1859	12.9	+	3.1117	0.6605	3.7721	2	CDS	ENSG00000080345.19	""	Genic
chr2	151464880	151464900	chr2-3330	12.2	+	2.8971	0.4403	3.3374	2	CDS	ENSG00000080345.19	""	Genic
chr2	151465595	151465615	chr2-868	15.6	+	3.1117	3.0822	6.1938	2	CDS	ENSG00000080345.19	""	Genic
chr2	151465860	151465880	chr2-1127	12.9	+	2.7898	1.7612	4.551	2	CDS	ENSG00000080345.19	""	Genic
chr2	151469813	151469833	chr2-2463	8.16	+	1.073	1.9814	3.0544	2	CDS	ENSG00000080345.19	""	Genic
chr2	151475497	151475517	chr2-1129	15.6	+	1.5022	3.9628	5.465	2	3'UTR	ENSG00000080345.19	""	Genic
chr2	151475824	151475844	chr2-1130	12.2	+	1.2876	2.862	4.1496	2	3'UTR	ENSG00000080345.19	""	Genic
chr2	151481212	151481232	chr2-2464	8.84	+	1.6095	2.2015	3.811	2	3'UTR	ENSG00000080345.19	""	Genic
chr2	151796781	151796801	chr2-702	27.2	-	3.5409	3.9628	7.5036	2	3'UTR	ENSG00000162980.18	""	Genic
chr2	151796986	151797006	chr2-4573	9.52	-	1.1803	2.2015	3.3818	2	3'UTR	ENSG00000162980.18	""	Genic
chr2	151813152	151813172	chr2-3339	8.16	-	0.7511	2.4217	3.1728	2	3'UTR-distal	ENSG00000162980.18	""	Genic
chr2	152655423	152655443	chr2-1438	10.9	-	2.6825	0.8806	3.5631	2	3'UTR	ENSG00000196504.22	""	Genic
chr2	152656364	152656384	chr2-90	25.2	-	2.7898	5.5038	8.2936	2	CDS	ENSG00000196504.22	""	Genic
chr2	152657997	152658017	chr2-265	15.6	-	1.1803	3.5225	4.7028	2	CDS	ENSG00000196504.22	""	Genic
chr2	152659336	152659356	chr2-266	23.8	-	2.4679	3.0822	5.55	2	CDS	ENSG00000196504.22	""	Genic
chr2	152662593	152662613	chr2-870	19	-	3.0044	2.4217	5.4261	2	CDS	ENSG00000196504.22	""	Genic
chr2	152662669	152662689	chr2-168	15.6	-	1.7168	2.6418	4.3586	2	CDS	ENSG00000196504.22	""	Genic
chr2	152663049	152663069	chr2-703	15.6	-	2.3606	3.9628	6.3233	2	CDS	ENSG00000196504.22	""	Genic
chr2	152663138	152663158	chr2-304	17	-	1.9314	2.4217	4.3531	2	CDS	ENSG00000196504.22	""	Genic
chr2	152664219	152664239	chr2-169	17.7	-	1.8241	2.6418	4.4659	2	CDS	ENSG00000196504.22	""	Genic
chr2	152669186	152669206	chr2-1133	10.9	-	2.5752	3.7426	6.3178	2	CDS	ENSG00000196504.22	""	Genic
chr2	152669236	152669256	chr2-84	22.4	-	1.8241	3.7426	5.5667	2	CDS	ENSG00000196504.22	""	Genic
chr2	152670230	152670250	chr2-1439	10.9	-	1.9314	3.3023	5.2337	2	CDS	ENSG00000196504.22	""	Genic
chr2	152670317	152670337	chr2-1862	10.2	-	1.6095	2.4217	4.0312	2	CDS	ENSG00000196504.22	""	Genic
chr2	152670322	152670342	chr2-1863	8.84	-	1.5022	2.4217	3.9239	2	CDS	ENSG00000196504.22	""	Genic
chr2	152671347	152671367	chr2-212	19	-	2.0387	3.0822	5.1208	2	CDS	ENSG00000196504.22	""	Genic
chr2	152672486	152672506	chr2-871	12.9	-	2.5752	3.3023	5.8775	2	CDS	ENSG00000196504.22	""	Genic
chr2	152672592	152672612	chr2-704	14.3	-	2.0387	1.7612	3.7999	2	CDS	ENSG00000196504.22	""	Genic
chr2	152673009	152673029	chr2-119	23.8	-	1.9314	4.1829	6.1143	2	CDS	ENSG00000196504.22	""	Genic
chr2	152673588	152673608	chr2-1134	12.9	-	1.5022	3.7426	5.2448	2	CDS	ENSG00000196504.22	""	Genic
chr2	152673675	152673695	chr2-305	15	-	1.9314	1.5411	3.4725	2	CDS	ENSG00000196504.22	""	Genic
chr2	152676696	152676716	chr2-1440	11.6	-	2.2533	3.3023	5.5556	2	CDS	ENSG00000196504.22	""	Genic
chr2	152676747	152676767	chr2-67	24.5	-	3.1117	3.3023	6.414	2	CDS	ENSG00000196504.22	""	Genic
chr2	152677444	152677464	chr2-267	27.9	-	3.0044	2.6418	5.6462	2	CDS	ENSG00000196504.22	""	Genic
chr2	152679077	152679097	chr2-170	15.6	-	1.9314	1.9814	3.9128	2	CDS	ENSG00000196504.22	""	Genic
chr2	152679372	152679392	chr2-1135	11.6	-	1.2876	2.862	4.1496	2	CDS	ENSG00000196504.22	""	Genic
chr2	152679441	152679461	chr2-366	13.6	-	1.5022	1.9814	3.4836	2	CDS	ENSG00000196504.22	""	Genic
chr2	152681269	152681289	chr2-1136	10.2	-	2.0387	3.3023	5.341	2	CDS	ENSG00000196504.22	""	Genic
chr2	152694595	152694615	chr2-705	15.6	-	1.2876	2.2015	3.4891	2	CDS	ENSG00000196504.22	""	Genic
chr2	152703318	152703338	chr2-1137	19.7	-	2.6825	2.862	5.5445	2	LTR/ERV	ENSG00000196504.22	""	TE
