chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr2	108575863	108575864	CITS_167[gene=chr2_f_c28023][PH=7][PH0=0.00][P=1.00e-100]	7	+	First intron	ENSG00000169756.18	""	Genic	1e-100
chr2	108612481	108612482	CITS_168[gene=chr2_f_c28023][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSG00000169756.18	""	Genic	1e-100
chr2	111951000	111951001	CITS_176[gene=chr2_f_c28717][PH=6][PH0=0.18][P=1.05e-05]	6	+	LINE	ENSG00000153208.20	""	TE	1.05e-05
chr2	113407495	113407496	CITS_178[gene=chr2_f_c29423][PH=27][PH0=0.00][P=1.00e-100]	27	+	Deep intronic	ENSG00000234997.4	LINC02966	Genic	1e-100
chr2	113931481	113931482	CITS_179[gene=chr2_f_c29485][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000115091.13	""	Genic	1e-100
chr2	115322767	115322768	CITS_187[gene=chr2_f_c29542][PH=5][PH0=0.24][P=7.20e-04]	5	+	Deep intronic	ENSG00000175497.17	DPP10	Genic	0.00072
chr2	118106507	118106508	CITS_189[gene=chr2_f_c29822][PH=6][PH0=0.27][P=1.30e-04]	6	+	Deep intronic	ENSG00000125629.17	""	Genic	0.00013
chr2	120124588	120124589	CITS_193[gene=chr2_f_c30868][PH=6][PH0=0.00][P=1.00e-100]	6	+	LINE	ENSG00000115109.15	""	TE	1e-100
chr2	120175428	120175429	CITS_196[gene=chr2_f_c30868][PH=11][PH0=0.00][P=1.00e-100]	11	+	3'UTR	ENSG00000115109.15	""	Genic	1e-100
chr2	120215164	120215165	CITS_198[gene=chr2_f_c30868][PH=6][PH0=0.00][P=1.00e-100]	6	+	TSS-proximal	""	""	Genic	1e-100
chr2	134945662	134945663	CITS_212[gene=chr2_f_c32528][PH=7][PH0=0.00][P=1.00e-100]	7	+	Satellite/LC	ENSG00000082258.14	""	TE	1e-100
chr2	135063275	135063276	CITS_215[gene=chr2_f_c32549][PH=5][PH0=0.11][P=6.27e-05]	5	+	LINE	ENSG00000115839.21	""	TE	6.27e-05
chr2	135129954	135129955	CITS_216[gene=chr2_f_c32745][PH=5][PH0=0.00][P=1.16e-09]	5	+	Deep intronic	ENSG00000115839.21	""	Genic	1.16e-09
chr2	135575872	135575873	CITS_217[gene=chr2_f_c32931][PH=6][PH0=0.00][P=1.00e-100]	6	+	LINE	ENSG00000048991.19	""	TE	1e-100
chr2	135724996	135724997	CITS_220[gene=chr2_f_c32931][PH=5][PH0=0.00][P=2.32e-09]	5	+	3'UTR	ENSG00000048991.19	""	Genic	2.32e-09
chr2	138569355	138569356	CITS_231[gene=chr2_f_c33347][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR	ENSG00000144228.11	""	Genic	1e-100
chr2	138569632	138569633	CITS_232[gene=chr2_f_c33347][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000144228.11	""	Genic	1e-100
chr2	138569812	138569813	CITS_233[gene=chr2_f_c33347][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000144228.11	""	Genic	1e-100
chr2	138587354	138587355	CITS_238[gene=chr2_f_c33347][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSG00000237772.3	LINC02631	Genic	1e-100
chr2	139411794	139411795	CITS_240[gene=chr2_f_c33403][PH=7][PH0=0.28][P=4.72e-06]	7	+	First intron	ENSG00000229131.2	""	Genic	4.72e-06
chr2	139423637	139423638	CITS_243[gene=chr2_f_c33520][PH=6][PH0=0.17][P=1.60e-05]	6	+	First intron	ENSG00000229131.2	""	Genic	1.6e-05
chr2	139473093	139473094	CITS_249[gene=chr2_f_c33862][PH=8][PH0=0.23][P=8.76e-08]	8	+	Deep intronic	ENSG00000229131.2	""	Genic	8.76e-08
chr2	139474561	139474562	CITS_250[gene=chr2_f_c33877][PH=6][PH0=0.24][P=1.07e-04]	6	+	Proximal intronic	ENSG00000229131.2	""	Genic	0.000107
chr2	139475063	139475064	CITS_251[gene=chr2_f_c33885][PH=7][PH0=0.19][P=1.46e-06]	7	+	Deep intronic	""	""	Genic	1.46e-06
chr2	139487122	139487123	CITS_253[gene=chr2_f_c33996][PH=5][PH0=0.24][P=7.52e-04]	5	+	Intergenic	""	""	Intergenic	0.000752
chr2	139492067	139492068	CITS_254[gene=chr2_f_c34046][PH=6][PH0=0.32][P=2.40e-04]	6	+	Intergenic	""	""	Intergenic	0.00024
chr2	139494475	139494476	CITS_255[gene=chr2_f_c34081][PH=5][PH0=0.17][P=4.45e-04]	5	+	Intergenic	""	""	Intergenic	0.000445
chr2	139510619	139510620	CITS_256[gene=chr2_f_c34200][PH=6][PH0=0.24][P=1.13e-04]	6	+	TSS-proximal	""	""	Genic	0.000113
chr2	139559991	139559992	CITS_261[gene=chr2_f_c34593][PH=5][PH0=0.18][P=4.58e-04]	5	+	LINE	""	""	TE	0.000458
chr2	139575710	139575711	CITS_262[gene=chr2_f_c34594][PH=5][PH0=0.01][P=1.66e-06]	5	+	LINE	""	""	TE	1.66e-06
chr2	139632707	139632708	CITS_264[gene=chr2_f_c34594][PH=5][PH0=0.01][P=1.66e-06]	5	+	Intergenic	""	""	Intergenic	1.66e-06
chr2	139695846	139695847	CITS_266[gene=chr2_f_c34594][PH=6][PH0=0.01][P=3.57e-09]	6	+	Intergenic	""	""	Intergenic	3.57e-09
chr2	139701192	139701193	CITS_267[gene=chr2_f_c34594][PH=5][PH0=0.01][P=1.66e-06]	5	+	Satellite/LC	""	""	TE	1.66e-06
chr2	139714286	139714287	CITS_271[gene=chr2_f_c34594][PH=7][PH0=0.01][P=1.00e-100]	7	+	Intergenic	""	""	Intergenic	1e-100
chr2	139727347	139727348	CITS_272[gene=chr2_f_c34594][PH=9][PH0=0.01][P=1.00e-100]	9	+	LTR/ERV	""	""	TE	1e-100
chr2	139743498	139743499	CITS_273[gene=chr2_f_c34594][PH=8][PH0=0.01][P=1.00e-100]	8	+	Intergenic	""	""	Intergenic	1e-100
chr2	139768350	139768351	CITS_274[gene=chr2_f_c34594][PH=6][PH0=0.01][P=3.57e-09]	6	+	Intergenic	""	""	Intergenic	3.57e-09
chr2	139770107	139770108	CITS_275[gene=chr2_f_c34594][PH=6][PH0=0.01][P=3.57e-09]	6	+	Intergenic	""	""	Intergenic	3.57e-09
chr2	148023297	148023298	CITS_282[gene=chr2_f_c35947][PH=7][PH0=0.00][P=1.00e-100]	7	+	First intron	ENSG00000204406.14	MBD5	Genic	1e-100
chr2	148031103	148031104	CITS_284[gene=chr2_f_c35947][PH=8][PH0=0.00][P=1.00e-100]	8	+	First intron	ENSG00000204406.14	MBD5	Genic	1e-100
chr2	148394172	148394173	CITS_290[gene=chr2_f_c36617][PH=5][PH0=0.00][P=1.53e-09]	5	+	Deep intronic	ENSG00000204406.14	MBD5	Genic	1.53e-09
chr2	152393466	152393467	CITS_313[gene=chr2_f_c38171][PH=5][PH0=0.14][P=7.14e-05]	5	+	First intron	ENSG00000157827.22	""	Genic	7.14e-05
chr2	152728390	152728391	CITS_320[gene=chr2_f_c38339][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSG00000177917.12	ARL6IP6	Genic	1e-100
chr2	153953446	153953447	CITS_325[gene=chr2_f_c38556][PH=7][PH0=0.00][P=1.00e-100]	7	+	Other SINE	ENSG00000144278.16	""	TE	1e-100
chr2	155241884	155241885	CITS_329[gene=chr2_f_c39143][PH=8][PH0=0.00][P=1.00e-100]	8	+	Other exon	ENSG00000309901.1	""	Genic	1e-100
chr2	155386377	155386378	CITS_332[gene=chr2_f_c39143][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSG00000305077.1	""	Genic	1e-100
chr2	156400824	156400825	CITS_335[gene=chr2_f_c39461][PH=12][PH0=0.00][P=1.00e-100]	12	+	tRNA*	ENSG00000310173.1	""	ncRNA	1e-100
chr2	158067187	158067188	CITS_340[gene=chr2_f_c40405][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000007001.15	""	Genic	1e-100
chr2	158493284	158493285	CITS_346[gene=chr2_f_c40441][PH=5][PH0=0.01][P=1.63e-06]	5	+	LINE	ENSG00000144283.24	""	TE	1.63e-06
chr2	158530524	158530525	CITS_348[gene=chr2_f_c40441][PH=6][PH0=0.01][P=4.14e-09]	6	+	Satellite/LC	ENSG00000144283.24	""	TE	4.14e-09
chr2	158540766	158540767	CITS_349[gene=chr2_f_c40441][PH=5][PH0=0.01][P=1.63e-06]	5	+	Deep intronic	ENSG00000144283.24	""	Genic	1.63e-06
chr2	158589285	158589286	CITS_352[gene=chr2_f_c40479][PH=6][PH0=0.33][P=3.32e-04]	6	+	Satellite/LC	ENSG00000144283.24	""	TE	0.000332
chr2	158620325	158620326	CITS_354[gene=chr2_f_c40677][PH=13][PH0=0.44][P=1.32e-12]	13	+	Deep intronic	ENSG00000144283.24	""	Genic	1.32e-12
chr2	159716274	159716275	CITS_362[gene=chr2_f_c41028][PH=6][PH0=0.01][P=2.92e-10]	6	+	First intron	ENSG00000136536.16	""	Genic	2.92e-10
chr2	159763820	159763821	CITS_368[gene=chr2_f_c41263][PH=6][PH0=0.36][P=6.50e-04]	6	+	Deep intronic	ENSG00000136536.16	""	Genic	0.00065
chr2	161162750	161162751	CITS_375[gene=chr2_f_c41492][PH=5][PH0=0.12][P=1.32e-04]	5	+	5'UTR	ENSG00000136560.15	""	Genic	0.000132
chr2	161185500	161185501	CITS_378[gene=chr2_f_c41618][PH=5][PH0=0.24][P=9.86e-04]	5	+	Satellite/LC	ENSG00000136560.15	""	TE	0.000986
chr2	161319112	161319113	CITS_379[gene=chr2_f_c41824][PH=5][PH0=0.17][P=2.60e-04]	5	+	Proximal intronic	ENSG00000115233.13	""	Genic	0.00026
chr2	161353981	161353982	CITS_382[gene=chr2_f_c42063][PH=6][PH0=0.19][P=2.65e-05]	6	+	Deep intronic	ENSG00000115233.13	""	Genic	2.65e-05
chr2	161367685	161367686	CITS_383[gene=chr2_f_c42144][PH=5][PH0=0.26][P=9.36e-04]	5	+	Deep intronic	ENSG00000115233.13	""	Genic	0.000936
chr2	166805162	166805163	CITS_401[gene=chr2_f_c43182][PH=44][PH0=0.00][P=1.00e-100]	44	+	Intergenic	""	""	Intergenic	1e-100
chr2	167298408	167298409	CITS_402[gene=chr2_f_c43190][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSG00000172318.7	""	Genic	1e-100
chr2	167302243	167302244	CITS_403[gene=chr2_f_c43190][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSG00000172318.7	""	Genic	1e-100
chr2	168555566	168555567	CITS_406[gene=chr2_f_c44504][PH=5][PH0=0.00][P=7.22e-09]	5	+	Deep intronic	ENSG00000172292.16	""	Genic	7.22e-09
chr2	168591390	168591391	CITS_408[gene=chr2_f_c44504][PH=11][PH0=0.00][P=1.00e-100]	11	+	Deep intronic	ENSG00000172292.16	""	Genic	1e-100
chr2	168746377	168746378	CITS_413[gene=chr2_f_c44596][PH=5][PH0=0.15][P=1.56e-04]	5	+	Deep intronic	ENSG00000172292.16	""	Genic	0.000156
chr2	169610326	169610327	CITS_414[gene=chr2_f_c44921][PH=5][PH0=0.11][P=3.96e-05]	5	+	LINE	ENSG00000138398.18	""	TE	3.96e-05
chr2	169947405	169947406	CITS_420[gene=chr2_f_c45589][PH=8][PH0=0.31][P=7.60e-07]	8	+	Proximal intronic	ENSG00000144357.19	""	Genic	7.6e-07
chr2	171773764	171773765	CITS_431[gene=chr2_f_c46765][PH=6][PH0=0.24][P=5.30e-05]	6	+	LINE	""	""	TE	5.3e-05
chr2	172064046	172064047	CITS_432[gene=chr2_f_c47028][PH=12][PH0=0.17][P=1.00e-100]	12	+	Deep intronic	ENSG00000172878.15	""	Genic	1e-100
chr2	173535642	173535643	CITS_434[gene=chr2_f_c47521][PH=5][PH0=0.00][P=1.00e-100]	5	+	First intron	ENSG00000270460.2	""	Genic	1e-100
chr2	175596329	175596330	CITS_443[gene=chr2_f_c48346][PH=6][PH0=0.23][P=1.29e-04]	6	+	First intron	ENSG00000289349.2	""	Genic	0.000129
chr2	175627870	175627871	CITS_445[gene=chr2_f_c48418][PH=5][PH0=0.01][P=3.74e-07]	5	+	First intron	ENSG00000289349.2	""	Genic	3.74e-07
chr2	175656877	175656878	CITS_446[gene=chr2_f_c48418][PH=5][PH0=0.01][P=3.74e-07]	5	+	LINE	ENSG00000289349.2	""	TE	3.74e-07
chr2	175661606	175661607	CITS_447[gene=chr2_f_c48421][PH=6][PH0=0.21][P=2.59e-05]	6	+	First intron	ENSG00000289349.2	""	Genic	2.59e-05
chr2	176304380	176304381	CITS_450[gene=chr2_f_c49317][PH=6][PH0=0.41][P=9.38e-04]	6	+	First intron	ENSG00000128654.15	""	Genic	0.000938
chr2	177220490	177220491	CITS_452[gene=chr2_f_c49622][PH=6][PH0=0.03][P=3.39e-08]	6	+	3'UTR	ENSG00000170144.24	""	Genic	3.39e-08
chr2	177535579	177535580	CITS_456[gene=chr2_f_c50067][PH=6][PH0=0.13][P=2.37e-06]	6	+	Deep intronic	ENSG00000018510.19	""	Genic	2.37e-06
chr2	177538240	177538241	CITS_457[gene=chr2_f_c50087][PH=6][PH0=0.29][P=5.35e-04]	6	+	3'UTR	ENSG00000018510.19	""	Genic	0.000535
chr2	177538348	177538349	CITS_458[gene=chr2_f_c50087][PH=10][PH0=0.29][P=1.23e-09]	10	+	3'UTR	ENSG00000018510.19	""	Genic	1.23e-09
chr2	180990839	180990840	CITS_472[gene=chr2_f_c50907][PH=5][PH0=0.00][P=1.21e-08]	5	+	Deep intronic	ENSG00000170035.17	""	Genic	1.21e-08
chr2	181001875	181001876	CITS_474[gene=chr2_f_c50907][PH=5][PH0=0.00][P=1.21e-08]	5	+	Deep intronic	ENSG00000170035.17	""	Genic	1.21e-08
chr2	181008951	181008952	CITS_476[gene=chr2_f_c50907][PH=11][PH0=0.00][P=1.00e-100]	11	+	Deep intronic	ENSG00000170035.17	""	Genic	1e-100
chr2	183133799	183133800	CITS_482[gene=chr2_f_c51781][PH=6][PH0=0.14][P=3.80e-06]	6	+	First intron	ENSG00000163002.14	""	Genic	3.8e-06
chr2	185511851	185511852	CITS_486[gene=chr2_f_c52963][PH=6][PH0=0.28][P=1.02e-04]	6	+	LINE	ENSG00000286797.2	""	TE	0.000102
chr2	186679121	186679122	CITS_491[gene=chr2_f_c54184][PH=11][PH0=0.38][P=6.51e-10]	11	+	3'UTR	ENSG00000138448.14	""	Genic	6.51e-10
chr2	186679501	186679502	CITS_493[gene=chr2_f_c54190][PH=9][PH0=0.54][P=2.61e-06]	9	+	3'UTR	ENSG00000138448.14	""	Genic	2.61e-06
chr2	187016259	187016260	CITS_495[gene=chr2_f_c54268][PH=7][PH0=0.01][P=1.00e-100]	7	+	First intron	ENSG00000224063.7	CALCRL-AS1	Genic	1e-100
chr2	187079403	187079404	CITS_496[gene=chr2_f_c54268][PH=5][PH0=0.01][P=4.95e-08]	5	+	First intron	ENSG00000224063.7	CALCRL-AS1	Genic	4.95e-08
chr2	187083215	187083216	CITS_498[gene=chr2_f_c54298][PH=9][PH0=0.43][P=3.83e-07]	9	+	LINE	ENSG00000224063.7	CALCRL-AS1	TE	3.83e-07
chr2	187083933	187083934	CITS_499[gene=chr2_f_c54304][PH=7][PH0=0.22][P=1.01e-06]	7	+	First intron	ENSG00000224063.7	CALCRL-AS1	Genic	1.01e-06
chr2	187085137	187085138	CITS_500[gene=chr2_f_c54312][PH=13][PH0=0.67][P=3.94e-10]	13	+	First intron	ENSG00000224063.7	CALCRL-AS1	Genic	3.94e-10
chr2	187113234	187113235	CITS_502[gene=chr2_f_c54550][PH=5][PH0=0.10][P=2.70e-05]	5	+	First intron	ENSG00000224063.7	CALCRL-AS1	Genic	2.7e-05
chr2	187141265	187141266	CITS_503[gene=chr2_f_c54699][PH=5][PH0=0.01][P=9.66e-07]	5	+	First intron	ENSG00000224063.7	CALCRL-AS1	Genic	9.66e-07
chr2	187155330	187155331	CITS_506[gene=chr2_f_c54699][PH=7][PH0=0.01][P=1.00e-100]	7	+	LINE	ENSG00000224063.7	CALCRL-AS1	TE	1e-100
chr2	187155641	187155642	CITS_507[gene=chr2_f_c54699][PH=5][PH0=0.01][P=9.66e-07]	5	+	LINE	ENSG00000224063.7	CALCRL-AS1	TE	9.66e-07
chr2	187165644	187165645	CITS_509[gene=chr2_f_c54699][PH=6][PH0=0.01][P=2.13e-09]	6	+	LINE	ENSG00000224063.7	CALCRL-AS1	TE	2.13e-09
chr2	187231020	187231021	CITS_512[gene=chr2_f_c54699][PH=7][PH0=0.01][P=1.00e-100]	7	+	LINE	ENSG00000224063.7	CALCRL-AS1	TE	1e-100
chr2	187241567	187241568	CITS_513[gene=chr2_f_c54699][PH=7][PH0=0.01][P=1.00e-100]	7	+	LINE	ENSG00000224063.7	CALCRL-AS1	TE	1e-100
chr2	187257705	187257706	CITS_514[gene=chr2_f_c54699][PH=6][PH0=0.01][P=2.13e-09]	6	+	Satellite/LC	ENSG00000224063.7	CALCRL-AS1	TE	2.13e-09
chr2	187300592	187300593	CITS_516[gene=chr2_f_c54699][PH=6][PH0=0.01][P=2.13e-09]	6	+	Deep intronic	ENSG00000224063.7	CALCRL-AS1	Genic	2.13e-09
chr2	187403124	187403125	CITS_519[gene=chr2_f_c55039][PH=5][PH0=0.19][P=3.23e-04]	5	+	LTR/ERV	ENSG00000224063.7	CALCRL-AS1	TE	0.000323
chr2	190910367	190910368	CITS_530[gene=chr2_f_c56946][PH=18][PH0=1.05][P=2.46e-13]	18	+	Proximal intronic	ENSG00000115419.15	""	Genic	2.46e-13
chr2	190913072	190913073	CITS_531[gene=chr2_f_c56976][PH=7][PH0=0.21][P=9.92e-07]	7	+	Deep intronic	ENSG00000115419.15	""	Genic	9.92e-07
chr2	190913504	190913505	CITS_532[gene=chr2_f_c56980][PH=8][PH0=0.29][P=3.96e-07]	8	+	Deep intronic	ENSG00000115419.15	""	Genic	3.96e-07
chr2	190940895	190940896	CITS_537[gene=chr2_f_c57033][PH=7][PH0=0.01][P=1.00e-100]	7	+	Deep intronic	ENSG00000115419.15	""	Genic	1e-100
chr2	191689311	191689312	CITS_544[gene=chr2_f_c57187][PH=12][PH0=0.28][P=5.57e-13]	12	+	3'UTR	ENSG00000173559.16	""	Genic	5.57e-13
chr2	191690466	191690467	CITS_545[gene=chr2_f_c57201][PH=5][PH0=0.21][P=8.03e-04]	5	+	3'UTR	ENSG00000173559.16	""	Genic	0.000803
chr2	193965039	193965040	CITS_553[gene=chr2_f_c57517][PH=11][PH0=0.00][P=1.00e-100]	11	+	LTR/ERV	""	""	TE	1e-100
chr2	193992369	193992370	CITS_554[gene=chr2_f_c57517][PH=5][PH0=0.00][P=2.00e-08]	5	+	Intergenic	""	""	Intergenic	2e-08
chr2	195737613	195737614	CITS_555[gene=chr2_f_c57628][PH=8][PH0=0.00][P=1.00e-100]	8	+	3'UTR	ENSG00000196950.15	""	Genic	1e-100
chr2	197401564	197401565	CITS_558[gene=chr2_f_c57832][PH=17][PH0=1.11][P=3.13e-12]	17	+	Deep intronic	""	""	Genic	3.13e-12
chr2	197719036	197719037	CITS_560[gene=chr2_f_c57836][PH=10][PH0=0.00][P=1.00e-100]	10	+	Deep intronic	ENSG00000222017.2	""	Genic	1e-100
chr2	197764731	197764732	CITS_561[gene=chr2_f_c57836][PH=12][PH0=0.00][P=1.00e-100]	12	+	Satellite/LC	ENSG00000222017.2	""	TE	1e-100
chr2	200822518	200822519	CITS_567[gene=chr2_f_c58911][PH=10][PH0=0.22][P=6.23e-11]	10	+	3'UTR	ENSG00000082153.19	""	Genic	6.23e-11
chr2	200830033	200830034	CITS_569[gene=chr2_f_c58951][PH=155][PH0=2.02][P=1.00e-100]	155	+	3'UTR-distal	ENSG00000207116.1	RNU6-31P	Genic	1e-100
chr2	202276487	202276488	CITS_573[gene=chr2_f_c59294][PH=16][PH0=1.31][P=1.12e-09]	16	+	Deep intronic	ENSG00000055044.12	""	Genic	1.12e-09
chr2	202278132	202278133	CITS_574[gene=chr2_f_c59298][PH=15][PH0=1.11][P=1.36e-09]	15	+	Proximal intronic	ENSG00000055044.12	""	Genic	1.36e-09
chr2	202278161	202278162	CITS_575[gene=chr2_f_c59298][PH=16][PH0=1.11][P=1.01e-10]	16	+	Proximal intronic	ENSG00000055044.12	""	Genic	1.01e-10
chr2	202291356	202291357	CITS_576[gene=chr2_f_c59343][PH=12][PH0=0.95][P=5.01e-07]	12	+	Proximal intronic	ENSG00000055044.12	""	Genic	5.01e-07
chr2	203301938	203301939	CITS_585[gene=chr2_f_c60319][PH=5][PH0=0.14][P=1.01e-04]	5	+	3'UTR	ENSG00000119004.18	""	Genic	0.000101
chr2	203429037	203429038	CITS_586[gene=chr2_f_c60537][PH=6][PH0=0.33][P=1.33e-04]	6	+	3'UTR	ENSG00000138443.18	""	Genic	0.000133
chr2	204741048	204741049	CITS_588[gene=chr2_f_c61190][PH=5][PH0=0.01][P=1.63e-07]	5	+	Deep intronic	ENSG00000116117.20	PARD3B	Genic	1.63e-07
chr2	204881188	204881189	CITS_591[gene=chr2_f_c61190][PH=6][PH0=0.01][P=2.79e-10]	6	+	Deep intronic	ENSG00000116117.20	PARD3B	Genic	2.79e-10
chr2	206162314	206162315	CITS_594[gene=chr2_f_c62070][PH=6][PH0=0.19][P=4.19e-05]	6	+	Deep intronic	ENSG00000114942.16	""	Genic	4.19e-05
chr2	211799084	211799085	CITS_601[gene=chr2_f_c63910][PH=15][PH0=0.79][P=2.57e-12]	15	+	Deep intronic	""	""	Genic	2.57e-12
chr2	216171536	216171537	CITS_604[gene=chr2_f_c64943][PH=6][PH0=0.25][P=5.95e-05]	6	+	First intron	ENSG00000079246.17	""	Genic	5.95e-05
chr2	216208418	216208419	CITS_605[gene=chr2_f_c65081][PH=6][PH0=0.20][P=1.89e-05]	6	+	3'UTR-distal	""	""	Genic	1.89e-05
chr2	218594762	218594763	CITS_606[gene=chr2_f_c65428][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000144580.16	""	Genic	1e-100
chr2	218595459	218595460	CITS_607[gene=chr2_f_c65428][PH=9][PH0=0.00][P=1.00e-100]	9	+	3'UTR	ENSG00000144580.16	""	Genic	1e-100
chr2	222927392	222927393	CITS_611[gene=chr2_f_c66038][PH=7][PH0=0.11][P=1.66e-08]	7	+	Proximal intronic	ENSG00000123983.16	""	Genic	1.66e-08
chr2	227344346	227344347	CITS_617[gene=chr2_f_c66866][PH=6][PH0=0.12][P=2.27e-06]	6	+	Deep intronic	ENSG00000168958.22	""	Genic	2.27e-06
chr2	227499064	227499065	CITS_619[gene=chr2_f_c66979][PH=5][PH0=0.00][P=1.50e-08]	5	+	LINE	ENSG00000173744.19	""	TE	1.5e-08
chr2	227527757	227527758	CITS_620[gene=chr2_f_c66979][PH=5][PH0=0.00][P=1.50e-08]	5	+	Deep intronic	ENSG00000173744.19	""	Genic	1.5e-08
chr2	227558622	227558623	CITS_629[gene=chr2_f_c66979][PH=5][PH0=0.00][P=1.50e-08]	5	+	3'UTR	ENSG00000173744.19	""	Genic	1.5e-08
chr2	227563049	227563050	CITS_630[gene=chr2_f_c66979][PH=12][PH0=0.00][P=1.00e-100]	12	+	3'UTR-distal	""	""	Genic	1e-100
chr2	231713141	231713142	CITS_638[gene=chr2_f_c68274][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR	ENSG00000187514.18	""	Genic	1e-100
chr2	232698257	232698258	CITS_641[gene=chr2_f_c68683][PH=5][PH0=0.00][P=2.11e-10]	5	+	First intron	ENSG00000204120.17	""	Genic	2.11e-10
chr2	234072897	234072898	CITS_645[gene=chr2_f_c69412][PH=9][PH0=0.60][P=3.73e-06]	9	+	3'UTR	ENSG00000072080.12	""	Genic	3.73e-06
chr2	234271046	234271047	CITS_646[gene=chr2_f_c69427][PH=8][PH0=0.43][P=3.44e-06]	8	+	LINE	""	""	TE	3.44e-06
chr2	240592469	240592470	CITS_649[gene=chr2_f_c70781][PH=5][PH0=0.20][P=3.59e-04]	5	+	First intron	ENSG00000142330.21	""	Genic	0.000359
chr2	241324327	241324328	CITS_650[gene=chr2_f_c70938][PH=6][PH0=0.26][P=5.49e-05]	6	+	First intron	ENSG00000168385.19	""	Genic	5.49e-05
chr2	241338121	241338122	CITS_652[gene=chr2_f_c70963][PH=5][PH0=0.11][P=3.53e-05]	5	+	Deep intronic	ENSG00000168385.19	""	Genic	3.53e-05
chr2	241352253	241352254	CITS_653[gene=chr2_f_c70995][PH=7][PH0=0.34][P=2.56e-05]	7	+	3'UTR	ENSG00000168385.19	""	Genic	2.56e-05
chr2	20032997	20032998	CITS_681[gene=chr2_r_c3429][PH=9][PH0=0.25][P=6.82e-09]	9	-	3'UTR	ENSG00000068697.8	""	Genic	6.82e-09
chr2	20033155	20033156	CITS_682[gene=chr2_r_c3431][PH=5][PH0=0.22][P=9.57e-04]	5	-	3'UTR	ENSG00000068697.8	""	Genic	0.000957
chr2	20202100	20202101	CITS_683[gene=chr2_r_c3493][PH=23][PH0=1.92][P=1.00e-100]	23	-	3'UTR	ENSG00000115884.12	""	Genic	1e-100
chr2	20250225	20250226	CITS_684[gene=chr2_r_c3528][PH=6][PH0=0.22][P=5.53e-05]	6	-	3'UTR	ENSG00000055917.18	""	Genic	5.53e-05
chr2	20263048	20263049	CITS_686[gene=chr2_r_c3580][PH=5][PH0=0.16][P=1.26e-04]	5	-	Proximal intronic	ENSG00000055917.18	""	Genic	0.000126
chr2	20745844	20745845	CITS_694[gene=chr2_r_c3848][PH=7][PH0=0.00][P=1.00e-100]	7	-	LINE	ENSG00000118961.16	""	TE	1e-100
chr2	21002502	21002503	CITS_695[gene=chr2_r_c3873][PH=6][PH0=0.01][P=1.02e-10]	6	-	CDS	ENSG00000084674.15	APOB	Genic	1.02e-10
chr2	21007751	21007752	CITS_696[gene=chr2_r_c3873][PH=6][PH0=0.01][P=1.02e-10]	6	-	CDS	ENSG00000084674.15	APOB	Genic	1.02e-10
chr2	21008444	21008445	CITS_697[gene=chr2_r_c3873][PH=7][PH0=0.01][P=1.00e-100]	7	-	CDS	ENSG00000084674.15	APOB	Genic	1e-100
chr2	21010647	21010648	CITS_698[gene=chr2_r_c3873][PH=5][PH0=0.01][P=7.57e-08]	5	-	CDS	ENSG00000084674.15	APOB	Genic	7.57e-08
chr2	21011510	21011511	CITS_699[gene=chr2_r_c3873][PH=6][PH0=0.01][P=1.02e-10]	6	-	CDS	ENSG00000084674.15	APOB	Genic	1.02e-10
chr2	23783087	23783088	CITS_704[gene=chr2_r_c4125][PH=7][PH0=0.00][P=1.00e-100]	7	-	Proximal intronic	ENSG00000119778.16	""	Genic	1e-100
chr2	24378187	24378188	CITS_706[gene=chr2_r_c4515][PH=33][PH0=1.83][P=1.00e-100]	33	-	Deep intronic	""	""	Genic	1e-100
chr2	25809144	25809145	CITS_709[gene=chr2_r_c4758][PH=5][PH0=0.00][P=6.01e-10]	5	-	Deep intronic	ENSG00000143970.18	ASXL2	Genic	6.01e-10
chr2	28066288	28066289	CITS_710[gene=chr2_r_c5256][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	""	""	Genic	1e-100
chr2	31359342	31359343	CITS_711[gene=chr2_r_c5535][PH=7][PH0=0.53][P=3.97e-04]	7	-	Deep intronic	ENSG00000158125.11	""	Genic	0.000397
chr2	31859065	31859066	CITS_712[gene=chr2_r_c5656][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR-distal	""	""	Genic	1e-100
