chr	start	end	name	score	strand	NormedTC_ENCFF149LRA	NormedTC_ENCFF669MUY	NormedTC_K562_HNRNPC	BC_K562_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr22	19099537	19099557	chr22-2585	5.17	-	0.6147	1.2291	1.8437	2	Alu	ENSG00000070413.22	""	TE
chr22	19099612	19099632	chr22-1525	5.46	-	1.2293	1.9031	3.1324	2	First intron	ENSG00000070413.22	""	Genic
chr22	19099785	19099805	chr22-1526	7.47	-	1.1064	0.9119	2.0183	2	Alu	ENSG00000070413.22	""	TE
chr22	19099945	19099965	chr22-3397	10.3	-	0.7376	1.2291	1.9667	2	Alu	ENSG00000070413.22	""	TE
chr22	19100082	19100102	chr22-1154	12.1	-	0.8605	1.9428	2.8033	2	Alu	ENSG00000070413.22	""	TE
chr22	19100241	19100261	chr22-1995	14.1	-	1.3522	2.0617	3.4139	2	Alu	ENSG00000070413.22	""	TE
chr22	19101716	19101736	chr22-3399	39.9	-	3.8109	4.3613	8.1721	2	Alu	ENSG00000070413.22	""	TE
chr22	19102025	19102045	chr22-317	21.5	-	1.844	3.1322	4.9762	2	Alu	ENSG00000070413.22	""	TE
chr22	19102830	19102850	chr22-683	11.2	-	1.721	1.5463	3.2673	2	Alu	ENSG00000070413.22	""	TE
chr22	19103258	19103278	chr22-1155	14.4	-	0.9834	1.7049	2.6883	2	LINE	ENSG00000070413.22	""	TE
chr22	19103718	19103738	chr22-2587	10.3	-	0.6147	1.2687	1.8834	2	Alu	ENSG00000070413.22	""	TE
chr22	19103854	19103874	chr22-684	8.33	-	0.9834	1.0308	2.0143	2	Alu	ENSG00000070413.22	""	TE
chr22	19105132	19105152	chr22-4401	6.89	-	1.2293	0.8723	2.1016	2	Alu	ENSG00000070413.22	""	TE
chr22	19106205	19106225	chr22-2000	6.89	-	0.7376	1.1498	1.8874	2	Other SINE	ENSG00000070413.22	""	TE
chr22	19108379	19108399	chr22-1156	27	-	2.7045	3.3304	6.0349	2	Alu	ENSG00000070413.22	""	TE
chr22	19108829	19108849	chr22-537	29.3	-	2.7045	3.4494	6.1539	2	Alu	ENSG00000070413.22	""	TE
chr22	19109004	19109024	chr22-189	13.8	-	2.2128	4.7578	6.9705	2	Alu	ENSG00000070413.22	""	TE
chr22	19109212	19109232	chr22-1528	8.33	-	0.7376	1.1894	1.927	2	LINE	ENSG00000070413.22	""	TE
chr22	19109755	19109775	chr22-1157	6.61	-	0.8605	1.2687	2.1293	2	LINE	ENSG00000070413.22	""	TE
chr22	19109808	19109828	chr22-2005	5.46	-	1.2293	0.8326	2.0619	2	First intron	ENSG00000070413.22	""	Genic
chr22	19110235	19110255	chr22-1158	5.17	-	0.9834	0.7533	1.7368	2	First intron	ENSG00000070413.22	""	Genic
chr22	19110405	19110425	chr22-3409	5.17	-	0.8605	0.9516	1.8121	2	First intron	ENSG00000070413.22	""	Genic
chr22	19110590	19110610	chr22-1159	9.76	-	0.4917	1.2291	1.7208	2	LINE	ENSG00000070413.22	""	TE
chr22	19110811	19110831	chr22-904	7.75	-	0.7376	1.348	2.0856	2	Other SINE	ENSG00000070413.22	""	TE
chr22	19113338	19113358	chr22-252	17.2	-	2.9503	4.7578	7.7081	2	Alu	ENSG00000070413.22	""	TE
chr22	19113467	19113487	chr22-685	8.04	-	1.844	1.9428	3.7867	2	LINE	ENSG00000070413.22	""	TE
chr22	19113717	19113737	chr22-905	11.2	-	0.8605	1.7842	2.6447	2	First intron	ENSG00000070413.22	""	Genic
chr22	19113868	19113888	chr22-1162	8.04	-	0.8605	2.2996	3.1601	2	Alu	ENSG00000070413.22	""	TE
chr22	19114036	19114056	chr22-190	40.5	-	3.4421	4.9164	8.3584	2	Alu	ENSG00000070413.22	""	TE
chr22	19114727	19114747	chr22-906	5.17	-	0.9834	0.9516	1.935	2	First intron	ENSG00000070413.22	""	Genic
chr22	19117986	19118006	chr22-538	10.1	-	1.721	1.8635	3.5845	2	First intron	ENSG00000070413.22	""	Genic
chr22	19118176	19118196	chr22-686	7.75	-	1.1064	1.7049	2.8112	2	Alu	ENSG00000070413.22	""	TE
chr22	19118343	19118363	chr22-147	14.9	-	2.7045	4.5199	7.2244	2	Alu	ENSG00000070413.22	""	TE
chr22	19119049	19119069	chr22-253	14.9	-	1.9669	2.6168	4.5837	2	First intron	ENSG00000070413.22	""	Genic
chr22	19119155	19119175	chr22-254	10.6	-	1.1064	2.1806	3.287	2	First intron	ENSG00000070413.22	""	Genic
chr22	19119313	19119333	chr22-319	11.8	-	1.721	2.1806	3.9017	2	Other SINE	ENSG00000070413.22	""	TE
chr22	19119414	19119434	chr22-420	19.2	-	2.3357	2.6168	4.9525	2	Other SINE	ENSG00000070413.22	""	TE
chr22	19119529	19119549	chr22-320	22.4	-	2.4586	2.7754	5.234	2	Alu	ENSG00000070413.22	""	TE
chr22	19119709	19119729	chr22-148	17.5	-	4.9172	5.5111	10.4283	2	Alu	ENSG00000070413.22	""	TE
chr22	19120322	19120342	chr22-421	6.89	-	1.1064	1.8635	2.9698	2	3'UTR-distal	ENSG00000070413.22	""	Genic
chr22	19136002	19136022	chr22-907	17.2	-	1.4752	2.6168	4.0919	2	Alu	ENSG00000100056.13	""	TE
chr22	19141595	19141615	chr22-2011	5.74	-	0.7376	0.9119	1.6495	2	3'UTR-distal	ENSG00000100056.13	""	Genic
chr22	19141963	19141983	chr22-908	14.6	-	1.1064	1.6652	2.7716	2	3'UTR-distal	ENSG00000100056.13	""	Genic
chr22	19332569	19332589	chr22-2012	4.88	-	0.6147	1.1101	1.7248	2	LINE	ENSG00000100084.15	""	TE
chr22	19332748	19332768	chr22-3422	7.75	-	0.8605	1.0705	1.931	2	LINE	ENSG00000100084.15	""	TE
chr22	19340459	19340479	chr22-1163	4.88	-	1.5981	0.9119	2.51	2	LINE	ENSG00000100084.15	""	TE
chr22	19341334	19341354	chr22-688	7.18	-	0.6147	1.6256	2.2402	2	Alu	ENSG00000100084.15	""	TE
chr22	19341423	19341443	chr22-689	48.8	-	4.3026	5.5111	9.8137	2	Alu	ENSG00000100084.15	""	TE
chr22	19342259	19342279	chr22-3424	8.33	-	0.9834	0.9516	1.935	2	LINE	ENSG00000100084.15	""	TE
chr22	19343363	19343383	chr22-256	39.9	-	3.8109	5.6697	9.4805	2	Alu	ENSG00000100084.15	""	TE
chr22	19343539	19343559	chr22-1164	16.1	-	2.5816	2.7754	5.3569	2	Alu	ENSG00000100084.15	""	TE
chr22	19343848	19343868	chr22-1165	7.75	-	0.9834	1.2687	2.2522	2	Alu	ENSG00000100084.15	""	TE
chr22	19347930	19347950	chr22-3427	5.74	-	0.8605	0.8723	1.7328	2	Alu	ENSG00000100084.15	""	TE
chr22	19355457	19355477	chr22-5764	4.31	-	0.6147	1.1101	1.7248	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19363205	19363225	chr22-690	7.47	-	1.1064	4.0044	5.1108	2	Alu	ENSG00000100084.15	""	TE
chr22	19363409	19363429	chr22-4434	5.74	-	0.8605	1.1101	1.9707	2	Alu	ENSG00000100084.15	""	TE
chr22	19364713	19364733	chr22-2609	5.46	-	1.1064	0.8326	1.939	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19382157	19382177	chr22-4438	5.74	-	0.8605	0.9516	1.8121	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19382366	19382386	chr22-2018	5.74	-	0.6147	1.348	1.9627	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19382428	19382448	chr22-2610	8.04	-	0.8605	1.1498	2.0103	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19383250	19383270	chr22-2611	8.04	-	0.8605	1.3877	2.2482	2	LINE	ENSG00000100084.15	""	TE
chr22	19389832	19389852	chr22-2019	3.73	-	0.8605	1.1101	1.9707	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19390576	19390596	chr22-149	46.2	-	2.5816	6.1851	8.7666	2	Alu	ENSG00000100084.15	""	TE
chr22	19396328	19396348	chr22-3434	8.9	-	0.8605	1.1101	1.9707	2	Alu	ENSG00000100084.15	""	TE
chr22	19396505	19396525	chr22-691	21	-	1.844	2.7357	4.5797	2	Alu	ENSG00000100084.15	""	TE
chr22	19398783	19398803	chr22-539	17.2	-	2.5816	2.5375	5.119	2	Alu	ENSG00000100084.15	""	TE
chr22	19398886	19398906	chr22-909	7.47	-	0.6147	1.4273	2.042	2	Alu	ENSG00000100084.15	""	TE
chr22	19398947	19398967	chr22-540	16.1	-	3.565	3.0132	6.5782	2	Alu	ENSG00000100084.15	""	TE
chr22	19399437	19399457	chr22-2020	5.46	-	1.1064	0.9516	2.0579	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19400189	19400209	chr22-3437	4.02	-	0.9834	0.8326	1.8161	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19401454	19401474	chr22-5785	4.31	-	0.9834	0.7533	1.7368	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19402090	19402110	chr22-1537	4.88	-	0.8605	1.1101	1.9707	2	LINE	ENSG00000100084.15	""	TE
chr22	19403074	19403094	chr22-117	54.6	-	7.8676	10.2688	18.1364	2	Alu	ENSG00000100084.15	""	TE
chr22	19403591	19403611	chr22-2022	8.62	-	1.3522	0.9516	2.3038	2	Alu	ENSG00000100084.15	""	TE
chr22	19407255	19407275	chr22-2024	5.74	-	0.8605	1.0705	1.931	2	CDS	ENSG00000100084.15	""	Genic
chr22	19407526	19407546	chr22-1170	9.48	-	1.1064	1.467	2.5734	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19407872	19407892	chr22-692	8.33	-	0.4917	1.8238	2.3155	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19408057	19408077	chr22-693	9.19	-	0.8605	1.7842	2.6447	2	Deep intronic	ENSG00000100084.15	""	Genic
chr22	19408386	19408406	chr22-695	6.89	-	0.6147	1.2687	1.8834	2	Proximal intronic	ENSG00000100084.15	""	Genic
chr22	19416658	19416678	chr22-257	8.9	-	1.5981	1.6652	3.2633	2	LINE	ENSG00000100084.15	""	TE
chr22	19417589	19417609	chr22-258	9.76	-	1.1064	1.6256	2.7319	2	Alu	ENSG00000100084.15	""	TE
chr22	19417814	19417834	chr22-2029	7.18	-	1.721	1.3877	3.1087	2	LINE	ENSG00000100084.15	""	TE
chr22	19418251	19418271	chr22-1541	9.19	-	1.1064	1.3877	2.4941	2	Satellite/LC	ENSG00000100084.15	""	TE
chr22	19418599	19418619	chr22-321	14.4	-	4.3026	6.3437	10.6463	2	Alu	ENSG00000100084.15	""	TE
chr22	19419423	19419443	chr22-911	4.88	-	1.5981	1.5463	3.1444	2	LINE	ENSG00000100084.15	""	TE
chr22	19419882	19419902	chr22-1542	4.88	-	0.6147	1.1894	1.8041	2	First intron	ENSG00000100084.15	""	Genic
chr22	19420268	19420288	chr22-1171	8.04	-	0.7376	1.2291	1.9667	2	Alu	ENSG00000100084.15	""	TE
chr22	19420434	19420454	chr22-912	20.7	-	1.4752	2.5771	4.0523	2	Alu	ENSG00000100084.15	""	TE
chr22	19420687	19420707	chr22-2623	16.1	-	1.4752	2.1806	3.6558	2	Alu	ENSG00000100084.15	""	TE
chr22	19420881	19420901	chr22-2624	5.46	-	0.8605	0.793	1.6535	2	First intron	ENSG00000100084.15	""	Genic
chr22	19421399	19421419	chr22-1172	6.03	-	1.1064	1.9428	3.0491	2	First intron	ENSG00000100084.15	""	Genic
chr22	19421458	19421478	chr22-2625	6.03	-	0.7376	1.0308	1.7684	2	First intron	ENSG00000100084.15	""	Genic
chr22	19421586	19421606	chr22-2626	6.03	-	0.7376	0.9912	1.7288	2	LINE	ENSG00000100084.15	""	TE
chr22	19421742	19421762	chr22-696	7.75	-	1.5981	1.1894	2.7875	2	Alu	ENSG00000100084.15	""	TE
chr22	19425558	19425578	chr22-913	6.89	-	0.6147	1.5066	2.1213	2	First intron	ENSG00000100084.15	""	Genic
chr22	19425785	19425805	chr22-322	12.9	-	2.0898	1.7049	3.7947	2	Alu	ENSG00000100084.15	""	TE
chr22	19425988	19426008	chr22-1173	14.1	-	1.5981	2.6168	4.2149	2	Alu	ENSG00000100084.15	""	TE
chr22	19426575	19426595	chr22-914	6.61	-	0.8605	1.2687	2.1293	2	First intron	ENSG00000100084.15	""	Genic
chr22	19428559	19428579	chr22-915	7.47	-	1.844	1.7842	3.6281	2	First intron	ENSG00000100084.15	""	Genic
chr22	19428613	19428633	chr22-697	8.33	-	0.7376	1.6652	2.4028	2	First intron	ENSG00000100084.15	""	Genic
chr22	19428753	19428773	chr22-191	14.4	-	1.1064	2.1013	3.2077	2	Alu	ENSG00000100084.15	""	TE
chr22	19430415	19430435	chr22-1176	5.46	-	0.6147	1.2687	1.8834	2	First intron	ENSG00000100084.15	""	Genic
chr22	19434247	19434267	chr22-916	17.8	+	0.7376	2.8547	3.5922	2	Alu	ENSG00000185608.10	""	TE
chr22	19435885	19435905	chr22-2628	3.45	+	0.7376	1.1498	1.8874	2	CDS	ENSG00000185608.10	""	Genic
chr22	19441212	19441232	chr22-1543	4.59	-	0.9834	0.9912	1.9746	2	3'UTR	ENSG00000242259.10	""	Genic
chr22	19441677	19441697	chr22-698	5.74	-	1.2293	1.0705	2.2998	2	3'UTR	ENSG00000242259.10	""	Genic
chr22	19451042	19451062	chr22-8	47.1	-	8.974	10.5464	19.5203	2	Alu	ENSG00000070010.20	""	TE
chr22	19451093	19451113	chr22-4	200.2	-	26.1843	24.2646	50.4489	2	Alu	ENSG00000070010.20	""	TE
chr22	19452260	19452280	chr22-542	12.9	-	5.409	2.5771	7.9861	2	LTR/ERV	ENSG00000070010.20	""	TE
chr22	19453355	19453375	chr22-921	6.89	-	1.1064	0.9912	2.0976	2	Deep intronic	ENSG00000070010.20	""	Genic
chr22	19453920	19453940	chr22-2635	6.32	-	0.6147	1.0705	1.6852	2	Deep intronic	ENSG00000070010.20	""	Genic
chr22	19454049	19454069	chr22-1182	7.47	-	2.0898	1.0705	3.1603	2	Deep intronic	ENSG00000070010.20	""	Genic
chr22	19454205	19454225	chr22-543	8.62	-	1.5981	1.467	3.0651	2	Deep intronic	ENSG00000070010.20	""	Genic
chr22	19454519	19454539	chr22-699	8.33	-	2.2128	1.5066	3.7194	2	LTR/ERV	ENSG00000070010.20	""	TE
chr22	19454796	19454816	chr22-423	5.17	-	0.7376	1.0705	1.8081	2	CDS	ENSG00000070010.20	""	Genic
chr22	19455713	19455733	chr22-1548	5.74	-	1.1064	0.9516	2.0579	2	CDS	ENSG00000070010.20	""	Genic
chr22	19457791	19457811	chr22-2035	9.76	-	0.7376	1.1101	1.8477	2	Alu	ENSG00000070010.20	""	TE
chr22	19462640	19462660	chr22-2036	6.32	-	0.7376	1.467	2.2046	2	Alu	ENSG00000070010.20	""	TE
chr22	19466639	19466659	chr22-3463	10.3	-	0.6147	1.4273	2.042	2	Alu	ENSG00000070010.20	""	TE
chr22	19466808	19466828	chr22-2037	6.61	-	1.9669	2.6564	4.6233	2	Alu	ENSG00000070010.20	""	TE
chr22	19467056	19467076	chr22-1184	7.47	-	1.3522	1.1101	2.4624	2	First intron	ENSG00000070010.20	""	Genic
chr22	19467321	19467341	chr22-923	5.46	-	0.8605	1.5463	2.4068	2	First intron	ENSG00000070010.20	""	Genic
chr22	19467888	19467908	chr22-2038	3.45	-	1.2293	0.9119	2.1412	2	CDS	ENSG00000070010.20	""	Genic
chr22	19473301	19473321	chr22-1550	6.89	-	1.3522	1.2291	2.5813	2	First intron	ENSG00000070010.20	""	Genic
chr22	19474072	19474092	chr22-2039	4.88	-	1.3522	0.7137	2.0659	2	First intron	ENSG00000070010.20	""	Genic
chr22	19474356	19474376	chr22-2639	8.04	-	0.7376	1.1101	1.8477	2	Alu	ENSG00000070010.20	""	TE
chr22	19474519	19474539	chr22-2040	12.9	-	1.5981	1.467	3.0651	2	Alu	ENSG00000070010.20	""	TE
chr22	19477637	19477657	chr22-2041	6.32	-	0.9834	1.0705	2.0539	2	LINE	ENSG00000070010.20	""	TE
chr22	19481570	19481590	chr22-4480	7.18	+	0.6147	1.3877	2.0023	2	Alu	ENSG00000093009.12	""	TE
chr22	19481697	19481717	chr22-1186	11.2	+	1.1064	1.7842	2.8905	2	Alu	ENSG00000093009.12	""	TE
chr22	19483971	19483991	chr22-544	6.32	+	1.1064	1.348	2.4544	2	5'UTR	ENSG00000093009.12	""	Genic
chr22	19484345	19484365	chr22-1187	6.03	+	0.8605	1.4273	2.2878	2	Deep intronic	ENSG00000093009.12	""	Genic
chr22	19484959	19484979	chr22-151	37.6	+	4.0567	4.956	9.0127	2	Alu	ENSG00000093009.12	""	TE
chr22	19485143	19485163	chr22-700	10.1	+	0.9834	1.3877	2.3711	2	Deep intronic	ENSG00000093009.12	""	Genic
chr22	19485283	19485303	chr22-259	12.1	+	2.5816	2.8547	5.4362	2	LINE	ENSG00000093009.12	""	TE
chr22	19485450	19485470	chr22-325	11.2	+	1.844	3.4494	5.2933	2	Deep intronic	ENSG00000093009.12	""	Genic
chr22	19485513	19485533	chr22-152	11.8	+	2.7045	2.815	5.5195	2	Deep intronic	ENSG00000093009.12	""	Genic
chr22	19485883	19485903	chr22-701	10.1	+	0.7376	1.9824	2.72	2	Alu	ENSG00000093009.12	""	TE
chr22	19486046	19486066	chr22-326	41.1	+	3.4421	5.4318	8.8738	2	Alu	ENSG00000093009.12	""	TE
chr22	19488825	19488845	chr22-424	10.1	+	0.9834	1.2291	2.2125	2	LINE	ENSG00000093009.12	""	TE
chr22	19489382	19489402	chr22-1552	6.03	+	0.7376	1.3877	2.1253	2	LINE	ENSG00000093009.12	""	TE
chr22	19489515	19489535	chr22-2649	7.18	+	0.9834	1.1101	2.0936	2	LINE	ENSG00000093009.12	""	TE
chr22	19489642	19489662	chr22-702	7.75	+	0.7376	1.2291	1.9667	2	LINE	ENSG00000093009.12	""	TE
chr22	19489769	19489789	chr22-2045	7.18	+	1.1064	1.1101	2.2165	2	LINE	ENSG00000093009.12	""	TE
chr22	19490564	19490584	chr22-425	24.7	+	1.4752	4.1234	5.5986	2	Alu	ENSG00000093009.12	""	TE
chr22	19490853	19490873	chr22-192	75.5	+	7.13	10.1102	17.2402	2	Alu	ENSG00000093009.12	""	TE
chr22	19491013	19491033	chr22-193	16.7	+	1.5981	2.1806	3.7787	2	Alu	ENSG00000093009.12	""	TE
chr22	19491300	19491320	chr22-327	13.8	+	3.6879	2.2996	5.9875	2	LINE	ENSG00000093009.12	""	TE
chr22	19491458	19491478	chr22-1189	12.9	+	1.2293	1.8238	3.0531	2	LINE	ENSG00000093009.12	""	TE
chr22	19491852	19491872	chr22-153	69.2	+	7.8676	8.6433	16.5108	2	Alu	ENSG00000093009.12	""	TE
chr22	19492134	19492154	chr22-426	10.3	+	1.5981	1.8635	3.4616	2	LINE	ENSG00000093009.12	""	TE
chr22	19492264	19492284	chr22-926	11.8	+	1.1064	2.022	3.1284	2	LINE	ENSG00000093009.12	""	TE
chr22	19492636	19492656	chr22-927	11.5	+	1.721	1.6256	3.3466	2	LINE	ENSG00000093009.12	""	TE
chr22	19492746	19492766	chr22-703	12.3	+	3.3191	2.4978	5.817	2	LINE	ENSG00000093009.12	""	TE
chr22	19492910	19492930	chr22-545	8.33	+	0.8605	1.6256	2.4861	2	LINE	ENSG00000093009.12	""	TE
chr22	19492974	19492994	chr22-427	11.5	+	0.7376	2.0617	2.7993	2	LINE	ENSG00000093009.12	""	TE
chr22	19493251	19493271	chr22-328	11.5	+	3.4421	2.6564	6.0985	2	LINE	ENSG00000093009.12	""	TE
chr22	19493450	19493470	chr22-118	40.8	+	5.9007	6.2644	12.1651	2	Alu	ENSG00000093009.12	""	TE
chr22	19494061	19494081	chr22-3477	7.18	+	1.3522	1.3084	2.6606	2	Other SINE	ENSG00000093009.12	""	TE
chr22	19494337	19494357	chr22-28	14.4	+	2.4586	1.7049	4.1635	2	5'UTR	ENSG00000093009.12	""	Genic
chr22	19494492	19494512	chr22-1557	6.61	+	1.2293	1.2687	2.498	2	CDS	ENSG00000093009.12	""	Genic
chr22	19501742	19501762	chr22-705	19.5	+	1.9669	2.6564	4.6233	2	Alu	ENSG00000093009.12	""	TE
chr22	19501907	19501927	chr22-2051	11.2	+	1.2293	1.8635	3.0928	2	Alu	ENSG00000093009.12	""	TE
chr22	19502203	19502223	chr22-2053	6.61	+	0.9834	1.2687	2.2522	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19502439	19502459	chr22-1558	6.61	+	0.3688	1.2687	1.6375	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19502507	19502527	chr22-1559	6.03	+	0.7376	1.1101	1.8477	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19502868	19502888	chr22-2654	6.03	+	0.9834	1.3877	2.3711	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19503214	19503234	chr22-1190	6.89	+	1.4752	1.6652	3.1404	2	Deep intronic	ENSG00000093009.12	""	Genic
chr22	19504338	19504358	chr22-706	10.3	+	1.844	1.7049	3.5488	2	Alu	ENSG00000093009.12	""	TE
chr22	19508574	19508594	chr22-2055	6.03	+	0.8605	0.8326	1.6931	2	CDS	ENSG00000093009.12	""	Genic
chr22	19508620	19508640	chr22-1191	5.74	+	0.8605	1.1498	2.0103	2	CDS	ENSG00000093009.12	""	Genic
chr22	19508952	19508972	chr22-929	8.62	+	0.8605	1.3084	2.1689	2	LINE	ENSG00000093009.12	""	TE
chr22	19509048	19509068	chr22-930	6.89	+	0.4917	1.1498	1.6415	2	LINE	ENSG00000093009.12	""	TE
chr22	19509144	19509164	chr22-1192	10.3	+	1.721	2.022	3.7431	2	LINE	ENSG00000093009.12	""	TE
chr22	19509203	19509223	chr22-1560	6.89	+	0.4917	1.2687	1.7605	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19509988	19510008	chr22-119	10.3	+	3.9338	4.9956	8.9294	2	Alu	ENSG00000093009.12	""	TE
chr22	19510334	19510354	chr22-194	22.4	+	3.3191	3.2115	6.5306	2	LINE	ENSG00000093009.12	""	TE
chr22	19510538	19510558	chr22-2058	6.32	+	0.4917	1.3084	1.8001	2	Alu	ENSG00000093009.12	""	TE
chr22	19511076	19511096	chr22-1194	8.62	+	0.6147	1.9824	2.5971	2	LINE	ENSG00000093009.12	""	TE
chr22	19511355	19511375	chr22-546	52.6	+	3.0733	6.423	9.4963	2	Alu	ENSG00000093009.12	""	TE
chr22	19511955	19511975	chr22-429	7.47	+	1.9669	4.6785	6.6454	2	Alu	ENSG00000093009.12	""	TE
chr22	19512077	19512097	chr22-547	8.04	+	0.9834	1.467	2.4504	2	Alu	ENSG00000093009.12	""	TE
chr22	19512920	19512940	chr22-931	5.46	+	0.6147	1.467	2.0816	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19513023	19513043	chr22-2061	7.18	+	1.2293	1.3877	2.617	2	LTR/ERV	ENSG00000093009.12	""	TE
chr22	19513472	19513492	chr22-1195	6.32	+	1.3522	1.8635	3.2157	2	Deep intronic	ENSG00000093009.12	""	Genic
chr22	19513515	19513535	chr22-932	13.5	+	1.844	2.6168	4.4607	2	LINE	ENSG00000093009.12	""	TE
chr22	19514007	19514027	chr22-1562	6.61	+	1.4752	1.9428	3.4179	2	LINE	ENSG00000093009.12	""	TE
chr22	19514127	19514147	chr22-2660	6.61	+	0.8605	0.9516	1.8121	2	LINE	ENSG00000093009.12	""	TE
chr22	19515195	19515215	chr22-548	16.1	+	0.9834	2.2599	3.2434	2	Proximal intronic	ENSG00000093009.12	""	Genic
chr22	19516608	19516628	chr22-549	6.61	+	0.9834	1.1894	2.1729	2	CDS	ENSG00000093009.12	""	Genic
chr22	19516830	19516850	chr22-87	8.9	+	0.7376	1.0308	1.7684	2	CDS	ENSG00000093009.12	""	Genic
chr22	19768982	19769002	chr22-711	17.5	+	1.3522	2.2996	3.6518	2	Alu	ENSG00000184058.16	TBX1	TE
chr22	19769072	19769092	chr22-2664	7.47	+	0.7376	1.0308	1.7684	2	Alu	ENSG00000184058.16	TBX1	TE
chr22	19777783	19777803	chr22-2666	9.19	+	0.4917	1.1894	1.6812	2	Alu	ENSG00000184058.16	TBX1	TE
chr22	19789809	19789829	chr22-1197	12.1	-	0.8605	1.5859	2.4464	2	Alu	ENSG00000185838.15	""	TE
chr22	19805594	19805614	chr22-4506	7.18	-	0.9834	0.8326	1.8161	2	Alu	ENSG00000185838.15	""	TE
chr22	19813952	19813972	chr22-2065	6.89	-	0.8605	1.1101	1.9707	2	Alu	ENSG00000185838.15	""	TE
chr22	19815008	19815028	chr22-4508	6.61	-	0.8605	0.793	1.6535	2	Alu	ENSG00000185838.15	""	TE
chr22	19825291	19825311	chr22-3496	5.17	-	1.1064	0.7137	1.82	2	First intron	ENSG00000185838.15	""	Genic
chr22	19825762	19825782	chr22-1564	5.74	-	1.1064	0.793	1.8993	2	Alu	ENSG00000185838.15	""	TE
chr22	19831336	19831356	chr22-2671	9.19	-	1.4752	1.2291	2.7043	2	Alu	ENSG00000185838.15	""	TE
chr22	19831996	19832016	chr22-3497	6.89	-	0.8605	0.9119	1.7724	2	LINE	ENSG00000185838.15	""	TE
chr22	19832217	19832237	chr22-2672	4.59	-	0.9834	0.7137	1.6971	2	Alu	ENSG00000185838.15	""	TE
chr22	19833538	19833558	chr22-3499	8.04	-	1.3522	1.1498	2.502	2	Alu	ENSG00000185838.15	""	TE
chr22	19833849	19833869	chr22-2673	9.19	-	1.2293	0.9119	2.1412	2	Alu	ENSG00000185838.15	""	TE
chr22	19835340	19835360	chr22-1198	7.18	-	1.3522	0.9119	2.2641	2	LINE	ENSG00000185838.15	""	TE
chr22	19840036	19840056	chr22-2066	11.2	-	0.9834	1.467	2.4504	2	3'UTR-distal	ENSG00000185838.15	""	Genic
chr22	19840623	19840643	chr22-1199	10.6	-	1.4752	1.0308	2.506	2	3'UTR-distal	ENSG00000185838.15	""	Genic
chr22	19840783	19840803	chr22-2067	21	-	1.3522	2.6564	4.0087	2	3'UTR-distal	ENSG00000185838.15	""	Genic
chr22	19847779	19847799	chr22-120	35	-	5.6548	4.7974	10.4522	2	3'UTR	ENSG00000185838.15	""	Genic
chr22	19848040	19848060	chr22-551	9.48	-	2.7045	2.6168	5.3213	2	3'UTR	ENSG00000185838.15	""	Genic
chr22	19848345	19848365	chr22-330	12.3	-	1.3522	2.0617	3.4139	2	3'UTR	ENSG00000185838.15	""	Genic
chr22	19849173	19849193	chr22-552	7.18	-	1.4752	1.2291	2.7043	2	3'UTR	ENSG00000185838.15	""	Genic
chr22	19849899	19849919	chr22-1568	6.03	-	0.8605	1.1101	1.9707	2	3'UTR	ENSG00000185838.15	""	Genic
chr22	19850030	19850050	chr22-1202	5.46	-	1.3522	1.4273	2.7796	2	3'UTR	ENSG00000185838.15	""	Genic
chr22	19856389	19856409	chr22-1203	7.47	+	1.3522	0.8723	2.2245	2	First intron	ENSG00000289960.2	""	Genic
chr22	19875953	19875973	chr22-715	8.04	-	0.9834	0.8723	1.8557	2	3'UTR	ENSG00000184470.21	TXNRD2	Genic
chr22	19883913	19883933	chr22-716	8.9	-	3.1962	2.6564	5.8526	2	Alu	ENSG00000184470.21	TXNRD2	TE
chr22	19893637	19893657	chr22-1569	4.59	-	1.1064	0.6344	1.7407	2	Deep intronic	ENSG00000184470.21	TXNRD2	Genic
chr22	19894606	19894626	chr22-331	25	-	3.9338	3.8855	7.8193	2	3'UTR	ENSG00000184470.21	TXNRD2	Genic
chr22	19894934	19894954	chr22-717	11.2	-	0.9834	1.5066	2.4901	2	3'UTR	ENSG00000184470.21	TXNRD2	Genic
chr22	19902001	19902021	chr22-2072	4.88	-	0.9834	0.9516	1.935	2	Alu	ENSG00000184470.21	TXNRD2	TE
