chr	start	end	name	score	strand	NormedTC_ENCFF040BGS	NormedTC_ENCFF065BIC	NormedTC_HepG2_HNRNPC	BC_HepG2_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr22	23917109	23917129	chr22-49	29.7	-	2.5527	4.5123	7.065	2	Alu	ENSG00000290199.2	""	TE
chr22	23917284	23917304	chr22-1004	9.89	-	0.4727	1.9338	2.4066	2	Deep intronic	ENSG00000290199.2	""	Genic
chr22	23917729	23917749	chr22-677	14.6	-	2.2691	1.7497	4.0187	2	Alu	ENSG00000290199.2	""	TE
chr22	23918564	23918584	chr22-2424	5.59	-	0.8509	1.1971	2.048	2	Deep intronic	ENSG00000290199.2	""	Genic
chr22	23918714	23918734	chr22-417	12.9	-	0.8509	2.3022	3.1531	2	Deep intronic	ENSG00000290199.2	""	Genic
chr22	23919618	23919638	chr22-593	15.9	-	1.3236	2.118	3.4416	2	Alu	ENSG00000290199.2	""	TE
chr22	23921011	23921031	chr22-189	27.5	-	3.2145	3.7756	6.9901	2	Alu	ENSG00000290199.2	""	TE
chr22	23921347	23921367	chr22-594	15.9	-	1.7963	1.7497	3.546	2	Alu	ENSG00000290199.2	""	TE
chr22	23921745	23921765	chr22-418	20.6	-	2.2691	2.9468	5.2159	2	Alu	ENSG00000290199.2	""	TE
chr22	23922054	23922074	chr22-2882	10.7	-	1.4182	1.2892	2.7074	2	Alu	ENSG00000290199.2	""	TE
chr22	23924727	23924747	chr22-164	19.3	-	1.7018	3.131	4.8328	2	Alu	ENSG00000290199.2	""	TE
chr22	23925754	23925774	chr22-1324	9.03	-	1.4182	0.7367	2.1549	2	Alu	ENSG00000290199.2	""	TE
chr22	23926343	23926363	chr22-2425	8.17	-	1.2291	0.6446	1.8737	2	Alu	ENSG00000290199.2	""	TE
chr22	23931586	23931606	chr22-2074	10.3	-	1.5127	0.7367	2.2494	2	Alu	ENSG00000290199.2	""	TE
chr22	23971589	23971609	chr22-2426	6.45	-	0.7564	1.1971	1.9535	2	CDS	ENSG00000099977.17	""	Genic
chr22	24004982	24005002	chr22-2885	9.89	-	1.7018	0.4604	2.1622	2	Alu	ENSG00000276950.6	GSTT4	TE
chr22	24005129	24005149	chr22-243	25.4	-	5.4836	1.013	6.4965	2	Alu	ENSG00000276950.6	GSTT4	TE
chr22	24012770	24012790	chr22-471	18.1	+	2.4581	1.9338	4.392	2	Alu	ENSG00000099991.19	""	TE
chr22	24013224	24013244	chr22-146	31.8	+	5.389	2.5785	7.9675	2	Alu	ENSG00000099991.19	""	TE
chr22	24017066	24017086	chr22-312	15.5	+	1.7963	1.9338	3.7302	2	Alu	ENSG00000099991.19	""	TE
chr22	24018610	24018630	chr22-595	15	+	3.9708	0.7367	4.7076	2	LINE	ENSG00000099991.19	""	TE
chr22	24019444	24019464	chr22-1549	7.31	+	1.3236	0.7367	2.0603	2	Alu	ENSG00000099991.19	""	TE
chr22	24020350	24020370	chr22-472	14.6	+	3.5927	1.1971	4.7898	2	Alu	ENSG00000099991.19	""	TE
chr22	24021025	24021045	chr22-769	13.3	+	3.4036	0.4604	3.864	2	Alu	ENSG00000099991.19	""	TE
chr22	24021210	24021230	chr22-1005	9.46	+	2.2691	1.013	3.282	2	Alu	ENSG00000099991.19	""	TE
chr22	24021725	24021745	chr22-419	18.1	+	3.9708	1.4734	5.4443	2	Alu	ENSG00000099991.19	""	TE
chr22	24024336	24024356	chr22-1550	7.31	+	1.5127	0.2763	1.789	2	LINE	ENSG00000099991.19	""	TE
chr22	24025691	24025711	chr22-1325	7.74	+	1.3236	0.5525	1.8761	2	Alu	ENSG00000099991.19	""	TE
chr22	24026029	24026049	chr22-3459	6.45	+	1.7963	0.8288	2.6251	2	Alu	ENSG00000099991.19	""	TE
chr22	24030345	24030365	chr22-1551	7.31	+	1.3236	0.7367	2.0603	2	Other SINE	ENSG00000099991.19	""	TE
chr22	24041969	24041989	chr22-72	61.5	+	9.4544	5.4332	14.8876	2	Alu	ENSG00000099991.19	""	TE
chr22	24042532	24042552	chr22-1553	9.89	+	0.6618	2.3022	2.964	2	Alu	ENSG00000099991.19	""	TE
chr22	24042631	24042651	chr22-1327	6.45	+	2.5527	1.013	3.5657	2	Proximal intronic	ENSG00000099991.19	""	Genic
chr22	24045478	24045498	chr22-1006	15	+	2.6472	0.7367	3.3839	2	Alu	ENSG00000099991.19	""	TE
chr22	24048445	24048465	chr22-1328	7.74	+	1.1345	0.9209	2.0554	2	Alu	ENSG00000099991.19	""	TE
chr22	24062546	24062566	chr22-1777	6.88	+	1.4182	0.4604	1.8786	2	Alu	ENSG00000099991.19	""	TE
chr22	24073269	24073289	chr22-1141	10.3	+	2.4581	0.4604	2.9186	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24082116	24082136	chr22-3463	6.45	+	1.3236	0.5525	1.8761	2	Alu	ENSG00000099991.19	""	TE
chr22	24090547	24090567	chr22-313	15	+	2.3636	1.4734	3.837	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24092467	24092487	chr22-1007	9.03	+	2.1745	1.4734	3.6479	2	Other SINE	ENSG00000099991.19	""	TE
chr22	24094297	24094317	chr22-2891	5.59	+	1.6072	0.7367	2.344	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24095467	24095487	chr22-2075	6.45	+	0.7564	1.1051	1.8614	2	LINE	ENSG00000099991.19	""	TE
chr22	24097425	24097445	chr22-1778	6.88	+	1.2291	0.9209	2.15	2	LINE	ENSG00000099991.19	""	TE
chr22	24098292	24098312	chr22-371	13.8	+	1.5127	2.2101	3.7228	2	Proximal intronic	ENSG00000099991.19	""	Genic
chr22	24099725	24099745	chr22-473	10.3	+	2.1745	1.5655	3.74	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24104122	24104142	chr22-2433	5.59	+	0.8509	1.013	1.8639	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24104661	24104681	chr22-2894	4.73	+	0.8509	1.1051	1.956	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24104864	24104884	chr22-2076	5.59	+	1.04	0.9209	1.9609	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24106826	24106846	chr22-1142	9.03	+	2.1745	0.3684	2.5429	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24106932	24106952	chr22-2896	8.6	+	1.3236	1.1971	2.5208	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24107444	24107464	chr22-190	20.2	+	2.7418	2.8547	5.5965	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24108398	24108418	chr22-1555	8.6	+	1.04	0.9209	1.9609	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24109249	24109269	chr22-65	37	+	7.8472	5.5253	13.3724	2	Alu	ENSG00000099991.19	""	TE
chr22	24109404	24109424	chr22-420	21.1	+	3.12	2.0259	5.1459	2	Alu	ENSG00000099991.19	""	TE
chr22	24109631	24109651	chr22-867	10.7	+	1.8909	1.6576	3.5485	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24109731	24109751	chr22-474	19.8	+	2.3636	2.4864	4.85	2	Other SINE	ENSG00000099991.19	""	TE
chr22	24109881	24109901	chr22-244	35.2	+	4.7272	3.0389	7.7661	2	Alu	ENSG00000099991.19	""	TE
chr22	24110240	24110260	chr22-868	9.03	+	1.9854	0.6446	2.63	2	LINE	ENSG00000099991.19	""	TE
chr22	24110382	24110402	chr22-1143	8.17	+	2.3636	0.5525	2.9161	2	LINE	ENSG00000099991.19	""	TE
chr22	24110660	24110680	chr22-1144	10.3	+	3.0254	0.9209	3.9463	2	LINE	ENSG00000099991.19	""	TE
chr22	24110892	24110912	chr22-314	12.5	+	1.3236	1.6576	2.9812	2	LINE	ENSG00000099991.19	""	TE
chr22	24111848	24111868	chr22-1008	9.89	+	1.2291	1.1971	2.4262	2	LINE	ENSG00000099991.19	""	TE
chr22	24111950	24111970	chr22-2901	5.16	+	0.8509	1.1051	1.956	2	LINE	ENSG00000099991.19	""	TE
chr22	24112272	24112292	chr22-869	13.3	+	2.08	1.5655	3.6455	2	LINE	ENSG00000099991.19	""	TE
chr22	24112337	24112357	chr22-2077	6.88	+	1.1345	1.013	2.1475	2	Alu	ENSG00000099991.19	""	TE
chr22	24112485	24112505	chr22-1556	6.45	+	2.08	1.1971	3.2771	2	LINE	ENSG00000099991.19	""	TE
chr22	24117391	24117411	chr22-2078	6.88	+	1.1345	0.8288	1.9633	2	Alu	ENSG00000099991.19	""	TE
chr22	24136380	24136400	chr22-2435	8.6	+	1.6072	0.5525	2.1598	2	Alu	ENSG00000099991.19	""	TE
chr22	24140706	24140726	chr22-1557	7.31	+	1.04	1.1051	2.145	2	Deep intronic	ENSG00000099991.19	""	Genic
chr22	24174032	24174052	chr22-315	16.3	+	2.4581	1.3813	3.8395	2	Alu	ENSG00000099991.19	""	TE
chr22	24179167	24179187	chr22-1329	10.3	+	2.08	0.4604	2.5404	2	3'UTR-distal	""	""	Genic
chr22	24274797	24274817	chr22-4229	8.17	+	1.7018	0.0921	1.7939	2	First intron	ENSG00000100014.21	""	Genic
chr22	24280606	24280626	chr22-1780	9.03	+	1.3236	1.4734	2.797	2	Alu	ENSG00000100014.21	""	TE
chr22	24282805	24282825	chr22-245	31.8	+	3.309	4.0519	7.3609	2	Alu	ENSG00000100014.21	""	TE
chr22	24285670	24285690	chr22-2079	7.74	+	1.3236	0.8288	2.1524	2	Alu	ENSG00000100014.21	""	TE
chr22	24306596	24306616	chr22-1559	6.02	+	0.6618	1.5655	2.2273	2	Alu	ENSG00000100014.21	""	TE
chr22	24309427	24309447	chr22-770	11.2	+	1.6072	1.1051	2.7123	2	Alu	ENSG00000100014.21	""	TE
chr22	24358141	24358161	chr22-1330	14.2	+	2.2691	1.7497	4.0187	2	Alu	ENSG00000100014.21	""	TE
chr22	24389054	24389074	chr22-3476	5.59	+	1.04	1.013	2.053	2	LINE	ENSG00000100014.21	""	TE
chr22	24389140	24389160	chr22-1145	14.6	+	2.9309	1.4734	4.4043	2	Alu	ENSG00000100014.21	""	TE
chr22	24390904	24390924	chr22-596	12	+	2.1745	1.1971	3.3717	2	Alu	ENSG00000100014.21	""	TE
chr22	24391068	24391088	chr22-2439	6.88	+	1.7018	0.3684	2.0701	2	Alu	ENSG00000100014.21	""	TE
chr22	24394837	24394857	chr22-275	28.4	+	3.5927	2.6706	6.2632	2	Alu	ENSG00000100014.21	""	TE
chr22	24395663	24395683	chr22-2081	5.59	+	1.1345	0.7367	1.8712	2	CDS	ENSG00000100014.21	""	Genic
chr22	24396335	24396355	chr22-1560	9.46	+	1.7018	0.9209	2.6227	2	Alu	ENSG00000100014.21	""	TE
chr22	24407403	24407423	chr22-1781	7.31	+	0.5673	1.6576	2.2248	2	Deep intronic	ENSG00000100014.21	""	Genic
chr22	24541350	24541370	chr22-678	14.6	-	2.2691	1.8418	4.1108	2	3'UTR	ENSG00000138867.18	""	Genic
chr22	24541435	24541455	chr22-73	34	-	4.0654	4.7886	8.854	2	3'UTR	ENSG00000138867.18	""	Genic
chr22	24541600	24541620	chr22-20	52.4	-	6.5235	6.3541	12.8776	2	3'UTR	ENSG00000138867.18	""	Genic
chr22	24541930	24541950	chr22-421	12.5	-	1.9854	1.3813	3.3667	2	3'UTR	ENSG00000138867.18	""	Genic
chr22	24544996	24545016	chr22-2440	8.6	-	1.2291	0.7367	1.9658	2	Alu	ENSG00000138867.18	""	TE
chr22	24550299	24550319	chr22-1331	10.3	-	1.7963	1.013	2.8093	2	LINE	ENSG00000138867.18	""	TE
chr22	24551791	24551811	chr22-2441	6.45	-	1.1345	0.7367	1.8712	2	LINE	ENSG00000138867.18	""	TE
chr22	24551863	24551883	chr22-1332	8.6	-	1.5127	0.6446	2.1573	2	LTR/ERV	ENSG00000138867.18	""	TE
chr22	24552269	24552289	chr22-870	8.6	-	0.9454	1.1971	2.1426	2	Alu	ENSG00000138867.18	""	TE
chr22	24552739	24552759	chr22-2084	9.89	-	1.4182	1.5655	2.9837	2	Alu	ENSG00000138867.18	""	TE
chr22	24552836	24552856	chr22-1009	12.5	-	2.5527	0.9209	3.4736	2	Alu	ENSG00000138867.18	""	TE
chr22	24560118	24560138	chr22-316	15.9	+	2.08	2.118	4.198	2	Alu	ENSG00000100028.13	""	TE
chr22	24561102	24561122	chr22-2085	6.45	+	0.7564	1.1971	1.9535	2	Alu	ENSG00000100028.13	""	TE
chr22	24564912	24564932	chr22-597	11.6	+	2.08	0.9209	3.0008	2	Alu	ENSG00000100028.13	""	TE
chr22	24566301	24566321	chr22-372	14.2	+	1.5127	1.9338	3.4466	2	Alu	ENSG00000100028.13	""	TE
chr22	24568369	24568389	chr22-2086	7.74	+	1.04	1.013	2.053	2	Alu	ENSG00000100028.13	""	TE
chr22	24570843	24570863	chr22-871	8.17	+	1.1345	1.3813	2.5158	2	Alu	ENSG00000100028.13	""	TE
chr22	24572194	24572214	chr22-1010	9.89	+	1.3236	1.4734	2.797	2	3'UTR	ENSG00000100028.13	""	Genic
chr22	24576279	24576299	chr22-598	11.2	+	1.04	1.7497	2.7897	2	Alu	ENSG00000100028.13	""	TE
chr22	24608847	24608867	chr22-771	13.8	+	1.5127	2.2101	3.7228	2	Alu	ENSG00000100031.20	""	TE
chr22	24968922	24968942	chr22-3484	7.31	+	1.2291	0.7367	1.9658	2	Alu	ENSG00000197077.15	""	TE
chr22	24975346	24975366	chr22-872	9.46	+	1.3236	1.2892	2.6128	2	Alu	ENSG00000197077.15	""	TE
chr22	24979379	24979399	chr22-2444	5.59	+	1.2291	1.1051	2.3341	2	Alu	ENSG00000197077.15	""	TE
chr22	24995379	24995399	chr22-1146	9.46	+	0.8509	1.4734	2.3243	2	Alu	ENSG00000197077.15	""	TE
chr22	25003436	25003456	chr22-873	73.9	+	10.3053	5.8936	16.1989	2	Alu	ENSG00000197077.15	""	TE
chr22	25066162	25066182	chr22-422	16.8	+	1.5127	2.118	3.6307	2	Alu	ENSG00000197077.15	""	TE
chr22	25075803	25075823	chr22-531	11.2	+	1.9854	1.4734	3.4588	2	Alu	ENSG00000197077.15	""	TE
chr22	25080574	25080594	chr22-475	21.9	+	2.5527	2.3943	4.947	2	Alu	ENSG00000197077.15	""	TE
chr22	25102632	25102652	chr22-2446	5.59	+	1.5127	0.4604	1.9731	2	Alu	ENSG00000197077.15	""	TE
chr22	25107502	25107522	chr22-2090	7.31	+	1.9854	0.1842	2.1696	2	Alu	ENSG00000197077.15	""	TE
chr22	25109129	25109149	chr22-1333	8.6	+	0.8509	1.013	1.8639	2	Alu	ENSG00000197077.15	""	TE
chr22	25112065	25112085	chr22-679	9.46	+	0.8509	1.3813	2.2322	2	5'UTR	ENSG00000197077.15	""	Genic
chr22	25116105	25116125	chr22-276	24.1	+	2.08	4.0519	6.1318	2	Alu	ENSG00000197077.15	""	TE
chr22	25116256	25116276	chr22-680	11.6	+	1.2291	1.3813	2.6104	2	Alu	ENSG00000197077.15	""	TE
chr22	25150859	25150879	chr22-1011	8.17	+	1.04	1.4734	2.5134	2	Alu	ENSG00000197077.15	""	TE
chr22	25151458	25151478	chr22-1147	7.31	+	0.9454	1.1051	2.0505	2	Alu	ENSG00000197077.15	""	TE
chr22	25151769	25151789	chr22-874	8.6	+	0.9454	1.6576	2.603	2	Alu	ENSG00000197077.15	""	TE
chr22	25194107	25194127	chr22-3489	6.02	+	0.7564	1.1051	1.8614	2	3'UTR	ENSG00000197077.15	""	Genic
chr22	25351186	25351206	chr22-2450	12.5	-	1.8909	1.1971	3.088	2	Alu	""	""	TE
chr22	25363500	25363520	chr22-317	15.9	-	2.5527	1.4734	4.0261	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25370913	25370933	chr22-1564	9.46	-	1.2291	1.3813	2.6104	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25373917	25373937	chr22-373	13.3	-	1.2291	2.4864	3.7154	2	Deep intronic	ENSG00000100068.15	LRP5L	Genic
chr22	25382252	25382272	chr22-1335	9.46	-	1.6072	0.5525	2.1598	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25397036	25397056	chr22-1148	12.9	-	1.6072	1.3813	2.9886	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25397900	25397920	chr22-1789	7.31	-	1.1345	0.7367	1.8712	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25399021	25399041	chr22-532	10.7	-	1.5127	1.1051	2.6178	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25399328	25399348	chr22-1012	9.46	-	1.4182	1.3813	2.7995	2	Alu	ENSG00000100068.15	LRP5L	TE
chr22	25436132	25436152	chr22-2451	8.6	-	1.3236	0.7367	2.0603	2	Alu	ENSG00000272942.1	""	TE
chr22	25447814	25447834	chr22-1565	8.17	-	0.8509	1.1051	1.956	2	Alu	ENSG00000272942.1	""	TE
chr22	25450445	25450465	chr22-1149	9.03	+	0.5673	1.5655	2.1328	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25451143	25451163	chr22-1150	6.88	+	0.8509	1.013	1.8639	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25461950	25461970	chr22-1790	8.6	+	0.9454	1.4734	2.4188	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25462119	25462139	chr22-1151	8.17	+	0.7564	1.1971	1.9535	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25464245	25464265	chr22-1336	13.8	+	1.2291	1.8418	3.0708	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25465228	25465248	chr22-246	27.9	+	3.5927	3.0389	6.6316	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25476218	25476238	chr22-2453	5.59	+	1.2291	1.013	2.242	2	Alu	ENSG00000272977.1	""	TE
chr22	25481846	25481866	chr22-1152	9.03	+	0.9454	1.5655	2.5109	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25509029	25509049	chr22-599	10.7	+	0.3782	2.0259	2.4041	2	Alu	ENSG00000291087.2	CRYBB2P1	TE
chr22	25609876	25609896	chr22-2924	7.74	+	1.4182	1.1051	2.5232	2	Alu	ENSG00000100077.17	""	TE
chr22	25610885	25610905	chr22-600	9.03	+	1.4182	1.5655	2.9837	2	Alu	ENSG00000100077.17	""	TE
chr22	25691991	25692011	chr22-476	13.8	+	2.08	1.8418	3.9217	2	Alu	ENSG00000100077.17	""	TE
chr22	25724886	25724906	chr22-772	8.6	+	0.4727	1.7497	2.2224	2	3'UTR	ENSG00000100077.17	""	Genic
chr22	26453054	26453074	chr22-1013	10.3	-	1.5127	1.3813	2.894	2	3'UTR	ENSG00000100099.23	""	Genic
chr22	26469659	26469679	chr22-1154	9.46	-	1.6072	0.6446	2.2519	2	Alu	ENSG00000100099.23	""	TE
chr22	26490589	26490609	chr22-477	10.3	+	1.2291	1.7497	2.9787	2	Alu	ENSG00000100104.14	""	TE
chr22	26493053	26493073	chr22-1014	8.17	+	0.9454	1.1051	2.0505	2	3'UTR	ENSG00000100104.14	""	Genic
chr22	27521561	27521581	chr22-2101	20.6	-	2.5527	1.9338	4.4865	2	Alu	ENSG00000224027.2	""	TE
chr22	27852331	27852351	chr22-3505	4.73	-	1.1345	1.1051	2.2396	2	3'UTR	ENSG00000180957.19	PITPNB	Genic
chr22	27852540	27852560	chr22-1568	7.31	-	0.5673	2.118	2.6853	2	3'UTR	ENSG00000180957.19	PITPNB	Genic
chr22	27861272	27861292	chr22-1794	6.88	-	0.9454	0.9209	1.8663	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27865652	27865672	chr22-1339	6.45	-	1.1345	1.3813	2.5158	2	Deep intronic	ENSG00000180957.19	PITPNB	Genic
chr22	27885415	27885435	chr22-5299	9.89	-	2.08	0.1842	2.2641	2	Deep intronic	ENSG00000180957.19	PITPNB	Genic
chr22	27895560	27895580	chr22-1795	6.02	-	1.4182	0.8288	2.247	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27898344	27898364	chr22-2931	5.59	-	1.3236	0.8288	2.1524	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27900170	27900190	chr22-1569	9.89	-	1.6072	0.9209	2.5281	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27901855	27901875	chr22-1340	12	-	1.6072	1.4734	3.0807	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27902985	27903005	chr22-318	17.2	-	3.12	2.3943	5.5142	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27903585	27903605	chr22-165	18.1	-	1.4182	3.2231	4.6412	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27903757	27903777	chr22-219	29.7	-	1.7963	4.7886	6.5849	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27912956	27912976	chr22-1155	8.6	-	1.1345	1.1971	2.3317	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27916607	27916627	chr22-1570	7.74	-	0.7564	1.3813	2.1377	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27916778	27916798	chr22-773	14.2	-	1.2291	1.8418	3.0708	2	Alu	ENSG00000180957.19	PITPNB	TE
chr22	27922732	27922752	chr22-875	8.17	+	1.2291	1.9338	3.1629	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27923201	27923221	chr22-147	21.1	+	1.7018	3.0389	4.7407	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27932283	27932303	chr22-2102	7.74	+	1.2291	1.1051	2.3341	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27942664	27942684	chr22-1156	10.7	+	1.4182	1.4734	2.8916	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27945583	27945603	chr22-2103	7.74	+	0.8509	1.1051	1.956	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27946444	27946464	chr22-1157	10.3	+	1.6072	1.013	2.6202	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27973193	27973213	chr22-478	10.3	+	1.1345	1.7497	2.8842	2	Alu	ENSG00000235954.10	TTC28-AS1	TE
chr22	27979451	27979471	chr22-1796	11.2	-	1.6072	1.1051	2.7123	2	3'UTR	ENSG00000100154.15	TTC28	Genic
chr22	28110907	28110927	chr22-1341	10.3	-	1.1345	1.3813	2.5158	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28160247	28160267	chr22-3513	12.9	-	2.9309	0.1842	3.115	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28205966	28205986	chr22-2462	6.02	-	1.1345	1.013	2.1475	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28243331	28243351	chr22-277	14.6	-	1.7018	1.8418	3.5436	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28256229	28256249	chr22-1342	6.45	-	0.6618	1.4734	2.1352	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28266152	28266172	chr22-1343	9.46	-	0.7564	1.4734	2.2298	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28288783	28288803	chr22-2106	6.45	-	1.3236	0.8288	2.1524	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28289679	28289699	chr22-3520	4.3	-	0.8509	1.013	1.8639	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28289995	28290015	chr22-1344	9.46	-	1.3236	1.1051	2.4287	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28347076	28347096	chr22-774	8.6	-	0.9454	1.013	1.9584	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28371319	28371339	chr22-2941	5.59	-	0.9454	1.013	1.9584	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28372078	28372098	chr22-876	8.6	-	0.7564	1.2892	2.0456	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28378317	28378337	chr22-681	11.6	-	1.7018	1.6576	3.3594	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28393664	28393684	chr22-601	15.9	-	1.7963	2.0259	3.8223	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28395586	28395606	chr22-423	10.7	-	1.5127	1.5655	3.0782	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28401583	28401603	chr22-602	15.9	-	2.3636	1.4734	3.837	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28401736	28401756	chr22-877	10.3	-	1.3236	2.6706	3.9942	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28417274	28417294	chr22-191	16.8	-	1.9854	2.3943	4.3797	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28417448	28417468	chr22-533	14.6	-	1.7018	1.7497	3.4515	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28421903	28421923	chr22-2465	6.45	-	1.9854	1.2892	3.2747	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28426184	28426204	chr22-319	17.2	-	3.12	2.0259	5.1459	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28431947	28431967	chr22-603	24.9	-	3.2145	2.9468	6.1613	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28432097	28432117	chr22-1346	9.89	-	1.2291	1.2892	2.5183	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28439428	28439448	chr22-1347	11.6	-	2.6472	0.0921	2.7393	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28455686	28455706	chr22-320	12.5	-	1.5127	1.9338	3.4466	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28456512	28456532	chr22-775	9.03	-	0.8509	1.1971	2.048	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28459247	28459267	chr22-321	15	-	1.1345	2.4864	3.6209	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28459401	28459421	chr22-166	16.8	-	1.5127	3.4993	5.012	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28459546	28459566	chr22-1158	6.88	-	0.4727	1.6576	2.1303	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28478315	28478335	chr22-247	21.5	-	2.6472	3.2231	5.8703	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28485599	28485619	chr22-878	9.89	-	1.3236	1.1051	2.4287	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28488877	28488897	chr22-1159	7.74	-	0.6618	1.2892	1.951	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28489254	28489274	chr22-534	11.6	-	1.8909	1.7497	3.6406	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28489734	28489754	chr22-1015	8.6	-	1.7963	0.9209	2.7172	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28493163	28493183	chr22-1348	12.5	-	1.6072	1.6576	3.2648	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28493327	28493347	chr22-56	41.7	-	5.1054	5.8015	10.9069	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28493611	28493631	chr22-479	11.6	-	1.9854	1.1051	3.0905	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28493700	28493720	chr22-1016	15.5	-	2.1745	1.7497	3.9242	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28494913	28494933	chr22-4322	7.74	-	1.6072	0.9209	2.5281	2	LINE	ENSG00000100154.15	TTC28	TE
chr22	28498111	28498131	chr22-374	24.1	-	2.6472	2.9468	5.594	2	Deep intronic	ENSG00000100154.15	TTC28	Genic
chr22	28498984	28499004	chr22-1017	10.7	-	1.4182	1.2892	2.7074	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28499153	28499173	chr22-1160	8.17	-	0.8509	1.2892	2.1401	2	Alu	ENSG00000100154.15	TTC28	TE
chr22	28502624	28502644	chr22-776	37.4	-	4.2545	3.8677	8.1222	2	Alu	ENSG00000100154.15	TTC28	TE
