chr	start	end	name	score	strand	NormedTC_ENCFF452ZWM	NormedTC_ENCFF786UGT	NormedTC_K562_ELAVL1	BC_K562_ELAVL1	annotation	gene	external_gene_name	grouped_annotation
chr3	196066972	196066992	chr3-5501	8.94	-	1.941	1.7936	3.7347	2	LINE	ENSG00000072274.15	""	TE
chr3	196068905	196068925	chr3-148	46.4	-	8.2935	3.7761	12.0696	2	Alu	ENSG00000072274.15	""	TE
chr3	196069087	196069107	chr3-2121	16.8	-	5.1173	1.9824	7.0997	2	Alu	ENSG00000072274.15	""	TE
chr3	196069688	196069708	chr3-455	27.9	-	7.4112	2.9265	10.3377	2	Proximal intronic	ENSG00000072274.15	""	Genic
chr3	196069917	196069937	chr3-689	17.3	-	5.8231	1.7936	7.6168	2	Deep intronic	ENSG00000072274.15	""	Genic
chr3	196070064	196070084	chr3-957	20.1	-	5.1173	2.3601	7.4773	2	Deep intronic	ENSG00000072274.15	""	Genic
chr3	196070456	196070476	chr3-632	45.3	-	10.7639	6.2305	16.9945	2	Alu	ENSG00000072274.15	""	TE
chr3	196070761	196070781	chr3-89	69.8	-	12.8814	5.2865	18.1679	2	Alu	ENSG00000072274.15	""	TE
chr3	196070927	196070947	chr3-85	90.5	-	16.5871	10.0066	26.5937	2	Alu	ENSG00000072274.15	""	TE
chr3	196071172	196071192	chr3-83	81.6	-	17.6458	7.4578	25.1036	2	LINE	ENSG00000072274.15	""	TE
chr3	196071302	196071322	chr3-1859	17.3	-	2.6469	2.2656	4.9125	2	Deep intronic	ENSG00000072274.15	""	Genic
chr3	196071472	196071492	chr3-2122	11.7	-	1.0587	2.0768	3.1356	2	5'UTR	ENSG00000072274.15	""	Genic
chr3	196072287	196072307	chr3-73	112.9	-	17.8223	12.5555	30.3777	2	Proximal intronic	ENSG00000072274.15	""	Genic
chr3	196072867	196072887	chr3-633	69.3	-	5.8231	8.9682	14.7913	2	Satellite/LC	ENSG00000072274.15	""	TE
chr3	196073024	196073044	chr3-390	38	-	5.4702	3.8705	9.3407	2	Alu	ENSG00000072274.15	""	TE
chr3	196073207	196073227	chr3-634	28.5	-	4.0585	4.7201	8.7786	2	Alu	ENSG00000072274.15	""	TE
chr3	196073260	196073280	chr3-1623	21.2	-	1.0587	3.3985	4.4572	2	Alu	ENSG00000072274.15	""	TE
chr3	196074097	196074117	chr3-2431	12.3	-	1.0587	2.4545	3.5132	2	CDS	ENSG00000072274.15	""	Genic
chr3	196074439	196074459	chr3-2123	14.5	-	3.3527	2.4545	5.8072	2	Deep intronic	ENSG00000072274.15	""	Genic
chr3	196075028	196075048	chr3-690	20.1	-	2.4704	2.2656	4.7361	2	Alu	ENSG00000072274.15	""	TE
chr3	196075759	196075779	chr3-635	25.7	-	5.1173	3.9649	9.0822	2	LINE	ENSG00000072274.15	""	TE
chr3	196075954	196075974	chr3-790	19.6	-	2.294	2.9265	5.2204	2	Alu	ENSG00000072274.15	""	TE
chr3	196076125	196076145	chr3-116	69.8	-	9.8816	7.741	17.6226	2	Alu	ENSG00000072274.15	""	TE
chr3	196077741	196077761	chr3-8263	5.59	-	2.6469	1.1328	3.7797	2	Alu	ENSG00000072274.15	""	TE
chr3	196079594	196079614	chr3-1301	30.7	-	4.0585	3.7761	7.8346	2	Alu	ENSG00000072274.15	""	TE
chr3	196080170	196080190	chr3-5503	12.9	-	2.4704	1.888	4.3585	2	Alu	ENSG00000072274.15	""	TE
chr3	196248675	196248695	chr3-6703	731.4	-	152.9891	41.7257	194.7148	2	Deep intronic	ENSG00000161217.13	""	Genic
chr3	196255682	196255702	chr3-2834	11.7	-	1.7646	1.2272	2.9918	2	Alu	ENSG00000161217.13	""	TE
chr3	196285443	196285463	chr3-1624	14	-	2.6469	1.0384	3.6853	2	3'UTR-distal	ENSG00000161217.13	""	Genic
chr3	196348906	196348926	chr3-28	114	-	37.2326	8.9682	46.2008	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196349706	196349726	chr3-5510	6.71	-	1.941	1.1328	3.0739	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196350540	196350560	chr3-1625	8.94	-	3.3527	1.2272	4.5799	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196351329	196351349	chr3-1626	11.7	-	2.1175	1.2272	3.3447	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196351465	196351485	chr3-30	92.2	-	19.9398	7.741	27.6807	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196352045	196352065	chr3-636	20.1	-	5.9996	1.9824	7.982	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196354138	196354158	chr3-267	44.1	-	9.3523	4.1537	13.506	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196356165	196356185	chr3-3925	7.82	-	4.0585	0.6608	4.7193	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196356479	196356499	chr3-1862	14	-	5.1173	0.8496	5.9669	2	3'UTR	ENSG00000163960.14	""	Genic
chr3	196365231	196365251	chr3-4632	13.4	-	2.294	2.3601	4.654	2	LINE	ENSG00000163960.14	""	TE
chr3	196365275	196365295	chr3-3926	7.82	-	3.3527	1.5104	4.8631	2	LINE	ENSG00000163960.14	""	TE
chr3	196373323	196373343	chr3-13396	16.2	+	3.3527	0.944	4.2967	2	Deep intronic	""	""	Genic
chr3	196401229	196401249	chr3-4634	12.3	-	2.1175	0.944	3.0615	2	Alu	ENSG00000163960.14	""	TE
chr3	196414893	196414913	chr3-8274	5.03	-	2.4704	0.6608	3.1312	2	Satellite/LC	ENSG00000163960.14	""	TE
chr3	196417299	196417319	chr3-2433	11.2	-	2.4704	0.8496	3.32	2	Alu	ENSG00000163960.14	""	TE
chr3	196419267	196419287	chr3-113	70.4	-	15.5283	4.4369	19.9652	2	Alu	ENSG00000163960.14	""	TE
chr3	196428104	196428124	chr3-8275	8.38	-	2.8233	0.5664	3.3897	2	Alu	ENSG00000163960.14	""	TE
chr3	196466679	196466699	chr3-587	18.4	-	5.9996	1.0384	7.038	2	3'UTR-distal	""	""	Genic
chr3	196469452	196469472	chr3-3928	8.38	-	3.1762	0.944	4.1203	2	3'UTR	ENSG00000163961.4	RNF168	Genic
chr3	196469750	196469770	chr3-2434	8.38	-	2.4704	0.7552	3.2256	2	3'UTR	ENSG00000163961.4	RNF168	Genic
chr3	196470996	196471016	chr3-224	85.5	-	11.2933	9.4402	20.7335	2	3'UTR	ENSG00000163961.4	RNF168	Genic
chr3	196471272	196471292	chr3-296	34.6	-	11.2933	5.2865	16.5798	2	3'UTR	ENSG00000163961.4	RNF168	Genic
chr3	196473795	196473815	chr3-1302	14	-	4.7644	1.5104	6.2748	2	Alu	ENSG00000163961.4	RNF168	TE
chr3	196481414	196481434	chr3-544	30.2	-	6.5289	2.1712	8.7002	2	Alu	ENSG00000163961.4	RNF168	TE
chr3	196491304	196491324	chr3-791	17.3	-	5.2937	1.888	7.1818	2	Alu	ENSG00000163961.4	RNF168	TE
chr3	196492965	196492985	chr3-3931	10.1	-	2.8233	1.6992	4.5226	2	First intron	ENSG00000163961.4	RNF168	Genic
chr3	196495008	196495028	chr3-1863	10.6	-	2.4704	0.8496	3.32	2	Alu	ENSG00000163961.4	RNF168	TE
chr3	196569789	196569809	chr3-3329	8.94	+	2.8233	1.6048	4.4282	2	First intron	ENSG00000174013.8	FBXO45	Genic
chr3	196585045	196585065	chr3-1628	13.4	+	2.9998	1.1328	4.1326	2	3'UTR	ENSG00000174013.8	FBXO45	Genic
chr3	196585105	196585125	chr3-2125	14.5	+	3.8821	2.4545	6.3365	2	3'UTR	ENSG00000174013.8	FBXO45	Genic
chr3	196585369	196585389	chr3-4637	9.5	+	1.7646	1.2272	2.9918	2	3'UTR	ENSG00000174013.8	FBXO45	Genic
chr3	196585842	196585862	chr3-2436	11.7	+	2.294	1.2272	3.5212	2	3'UTR	ENSG00000174013.8	FBXO45	Genic
chr3	196587945	196587965	chr3-588	21.2	+	4.5879	1.5104	6.0983	2	3'UTR	ENSG00000174013.8	FBXO45	Genic
chr3	196744943	196744963	chr3-2836	22.4	+	2.294	3.2097	5.5036	2	3'UTR-distal	ENSG00000180370.11	""	Genic
chr3	196745134	196745154	chr3-1864	15.6	+	3.5292	0.8496	4.3788	2	3'UTR-distal	ENSG00000180370.11	""	Genic
chr3	196747152	196747172	chr3-412	19	+	8.2935	4.7201	13.0136	2	LINE	ENSG00000180370.11	""	TE
chr3	196747999	196748019	chr3-2437	14	+	1.2352	2.1712	3.4065	2	First intron	ENSG00000180370.11	""	Genic
chr3	196749090	196749110	chr3-1629	13.4	+	1.4117	1.888	3.2997	2	LINE	ENSG00000180370.11	""	TE
chr3	196751762	196751782	chr3-2838	13.4	+	1.5881	1.416	3.0042	2	Alu	ENSG00000180370.11	""	TE
chr3	196752284	196752304	chr3-4639	8.94	+	1.7646	2.1712	3.9358	2	First intron	ENSG00000180370.11	""	Genic
chr3	196785020	196785040	chr3-2839	27.4	-	4.235	3.4929	7.7279	2	Other exon	ENSG00000206892.1	RNU6-42P	Genic
chr3	196811407	196811427	chr3-1444	15.1	+	1.941	1.5104	3.4515	2	Alu	ENSG00000180370.11	""	TE
chr3	196828840	196828860	chr3-1865	12.9	+	4.7644	3.0209	7.7852	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196829343	196829363	chr3-2840	10.6	+	3.5292	1.9824	5.5116	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196829391	196829411	chr3-1866	17.9	+	4.235	3.9649	8.1999	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196829850	196829870	chr3-1630	16.8	+	3.5292	2.2656	5.7948	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196829960	196829980	chr3-545	21.2	+	5.6467	4.0593	9.7059	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196830157	196830177	chr3-1631	23.5	+	2.1175	5.0977	7.2152	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196830899	196830919	chr3-24	202.8	+	31.7624	19.258	51.0204	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196831065	196831085	chr3-691	50.3	+	6.8819	5.9473	12.8292	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196831226	196831246	chr3-2127	19.6	+	3.1762	2.7377	5.9139	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196831356	196831376	chr3-413	23.5	+	5.9996	6.2305	12.2301	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196832372	196832392	chr3-160	58.1	+	13.7637	8.8738	22.6375	2	3'UTR	ENSG00000180370.11	""	Genic
chr3	196918400	196918420	chr3-3331	10.1	+	1.5881	1.5104	3.0986	2	LINE	ENSG00000119231.12	""	TE
chr3	196921683	196921703	chr3-2438	11.2	+	1.4117	1.6992	3.1109	2	Other SINE	ENSG00000119231.12	""	TE
chr3	196931071	196931091	chr3-792	16.8	+	4.0585	1.7936	5.8522	2	3'UTR	ENSG00000119231.12	""	Genic
chr3	196931126	196931146	chr3-958	13.4	+	4.235	3.7761	8.0111	2	3'UTR	ENSG00000119231.12	""	Genic
chr3	196932759	196932779	chr3-12	247.5	+	28.4097	28.2262	56.6359	2	3'UTR	ENSG00000119231.12	""	Genic
chr3	196933040	196933060	chr3-22	425.8	+	56.643	47.2954	103.9384	2	3'UTR	ENSG00000119231.12	""	Genic
chr3	196933154	196933174	chr3-17	131.3	+	17.9987	15.2931	33.2918	2	3'UTR	ENSG00000119231.12	""	Genic
chr3	196936588	196936608	chr3-1171	27.4	-	4.235	3.6817	7.9167	2	3'UTR	ENSG00000114503.11	NCBP2	Genic
chr3	196936645	196936665	chr3-5522	14	-	2.294	2.3601	4.654	2	3'UTR	ENSG00000114503.11	NCBP2	Genic
chr3	197020688	197020708	chr3-6724	11.2	+	3.1762	0.1888	3.365	2	Alu	""	""	TE
chr3	197044569	197044589	chr3-1445	13.4	-	2.6469	1.6992	4.3461	2	3'UTR	ENSG00000075711.22	""	Genic
chr3	197049300	197049320	chr3-2841	22.9	-	3.1762	2.6433	5.8195	2	Alu	ENSG00000075711.22	""	TE
chr3	197074699	197074719	chr3-1172	26.3	-	3.7056	4.3425	8.0481	2	Deep intronic	ENSG00000075711.22	""	Genic
chr3	197075212	197075232	chr3-1632	10.1	-	2.6469	2.0768	4.7237	2	Satellite/LC	ENSG00000075711.22	""	TE
chr3	197082354	197082374	chr3-3332	14.5	-	2.8233	1.1328	3.9562	2	Alu	ENSG00000075711.22	""	TE
chr3	197083783	197083803	chr3-4645	11.7	-	2.294	1.0384	3.3324	2	Alu	ENSG00000075711.22	""	TE
chr3	197087976	197087996	chr3-3333	10.1	-	2.1175	1.6048	3.7223	2	Deep intronic	ENSG00000075711.22	""	Genic
chr3	197113970	197113990	chr3-3334	20.1	-	2.8233	2.5489	5.3722	2	Alu	ENSG00000075711.22	""	TE
chr3	197116237	197116257	chr3-1446	17.3	-	2.8233	4.5313	7.3546	2	Deep intronic	ENSG00000075711.22	""	Genic
chr3	197116291	197116311	chr3-1304	10.1	-	2.9998	3.0209	6.0206	2	Deep intronic	ENSG00000075711.22	""	Genic
chr3	197116667	197116687	chr3-2128	13.4	-	3.3527	2.6433	5.996	2	Satellite/LC	ENSG00000075711.22	""	TE
chr3	197117152	197117172	chr3-4646	9.5	-	1.941	1.2272	3.1683	2	LINE	ENSG00000075711.22	""	TE
chr3	197118271	197118291	chr3-3936	12.3	-	1.4117	1.6048	3.0165	2	Deep intronic	ENSG00000075711.22	""	Genic
chr3	197120250	197120270	chr3-589	22.9	-	3.1762	2.2656	5.4419	2	Alu	ENSG00000075711.22	""	TE
chr3	197122194	197122214	chr3-3335	7.26	-	1.941	1.6048	3.5459	2	LINE	ENSG00000075711.22	""	TE
chr3	197123156	197123176	chr3-2439	12.9	-	1.4117	2.1712	3.5829	2	LINE	ENSG00000075711.22	""	TE
chr3	197125482	197125502	chr3-2842	10.1	-	2.9998	1.5104	4.5102	2	LINE	ENSG00000075711.22	""	TE
chr3	197126442	197126462	chr3-4648	11.7	-	1.7646	1.2272	2.9918	2	CDS	ENSG00000075711.22	""	Genic
chr3	197153838	197153858	chr3-5526	6.15	-	2.4704	0.944	3.4144	2	LINE	ENSG00000075711.22	""	TE
chr3	197154728	197154748	chr3-4651	6.15	-	1.7646	1.6048	3.3694	2	LINE	ENSG00000075711.22	""	TE
chr3	197157165	197157185	chr3-2843	10.1	-	1.2352	1.888	3.1232	2	LINE	ENSG00000075711.22	""	TE
chr3	197157374	197157394	chr3-5527	7.26	-	0.8823	2.1712	3.0535	2	LINE	ENSG00000075711.22	""	TE
chr3	197157501	197157521	chr3-2844	8.38	-	1.4117	1.6048	3.0165	2	LINE	ENSG00000075711.22	""	TE
chr3	197158230	197158250	chr3-1633	14.5	-	1.941	1.7936	3.7347	2	LINE	ENSG00000075711.22	""	TE
chr3	197161557	197161577	chr3-6733	7.26	-	2.1175	1.0384	3.1559	2	First intron	ENSG00000075711.22	""	Genic
chr3	197163105	197163125	chr3-6734	5.59	-	2.9998	3.0209	6.0206	2	LINE	ENSG00000075711.22	""	TE
chr3	197163163	197163183	chr3-959	26.8	-	4.235	3.6817	7.9167	2	LINE	ENSG00000075711.22	""	TE
chr3	197181734	197181754	chr3-1868	12.3	-	1.941	2.2656	4.2067	2	First intron	ENSG00000075711.22	""	Genic
chr3	197182483	197182503	chr3-3938	8.38	-	2.1175	1.0384	3.1559	2	First intron	ENSG00000075711.22	""	Genic
chr3	197190998	197191018	chr3-960	19.6	-	4.0585	2.4545	6.513	2	Alu	ENSG00000075711.22	""	TE
chr3	197191603	197191623	chr3-2440	13.4	-	1.0587	2.2656	3.3244	2	Deep intronic	ENSG00000075711.22	""	Genic
chr3	197192256	197192276	chr3-5529	10.1	-	1.5881	1.6992	3.2874	2	LINE	ENSG00000075711.22	""	TE
chr3	197192438	197192458	chr3-268	29.1	-	5.2937	3.3985	8.6922	2	LINE	ENSG00000075711.22	""	TE
chr3	197193509	197193529	chr3-1869	15.1	-	2.4704	2.4545	4.9249	2	LINE	ENSG00000075711.22	""	TE
chr3	197238934	197238954	chr3-1173	16.2	-	5.4702	1.7936	7.2638	2	LINE	ENSG00000075711.22	""	TE
chr3	197240697	197240717	chr3-3339	11.7	-	1.4117	1.888	3.2997	2	LINE	ENSG00000075711.22	""	TE
chr3	197240894	197240914	chr3-2846	7.82	-	2.4704	2.3601	4.8305	2	LINE	ENSG00000075711.22	""	TE
chr3	197242530	197242550	chr3-2442	15.6	-	1.7646	3.0209	4.7854	2	LINE	ENSG00000075711.22	""	TE
chr3	197248958	197248978	chr3-861	24	-	3.7056	3.4929	7.1985	2	Alu	ENSG00000075711.22	""	TE
chr3	197249088	197249108	chr3-1447	16.8	-	3.8821	3.6817	7.5638	2	LINE	ENSG00000075711.22	""	TE
chr3	197249178	197249198	chr3-391	31.3	-	4.5879	4.5313	9.1192	2	LINE	ENSG00000075711.22	""	TE
chr3	197251196	197251216	chr3-2129	13.4	-	2.4704	1.416	3.8864	2	Alu	ENSG00000075711.22	""	TE
chr3	197251425	197251445	chr3-2443	9.5	-	2.294	1.1328	3.4268	2	LINE	ENSG00000075711.22	""	TE
chr3	197259076	197259096	chr3-2444	8.94	-	2.8233	1.888	4.7114	2	First intron	ENSG00000075711.22	""	Genic
chr3	197266231	197266251	chr3-2847	8.38	-	2.294	0.7552	3.0492	2	LINE	ENSG00000075711.22	""	TE
chr3	197272339	197272359	chr3-1448	30.2	-	6.3525	1.888	8.2405	2	Alu	ENSG00000075711.22	""	TE
chr3	197612195	197612215	chr3-1449	16.8	-	2.4704	1.6048	4.0752	2	Alu	ENSG00000291091.2	""	TE
chr3	197612781	197612801	chr3-692	112.9	-	21.7043	9.5346	31.2389	2	Alu	ENSG00000291091.2	""	TE
chr3	197612912	197612932	chr3-862	36.9	-	5.8231	6.4193	12.2425	2	LINE	ENSG00000291091.2	""	TE
chr3	197613044	197613064	chr3-2848	19	-	10.0581	6.8913	16.9495	2	Alu	ENSG00000291091.2	""	TE
chr3	197613099	197613119	chr3-693	57	-	7.4112	6.4193	13.8306	2	Alu	ENSG00000291091.2	""	TE
chr3	197614638	197614658	chr3-209	36.9	-	5.9996	3.6817	9.6813	2	LTR/ERV	ENSG00000291091.2	""	TE
chr3	197614922	197614942	chr3-1058	15.6	-	1.4117	2.3601	3.7717	2	LTR/ERV	ENSG00000291091.2	""	TE
chr3	197652463	197652483	chr3-3341	8.38	-	1.941	1.2272	3.1683	2	First intron	ENSG00000286909.2	""	Genic
chr3	197674857	197674877	chr3-19	233	-	34.2329	22.8453	57.0781	2	3'UTR	ENSG00000145016.18	""	Genic
chr3	197698555	197698575	chr3-497	21.2	-	3.5292	2.6433	6.1724	2	Satellite/LC	ENSG00000145016.18	""	TE
chr3	197735380	197735400	chr3-3342	16.2	-	1.2352	2.1712	3.4065	2	Alu	ENSG00000145016.18	""	TE
chr3	197784092	197784112	chr3-1450	15.6	+	3.3527	2.0768	5.4295	2	3'UTR	ENSG00000122068.14	""	Genic
chr3	197787136	197787156	chr3-4659	13.4	+	2.294	1.2272	3.5212	2	3'UTR	ENSG00000122068.14	""	Genic
chr3	197832706	197832726	chr3-1174	13.4	+	1.5881	2.0768	3.665	2	Deep intronic	ENSG00000186001.15	""	Genic
chr3	197841858	197841878	chr3-2130	17.9	+	4.235	1.3216	5.5566	2	Alu	ENSG00000186001.15	""	TE
chr3	197856430	197856450	chr3-694	18.4	+	1.4117	2.7377	4.1493	2	Alu	ENSG00000186001.15	""	TE
chr3	197856576	197856596	chr3-2131	16.2	+	1.7646	2.1712	3.9358	2	Alu	ENSG00000186001.15	""	TE
chr3	197862015	197862035	chr3-590	31.3	+	5.2937	3.8705	9.1642	2	Alu	ENSG00000186001.15	""	TE
chr3	197863015	197863035	chr3-2446	11.7	+	1.7646	2.1712	3.9358	2	Deep intronic	ENSG00000186001.15	""	Genic
chr3	197863276	197863296	chr3-3944	24	+	5.4702	1.3216	6.7918	2	Alu	ENSG00000186001.15	""	TE
chr3	197864240	197864260	chr3-6750	17.3	+	2.9998	1.416	4.4158	2	Alu	ENSG00000186001.15	""	TE
chr3	197864731	197864751	chr3-1870	19	+	2.4704	2.6433	5.1137	2	Alu	ENSG00000186001.15	""	TE
chr3	197879599	197879619	chr3-4662	36.3	-	7.9406	1.888	9.8286	2	3'UTR-distal	""	""	Genic
chr3	197951718	197951738	chr3-1175	16.2	+	1.941	1.7936	3.7347	2	Alu	ENSG00000182899.18	""	TE
chr3	197952507	197952527	chr3-2132	15.6	+	1.941	1.888	3.8291	2	Alu	ENSG00000182899.18	""	TE
chr3	197952856	197952876	chr3-297	29.6	+	5.1173	2.7377	7.8549	2	Alu	ENSG00000182899.18	""	TE
chr3	197953086	197953106	chr3-298	26.3	+	4.235	2.6433	6.8782	2	Alu	ENSG00000182899.18	""	TE
chr3	197954334	197954354	chr3-1871	12.9	+	2.1175	1.416	3.5335	2	Alu	ENSG00000182899.18	""	TE
chr3	198190124	198190144	chr3-2448	15.1	+	1.2352	2.1712	3.4065	2	Alu	ENSG00000236438.8	FAM157A	TE
chr4	53329	53349	chr4-1469	15.1	+	1.941	2.3601	4.3011	2	5'UTR	ENSG00000272602.6	ZNF595	Genic
chr4	60516	60536	chr4-3282	6.71	+	1.7646	2.8321	4.5966	2	First intron	ENSG00000272602.6	ZNF595	Genic
chr4	60589	60609	chr4-3911	7.26	+	1.2352	2.0768	3.3121	2	First intron	ENSG00000272602.6	ZNF595	Genic
chr4	61552	61572	chr4-486	41.3	+	6.5289	4.8145	11.3434	2	First intron	ENSG00000272602.6	ZNF595	Genic
chr4	66322	66342	chr4-3912	5.03	+	2.6469	0.8496	3.4965	2	LINE	ENSG00000272602.6	ZNF595	TE
chr4	67908	67928	chr4-293	20.1	+	4.235	1.6048	5.8398	2	3'UTR	ENSG00000272602.6	ZNF595	Genic
chr4	68627	68647	chr4-43	65.4	+	10.9404	6.3249	17.2653	2	LINE	ENSG00000272602.6	ZNF595	TE
chr4	133482	133502	chr4-332	24	+	4.235	2.7377	6.9726	2	Deep intronic	ENSG00000250312.8	ZNF718	Genic
chr4	134160	134180	chr4-333	54.8	+	12.705	4.2481	16.9531	2	Alu	ENSG00000250312.8	ZNF718	TE
chr4	134749	134769	chr4-885	14.5	+	2.294	1.888	4.182	2	LINE	ENSG00000250312.8	ZNF718	TE
chr4	134962	134982	chr4-3915	17.3	+	3.3527	1.2272	4.5799	2	Alu	ENSG00000250312.8	ZNF718	TE
chr4	135193	135213	chr4-569	14	+	7.7642	3.5873	11.3514	2	Alu	ENSG00000250312.8	ZNF718	TE
chr4	135269	135289	chr4-886	14	+	1.7646	1.416	3.1806	2	LTR/ERV	ENSG00000250312.8	ZNF718	TE
chr4	135780	135800	chr4-1127	10.1	+	2.6469	1.416	4.0629	2	LINE	ENSG00000250312.8	ZNF718	TE
chr4	145352	145372	chr4-1305	12.3	+	3.5292	1.6992	5.2284	2	LINE	ENSG00000250312.8	ZNF718	TE
chr4	145489	145509	chr4-3920	14	+	3.3527	1.1328	4.4855	2	Alu	ENSG00000250312.8	ZNF718	TE
chr4	146329	146349	chr4-1129	13.4	+	5.2937	2.5489	7.8426	2	LINE	ENSG00000250312.8	ZNF718	TE
chr4	146980	147000	chr4-2343	10.6	+	2.4704	0.6608	3.1312	2	Alu	ENSG00000250312.8	ZNF718	TE
chr4	149703	149723	chr4-996	11.7	+	2.1175	1.1328	3.2503	2	Deep intronic	ENSG00000250312.8	ZNF718	Genic
chr4	201524	201544	chr4-1702	89.4	-	16.7635	6.1361	22.8996	2	Other exon	ENSG00000250892.1	""	Genic
chr4	445643	445663	chr4-2346	7.82	-	2.294	1.888	4.182	2	First intron	ENSG00000182903.16	ZNF721	Genic
chr4	447300	447320	chr4-1988	27.9	-	2.6469	3.5873	6.2341	2	Alu	ENSG00000182903.16	ZNF721	TE
chr4	447922	447942	chr4-1306	10.1	-	3.3527	0.8496	4.2023	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	448420	448440	chr4-887	15.6	-	1.2352	2.4545	3.6897	2	Alu	ENSG00000182903.16	ZNF721	TE
chr4	448694	448714	chr4-3924	7.26	-	2.294	1.7936	4.0876	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	448905	448925	chr4-4745	7.82	-	1.941	1.1328	3.0739	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	449417	449437	chr4-2768	7.82	-	1.4117	1.6992	3.1109	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	449566	449586	chr4-1989	7.82	-	1.5881	1.6048	3.193	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	460521	460541	chr4-2347	11.7	-	3.3527	1.3216	4.6743	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	460603	460623	chr4-52	83.3	-	15.5283	7.8354	23.3637	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	463163	463183	chr4-2772	10.1	-	1.941	1.2272	3.1683	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	463926	463946	chr4-1990	8.38	-	1.7646	2.2656	4.0302	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	465813	465833	chr4-888	11.2	-	5.1173	2.7377	7.8549	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	466641	466661	chr4-2348	17.3	-	3.5292	1.888	5.4172	2	First intron	ENSG00000182903.16	ZNF721	Genic
chr4	469264	469284	chr4-997	17.3	-	2.1175	3.7761	5.8936	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	469851	469871	chr4-998	11.7	-	2.294	1.3216	3.6156	2	LINE	ENSG00000182903.16	ZNF721	TE
chr4	483092	483112	chr4-1992	10.6	-	2.1175	1.2272	3.3447	2	First intron	ENSG00000182903.16	ZNF721	Genic
chr4	489907	489927	chr4-1993	8.38	-	1.7646	1.6048	3.3694	2	Alu	ENSG00000182903.16	ZNF721	TE
chr4	490448	490468	chr4-1994	13.4	-	2.1175	1.1328	3.2503	2	Alu	ENSG00000182903.16	ZNF721	TE
chr4	502288	502308	chr4-1995	9.5	+	1.7646	1.2272	2.9918	2	Deep intronic	ENSG00000174227.17	""	Genic
chr4	705862	705882	chr4-1704	22.4	+	3.5292	4.7201	8.2493	2	5'UTR	ENSG00000185619.20	""	Genic
chr4	753201	753221	chr4-570	20.1	+	2.4704	2.7377	5.2081	2	Alu	ENSG00000185619.20	""	TE
chr4	766942	766962	chr4-1706	8.94	+	1.7646	1.2272	2.9918	2	3'UTR	ENSG00000185619.20	""	Genic
chr4	768851	768871	chr4-2775	7.82	+	1.4117	1.888	3.2997	2	3'UTR	ENSG00000185619.20	""	Genic
chr4	769517	769537	chr4-3290	7.82	-	1.7646	1.5104	3.275	2	First intron	ENSG00000249592.8	PCGF3-AS1	Genic
chr4	770036	770056	chr4-4752	8.38	-	1.4117	2.7377	4.1493	2	First intron	ENSG00000249592.8	PCGF3-AS1	Genic
chr4	776674	776694	chr4-5894	13.4	-	1.0587	2.1712	3.23	2	3'UTR-distal	ENSG00000249592.8	PCGF3-AS1	Genic
chr4	894966	894986	chr4-61	46.9	-	7.4112	4.9089	12.3201	2	Alu	ENSG00000178950.19	""	TE
chr4	994293	994313	chr4-2353	12.9	+	2.1175	1.416	3.5335	2	Alu	ENSG00000127415.14	""	TE
chr4	1211779	1211799	chr4-142	45.8	-	10.7639	14.4435	25.2074	2	3'UTR	ENSG00000159692.19	""	Genic
chr4	1211842	1211862	chr4-10	266.5	-	27.1745	32.0023	59.1768	2	3'UTR	ENSG00000159692.19	""	Genic
chr4	1219580	1219600	chr4-1307	13.4	-	1.941	2.5489	4.4899	2	LINE	ENSG00000159692.19	""	TE
chr4	1292908	1292928	chr4-2355	45.8	+	8.1171	3.3985	11.5155	2	Alu	ENSG00000090316.17	""	TE
