chr	start	end	name	score	strand	NormedTC_ENCFF289OFA	NormedTC_ENCFF647KDW	NormedTC_HepG2_RBFOX2	BC_HepG2_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr20	17621710	17621730	chr20-1845	22	-	2.3758	6.4184	8.7942	2	CDS	ENSG00000125844.18	""	Genic
chr20	17623472	17623492	chr20-1652	25.5	-	4.2764	2.6149	6.8913	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17623599	17623619	chr20-2703	17.4	-	4.0388	3.3281	7.3669	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17624064	17624084	chr20-771	33.6	-	6.6522	3.5658	10.218	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17624638	17624658	chr20-1083	25.5	-	2.6134	4.0412	6.6546	2	CDS	ENSG00000125844.18	""	Genic
chr20	17625726	17625746	chr20-352	56.8	-	9.7407	12.1236	21.8643	2	Proximal intronic	ENSG00000125844.18	""	Genic
chr20	17625949	17625969	chr20-2377	25.5	-	5.2267	3.3281	8.5548	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17626592	17626612	chr20-832	37.1	-	5.2267	6.8938	12.1205	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17626656	17626676	chr20-903	25.5	-	4.2764	4.2789	8.5553	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17626734	17626754	chr20-1183	25.5	-	4.514	4.9921	9.5061	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17627159	17627179	chr20-1184	22	-	1.9006	4.2789	6.1795	2	Proximal intronic	ENSG00000125844.18	""	Genic
chr20	17627360	17627380	chr20-1483	29	-	1.663	4.9921	6.6551	2	CDS	ENSG00000125844.18	""	Genic
chr20	17627495	17627515	chr20-1654	19.7	-	2.3758	5.943	8.3187	2	CDS	ENSG00000125844.18	""	Genic
chr20	17628056	17628076	chr20-1848	18.5	-	3.0885	3.0903	6.1788	2	LINE	ENSG00000125844.18	""	TE
chr20	17628319	17628339	chr20-1484	20.9	-	7.1273	4.0412	11.1685	2	LINE	ENSG00000125844.18	""	TE
chr20	17628620	17628640	chr20-772	42.9	-	7.6025	6.4184	14.0209	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17628716	17628736	chr20-2095	19.7	-	4.0388	2.8526	6.8914	2	LINE	ENSG00000125844.18	""	TE
chr20	17629299	17629319	chr20-1319	24.3	-	2.3758	3.8035	6.1793	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17629544	17629564	chr20-773	37.1	-	7.8401	11.6482	19.4883	2	Proximal intronic	ENSG00000125844.18	""	Genic
chr20	17629754	17629774	chr20-525	44	-	7.6025	9.0333	16.6358	2	Proximal intronic	ENSG00000125844.18	""	Genic
chr20	17630047	17630067	chr20-904	26.7	-	3.5637	5.7052	9.2689	2	Proximal intronic	ENSG00000125844.18	""	Genic
chr20	17638389	17638409	chr20-2385	13.9	-	4.514	1.4263	5.9403	2	Deep intronic	ENSG00000125844.18	""	Genic
chr20	17643038	17643058	chr20-1320	22	-	3.3261	3.3281	6.6541	2	CDS	ENSG00000125844.18	""	Genic
chr20	17652402	17652422	chr20-500	42.9	-	3.5637	8.3201	11.8838	2	First intron	ENSG00000125844.18	""	Genic
chr20	17652527	17652547	chr20-284	66.1	-	12.1165	11.8859	24.0024	2	Satellite/LC	ENSG00000125844.18	""	TE
chr20	17653189	17653209	chr20-247	60.3	-	6.8898	9.271	16.1608	2	First intron	ENSG00000125844.18	""	Genic
chr20	17653365	17653385	chr20-112	149.5	-	19.4814	19.9683	39.4497	2	First intron	ENSG00000125844.18	""	Genic
chr20	17654087	17654107	chr20-1321	17.4	-	3.0885	4.2789	7.3674	2	First intron	ENSG00000125844.18	""	Genic
chr20	17658863	17658883	chr20-2387	26.7	-	3.8012	4.7544	8.5556	2	CDS	ENSG00000125844.18	""	Genic
chr20	17659375	17659395	chr20-1322	24.3	-	5.4643	6.1807	11.645	2	CDS	ENSG00000125844.18	""	Genic
chr20	17659525	17659545	chr20-1323	26.7	-	5.7019	6.6561	12.358	2	CDS	ENSG00000125844.18	""	Genic
chr20	17664292	17664312	chr20-774	34.8	-	5.7019	3.0903	8.7922	2	First intron	ENSG00000125844.18	""	Genic
chr20	17680773	17680793	chr20-1185	23.2	-	2.1382	4.0412	6.1794	2	First intron	ENSG00000125844.18	""	Genic
chr20	17681485	17681505	chr20-1324	25.5	-	3.0885	4.9921	8.0806	2	First intron	ENSG00000125844.18	""	Genic
chr20	17681833	17681853	chr20-1487	22	-	2.8509	4.2789	7.1299	2	First intron	ENSG00000125844.18	""	Genic
chr20	17682080	17682100	chr20-2389	17.4	-	2.6134	4.0412	6.6546	2	5'UTR	ENSG00000125844.18	""	Genic
chr20	17682188	17682208	chr20-1657	18.5	-	2.8509	3.8035	6.6544	2	5'UTR	ENSG00000125844.18	""	Genic
chr20	17949325	17949345	chr20-905	29	-	3.3261	3.0903	6.4164	2	Proximal intronic	ENSG00000089006.18	""	Genic
chr20	17959884	17959904	chr20-2105	20.9	-	2.8509	3.5658	6.4167	2	First intron	ENSG00000089006.18	""	Genic
chr20	17960052	17960072	chr20-208	91.6	-	12.5916	8.7956	21.3872	2	First intron	ENSG00000089006.18	""	Genic
chr20	17962788	17962808	chr20-373	84.6	-	19.2438	10.6973	29.9411	2	First intron	ENSG00000089006.18	""	Genic
chr20	17962894	17962914	chr20-374	66.1	-	8.3152	14.2631	22.5783	2	First intron	ENSG00000089006.18	""	Genic
chr20	17964574	17964594	chr20-1186	17.4	-	4.7516	0.9509	5.7024	2	First intron	ENSG00000089006.18	""	Genic
chr20	17964908	17964928	chr20-906	30.1	-	5.7019	4.0412	9.7431	2	First intron	ENSG00000089006.18	""	Genic
chr20	17965641	17965661	chr20-1325	90.4	-	11.8789	9.271	21.1499	2	Alu	ENSG00000089006.18	""	TE
chr20	17966195	17966215	chr20-1326	22	-	4.0388	1.664	5.7029	2	Alu	ENSG00000089006.18	""	TE
chr20	17966355	17966375	chr20-1327	29	-	2.8509	3.8035	6.6544	2	Alu	ENSG00000089006.18	""	TE
chr20	17967923	17967943	chr20-1328	26.7	-	2.1382	3.5658	5.704	2	3'UTR	ENSG00000089006.18	""	Genic
chr20	17968592	17968612	chr20-261	80	-	9.9783	16.6403	26.6185	2	5'UTR	ENSG00000089006.18	""	Genic
chr20	17973515	17973535	chr20-2106	33.6	+	4.9891	3.3281	8.3172	2	Alu	ENSG00000125871.15	""	TE
chr20	17973717	17973737	chr20-434	37.1	+	8.7904	3.3281	12.1184	2	First intron	ENSG00000125871.15	""	Genic
chr20	18555977	18555997	chr20-984	29	+	2.3758	4.5166	6.8924	2	Deep intronic	ENSG00000101310.18	""	Genic
chr20	18669186	18669206	chr20-2392	19.7	+	4.2764	3.3281	7.6045	2	Deep intronic	ENSG00000125821.14	""	Genic
chr20	18669761	18669781	chr20-145	82.3	+	8.5528	11.6482	20.201	2	Deep intronic	ENSG00000125821.14	""	Genic
chr20	18670094	18670114	chr20-833	29	+	3.5637	3.5658	7.1294	2	Deep intronic	ENSG00000125821.14	""	Genic
chr20	18670188	18670208	chr20-2107	22	+	2.8509	3.5658	6.4167	2	Alu	ENSG00000125821.14	""	TE
chr20	19772007	19772027	chr20-1188	26.7	+	2.1382	3.8035	5.9417	2	LINE	ENSG00000132669.15	""	TE
chr20	20395460	20395480	chr20-1854	15.1	-	3.0885	4.0412	7.1297	2	Deep intronic	ENSG00000188559.17	""	Genic
chr20	20396338	20396358	chr20-985	24.3	-	3.0885	4.0412	7.1297	2	Deep intronic	ENSG00000188559.17	""	Genic
chr20	20396508	20396528	chr20-106	98.5	-	7.3649	19.2552	26.6201	2	Proximal intronic	ENSG00000188559.17	""	Genic
chr20	20447866	20447886	chr20-666	44	-	2.6134	7.1315	9.7449	2	Deep intronic	ENSG00000188559.17	""	Genic
chr20	21206469	21206489	chr20-1490	26.7	+	3.0885	3.5658	6.6543	2	LINE	ENSG00000088970.17	""	TE
chr20	21206802	21206822	chr20-1491	20.9	+	3.3261	3.5658	6.8919	2	Deep intronic	ENSG00000088970.17	""	Genic
chr20	21303751	21303771	chr20-1855	27.8	+	2.3758	3.5658	5.9416	2	First intron	ENSG00000088930.9	""	Genic
chr20	21303842	21303862	chr20-626	35.9	+	4.2764	4.5166	8.793	2	First intron	ENSG00000088930.9	""	Genic
chr20	21360154	21360174	chr20-986	24.3	+	4.514	1.4263	5.9403	2	Deep intronic	ENSG00000088930.9	""	Genic
chr20	21380906	21380926	chr20-501	40.6	+	5.7019	5.943	11.6448	2	Deep intronic	ENSG00000088930.9	""	Genic
chr20	22564957	22564977	chr20-908	32.5	-	4.9891	3.0903	8.0795	2	Other exon	ENSG00000259974.6	LINC00261	Genic
chr20	22568270	22568290	chr20-834	29	-	3.0885	5.2298	8.3183	2	First intron	ENSG00000259974.6	LINC00261	Genic
chr20	22576561	22576581	chr20-139	134.4	-	16.868	22.5832	39.4512	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	22576688	22576708	chr20-909	32.5	-	4.0388	3.8035	7.8423	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	22577187	22577207	chr20-1493	22	-	4.7516	2.6149	7.3665	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	22577801	22577821	chr20-667	29	-	6.177	6.4184	12.5954	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	22578127	22578147	chr20-262	66.1	-	13.3044	9.9842	23.2885	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	22578210	22578230	chr20-1190	31.3	-	4.9891	5.2298	10.2189	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	22578273	22578293	chr20-668	57.9	-	12.8292	8.3201	21.1493	2	3'UTR-distal	ENSG00000259974.6	LINC00261	Genic
chr20	23375779	23375799	chr20-209	120.5	-	13.5419	17.5911	31.1331	2	3'UTR	ENSG00000125814.18	""	Genic
chr20	23375879	23375899	chr20-1333	22	-	4.2764	2.3772	6.6536	2	3'UTR	ENSG00000125814.18	""	Genic
chr20	23376774	23376794	chr20-3708	17.4	-	4.0388	2.3772	6.416	2	3'UTR	ENSG00000125814.18	""	Genic
chr20	23401120	23401140	chr20-263	49.8	-	8.5528	4.2789	12.8317	2	LINE	ENSG00000125814.18	""	TE
chr20	23411447	23411467	chr20-581	40.6	-	5.9394	6.6561	12.5956	2	LINE	ENSG00000125814.18	""	TE
chr20	23633730	23633750	chr20-1191	22	-	4.7516	1.1886	5.9402	2	3'UTR	ENSG00000101439.10	""	Genic
chr20	23633825	23633845	chr20-775	32.5	-	8.7904	3.8035	12.5939	2	3'UTR	ENSG00000101439.10	""	Genic
chr20	23634701	23634721	chr20-987	24.3	-	4.2764	2.3772	6.6536	2	Deep intronic	ENSG00000101439.10	""	Genic
chr20	23634764	23634784	chr20-547	37.1	-	4.0388	4.9921	9.0309	2	Deep intronic	ENSG00000101439.10	""	Genic
chr20	23635008	23635028	chr20-1084	27.8	-	7.1273	5.2298	12.3571	2	Satellite/LC	ENSG00000101439.10	""	TE
chr20	23637871	23637891	chr20-1085	29	-	5.9394	4.2789	10.2184	2	5'UTR	ENSG00000101439.10	""	Genic
chr20	24963334	24963354	chr20-1495	19.7	-	4.2764	4.0412	8.3176	2	3'UTR	ENSG00000101474.13	""	Genic
chr20	24964175	24964195	chr20-502	38.2	-	3.8012	9.0333	12.8345	2	Proximal intronic	ENSG00000101474.13	""	Genic
chr20	24967383	24967403	chr20-1086	19.7	-	4.0388	4.0412	8.08	2	Deep intronic	ENSG00000101474.13	""	Genic
chr20	25030439	25030459	chr20-2728	16.2	-	3.0885	3.5658	6.6543	2	LINE	ENSG00000154930.16	""	TE
chr20	25047262	25047282	chr20-1859	22	-	2.8509	5.4675	8.3185	2	LINE	ENSG00000154930.16	""	TE
chr20	25195749	25195769	chr20-1496	17.4	+	2.8509	4.0412	6.8921	2	5'UTR	ENSG00000197586.14	""	Genic
chr20	25205287	25205307	chr20-910	24.3	+	2.6134	4.0412	6.6546	2	LINE	ENSG00000197586.14	""	TE
chr20	25218677	25218697	chr20-1860	19.7	+	3.3261	3.5658	6.8919	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25218770	25218790	chr20-1497	19.7	+	2.3758	4.5166	6.8924	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25219326	25219346	chr20-1192	25.5	+	3.3261	5.2298	8.5559	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25219573	25219593	chr20-1861	23.2	+	2.1382	4.2789	6.4171	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25220010	25220030	chr20-1862	24.3	+	3.5637	3.5658	7.1294	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25220355	25220375	chr20-776	38.2	+	7.3649	5.7052	13.0702	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25220430	25220450	chr20-777	40.6	+	7.6025	7.1315	14.734	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25220524	25220544	chr20-1087	22	+	2.6134	7.8447	10.4581	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25221374	25221394	chr20-835	30.1	+	6.177	4.7544	10.9314	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25221494	25221514	chr20-778	42.9	+	7.1273	7.1315	14.2589	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25221690	25221710	chr20-627	44	+	7.1273	9.0333	16.1606	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25222184	25222204	chr20-329	63.7	+	8.5528	9.0333	17.5861	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25222243	25222263	chr20-353	59.1	+	11.1662	7.607	18.7731	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25222495	25222515	chr20-503	55.6	+	12.5916	12.5991	25.1907	2	Deep intronic	ENSG00000197586.14	""	Genic
chr20	25260079	25260099	chr20-1661	27.8	+	2.8509	5.2298	8.0807	2	First intron	ENSG00000100994.13	""	Genic
chr20	25272310	25272330	chr20-2734	13.9	+	2.3758	3.3281	5.7038	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25286053	25286073	chr20-1334	18.5	+	4.514	2.3772	6.8912	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25286249	25286269	chr20-1194	19.7	+	4.0388	1.9017	5.9406	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25288244	25288264	chr20-2116	29	+	2.6134	5.2298	7.8432	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25290844	25290864	chr20-1869	22	+	3.0885	3.5658	6.6543	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25290909	25290929	chr20-1336	20.9	+	3.3261	3.8035	7.1296	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25292670	25292690	chr20-1088	25.5	+	2.3758	4.2789	6.6547	2	Proximal intronic	ENSG00000100994.13	""	Genic
chr20	25292794	25292814	chr20-210	80	+	8.0777	14.7385	22.8162	2	Proximal intronic	ENSG00000100994.13	""	Genic
chr20	25292906	25292926	chr20-1870	22	+	2.8509	3.3281	6.179	2	Proximal intronic	ENSG00000100994.13	""	Genic
chr20	25293167	25293187	chr20-836	34.8	+	2.6134	5.4675	8.0809	2	Deep intronic	ENSG00000100994.13	""	Genic
chr20	25310558	25310578	chr20-779	31.3	-	6.177	4.2789	10.456	2	Deep intronic	ENSG00000100997.21	""	Genic
chr20	25310958	25310978	chr20-2738	19.7	-	2.8509	3.3281	6.179	2	Deep intronic	ENSG00000100997.21	""	Genic
chr20	25407937	25407957	chr20-1337	22	+	5.9394	2.1395	8.0789	2	First intron	ENSG00000101003.12	GINS1	Genic
chr20	25453270	25453290	chr20-375	57.9	-	5.4643	11.8859	17.3502	2	3'UTR	ENSG00000101004.17	""	Genic
chr20	25458063	25458083	chr20-988	33.6	-	3.3261	5.4675	8.7936	2	LINE	ENSG00000101004.17	""	TE
chr20	25460944	25460964	chr20-989	26.7	-	4.2764	5.2298	9.5062	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25461033	25461053	chr20-1338	22	-	2.8509	4.0412	6.8921	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25479407	25479427	chr20-990	25.5	-	2.1382	3.5658	5.704	2	Satellite/LC	ENSG00000101004.17	""	TE
chr20	25481029	25481049	chr20-1339	23.2	-	3.0885	3.5658	6.6543	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25484092	25484112	chr20-376	55.6	-	6.6522	6.4184	13.0706	2	LINE	ENSG00000101004.17	""	TE
chr20	25484352	25484372	chr20-582	40.6	-	5.2267	7.607	12.8337	2	LINE	ENSG00000101004.17	""	TE
chr20	25486494	25486514	chr20-583	47.5	-	8.0777	8.7956	16.8732	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25486549	25486569	chr20-94	118.2	-	19.0062	17.5911	36.5974	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25491572	25491592	chr20-1195	22	-	3.0885	5.7052	8.7937	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25493975	25493995	chr20-330	62.6	-	13.3044	7.607	20.9113	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25494046	25494066	chr20-113	102	-	19.0062	17.1157	36.1219	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25494290	25494310	chr20-211	85.8	-	17.1056	10.2219	27.3275	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25494476	25494496	chr20-97	140.2	-	25.1833	16.878	42.0612	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25495135	25495155	chr20-837	31.3	-	6.6522	5.4675	12.1197	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25495279	25495299	chr20-721	32.5	-	7.3649	11.8859	19.2508	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25495654	25495674	chr20-377	73	-	7.8401	10.6973	18.5374	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25496733	25496753	chr20-1872	17.4	-	3.0885	4.5166	7.6052	2	CDS	ENSG00000101004.17	""	Genic
chr20	25500787	25500807	chr20-1500	22	-	2.1382	4.0412	6.1794	2	Deep intronic	ENSG00000101004.17	""	Genic
chr20	25510543	25510563	chr20-44	172.7	-	19.0062	21.8701	40.8763	2	Proximal intronic	ENSG00000101004.17	""	Genic
chr20	25548655	25548675	chr20-1663	19.7	-	4.514	4.5166	9.0306	2	First intron	ENSG00000101004.17	""	Genic
chr20	25549260	25549280	chr20-2405	16.2	-	4.0388	2.6149	6.6537	2	First intron	ENSG00000101004.17	""	Genic
chr20	25571984	25572004	chr20-992	24.3	-	5.2267	2.3772	7.6039	2	First intron	ENSG00000101004.17	""	Genic
chr20	25574536	25574556	chr20-84	121.7	-	13.5419	17.1157	30.6576	2	First intron	ENSG00000101004.17	""	Genic
chr20	25574616	25574636	chr20-1664	19.7	-	2.1382	3.8035	5.9417	2	First intron	ENSG00000101004.17	""	Genic
chr20	25574780	25574800	chr20-584	37.1	-	6.177	4.9921	11.1691	2	First intron	ENSG00000101004.17	""	Genic
chr20	25676880	25676900	chr20-1197	23.2	+	3.5637	2.3772	5.9409	2	Deep intronic	ENSG00000213742.9	ZNF337-AS1	Genic
chr20	25696042	25696062	chr20-1874	19.7	-	3.5637	4.9921	8.5557	2	First intron	ENSG00000130684.15	""	Genic
chr20	26010122	26010142	chr20-2120	19.7	+	4.7516	3.0903	7.8419	2	First intron	ENSG00000125804.15	FAM182A	Genic
chr20	26010246	26010266	chr20-5314	12.7	+	3.3261	2.6149	5.941	2	First intron	ENSG00000125804.15	FAM182A	Genic
chr20	26209359	26209379	chr20-2760	18.5	-	3.8012	3.8035	7.6047	2	First intron	ENSG00000227195.12	MIR663AHG	Genic
chr20	26209591	26209611	chr20-1089	46.4	-	5.2267	4.2789	9.5056	2	First intron	ENSG00000227195.12	MIR663AHG	Genic
chr20	29298650	29298670	chr20-1501	22	-	3.8012	2.1395	5.9407	2	Deep intronic	""	""	Genic
chr20	29298772	29298792	chr20-1198	22	-	3.8012	3.8035	7.6047	2	Deep intronic	""	""	Genic
chr20	30514085	30514105	chr20-405	100.8	-	8.5528	13.0745	21.6273	2	Intergenic	""	""	Intergenic
chr20	30633814	30633834	chr20-993	40.6	-	3.0885	5.7052	8.7937	2	LTR/ERV	ENSG00000309024.1	""	TE
chr20	30636752	30636772	chr20-406	102	-	14.4923	13.7876	28.2799	2	LTR/ERV	ENSG00000309024.1	""	TE
chr20	31537756	31537776	chr20-435	54.5	+	4.514	7.1315	11.6455	2	First intron	ENSG00000101294.21	""	Genic
chr20	31544304	31544324	chr20-994	23.2	+	3.0885	4.9921	8.0806	2	Deep intronic	ENSG00000101294.21	""	Genic
chr20	31544508	31544528	chr20-722	34.8	+	2.8509	4.7544	7.6053	2	Deep intronic	ENSG00000101294.21	""	Genic
chr20	31544591	31544611	chr20-838	29	+	3.3261	4.0412	7.3673	2	Deep intronic	ENSG00000101294.21	""	Genic
chr20	31550396	31550416	chr20-1090	22	+	2.3758	4.7544	7.1301	2	Deep intronic	ENSG00000101294.21	""	Genic
chr20	31551330	31551350	chr20-1199	27.8	+	3.5637	4.2789	7.8426	2	LTR/ERV	ENSG00000101294.21	""	TE
chr20	31551654	31551674	chr20-1665	19.7	+	2.8509	4.9921	7.843	2	LTR/ERV	ENSG00000101294.21	""	TE
chr20	31552323	31552343	chr20-839	49.8	+	6.4146	10.4596	16.8742	2	LINE	ENSG00000101294.21	""	TE
chr20	31552380	31552400	chr20-1343	20.9	+	3.3261	4.0412	7.3673	2	LINE	ENSG00000101294.21	""	TE
chr20	31552532	31552552	chr20-1878	23.2	+	2.6134	3.5658	6.1791	2	Deep intronic	ENSG00000101294.21	""	Genic
chr20	31561821	31561841	chr20-1344	20.9	+	3.8012	4.9921	8.7933	2	Deep intronic	ENSG00000101294.21	""	Genic
chr20	31571216	31571236	chr20-52	204	+	21.6196	43.7401	65.3597	2	3'UTR	ENSG00000101294.21	""	Genic
chr20	31605855	31605875	chr20-840	26.7	+	3.8012	4.0412	7.8425	2	3'UTR	ENSG00000125968.11	""	Genic
chr20	31605923	31605943	chr20-1503	22	+	3.8012	5.2298	9.031	2	3'UTR	ENSG00000125968.11	""	Genic
chr20	31606542	31606562	chr20-841	35.9	+	4.2764	4.9921	9.2685	2	3'UTR-distal	""	""	Genic
chr20	31664673	31664693	chr20-1091	23.2	-	3.0885	2.6149	5.7034	2	3'UTR	ENSG00000171552.15	""	Genic
chr20	31664946	31664966	chr20-315	88.1	-	12.5916	17.5911	30.1828	2	3'UTR	ENSG00000171552.15	""	Genic
chr20	31666133	31666153	chr20-911	24.3	-	3.0885	5.4675	8.556	2	First intron	ENSG00000171552.15	""	Genic
chr20	31683223	31683243	chr20-2417	19.7	-	2.8509	5.2298	8.0807	2	LINE	ENSG00000171552.15	""	TE
chr20	31684116	31684136	chr20-300	66.1	-	6.8898	9.0333	15.923	2	First intron	ENSG00000171552.15	""	Genic
chr20	31691621	31691641	chr20-1201	23.2	-	4.7516	1.4263	6.1779	2	Alu	ENSG00000171552.15	""	TE
chr20	31693782	31693802	chr20-1882	17.4	-	2.3758	3.5658	5.9416	2	Alu	ENSG00000171552.15	""	TE
chr20	31695146	31695166	chr20-842	32.5	-	3.0885	5.4675	8.556	2	LINE	ENSG00000171552.15	""	TE
chr20	31695207	31695227	chr20-1504	27.8	-	4.2764	3.0903	7.3667	2	LINE	ENSG00000171552.15	""	TE
chr20	31695580	31695600	chr20-240	60.3	-	11.8789	9.7464	21.6253	2	Alu	ENSG00000171552.15	""	TE
chr20	31699712	31699732	chr20-628	42.9	-	5.2267	4.0412	9.2679	2	Other SINE	ENSG00000171552.15	""	TE
chr20	31715370	31715390	chr20-1505	24.3	-	2.6134	4.2789	6.8923	2	LINE	ENSG00000171552.15	""	TE
chr20	31717267	31717287	chr20-2775	12.7	-	4.0388	2.6149	6.6537	2	First intron	ENSG00000171552.15	""	Genic
chr20	31720105	31720125	chr20-1345	24.3	-	3.3261	4.5166	7.8427	2	First intron	ENSG00000171552.15	""	Genic
chr20	31722573	31722593	chr20-2419	16.2	-	3.3261	2.8526	6.1787	2	5'UTR	ENSG00000171552.15	""	Genic
chr20	31722748	31722768	chr20-1092	23.2	-	2.6134	4.2789	6.8923	2	5'UTR	ENSG00000171552.15	""	Genic
chr20	32111853	32111873	chr20-1885	16.2	+	3.8012	2.6149	6.4161	2	3'UTR-distal	ENSG00000101337.17	""	Genic
chr20	32140861	32140881	chr20-3239	17.4	+	2.8509	3.0903	5.9413	2	First intron	ENSG00000101337.17	""	Genic
chr20	32334392	32334412	chr20-1886	18.5	+	4.2764	2.1395	6.4159	2	3'UTR	ENSG00000101350.9	""	Genic
chr20	32387528	32387548	chr20-912	25.5	+	8.3152	3.5658	11.881	2	Deep intronic	ENSG00000171456.23	""	Genic
chr20	32387738	32387758	chr20-1202	19.7	+	6.6522	0.9509	7.6031	2	LINE	ENSG00000171456.23	""	TE
chr20	32389247	32389267	chr20-504	42.9	+	10.691	0.9509	11.6419	2	LINE	ENSG00000171456.23	""	TE
chr20	32389360	32389380	chr20-126	82.3	+	23.7578	4.5166	28.2744	2	LINE	ENSG00000171456.23	""	TE
chr20	32389461	32389481	chr20-225	60.3	+	19.2438	9.5087	28.7525	2	LINE	ENSG00000171456.23	""	TE
chr20	32412113	32412133	chr20-723	31.3	+	6.6522	2.3772	9.0294	2	LINE	ENSG00000171456.23	""	TE
chr20	32413313	32413333	chr20-1670	18.5	+	1.663	4.0412	5.7043	2	LINE	ENSG00000171456.23	""	TE
chr20	32413600	32413620	chr20-585	41.7	+	4.7516	5.4675	10.2191	2	LINE	ENSG00000171456.23	""	TE
chr20	32454473	32454493	chr20-1888	18.5	-	2.3758	3.8035	6.1793	2	Deep intronic	ENSG00000197183.15	NOL4L	Genic
chr20	32464547	32464567	chr20-724	30.1	-	3.5637	4.7544	8.318	2	Deep intronic	ENSG00000197183.15	NOL4L	Genic
chr20	32475190	32475210	chr20-175	77.7	-	9.5031	10.935	20.4381	2	First intron	ENSG00000197183.15	NOL4L	Genic
chr20	32475737	32475757	chr20-3253	13.9	-	3.0885	2.6149	5.7034	2	First intron	ENSG00000197183.15	NOL4L	Genic
chr20	32839586	32839606	chr20-629	40.6	+	3.3261	7.1315	10.4576	2	Proximal intronic	ENSG00000101367.10	""	Genic
chr20	32850110	32850130	chr20-1507	23.2	+	5.9394	0.7132	6.6526	2	3'UTR	ENSG00000101367.10	""	Genic
chr20	33007714	33007734	chr20-463	71.9	+	5.9394	11.1727	17.1122	2	5'UTR	ENSG00000078898.8	""	Genic
chr20	33008425	33008445	chr20-464	46.4	+	5.7019	6.1807	11.8825	2	First intron	ENSG00000078898.8	""	Genic
chr20	33008472	33008492	chr20-669	31.3	+	4.7516	6.4184	11.1699	2	First intron	ENSG00000078898.8	""	Genic
chr20	33008544	33008564	chr20-586	39.4	+	5.2267	5.2298	10.4565	2	5'UTR	ENSG00000078898.8	""	Genic
chr20	33008875	33008895	chr20-587	39.4	+	5.2267	4.9921	10.2188	2	Proximal intronic	ENSG00000078898.8	""	Genic
chr20	33009339	33009359	chr20-1508	19.7	+	3.0885	2.8526	5.9411	2	Deep intronic	ENSG00000078898.8	""	Genic
chr20	33009984	33010004	chr20-1892	17.4	+	4.0388	2.6149	6.6537	2	Deep intronic	ENSG00000078898.8	""	Genic
chr20	33010041	33010061	chr20-913	27.8	+	3.8012	4.0412	7.8425	2	Other SINE	ENSG00000078898.8	""	TE
chr20	33010800	33010820	chr20-995	26.7	+	6.8898	3.5658	10.4555	2	Proximal intronic	ENSG00000078898.8	""	Genic
