chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr2	97222502	97222503	chr2_f_c2272[k=1][m=4]	4	+	1	4	0	134	LINE	ENSG00000135976.21	ANKRD36	TE
chr2	97258711	97258712	chr2_f_c2297[k=1][m=4]	4	+	1	4	0	134	LINE	ENSG00000135976.21	ANKRD36	TE
chr2	97534662	97534663	chr2_r_c2498[k=1][m=4]	4	-	1	4	0	134	LINE	ENSG00000196912.13	ANKRD36B	TE
chr3	101581941	101581942	chr3_f_c3199[k=1][m=4]	4	+	1	4	0	56	Alu	ENSG00000081154.12	PCNP	TE
chr3	103528193	103528194	chr3_f_c3248[k=1][m=4]	4	+	1	4	0	56	LINE	""	""	TE
chr3	11519726	11519727	chr3_f_c346[k=1][m=4]	4	+	1	4	0	56	Alu	ENSG00000197548.14	""	TE
chr3	120390914	120390915	chr3_f_c3572[k=1][m=4]	4	+	1	4	0	56	Alu	ENSG00000293512.2	BTNL12P	TE
chr3	121352645	121352646	chr3_f_c3594[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000145087.15	""	TE
chr3	125812049	125812050	chr3_f_c3691[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000284624.2	""	TE
chr3	136610623	136610624	chr3_f_c4024[k=1][m=4]	4	+	1	4	0	56	Deep intronic	""	""	Genic
chr3	138607500	138607501	chr3_f_c4115[k=1][m=4]	4	+	1	4	0	56	Alu	""	""	TE
chr3	139211090	139211091	chr3_f_c4119[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000175110.15	""	TE
chr3	143033625	143033626	chr3_f_c4272[k=1][m=4]	4	+	1	4	0	56	Proximal intronic	ENSG00000163714.19	""	Genic
chr3	150051205	150051206	chr3_f_c4363[k=1][m=4]	4	+	1	4	0	56	First intron	ENSG00000240477.1	EIF3JP2	Genic
chr3	151285595	151285596	chr3_f_c4443[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000144893.14	""	TE
chr3	155844660	155844661	chr3_f_c4557[k=1][m=4]	4	+	1	4	0	56	Alu	""	""	TE
chr3	169471181	169471182	chr3_f_c4849[k=1][m=4]	4	+	1	4	0	56	Alu	ENSG00000241479.1	MECOM-AS1	TE
chr3	189258488	189258489	chr3_f_c5350[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000188001.11	""	TE
chr3	195637071	195637072	chr3_f_c5387[k=1][m=4]	4	+	1	4	0	56	First intron	ENSG00000289929.2	""	Genic
chr3	195652656	195652657	chr3_f_c5389[k=1][m=4]	4	+	1	4	0	56	LINE	""	""	TE
chr3	198188436	198188437	chr3_f_c5474[k=1][m=4]	4	+	1	4	0	56	Alu	ENSG00000236438.8	FAM157A	TE
chr3	21386890	21386891	chr3_f_c665[k=1][m=4]	4	+	1	4	0	56	LTR/ERV	""	""	TE
chr3	28273109	28273110	chr3_f_c897[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000187118.15	""	TE
chr3	50663711	50663712	chr3_f_c1929[k=1][m=4]	4	+	1	4	0	56	Alu	""	""	TE
chr3	55057157	55057158	chr3_f_c2230[k=1][m=4]	4	+	1	4	0	56	LTR/ERV	ENSG00000157445.17	""	TE
chr3	75374493	75374494	chr3_f_c2695[k=1][m=4]	4	+	1	4	0	56	LTR/ERV	""	""	TE
chr3	75470754	75470755	chr3_f_c2700[k=1][m=4]	4	+	1	4	0	56	LTR/ERV	ENSG00000272690.7	LINC02018	TE
chr3	83607925	83607926	chr3_f_c2763[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000295479.1	""	TE
chr3	84266655	84266656	chr3_f_c2764[k=1][m=4]	4	+	1	4	0	56	LINE	""	""	TE
chr3	98327862	98327863	chr3_f_c2995[k=1][m=4]	4	+	1	4	0	56	LTR/ERV	ENSG00000251088.1	""	TE
chr3	99137953	99137954	chr3_f_c3013[k=1][m=4]	4	+	1	4	0	56	LINE	ENSG00000240476.3	LINC00973	TE
chr4	102887574	102887575	chr4_f_c2121[k=1][m=4]	4	+	1	4	0	59	3'UTR	ENSG00000145354.13	""	Genic
chr4	115652373	115652374	chr4_f_c2428[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	118600050	118600051	chr4_f_c2450[k=1][m=4]	4	+	1	4	0	59	Deep intronic	ENSG00000291201.2	""	Genic
chr4	118605040	118605041	chr4_f_c2451[k=1][m=4]	4	+	1	4	0	59	Deep intronic	ENSG00000291201.2	""	Genic
chr4	118614624	118614625	chr4_f_c2454[k=1][m=4]	4	+	1	4	0	59	Deep intronic	ENSG00000291201.2	""	Genic
chr4	119062319	119062320	chr4_f_c2469[k=1][m=4]	4	+	1	4	0	59	3'UTR-distal	""	""	Genic
chr4	119456463	119456464	chr4_f_c2491[k=1][m=4]	4	+	1	4	0	59	Alu	ENSG00000250950.1	""	TE
chr4	119457014	119457015	chr4_f_c2492[k=1][m=4]	4	+	1	4	0	59	First intron	ENSG00000250950.1	""	Genic
chr4	119457379	119457380	chr4_f_c2493[k=1][m=4]	4	+	1	4	0	59	First intron	ENSG00000291203.2	""	Genic
chr4	119463906	119463907	chr4_f_c2503[k=1][m=4]	4	+	1	4	0	59	Deep intronic	ENSG00000291203.2	""	Genic
chr4	122560209	122560210	chr4_f_c2581[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	129876193	129876194	chr4_f_c2773[k=1][m=4]	4	+	1	4	0	59	LINE	ENSG00000249618.7	LINC02465	TE
chr4	137995766	137995767	chr4_f_c2782[k=1][m=4]	4	+	1	4	0	59	Alu	ENSG00000287144.2	""	TE
chr4	138624462	138624463	chr4_f_c2784[k=1][m=4]	4	+	1	4	0	59	LTR/ERV	ENSG00000251372.9	LINC00499	TE
chr4	143648318	143648319	chr4_f_c2909[k=1][m=4]	4	+	1	4	0	59	LTR/ERV	ENSG00000251600.10	GUSBP5	TE
chr4	148319063	148319064	chr4_f_c2974[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	161113348	161113349	chr4_f_c3209[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	168951730	168951731	chr4_f_c3314[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	188175835	188175836	chr4_f_c3694[k=1][m=4]	4	+	1	4	0	59	Alu	ENSG00000248370.3	LINC02434	TE
chr4	2124472	2124473	chr4_f_c93[k=1][m=4]	4	+	1	4	0	59	Alu	""	""	TE
chr4	27819988	27819989	chr4_f_c901[k=1][m=4]	4	+	1	4	0	59	Intergenic	""	""	Intergenic
chr4	33182037	33182038	chr4_f_c954[k=1][m=4]	4	+	1	4	0	59	LINE	ENSG00000287968.2	""	TE
chr4	37944008	37944009	chr4_f_c966[k=1][m=4]	4	+	1	4	0	59	LINE	ENSG00000065882.19	""	TE
chr4	4020124	4020125	chr4_f_c240[k=1][m=4]	4	+	1	4	0	59	LINE	ENSG00000295948.1	""	TE
chr4	55629415	55629416	chr4_f_c1308[k=1][m=4]	4	+	1	4	0	59	Alu	""	""	TE
chr4	58928170	58928171	chr4_f_c1409[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	65573908	65573909	chr4_f_c1460[k=1][m=4]	4	+	1	4	0	59	Other exon	ENSG00000243199.1	RPL6P10	Genic
chr4	74910471	74910472	chr4_f_c1563[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr4	76244209	76244210	chr4_f_c1589[k=1][m=4]	4	+	1	4	0	59	LINE	ENSG00000189157.15	""	TE
chr4	9423933	9423934	chr4_f_c369[k=1][m=4]	4	+	1	4	0	59	LINE	ENSG00000232773.2	DEFB130D	TE
chr4	99489639	99489640	chr4_f_c2102[k=1][m=4]	4	+	1	4	0	59	LTR/ERV	""	""	TE
chr4	99795172	99795173	chr4_f_c2103[k=1][m=4]	4	+	1	4	0	59	LINE	""	""	TE
chr5	108526333	108526334	chr5_r_c1986[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000307906.1	""	TE
chr5	110189079	110189080	chr5_f_c2268[k=1][m=4]	4	+	1	4	0	110	LINE	ENSG00000303264.1	""	TE
chr5	118764997	118764998	chr5_r_c2112[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000249426.1	""	TE
chr5	118974610	118974611	chr5_f_c2421[k=1][m=4]	4	+	1	4	0	110	Other exon	ENSG00000283498.1	MIR1244-2	Genic
chr5	119908065	119908066	chr5_f_c2475[k=1][m=4]	4	+	1	4	0	110	LINE	ENSG00000310132.1	""	TE
chr5	120853881	120853882	chr5_f_c2484[k=1][m=4]	4	+	1	4	0	110	Alu	""	""	TE
chr5	124487556	124487557	chr5_f_c2578[k=1][m=4]	4	+	1	4	0	110	LINE	""	""	TE
chr5	134613281	134613282	chr5_r_c2513[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000152700.15	""	TE
chr5	137007093	137007094	chr5_r_c2553[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000152377.15	SPOCK1	TE
chr5	138433248	138433249	chr5_f_c2928[k=1][m=4]	4	+	1	4	0	110	Alu	ENSG00000120733.16	""	TE
chr5	139204935	139204936	chr5_r_c2699[k=1][m=4]	4	-	1	4	0	110	Alu	""	""	TE
chr5	140449598	140449599	chr5_f_c3130[k=1][m=4]	4	+	1	4	0	110	Alu	ENSG00000131503.22	""	TE
chr5	140466235	140466236	chr5_r_c2724[k=1][m=4]	4	-	1	4	0	110	Alu	""	""	TE
chr5	14455614	14455615	chr5_f_c234[k=1][m=4]	4	+	1	4	0	110	LTR/ERV	ENSG00000038382.23	TRIO	TE
chr5	156811638	156811639	chr5_r_c2987[k=1][m=4]	4	-	1	4	0	110	LINE	""	""	TE
chr5	158270347	158270348	chr5_f_c3543[k=1][m=4]	4	+	1	4	0	110	LINE	ENSG00000253673.2	""	TE
chr5	1632099	1632100	chr5_r_c60[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000188002.13	PDCD6P1	Genic
chr5	164558726	164558727	chr5_f_c3586[k=1][m=4]	4	+	1	4	0	110	Alu	ENSG00000241956.12	LINC03000	TE
chr5	168572407	168572408	chr5_r_c3102[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000120137.8	""	TE
chr5	168572603	168572604	chr5_r_c3103[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000120137.8	""	TE
chr5	168616559	168616560	chr5_f_c3606[k=1][m=4]	4	+	1	4	0	110	Other exon	ENSG00000233913.7	RPL10P9	Genic
chr5	171005073	171005074	chr5_f_c3659[k=1][m=4]	4	+	1	4	0	110	LTR/ERV	ENSG00000204764.15	""	TE
chr5	17345822	17345823	chr5_f_c263[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000201715.1	RN7SKP133	Genic
chr5	179835588	179835589	chr5_f_c4146[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000161011.21	""	Genic
chr5	181290116	181290117	chr5_f_c4215[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000248275.5	TRIM52-AS1	Genic
chr5	181293659	181293660	chr5_f_c4218[k=1][m=4]	4	+	1	4	0	110	Alu	ENSG00000248275.5	TRIM52-AS1	TE
chr5	181300630	181300631	chr5_f_c4219[k=1][m=4]	4	+	1	4	0	110	Deep intronic	""	""	Genic
chr5	18751212	18751213	chr5_f_c264[k=1][m=4]	4	+	1	4	0	110	LTR/ERV	""	""	TE
chr5	20697358	20697359	chr5_f_c266[k=1][m=4]	4	+	1	4	0	110	LTR/ERV	ENSG00000251629.8	LINC02241	TE
chr5	21513555	21513556	chr5_f_c284[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000291102.2	GUSBP1	Genic
chr5	21941793	21941794	chr5_f_c289[k=1][m=4]	4	+	1	4	0	110	Deep intronic	""	""	Genic
chr5	26447888	26447889	chr5_f_c297[k=1][m=4]	4	+	1	4	0	110	Alu	""	""	TE
chr5	34171518	34171519	chr5_r_c303[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000290548.2	""	TE
chr5	34457733	34457734	chr5_f_c388[k=1][m=4]	4	+	1	4	0	110	LTR/ERV	ENSG00000304753.1	""	TE
chr5	35076212	35076213	chr5_r_c316[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000113494.18	""	TE
chr5	41206392	41206393	chr5_r_c471[k=1][m=4]	4	-	1	4	0	110	5'UTR	ENSG00000039537.17	""	Genic
chr5	42034546	42034547	chr5_f_c535[k=1][m=4]	4	+	1	4	0	110	LINE	""	""	TE
chr5	43667171	43667172	chr5_r_c508[k=1][m=4]	4	-	1	4	0	110	Other exon	ENSG00000224993.3	RPL29P12	Genic
chr5	43933074	43933075	chr5_f_c591[k=1][m=4]	4	+	1	4	0	110	LINE	""	""	TE
chr5	54487297	54487298	chr5_r_c637[k=1][m=4]	4	-	1	4	0	110	LINE	""	""	TE
chr5	60912887	60912888	chr5_r_c764[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000049167.17	""	TE
chr5	69621995	69621996	chr5_r_c872[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000290560.2	GUSBP3	Genic
chr5	69670898	69670899	chr5_r_c876[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000253203.7	GUSBP3	Genic
chr5	69688634	69688635	chr5_r_c878[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000290560.2	GUSBP3	TE
chr5	69913311	69913312	chr5_f_c1211[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000198237.8	GUSBP13	Genic
chr5	69920102	69920103	chr5_f_c1212[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000198237.8	GUSBP13	Genic
chr5	69924088	69924089	chr5_f_c1215[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000295602.1	""	Genic
chr5	69924712	69924713	chr5_f_c1217[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000295602.1	""	Genic
chr5	69932691	69932692	chr5_f_c1219[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000295602.1	""	Genic
chr5	69954793	69954794	chr5_f_c1223[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000295602.1	""	Genic
chr5	69963801	69963802	chr5_f_c1224[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000295602.1	""	Genic
chr5	69975338	69975339	chr5_f_c1226[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000295602.1	""	Genic
chr5	69977377	69977378	chr5_f_c1230[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000295602.1	""	Genic
chr5	69984278	69984279	chr5_f_c1237[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000295602.1	""	Genic
chr5	70124743	70124744	chr5_f_c1281[k=1][m=4]	4	+	1	4	0	110	Deep intronic	""	""	Genic
chr5	70130738	70130739	chr5_r_c894[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70133891	70133892	chr5_r_c895[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70140805	70140806	chr5_r_c901[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70142839	70142840	chr5_r_c905[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70154370	70154371	chr5_r_c907[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70163362	70163363	chr5_r_c908[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70166192	70166193	chr5_r_c911[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70185433	70185434	chr5_r_c914[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70193408	70193409	chr5_r_c916[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300022.1	""	Genic
chr5	70198018	70198019	chr5_r_c921[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000254701.3	""	Genic
chr5	70216227	70216228	chr5_r_c922[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000300022.1	""	Genic
chr5	70216725	70216726	chr5_r_c923[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000300022.1	""	Genic
chr5	70250639	70250640	chr5_r_c925[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000253816.3	GUSBP14	Genic
chr5	70268373	70268374	chr5_r_c926[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000300022.1	""	TE
chr5	70284267	70284268	chr5_r_c927[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000300022.1	""	TE
chr5	70477130	70477131	chr5_r_c930[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300109.1	""	Genic
chr5	70512613	70512614	chr5_r_c933[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300109.1	""	Genic
chr5	70513111	70513112	chr5_r_c934[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000300109.1	""	Genic
chr5	70530654	70530655	chr5_r_c937[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000196302.5	GUSBP15	Genic
chr5	70531152	70531153	chr5_r_c938[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000196302.5	GUSBP15	Genic
chr5	70563937	70563938	chr5_r_c941[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000300109.1	""	TE
chr5	70759452	70759453	chr5_f_c1328[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000253366.3	GUSBP16	Genic
chr5	70774046	70774047	chr5_f_c1330[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000253366.3	GUSBP16	Genic
chr5	70774540	70774541	chr5_f_c1331[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000253366.3	GUSBP16	Genic
chr5	70788362	70788363	chr5_f_c1334[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000253366.3	GUSBP16	Genic
chr5	70795150	70795151	chr5_f_c1335[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000253366.3	GUSBP16	Genic
chr5	70799137	70799138	chr5_f_c1338[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000297805.1	""	Genic
chr5	70799761	70799762	chr5_f_c1340[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000297805.1	""	Genic
chr5	70827033	70827034	chr5_f_c1345[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000297805.1	""	Genic
chr5	70829863	70829864	chr5_f_c1346[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000297805.1	""	Genic
chr5	70838872	70838873	chr5_f_c1347[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000297805.1	""	Genic
chr5	70850410	70850411	chr5_f_c1349[k=1][m=4]	4	+	1	4	0	110	First intron	ENSG00000297805.1	""	Genic
chr5	70852448	70852449	chr5_f_c1352[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000297805.1	""	Genic
chr5	70859361	70859362	chr5_f_c1361[k=1][m=4]	4	+	1	4	0	110	Deep intronic	ENSG00000297805.1	""	Genic
chr5	71125066	71125067	chr5_f_c1414[k=1][m=4]	4	+	1	4	0	110	Deep intronic	""	""	Genic
chr5	71134205	71134206	chr5_r_c1010[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71141119	71141120	chr5_r_c1015[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71143153	71143154	chr5_r_c1018[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71154683	71154684	chr5_r_c1020[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71163698	71163699	chr5_r_c1021[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71166523	71166524	chr5_r_c1022[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71193798	71193799	chr5_r_c1028[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71194418	71194419	chr5_r_c1029[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000296329.1	""	Genic
chr5	71198409	71198410	chr5_r_c1032[k=1][m=4]	4	-	1	4	0	110	Deep intronic	ENSG00000215630.6	GUSBP9	Genic
chr5	71250964	71250965	chr5_r_c1038[k=1][m=4]	4	-	1	4	0	110	First intron	ENSG00000235558.3	GUSBP17	Genic
chr5	71267906	71267907	chr5_r_c1039[k=1][m=4]	4	-	1	4	0	110	LTR/ERV	ENSG00000296329.1	""	TE
chr5	71283805	71283806	chr5_r_c1042[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000296329.1	""	TE
chr5	79060691	79060692	chr5_f_c1658[k=1][m=4]	4	+	1	4	0	110	Alu	""	""	TE
chr5	80427127	80427128	chr5_r_c1331[k=1][m=4]	4	-	1	4	0	110	Alu	ENSG00000249042.7	FAM151B-DT	TE
chr5	85264719	85264720	chr5_r_c1428[k=1][m=4]	4	-	1	4	0	110	Alu	""	""	TE
chr5	88335756	88335757	chr5_r_c1533[k=1][m=4]	4	-	1	4	0	110	LINE	""	""	TE
chr5	89773907	89773908	chr5_f_c1921[k=1][m=4]	4	+	1	4	0	110	LINE	ENSG00000301976.1	""	TE
chr5	94277531	94277532	chr5_r_c1634[k=1][m=4]	4	-	1	4	0	110	LINE	ENSG00000185261.16	KIAA0825	TE
chr5	95810179	95810180	chr5_r_c1678[k=1][m=4]	4	-	1	4	0	110	Alu	ENSG00000173221.15	""	TE
chr5	99709065	99709066	chr5_r_c1734[k=1][m=4]	4	-	1	4	0	110	LINE	""	""	TE
chr7	102344258	102344259	chr7_f_c3103[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	ENSG00000296900.1	""	TE
chr7	102356958	102356959	chr7_f_c3115[k=1][m=4]	4	+	1	4	0	98	Deep intronic	""	""	Genic
chr7	102362708	102362709	chr7_f_c3117[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	102366565	102366566	chr7_f_c3121[k=1][m=4]	4	+	1	4	0	98	Deep intronic	ENSG00000128563.14	""	Genic
chr7	103223997	103223998	chr7_f_c3168[k=1][m=4]	4	+	1	4	0	98	Deep intronic	""	""	Genic
chr7	104671188	104671189	chr7_f_c3183[k=1][m=4]	4	+	1	4	0	98	First intron	ENSG00000187416.13	LHFPL3	Genic
chr7	115275760	115275761	chr7_f_c3432[k=1][m=4]	4	+	1	4	0	98	LINE	ENSG00000298119.1	""	TE
chr7	12452599	12452600	chr7_r_c310[k=1][m=4]	4	-	1	4	0	98	LINE	ENSG00000295809.1	""	TE
chr7	133714674	133714675	chr7_f_c3969[k=1][m=4]	4	+	1	4	0	98	Deep intronic	ENSG00000131558.17	""	Genic
chr7	137292507	137292508	chr7_f_c4072[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	137722433	137722434	chr7_f_c4074[k=1][m=4]	4	+	1	4	0	98	Other exon	ENSG00000230383.1	RPL6P19	Genic
chr7	152062662	152062663	chr7_f_c4561[k=1][m=4]	4	+	1	4	0	98	LINE	ENSG00000178234.15	""	TE
chr7	152299577	152299578	chr7_f_c4589[k=1][m=4]	4	+	1	4	0	98	Alu	""	""	TE
chr7	1976296	1976297	chr7_f_c35[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	23513929	23513930	chr7_f_c585[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	24622071	24622072	chr7_f_c620[k=1][m=4]	4	+	1	4	0	98	LINE	ENSG00000105926.17	""	TE
chr7	27529615	27529616	chr7_f_c685[k=1][m=4]	4	+	1	4	0	98	Deep intronic	""	""	Genic
chr7	29785135	29785136	chr7_f_c832[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	29792271	29792272	chr7_f_c833[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	30525379	30525380	chr7_f_c878[k=1][m=4]	4	+	1	4	0	98	TSS-proximal	""	""	Genic
chr7	30543375	30543376	chr7_r_c877[k=1][m=4]	4	-	1	4	0	98	LINE	ENSG00000196295.14	GARS1-DT	TE
chr7	32707330	32707331	chr7_f_c934[k=1][m=4]	4	+	1	4	0	98	Deep intronic	""	""	Genic
chr7	35131202	35131203	chr7_f_c1035[k=1][m=4]	4	+	1	4	0	98	Deep intronic	ENSG00000287249.2	""	Genic
chr7	35960464	35960465	chr7_f_c1067[k=1][m=4]	4	+	1	4	0	98	Deep intronic	ENSG00000226102.3	SEPTIN7P3	Genic
chr7	40172488	40172489	chr7_f_c1203[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	ENSG00000175600.17	""	TE
chr7	41412892	41412893	chr7_f_c1259[k=1][m=4]	4	+	1	4	0	98	LINE	""	""	TE
chr7	44005648	44005649	chr7_r_c1171[k=1][m=4]	4	-	1	4	0	98	Alu	ENSG00000290758.3	POLR2J4	TE
chr7	44006049	44006050	chr7_r_c1172[k=1][m=4]	4	-	1	4	0	98	Deep intronic	ENSG00000290758.3	POLR2J4	Genic
chr7	44015756	44015757	chr7_r_c1176[k=1][m=4]	4	-	1	4	0	98	Deep intronic	ENSG00000272655.3	POLR2J4	Genic
chr7	44016985	44016986	chr7_r_c1179[k=1][m=4]	4	-	1	4	0	98	First intron	ENSG00000272655.3	POLR2J4	Genic
chr7	45734250	45734251	chr7_r_c1261[k=1][m=4]	4	-	1	4	0	98	Deep intronic	ENSG00000291207.2	""	Genic
chr7	45766772	45766773	chr7_r_c1275[k=1][m=4]	4	-	1	4	0	98	First intron	ENSG00000291207.2	""	Genic
chr7	45767330	45767331	chr7_r_c1277[k=1][m=4]	4	-	1	4	0	98	Alu	ENSG00000291207.2	""	TE
chr7	51208767	51208768	chr7_r_c1347[k=1][m=4]	4	-	1	4	0	98	Deep intronic	ENSG00000106078.20	""	Genic
chr7	5185462	5185463	chr7_r_c125[k=1][m=4]	4	-	1	4	0	98	Alu	""	""	TE
chr7	54667329	54667330	chr7_f_c1367[k=1][m=4]	4	+	1	4	0	98	Deep intronic	""	""	Genic
chr7	56784488	56784489	chr7_r_c1397[k=1][m=4]	4	-	1	4	0	98	Intergenic	""	""	Intergenic
chr7	57134613	57134614	chr7_r_c1399[k=1][m=4]	4	-	1	4	0	98	LTR/ERV	ENSG00000185177.14	ZNF479	TE
chr7	57447926	57447927	chr7_f_c1406[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
chr7	57609010	57609011	chr7_f_c1407[k=1][m=4]	4	+	1	4	0	98	First intron	ENSG00000233601.1	NCOR1P3	Genic
chr7	60951075	60951076	chr7_f_c1408[k=1][m=4]	4	+	1	4	0	98	LINE	""	""	TE
chr7	61656892	61656893	chr7_r_c1400[k=1][m=4]	4	-	1	4	0	98	LINE	""	""	TE
chr7	63154762	63154763	chr7_f_c1409[k=1][m=4]	4	+	1	4	0	98	LINE	""	""	TE
chr7	63239082	63239083	chr7_r_c1401[k=1][m=4]	4	-	1	4	0	98	Deep intronic	ENSG00000244550.2	""	Genic
chr7	63793685	63793686	chr7_f_c1411[k=1][m=4]	4	+	1	4	0	98	First intron	ENSG00000307247.1	""	Genic
chr7	63996658	63996659	chr7_f_c1413[k=1][m=4]	4	+	1	4	0	98	LTR/ERV	""	""	TE
