chr	start	end	name	score	strand	NormedTC_SRR32609679	NormedTC_SRR32609680	NormedTC_SRR32609681	NormedTC_SRR32609682	NormedTC_SRR32609683	NormedTC_SRR37853278	NormedTC_SRR37853279	NormedTC_SRR37853280	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr20	49944420	49944440	chr20-77	28.9	+	4.863	0	0	0	0	3.2752	3.1005	20.081	31.3197	4	First intron	ENSG00000124226.12	""	Genic
chr20	50088090	50088110	chr20-49	36.1	-	1.2158	3.8207	0	0	0	6.5505	0	46.8556	58.4425	4	LINE	ENSG00000124208.16	PEDS1-UBE2V1	TE
chr20	50126469	50126489	chr20-282	21.7	-	1.2158	0	4.928	0	0	6.5505	0	6.6937	19.3879	4	Deep intronic	ENSG00000124208.16	PEDS1-UBE2V1	Genic
chr20	50164930	50164950	chr20-158	25.3	+	0	0	0	0	0	0	21.7035	0	21.7035	1	Alu	""	""	TE
chr20	50227418	50227438	chr20-159	25.3	-	2.4315	3.8207	2.464	0	0	6.5505	3.1005	0	18.3671	5	Alu	""	""	TE
chr20	50890114	50890134	chr20-50	46.9	-	3.6473	0	2.464	0	0	0	31.005	0	37.1162	3	3'UTR	ENSG00000101126.19	""	Genic
chr20	50901419	50901439	chr20-78	28.9	-	4.863	0	4.928	2.7469	0	6.5505	3.1005	0	22.1889	5	Deep intronic	ENSG00000101126.19	""	Genic
chr20	50905013	50905033	chr20-480	18	-	3.6473	0	4.928	0	13.6848	0	0	0	22.26	3	5'UTR	ENSG00000101126.19	""	Genic
chr20	50908435	50908455	chr20-114	36.1	-	1.2158	0	4.928	2.7469	13.6848	6.5505	6.201	6.6937	42.0206	7	First intron	ENSG00000101126.19	""	Genic
chr20	50909055	50909075	chr20-20	65	-	7.2945	0	4.928	5.4939	0	9.8257	15.5025	0	43.0446	5	First intron	ENSG00000101126.19	""	Genic
chr20	50914045	50914065	chr20-283	21.7	-	0	0	4.928	2.7469	0	3.2752	3.1005	6.6937	20.7443	5	First intron	ENSG00000101126.19	""	Genic
chr20	50916245	50916265	chr20-79	32.5	-	2.4315	3.8207	9.856	2.7469	0	0	3.1005	6.6937	28.6493	6	LINE	ENSG00000101126.19	""	TE
chr20	50920538	50920558	chr20-115	32.5	-	2.4315	0	7.392	0	0	3.2752	3.1005	13.3873	29.5865	5	Alu	ENSG00000101126.19	""	TE
chr20	50920822	50920842	chr20-116	28.9	-	1.2158	0	7.392	0	0	3.2752	9.3015	6.6937	27.8781	5	First intron	ENSG00000101126.19	""	Genic
chr20	50960440	50960460	chr20-80	36.1	+	1.2158	0	2.464	5.4939	0	3.2752	15.5025	0	27.9513	5	3'UTR	ENSG00000124217.5	MOCS3	Genic
chr20	51702124	51702144	chr20-286	21.7	-	0	0	0	0	0	6.5505	9.3015	6.6937	22.5456	3	Alu	ENSG00000054793.15	""	TE
chr20	52049448	52049468	chr20-890	14.4	-	0	3.8207	0	0	0	0	6.201	6.6937	16.7153	3	3'UTR-distal	""	""	Genic
chr20	52070119	52070139	chr20-160	25.3	-	0	3.8207	2.464	5.4939	0	6.5505	3.1005	0	21.4295	5	Deep intronic	ENSG00000020256.21	""	Genic
chr20	52071550	52071570	chr20-161	25.3	-	1.2158	3.8207	0	2.7469	0	0	15.5025	0	23.2859	4	Deep intronic	ENSG00000020256.21	""	Genic
chr20	52073491	52073511	chr20-162	21.7	-	0	0	0	0	0	0	3.1005	40.162	43.2625	2	Deep intronic	ENSG00000020256.21	""	Genic
chr20	53743322	53743342	chr20-901	18	-	2.4315	0	0	0	13.6848	6.5505	0	0	22.6667	3	Alu	""	""	TE
chr20	56067444	56067464	chr20-61	140.8	-	9.726	34.3862	34.4959	10.9878	54.739	0	0	0	144.3349	5	LINE	""	""	TE
chr20	56393842	56393862	chr20-485	14.4	+	3.6473	3.8207	0	0	13.6848	0	3.1005	0	24.2532	4	5'UTR	ENSG00000101138.13	""	Genic
chr20	58426070	58426090	chr20-289	21.7	+	2.4315	0	0	0	0	6.5505	3.1005	6.6937	18.7761	4	Alu	ENSG00000124164.17	""	TE
chr20	58436651	58436671	chr20-164	21.7	+	1.2158	7.6414	0	2.7469	0	6.5505	6.201	0	24.3555	5	LINE	ENSG00000124164.17	""	TE
chr20	58437142	58437162	chr20-81	32.5	+	2.4315	7.6414	2.464	2.7469	0	3.2752	3.1005	6.6937	28.3532	7	Alu	ENSG00000124164.17	""	TE
chr20	58663296	58663316	chr20-165	25.3	+	3.6473	0	0	0	0	6.5505	9.3015	0	19.4992	3	First intron	ENSG00000124222.24	""	Genic
chr20	58674732	58674752	chr20-291	21.7	+	0	3.8207	4.928	0	0	3.2752	3.1005	6.6937	21.8181	5	Deep intronic	ENSG00000124222.24	""	Genic
chr20	58676579	58676599	chr20-62	36.1	+	3.6473	7.6414	2.464	0	0	9.8257	9.3015	0	32.8798	5	3'UTR	ENSG00000124222.24	""	Genic
chr20	58677653	58677673	chr20-293	21.7	+	0	3.8207	9.856	2.7469	0	0	0	0	16.4236	3	3'UTR	ENSG00000124222.24	""	Genic
chr20	58678271	58678291	chr20-41	46.9	+	3.6473	0	7.392	5.4939	0	13.1009	6.201	0	35.835	5	3'UTR	ENSG00000124222.24	""	Genic
chr20	58679433	58679453	chr20-294	18	+	0	7.6414	4.928	2.7469	0	3.2752	6.201	0	24.7925	5	3'UTR	ENSG00000124222.24	""	Genic
chr20	58895026	58895046	chr20-496	18	+	2.4315	0	4.928	0	13.6848	0	3.1005	0	24.1447	4	First intron	ENSG00000087460.29	GNAS	Genic
chr20	58898030	58898050	chr20-498	21.7	+	2.4315	0	0	5.4939	0	6.5505	3.1005	0	17.5763	4	Deep intronic	ENSG00000087460.29	GNAS	Genic
chr20	58910995	58911015	chr20-167	28.9	+	1.2158	7.6414	7.392	0	27.3695	6.5505	0	0	50.1691	5	3'UTR	ENSG00000087460.29	GNAS	Genic
chr20	62056784	62056804	chr20-169	25.3	-	1.2158	3.8207	0	0	0	9.8257	3.1005	13.3873	31.35	5	First intron	ENSG00000130699.20	TAF4	Genic
chr20	62178774	62178794	chr20-295	21.7	+	0	0	0	0	0	16.3761	3.1005	0	19.4766	2	Deep intronic	ENSG00000184402.15	SS18L1	Genic
chr20	62284919	62284939	chr20-501	18	+	0	3.8207	0	0	0	6.5505	6.201	0	16.5721	3	Deep intronic	ENSG00000130703.18	""	Genic
chr20	62848417	62848437	chr20-117	25.3	-	3.6473	3.8207	2.464	2.7469	0	0	6.201	0	18.8799	5	Deep intronic	ENSG00000101190.14	""	Genic
chr20	62916044	62916064	chr20-171	21.7	-	3.6473	7.6414	0	2.7469	13.6848	0	0	0	27.7203	4	First intron	ENSG00000101191.18	""	Genic
chr20	62928952	62928972	chr20-32	50.5	-	4.863	11.4621	0	2.7469	0	6.5505	6.201	13.3873	45.2108	6	First intron	ENSG00000101191.18	""	Genic
chr20	62936375	62936395	chr20-503	18	-	1.2158	3.8207	4.928	0	0	0	0	6.6937	16.6581	4	Alu	ENSG00000101191.18	""	TE
chr20	62936542	62936562	chr20-172	25.3	-	1.2158	0	4.928	2.7469	0	6.5505	0	6.6937	22.1348	5	Alu	ENSG00000101191.18	""	TE
chr20	62945043	62945063	chr20-297	21.7	+	2.4315	7.6414	0	0	0	3.2752	6.201	6.6937	26.2428	5	3'UTR	ENSG00000101193.9	""	Genic
chr20	63196209	63196229	chr20-298	21.7	-	1.2158	0	4.928	2.7469	13.6848	3.2752	0	0	25.8507	5	3'UTR	ENSG00000149658.19	""	Genic
chr20	63199503	63199523	chr20-504	18	-	1.2158	0	2.464	0	27.3695	3.2752	0	0	34.3245	4	Alu	ENSG00000149658.19	""	TE
chr20	63199733	63199753	chr20-505	18	-	1.2158	0	2.464	0	0	3.2752	0	13.3873	20.3423	4	Deep intronic	ENSG00000149658.19	""	Genic
chr20	63206201	63206221	chr20-506	18	-	0	0	0	0	0	6.5505	3.1005	20.081	29.7319	3	Deep intronic	ENSG00000149658.19	""	Genic
chr20	63604189	63604209	chr20-299	28.9	-	2.4315	0	0	0	0	0	9.3015	20.081	31.814	3	Alu	ENSG00000101216.12	""	TE
chr20	63714656	63714676	chr20-940	14.4	+	0	11.4621	0	0	0	0	0	6.6937	18.1557	2	Alu	ENSG00000197114.13	""	TE
chr20	63718637	63718657	chr20-82	28.9	+	2.4315	0	0	0	0	6.5505	15.5025	0	24.4844	3	Alu	ENSG00000197114.13	""	TE
chr20	63720053	63720073	chr20-118	28.9	+	1.2158	3.8207	2.464	8.2408	0	3.2752	0	6.6937	25.7102	6	LINE	ENSG00000197114.13	""	TE
chr20	63728218	63728238	chr20-173	25.3	+	0	0	0	0	0	6.5505	9.3015	13.3873	29.2393	3	Alu	ENSG00000197114.13	""	TE
chr20	63905584	63905604	chr20-509	21.7	+	2.4315	0	2.464	0	13.6848	0	0	13.3873	31.9676	4	Alu	ENSG00000101152.13	""	TE
chr20	63906050	63906070	chr20-33	50.5	+	1.2158	3.8207	2.464	2.7469	0	6.5505	27.9045	0	44.7023	6	First intron	ENSG00000101152.13	""	Genic
chr20	63914936	63914956	chr20-300	21.7	+	2.4315	0	4.928	0	0	3.2752	3.1005	6.6937	20.4289	5	First intron	ENSG00000101152.13	""	Genic
chr20	63919268	63919288	chr20-511	18	+	1.2158	7.6414	2.464	0	0	0	0	6.6937	18.0148	4	LINE	ENSG00000101152.13	""	TE
chr20	64018329	64018349	chr20-512	18	+	1.2158	3.8207	2.464	0	0	3.2752	6.201	0	16.9767	5	LINE	ENSG00000101161.9	""	TE
chr21	8216345	8216365	chr21-163	25.3	+	3.6473	0	4.928	8.2408	0	0	0	0	16.8161	3	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8254333	8254353	chr21-37	32.5	+	6.0788	7.6414	2.464	5.4939	13.6848	0	0	0	35.3628	5	Deep intronic	""	""	Genic
chr21	8255408	8255428	chr21-260	14.4	+	0	0	2.464	5.4939	13.6848	0	3.1005	0	24.7431	4	Deep intronic	""	""	Genic
chr21	8401794	8401814	chr21-164	21.7	+	2.4315	0	0	0	0	6.5505	9.3015	6.6937	24.9771	4	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8437682	8437702	chr21-14	50.5	+	15.8048	3.8207	4.928	0	0	0	0	0	24.5535	3	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8438022	8438042	chr21-4	75.8	+	34.0411	11.4621	12.32	10.9878	13.6848	6.5505	12.402	6.6937	108.1418	8	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8446116	8446136	chr21-68	32.5	+	1.2158	11.4621	4.928	5.4939	13.6848	3.2752	0	0	40.0597	6	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8989093	8989113	chr21-9	50.5	+	10.9418	19.1034	4.928	13.7347	0	0	3.1005	0	51.8084	5	Deep intronic	""	""	Genic
chr21	8989443	8989463	chr21-15	39.7	+	3.6473	3.8207	12.32	13.7347	0	3.2752	3.1005	6.6937	46.592	7	LTR/ERV	""	""	TE
chr21	8989550	8989570	chr21-5	50.5	+	15.8048	3.8207	7.392	5.4939	0	3.2752	3.1005	6.6937	45.5807	7	LTR/ERV	""	""	TE
chr21	8989683	8989703	chr21-6	46.9	+	3.6473	15.2827	7.392	8.2408	13.6848	3.2752	12.402	0	63.9248	7	Deep intronic	""	""	Genic
chr21	8990296	8990316	chr21-105	25.3	+	2.4315	3.8207	0	2.7469	13.6848	3.2752	3.1005	0	29.0596	6	Deep intronic	""	""	Genic
chr21	8993754	8993774	chr21-28	36.1	+	3.6473	3.8207	7.392	2.7469	13.6848	9.8257	0	0	41.1173	6	Deep intronic	""	""	Genic
chr21	14103512	14103532	chr21-174	14.4	+	2.4315	3.8207	0	0	13.6848	0	0	6.6937	26.6306	4	Deep intronic	ENSG00000224905.9	""	Genic
chr21	14111762	14111782	chr21-269	14.4	+	2.4315	0	0	0	13.6848	3.2752	0	6.6937	26.0852	4	LINE	ENSG00000224905.9	""	TE
chr21	15051235	15051255	chr21-271	18	-	0	3.8207	0	2.7469	27.3695	0	3.1005	0	37.0376	4	First intron	ENSG00000180530.11	NRIP1	Genic
chr21	17266830	17266850	chr21-51	32.5	-	0	0	4.928	0	0	9.8257	3.1005	20.081	37.9352	4	Alu	""	""	TE
chr21	25585195	25585215	chr21-177	18	-	2.4315	0	2.464	0	13.6848	0	3.1005	0	21.6808	4	3'UTR-distal	""	""	Genic
chr21	25732472	25732492	chr21-289	14.4	-	0	0	0	2.7469	13.6848	0	6.201	0	22.6327	3	Alu	ENSG00000154723.14	""	TE
chr21	25855796	25855816	chr21-52	25.3	+	4.863	3.8207	0	2.7469	13.6848	3.2752	0	0	28.3906	5	Intergenic	""	""	Intergenic
chr21	25945219	25945239	chr21-296	18	-	0	0	2.464	2.7469	0	0	3.1005	13.3873	21.6988	4	Deep intronic	ENSG00000142192.23	""	Genic
chr21	26012344	26012364	chr21-181	18	-	2.4315	0	2.464	0	13.6848	0	3.1005	0	21.6808	4	Deep intronic	ENSG00000142192.23	""	Genic
chr21	26111074	26111094	chr21-111	21.7	-	0	0	7.392	0	0	0	0	20.081	27.473	2	LINE	ENSG00000142192.23	""	TE
chr21	26127184	26127204	chr21-40	32.5	-	3.6473	0	0	2.7469	0	0	15.5025	0	21.8967	3	First intron	ENSG00000142192.23	""	Genic
chr21	26155074	26155094	chr21-41	32.5	-	4.863	0	2.464	2.7469	0	3.2752	6.201	0	19.5502	5	Alu	ENSG00000142192.23	""	TE
chr21	27283396	27283416	chr21-16	46.9	-	0	0	0	2.7469	0	9.8257	12.402	33.4683	58.4429	4	Alu	""	""	TE
chr21	28961993	28962013	chr21-113	18	-	0	0	4.928	0	13.6848	0	0	26.7747	45.3874	3	Alu	ENSG00000198862.15	""	TE
chr21	28974966	28974986	chr21-72	21.7	-	2.4315	0	0	0	0	13.1009	0	13.3873	28.9198	3	LINE	ENSG00000198862.15	""	TE
chr21	29044624	29044644	chr21-53	32.5	+	1.2158	0	0	0	0	9.8257	12.402	6.6937	30.1371	4	Alu	ENSG00000156256.16	""	TE
chr21	29045325	29045345	chr21-73	21.7	+	4.863	0	0	0	0	0	6.201	6.6937	17.7577	3	Deep intronic	ENSG00000156256.16	""	Genic
chr21	29072371	29072391	chr21-187	18	-	2.4315	0	2.464	0	13.6848	0	0	6.6937	25.2739	4	First intron	ENSG00000156261.14	""	Genic
chr21	29336605	29336625	chr21-318	14.4	+	0	0	0	2.7469	0	0	3.1005	13.3873	19.2348	3	LINE	ENSG00000156273.17	""	TE
chr21	29377947	29377967	chr21-21	39.7	+	2.4315	0	0	0	0	0	15.5025	26.7747	44.7086	3	Deep intronic	""	""	Genic
chr21	29380285	29380305	chr21-319	14.4	+	1.2158	0	0	2.7469	13.6848	3.2752	0	0	20.9227	4	Deep intronic	""	""	Genic
chr21	31323512	31323532	chr21-115	25.3	-	2.4315	0	0	0	0	9.8257	6.201	0	18.4582	3	Alu	ENSG00000156299.16	""	TE
chr21	31324121	31324141	chr21-116	18	-	1.2158	0	0	2.7469	13.6848	3.2752	6.201	0	27.1237	5	LINE	ENSG00000156299.16	""	TE
chr21	31419115	31419135	chr21-329	14.4	-	0	3.8207	0	0	13.6848	0	3.1005	6.6937	27.2996	4	Deep intronic	ENSG00000156299.16	""	Genic
chr21	31525189	31525209	chr21-117	21.7	-	1.2158	0	0	0	0	6.5505	9.3015	0	17.0677	3	Alu	ENSG00000156299.16	""	TE
chr21	31544038	31544058	chr21-74	25.3	-	1.2158	7.6414	0	0	0	3.2752	6.201	13.3873	31.7207	5	Alu	ENSG00000156299.16	""	TE
chr21	31663134	31663154	chr21-196	18	+	1.2158	0	0	0	0	0	0	26.7747	27.9904	2	Satellite/LC	ENSG00000142168.16	""	TE
chr21	31702185	31702205	chr21-29	32.5	-	7.2945	0	4.928	0	13.6848	3.2752	0	0	29.1825	4	First intron	ENSG00000156304.16	""	Genic
chr21	31723274	31723294	chr21-119	21.7	-	1.2158	0	4.928	2.7469	0	3.2752	0	6.6937	18.8596	5	Alu	ENSG00000156304.16	""	TE
chr21	32342041	32342061	chr21-120	18	-	1.2158	0	9.856	0	13.6848	0	0	0	24.7565	3	Deep intronic	ENSG00000142207.8	""	Genic
chr21	32740571	32740591	chr21-22	32.5	-	1.2158	0	0	0	27.3695	13.1009	12.402	6.6937	60.7818	5	LINE	ENSG00000159086.16	""	TE
chr21	32753089	32753109	chr21-75	25.3	-	2.4315	0	0	5.4939	13.6848	9.8257	0	6.6937	38.1295	5	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32754012	32754032	chr21-121	21.7	-	0	7.6414	2.464	8.2408	0	0	0	0	18.3462	3	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32754115	32754135	chr21-122	25.3	-	0	0	2.464	0	0	9.8257	6.201	6.6937	25.1843	4	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32755119	32755139	chr21-54	28.9	-	1.2158	0	0	5.4939	0	0	15.5025	6.6937	28.9058	4	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32755748	32755768	chr21-30	36.1	-	4.863	11.4621	4.928	2.7469	0	3.2752	6.201	13.3873	46.8636	7	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32757540	32757560	chr21-123	21.7	-	0	3.8207	2.464	5.4939	0	6.5505	3.1005	0	21.4295	5	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32758503	32758523	chr21-31	36.1	-	9.726	0	2.464	13.7347	0	9.8257	0	0	35.7504	4	Deep intronic	ENSG00000159086.16	""	Genic
chr21	32758630	32758650	chr21-7	54.1	-	10.9418	3.8207	4.928	2.7469	0	9.8257	0	0	32.2631	5	Satellite/LC	ENSG00000159086.16	""	TE
chr21	32759408	32759428	chr21-23	39.7	-	3.6473	3.8207	4.928	13.7347	13.6848	0	3.1005	0	42.9159	6	Deep intronic	ENSG00000159086.16	""	Genic
chr21	33360412	33360432	chr21-56	25.3	+	1.2158	11.4621	0	0	0	13.1009	0	0	25.7787	3	3'UTR-distal	""	""	Genic
chr21	33412570	33412590	chr21-353	14.4	+	1.2158	0	0	0	0	3.2752	6.201	6.6937	17.3856	4	Alu	ENSG00000159128.17	""	TE
chr21	33459330	33459350	chr21-57	32.5	-	6.0788	0	2.464	10.9878	0	3.2752	3.1005	0	25.9063	5	Deep intronic	ENSG00000142188.18	""	Genic
chr21	33508008	33508028	chr21-357	14.4	-	0	0	0	2.7469	13.6848	3.2752	0	6.6937	26.4006	4	LINE	ENSG00000159131.18	""	TE
chr21	33529403	33529423	chr21-77	25.3	-	3.6473	0	2.464	0	0	6.5505	3.1005	6.6937	22.4559	5	Alu	ENSG00000159131.18	""	TE
chr21	33529876	33529896	chr21-126	21.7	-	2.4315	0	2.464	2.7469	13.6848	0	6.201	0	27.5282	5	Deep intronic	ENSG00000159131.18	""	Genic
chr21	33541812	33541832	chr21-361	14.4	-	2.4315	0	0	2.7469	13.6848	3.2752	0	0	22.1384	4	First intron	ENSG00000159131.18	""	Genic
chr21	33559355	33559375	chr21-42	28.9	+	6.0788	0	0	2.7469	0	3.2752	3.1005	20.081	35.2824	5	CDS	ENSG00000159140.23	SON	Genic
chr21	33572133	33572153	chr21-12	46.9	+	6.0788	0	0	2.7469	13.6848	0	3.1005	33.4683	59.0793	5	Deep intronic	ENSG00000159140.23	SON	Genic
chr21	33573043	33573063	chr21-24	46.9	+	7.2945	0	0	0	0	6.5505	9.3015	13.3873	36.5338	4	Proximal intronic	ENSG00000159140.23	SON	Genic
chr21	33581071	33581091	chr21-127	21.7	-	2.4315	0	2.464	2.7469	13.6848	3.2752	0	0	24.6024	5	3'UTR-distal	ENSG00000159147.19	""	Genic
chr21	33585208	33585228	chr21-128	21.7	-	0	7.6414	2.464	0	0	0	9.3015	0	19.4069	3	3'UTR-distal	ENSG00000159147.19	""	Genic
chr21	33585782	33585802	chr21-209	18	-	0	3.8207	0	2.7469	0	9.8257	3.1005	0	19.4938	4	3'UTR-distal	ENSG00000159147.19	""	Genic
chr21	33595379	33595399	chr21-43	28.9	-	2.4315	7.6414	2.464	2.7469	0	0	6.201	13.3873	34.8721	6	3'UTR	ENSG00000205758.13	""	Genic
chr21	33676043	33676063	chr21-211	18	+	0	0	0	2.7469	54.739	0	0	0	57.486	2	Alu	ENSG00000205726.16	""	TE
chr21	33676404	33676424	chr21-129	18	+	2.4315	0	0	2.7469	13.6848	6.5505	0	0	25.4137	4	Alu	ENSG00000205726.16	""	TE
chr21	33824902	33824922	chr21-212	18	+	1.2158	3.8207	0	0	0	3.2752	0	13.3873	21.699	4	Deep intronic	ENSG00000205726.16	""	Genic
chr21	33914147	33914167	chr21-58	28.9	-	0	0	4.928	2.7469	0	16.3761	0	0	24.0511	3	First intron	ENSG00000241837.8	""	Genic
chr21	34082055	34082075	chr21-78	21.7	+	2.4315	0	0	0	0	0	15.5025	0	17.934	2	First intron	ENSG00000198743.7	SLC5A3	Genic
chr21	36041893	36041913	chr21-79	25.3	-	0	0	9.856	2.7469	13.6848	9.8257	0	0	36.1134	4	Proximal intronic	ENSG00000185917.15	""	Genic
chr21	36058492	36058512	chr21-44	32.5	-	3.6473	0	2.464	0	0	16.3761	0	0	22.4874	3	Alu	ENSG00000185917.15	""	TE
chr21	36173211	36173231	chr21-381	14.4	+	1.2158	0	0	0	0	0	0	20.081	21.2967	2	Deep intronic	ENSG00000142197.14	""	Genic
chr21	36387148	36387168	chr21-382	14.4	+	1.2158	0	0	0	13.6848	0	3.1005	6.6937	24.6947	4	First intron	ENSG00000159259.9	""	Genic
chr21	36404753	36404773	chr21-131	21.7	+	0	0	0	0	0	9.8257	0	20.081	29.9067	2	Alu	ENSG00000159259.9	""	TE
chr21	36409661	36409681	chr21-384	14.4	+	2.4315	0	2.464	2.7469	0	3.2752	6.201	6.6937	23.8123	6	Alu	ENSG00000159259.9	""	TE
chr21	36710131	36710151	chr21-80	25.3	+	1.2158	0	0	2.7469	0	6.5505	3.1005	13.3873	27.001	5	Other SINE	ENSG00000159263.16	SIM2	TE
chr21	36713606	36713626	chr21-387	14.4	+	0	3.8207	0	0	27.3695	0	3.1005	6.6937	40.9844	4	Deep intronic	ENSG00000159263.16	SIM2	Genic
chr21	36717879	36717899	chr21-216	18	+	0	7.6414	0	2.7469	0	3.2752	3.1005	0	16.764	4	Deep intronic	ENSG00000159263.16	SIM2	Genic
chr21	36809197	36809217	chr21-390	14.4	-	0	0	0	0	13.6848	0	9.3015	0	22.9862	2	Alu	ENSG00000159267.18	""	TE
chr21	36954884	36954904	chr21-132	21.7	-	1.2158	0	0	0	0	3.2752	3.1005	20.081	27.6725	4	Alu	ENSG00000159267.18	""	TE
chr21	37076419	37076439	chr21-133	21.7	+	2.4315	0	4.928	5.4939	0	0	0	6.6937	19.547	4	First intron	ENSG00000182670.14	TTC3	Genic
chr21	37077112	37077132	chr21-8	54.1	+	6.0788	3.8207	4.928	5.4939	0	13.1009	18.603	0	52.0252	6	First intron	ENSG00000182670.14	TTC3	Genic
chr21	37078002	37078022	chr21-81	18	+	1.2158	11.4621	0	2.7469	0	6.5505	6.201	0	28.1762	5	LINE	ENSG00000182670.14	TTC3	TE
chr21	37080871	37080891	chr21-82	25.3	+	2.4315	3.8207	0	2.7469	13.6848	3.2752	3.1005	6.6937	35.7533	7	LINE	ENSG00000182670.14	TTC3	TE
chr21	37081871	37081891	chr21-59	28.9	+	0	0	4.928	5.4939	0	13.1009	3.1005	0	26.6233	4	5'UTR	ENSG00000182670.14	TTC3	Genic
chr21	37101784	37101804	chr21-83	25.3	+	3.6473	3.8207	0	0	0	3.2752	6.201	0	16.9442	4	LINE	ENSG00000182670.14	TTC3	TE
chr21	37199265	37199285	chr21-135	21.7	+	1.2158	0	0	0	0	3.2752	12.402	0	16.893	3	Deep intronic	ENSG00000182670.14	TTC3	Genic
chr21	37388581	37388601	chr21-84	25.3	+	1.2158	3.8207	2.464	5.4939	0	3.2752	3.1005	0	19.37	6	LINE	ENSG00000157540.23	""	TE
chr21	37406017	37406037	chr21-85	25.3	+	2.4315	0	0	0	0	0	18.603	0	21.0345	2	First intron	ENSG00000157540.23	""	Genic
chr21	37438340	37438360	chr21-138	18	+	2.4315	0	4.928	0	0	3.2752	6.201	0	16.8357	4	LINE	ENSG00000157540.23	""	TE
chr21	37496656	37496676	chr21-139	21.7	+	0	0	0	5.4939	0	9.8257	0	6.6937	22.0132	3	Deep intronic	ENSG00000157540.23	""	Genic
chr21	37512669	37512689	chr21-32	36.1	+	3.6473	0	9.856	0	0	9.8257	0	0	23.3289	3	3'UTR	ENSG00000157540.23	""	Genic
chr21	37516169	37516189	chr21-220	18	+	2.4315	0	0	0	0	3.2752	0	13.3873	19.0941	3	3'UTR	ENSG00000157540.23	""	Genic
chr21	39246501	39246521	chr21-86	18	-	2.4315	0	0	0	0	9.8257	9.3015	6.6937	28.2523	4	LINE	ENSG00000185658.15	""	TE
chr21	39268559	39268579	chr21-141	21.7	-	3.6473	0	2.464	5.4939	0	3.2752	3.1005	0	17.9809	5	LINE	ENSG00000185658.15	""	TE
chr21	39277281	39277301	chr21-142	21.7	-	2.4315	0	7.392	0	13.6848	0	6.201	0	29.7092	4	CDS	ENSG00000185658.15	""	Genic
chr21	39299800	39299820	chr21-60	28.9	-	1.2158	0	0	0	0	13.1009	9.3015	0	23.6182	3	Alu	ENSG00000185658.15	""	TE
chr21	39300678	39300698	chr21-143	21.7	-	2.4315	0	2.464	0	0	3.2752	6.201	6.6937	21.0654	5	LINE	ENSG00000185658.15	""	TE
chr21	39309499	39309519	chr21-17	43.3	-	3.6473	7.6414	4.928	2.7469	13.6848	3.2752	6.201	0	42.1245	7	Deep intronic	ENSG00000185658.15	""	Genic
chr21	39309965	39309985	chr21-144	36.1	-	4.863	7.6414	4.928	2.7469	0	3.2752	6.201	0	29.6555	6	LINE	ENSG00000185658.15	""	TE
chr21	39344609	39344629	chr21-145	21.7	-	0	7.6414	0	5.4939	0	0	6.201	0	19.3363	3	Deep intronic	ENSG00000205581.12	""	Genic
chr21	39346452	39346472	chr21-2	68.6	-	8.5103	11.4621	17.248	13.7347	0	6.5505	3.1005	6.6937	67.2996	7	Deep intronic	ENSG00000205581.12	""	Genic
chr21	39346544	39346564	chr21-25	36.1	-	10.9418	3.8207	4.928	5.4939	0	0	0	0	25.1843	4	Deep intronic	ENSG00000205581.12	""	Genic
chr21	39347203	39347223	chr21-10	54.1	-	6.0788	15.2827	4.928	2.7469	0	9.8257	0	0	38.8621	5	Deep intronic	ENSG00000205581.12	""	Genic
chr21	41300437	41300457	chr21-13	50.5	-	8.5103	3.8207	0	0	0	19.6514	9.3015	6.6937	47.9775	5	LINE	ENSG00000298244.1	""	TE
chr21	42367569	42367589	chr21-148	21.7	-	4.863	0	2.464	0	13.6848	0	0	0	21.0118	3	3'UTR-distal	""	""	Genic
chr21	42699554	42699574	chr21-452	14.4	+	0	0	4.928	5.4939	0	0	6.201	0	16.6229	3	Alu	ENSG00000160191.19	""	TE
chr21	42701437	42701457	chr21-149	21.7	+	1.2158	0	0	0	0	9.8257	6.201	0	17.2424	3	Alu	ENSG00000160191.19	""	TE
chr21	42844321	42844341	chr21-150	21.7	-	1.2158	0	2.464	0	0	13.1009	3.1005	6.6937	26.5748	5	LINE	ENSG00000160193.13	""	TE
chr21	42847868	42847888	chr21-89	21.7	-	1.2158	3.8207	2.464	5.4939	0	3.2752	3.1005	0	19.37	6	3'UTR	ENSG00000160193.13	""	Genic
chr21	42855101	42855121	chr21-228	18	-	0	0	0	2.7469	0	0	9.3015	6.6937	18.7421	3	Alu	ENSG00000160193.13	""	TE
chr21	42867572	42867592	chr21-90	25.3	-	1.2158	0	2.464	2.7469	0	6.5505	6.201	0	19.1781	5	First intron	ENSG00000160193.13	""	Genic
