chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr5	59103228	59103229	CITS_73[gene=chr5_r_c4013][PH=5][PH0=0.00][P=8.33e-09]	5	-	Deep intronic	ENSG00000113448.21	PDE4D	Genic	8.33e-09
chr5	59137851	59137852	CITS_77[gene=chr5_r_c4120][PH=4][PH0=0.09][P=6.69e-04]	4	-	Deep intronic	ENSG00000113448.21	PDE4D	Genic	0.000669
chr5	59335680	59335681	CITS_82[gene=chr5_r_c4739][PH=4][PH0=0.09][P=9.42e-04]	4	-	First intron	ENSG00000113448.21	PDE4D	Genic	0.000942
chr5	59335731	59335732	CITS_83[gene=chr5_r_c4739][PH=4][PH0=0.09][P=9.42e-04]	4	-	First intron	ENSG00000113448.21	PDE4D	Genic	0.000942
chr5	59562568	59562569	CITS_87[gene=chr5_r_c5299][PH=4][PH0=0.07][P=2.70e-04]	4	-	First intron	ENSG00000113448.21	PDE4D	Genic	0.00027
chr5	59650861	59650862	CITS_89[gene=chr5_r_c5348][PH=4][PH0=0.01][P=1.11e-04]	4	-	First intron	ENSG00000113448.21	PDE4D	Genic	0.000111
chr5	59658679	59658680	CITS_90[gene=chr5_r_c5348][PH=4][PH0=0.01][P=1.11e-04]	4	-	First intron	ENSG00000113448.21	PDE4D	Genic	0.000111
chr5	59672782	59672783	CITS_91[gene=chr5_r_c5348][PH=4][PH0=0.01][P=1.11e-04]	4	-	First intron	ENSG00000113448.21	PDE4D	Genic	0.000111
chr5	59675913	59675914	CITS_92[gene=chr5_r_c5348][PH=4][PH0=0.01][P=1.11e-04]	4	-	Alu	ENSG00000113448.21	PDE4D	TE	0.000111
chr5	70114736	70114737	CITS_94[gene=chr5_r_c6409][PH=3][PH0=0.00][P=1.41e-04]	3	-	Deep intronic	ENSG00000179978.11	NAIPP2	Genic	0.000141
chr5	70990209	70990210	CITS_95[gene=chr5_r_c6436][PH=3][PH0=0.00][P=1.28e-04]	3	-	Deep intronic	ENSG00000249437.9	""	Genic	0.000128
chr5	71115091	71115092	CITS_96[gene=chr5_r_c6436][PH=3][PH0=0.00][P=1.28e-04]	3	-	Deep intronic	ENSG00000251634.2	NAIPP4	Genic	0.000128
chr5	135344561	135344562	CITS_103[gene=chr5_r_c11754][PH=2][PH0=0.00][P=6.33e-04]	2	-	Deep intronic	ENSG00000113648.18	""	Genic	0.000633
chr5	140258444	140258445	CITS_104[gene=chr5_r_c12381][PH=2][PH0=0.00][P=3.53e-04]	2	-	First intron	ENSG00000113068.11	""	Genic	0.000353
chr5	177079110	177079111	CITS_105[gene=chr5_r_c14382][PH=2][PH0=0.00][P=2.56e-04]	2	-	Alu	""	""	TE	0.000256
chr5	179614786	179614787	CITS_106[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	3'UTR	ENSG00000169045.20	""	Genic	0.000158
chr5	179618524	179618525	CITS_107[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	First intron	ENSG00000169045.20	""	Genic	0.000158
chr5	179619981	179619982	CITS_108[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	First intron	ENSG00000169045.20	""	Genic	0.000158
chr5	179620110	179620111	CITS_109[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	First intron	ENSG00000169045.20	""	Genic	0.000158
chr5	179622106	179622107	CITS_110[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	First intron	ENSG00000169045.20	""	Genic	0.000158
chr5	179622197	179622198	CITS_111[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	First intron	ENSG00000169045.20	""	Genic	0.000158
chr5	179622416	179622417	CITS_112[gene=chr5_r_c14529][PH=3][PH0=0.00][P=1.58e-04]	3	-	First intron	ENSG00000169045.20	""	Genic	0.000158
chr5	179622708	179622709	CITS_113[gene=chr5_r_c14529][PH=4][PH0=0.00][P=5.33e-08]	4	-	Alu	ENSG00000169045.20	""	TE	5.33e-08
chr5	179622735	179622736	CITS_114[gene=chr5_r_c14529][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000169045.20	""	Genic	1e-100
chr6	7741467	7741468	CITS_1[gene=chr6_f_c629][PH=4][PH0=0.10][P=7.93e-04]	4	+	Alu	ENSG00000153162.10	""	TE	0.000793
chr6	7741603	7741604	CITS_2[gene=chr6_f_c630][PH=4][PH0=0.10][P=7.93e-04]	4	+	Alu	ENSG00000153162.10	""	TE	0.000793
chr6	7743951	7743952	CITS_3[gene=chr6_f_c636][PH=4][PH0=0.06][P=1.88e-04]	4	+	First intron	ENSG00000153162.10	""	Genic	0.000188
chr6	13942510	13942511	CITS_4[gene=chr6_f_c1083][PH=3][PH0=0.00][P=4.04e-04]	3	+	Alu	ENSG00000180537.14	""	TE	0.000404
chr6	52995864	52995865	CITS_8[gene=chr6_f_c3626][PH=8][PH0=0.00][P=1.00e-100]	8	+	Other exon	ENSG00000202198.1	7SK	Genic	1e-100
chr6	57385108	57385109	CITS_9[gene=chr6_f_c3838][PH=3][PH0=0.00][P=6.32e-05]	3	+	Deep intronic	ENSG00000146143.20	""	Genic	6.32e-05
chr6	63574902	63574903	CITS_10[gene=chr6_f_c4166][PH=3][PH0=0.00][P=9.63e-05]	3	+	First intron	ENSG00000112245.14	PTP4A1	Genic	9.63e-05
chr6	83798509	83798510	CITS_12[gene=chr6_f_c5014][PH=5][PH0=0.10][P=1.82e-05]	5	+	LINE	""	""	TE	1.82e-05
chr6	154842949	154842950	CITS_14[gene=chr6_f_c9606][PH=3][PH0=0.00][P=3.28e-06]	3	+	3'UTR-distal	ENSG00000146426.20	""	Genic	3.28e-06
chr6	7480542	7480543	CITS_16[gene=chr6_r_c533][PH=2][PH0=0.00][P=8.98e-04]	2	-	Deep intronic	""	""	Genic	0.000898
chr6	10399265	10399266	CITS_17[gene=chr6_r_c619][PH=2][PH0=0.00][P=9.87e-04]	2	-	Deep intronic	ENSG00000137203.15	TFAP2A	Genic	0.000987
chr6	36976847	36976848	CITS_18[gene=chr6_r_c2334][PH=5][PH0=0.00][P=1.00e-100]	5	-	Deep intronic	ENSG00000137409.22	""	Genic	1e-100
chr6	99404543	99404544	CITS_23[gene=chr6_r_c5520][PH=3][PH0=0.00][P=7.59e-05]	3	-	Proximal intronic	ENSG00000132424.18	""	Genic	7.59e-05
chr6	112237192	112237193	CITS_24[gene=chr6_r_c6568][PH=3][PH0=0.00][P=2.52e-05]	3	-	First intron	ENSG00000112769.21	""	Genic	2.52e-05
chr6	165864868	165864869	CITS_29[gene=chr6_r_c9647][PH=5][PH0=0.00][P=9.98e-09]	5	-	LINE	ENSG00000112541.19	PDE10A	TE	9.98e-09
chr6	165949802	165949803	CITS_45[gene=chr6_r_c9663][PH=6][PH0=0.18][P=3.81e-05]	6	-	First intron	ENSG00000112541.19	PDE10A	Genic	3.81e-05
chr6	165949938	165949939	CITS_46[gene=chr6_r_c9664][PH=6][PH0=0.34][P=7.42e-04]	6	-	First intron	ENSG00000112541.19	PDE10A	Genic	0.000742
chr6	165979377	165979378	CITS_52[gene=chr6_r_c9818][PH=5][PH0=0.21][P=8.08e-04]	5	-	First intron	ENSG00000112541.19	PDE10A	Genic	0.000808
chr6	165981693	165981694	CITS_53[gene=chr6_r_c9831][PH=4][PH0=0.09][P=9.52e-04]	4	-	First intron	ENSG00000112541.19	PDE10A	Genic	0.000952
chr7	31138535	31138536	CITS_2[gene=chr7_f_c2055][PH=3][PH0=0.00][P=1.47e-09]	3	+	Alu	ENSG00000286487.2	""	TE	1.47e-09
chr7	48107808	48107809	CITS_3[gene=chr7_f_c3315][PH=2][PH0=0.00][P=1.42e-04]	2	+	Deep intronic	ENSG00000183696.15	""	Genic	0.000142
chr7	73206419	73206420	CITS_6[gene=chr7_f_c5087][PH=3][PH0=0.00][P=5.96e-06]	3	+	Other exon	ENSG00000293241.2	GTF2IP4	Genic	5.96e-06
chr7	74759815	74759816	CITS_8[gene=chr7_f_c5145][PH=3][PH0=0.00][P=1.39e-04]	3	+	3'UTR	ENSG00000263001.10	""	Genic	0.000139
chr7	75665709	75665710	CITS_9[gene=chr7_f_c5238][PH=3][PH0=0.00][P=2.82e-08]	3	+	Alu	""	""	TE	2.82e-08
chr7	97318733	97318734	CITS_12[gene=chr7_f_c7030][PH=2][PH0=0.00][P=4.41e-04]	2	+	Alu	""	""	TE	0.000441
chr7	139418508	139418509	CITS_19[gene=chr7_f_c10966][PH=3][PH0=0.00][P=2.51e-05]	3	+	Deep intronic	ENSG00000146963.19	""	Genic	2.51e-05
chr7	148941529	148941530	CITS_20[gene=chr7_f_c11300][PH=10][PH0=0.00][P=1.00e-100]	10	+	Other exon	ENSG00000286171.1	""	Genic	1e-100
chr7	5527200	5527201	CITS_22[gene=chr7_r_c324][PH=3][PH0=0.00][P=3.26e-04]	3	-	3'UTR	ENSG00000075624.18	""	Genic	0.000326
chr7	5527269	5527270	CITS_23[gene=chr7_r_c324][PH=10][PH0=0.00][P=1.00e-100]	10	-	3'UTR	ENSG00000075624.18	""	Genic	1e-100
chr7	5527312	5527313	CITS_24[gene=chr7_r_c324][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSG00000075624.18	""	Genic	1e-100
chr7	5527508	5527509	CITS_25[gene=chr7_r_c324][PH=8][PH0=0.00][P=1.00e-100]	8	-	3'UTR	ENSG00000075624.18	""	Genic	1e-100
chr7	5527631	5527632	CITS_26[gene=chr7_r_c324][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000075624.18	""	Genic	1e-100
chr7	23351858	23351859	CITS_28[gene=chr7_r_c1195][PH=3][PH0=0.00][P=1.60e-04]	3	-	Deep intronic	ENSG00000136231.15	""	Genic	0.00016
chr7	23373530	23373531	CITS_29[gene=chr7_r_c1195][PH=3][PH0=0.00][P=1.60e-04]	3	-	Deep intronic	ENSG00000136231.15	""	Genic	0.00016
chr7	23378360	23378361	CITS_30[gene=chr7_r_c1195][PH=3][PH0=0.00][P=1.60e-04]	3	-	Deep intronic	ENSG00000136231.15	""	Genic	0.00016
chr7	23384890	23384891	CITS_31[gene=chr7_r_c1195][PH=4][PH0=0.00][P=5.83e-08]	4	-	Satellite/LC	ENSG00000136231.15	""	TE	5.83e-08
chr7	26191984	26191985	CITS_32[gene=chr7_r_c1586][PH=3][PH0=0.00][P=2.16e-04]	3	-	3'UTR	ENSG00000122566.24	""	Genic	0.000216
chr7	26198728	26198729	CITS_33[gene=chr7_r_c1606][PH=5][PH0=0.08][P=1.51e-05]	5	-	First intron	ENSG00000122566.24	""	Genic	1.51e-05
chr7	51273329	51273330	CITS_38[gene=chr7_r_c3376][PH=3][PH0=0.00][P=1.05e-04]	3	-	Alu	ENSG00000106078.20	""	TE	0.000105
chr7	72950900	72950901	CITS_39[gene=chr7_r_c3937][PH=3][PH0=0.00][P=1.69e-05]	3	-	3'UTR-distal	ENSG00000106133.19	NSUN5P2	Genic	1.69e-05
chr7	72986944	72986945	CITS_40[gene=chr7_r_c3937][PH=3][PH0=0.00][P=1.69e-05]	3	-	Alu	ENSG00000290832.2	""	TE	1.69e-05
chr7	72993806	72993807	CITS_41[gene=chr7_r_c3937][PH=3][PH0=0.00][P=1.69e-05]	3	-	LINE	ENSG00000290832.2	""	TE	1.69e-05
chr7	74322061	74322062	CITS_42[gene=chr7_r_c4081][PH=4][PH0=0.00][P=1.00e-100]	4	-	Alu	""	""	TE	1e-100
chr7	75186258	75186259	CITS_44[gene=chr7_r_c4127][PH=3][PH0=0.00][P=5.89e-06]	3	-	Other exon	ENSG00000290871.2	GTF2IP1	Genic	5.89e-06
chr7	92447636	92447637	CITS_45[gene=chr7_r_c5458][PH=2][PH0=0.00][P=8.50e-04]	2	-	Deep intronic	""	""	Genic	0.00085
chr7	105581908	105581909	CITS_48[gene=chr7_r_c6674][PH=3][PH0=0.00][P=2.48e-06]	3	-	First intron	ENSG00000185055.12	""	Genic	2.48e-06
chr7	111356874	111356875	CITS_50[gene=chr7_r_c7474][PH=4][PH0=0.06][P=1.90e-04]	4	-	Alu	ENSG00000184903.10	IMMP2L	TE	0.00019
chr7	129370699	129370700	CITS_52[gene=chr7_r_c8612][PH=2][PH0=0.00][P=6.79e-04]	2	-	Alu	ENSG00000286722.2	""	TE	0.000679
chr7	129393438	129393439	CITS_53[gene=chr7_r_c8612][PH=2][PH0=0.00][P=6.79e-04]	2	-	LINE	""	""	TE	0.000679
chr7	129933763	129933764	CITS_54[gene=chr7_r_c8634][PH=3][PH0=0.00][P=3.62e-04]	3	-	First intron	ENSG00000186591.14	""	Genic	0.000362
chr7	130166056	130166057	CITS_55[gene=chr7_r_c8692][PH=4][PH0=0.10][P=6.47e-04]	4	-	3'UTR	ENSG00000146842.18	""	Genic	0.000647
chr7	148987225	148987226	CITS_56[gene=chr7_r_c10272][PH=8][PH0=0.23][P=1.67e-07]	8	-	YRNA	ENSG00000201098.1	RNY1	ncRNA	1.67e-07
chr7	149535514	149535515	CITS_57[gene=chr7_r_c10301][PH=3][PH0=0.00][P=1.09e-06]	3	-	LTR/ERV	""	""	TE	1.09e-06
chr7	152150616	152150617	CITS_59[gene=chr7_r_c10624][PH=3][PH0=0.00][P=5.43e-05]	3	-	Alu	ENSG00000055609.21	KMT2C	TE	5.43e-05
chr8	60946785	60946786	CITS_4[gene=chr8_f_c3262][PH=2][PH0=0.00][P=2.40e-04]	2	+	Alu	ENSG00000254777.6	""	TE	0.00024
chr8	127930171	127930172	CITS_9[gene=chr8_f_c5831][PH=5][PH0=0.00][P=1.20e-09]	5	+	Alu	ENSG00000249859.15	PVT1	TE	1.2e-09
chr8	36231083	36231084	CITS_15[gene=chr8_r_c1275][PH=3][PH0=0.00][P=5.17e-09]	3	-	Alu	""	""	TE	5.17e-09
chr8	36413607	36413608	CITS_16[gene=chr8_r_c1275][PH=3][PH0=0.00][P=5.17e-09]	3	-	LINE	ENSG00000253363.8	""	TE	5.17e-09
chr8	47817078	47817079	CITS_17[gene=chr8_r_c1701][PH=3][PH0=0.00][P=4.96e-04]	3	-	Deep intronic	ENSG00000253729.10	""	Genic	0.000496
chr8	56074468	56074469	CITS_18[gene=chr8_r_c2091][PH=3][PH0=0.00][P=1.18e-07]	3	-	5'UTR	ENSG00000008988.12	""	Genic	1.18e-07
chr8	80171857	80171858	CITS_20[gene=chr8_r_c3621][PH=2][PH0=0.00][P=8.93e-05]	2	-	TSS-proximal	""	""	Genic	8.93e-05
chr8	100703890	100703891	CITS_21[gene=chr8_r_c4583][PH=3][PH0=0.00][P=2.63e-06]	3	-	3'UTR	ENSG00000070756.18	""	Genic	2.63e-06
chr8	127133956	127133957	CITS_22[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	LINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127148757	127148758	CITS_23[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	Alu	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127155540	127155541	CITS_24[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	LINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127161960	127161961	CITS_25[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	Proximal intronic	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127185320	127185321	CITS_26[gene=chr8_r_c6846][PH=7][PH0=0.01][P=1.00e-100]	7	-	Alu	ENSG00000254166.5	CASC19	TE	1e-100
chr8	127186377	127186378	CITS_27[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127187413	127187414	CITS_28[gene=chr8_r_c6846][PH=6][PH0=0.01][P=8.19e-10]	6	-	First intron	ENSG00000254166.5	CASC19	Genic	8.19e-10
chr8	127189168	127189169	CITS_29[gene=chr8_r_c6846][PH=7][PH0=0.01][P=1.00e-100]	7	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127189404	127189405	CITS_30[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127189432	127189433	CITS_31[gene=chr8_r_c6846][PH=5][PH0=0.01][P=4.70e-07]	5	-	Satellite/LC	ENSG00000254166.5	CASC19	TE	4.7e-07
chr8	127191872	127191873	CITS_32[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127196267	127196268	CITS_33[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	Other SINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127204671	127204672	CITS_34[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	LINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127204982	127204983	CITS_35[gene=chr8_r_c6846][PH=7][PH0=0.01][P=1.00e-100]	7	-	LINE	ENSG00000254166.5	CASC19	TE	1e-100
chr8	127210982	127210983	CITS_36[gene=chr8_r_c6846][PH=6][PH0=0.01][P=8.19e-10]	6	-	First intron	ENSG00000254166.5	CASC19	Genic	8.19e-10
chr8	127211646	127211647	CITS_38[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127217699	127217700	CITS_39[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	LINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127218011	127218012	CITS_40[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	LINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127218460	127218461	CITS_41[gene=chr8_r_c6846][PH=5][PH0=0.01][P=4.70e-07]	5	-	First intron	ENSG00000254166.5	CASC19	Genic	4.7e-07
chr8	127218525	127218526	CITS_42[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	Other SINE	ENSG00000254166.5	CASC19	TE	0.000224
chr8	127219831	127219832	CITS_44[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127219960	127219961	CITS_45[gene=chr8_r_c6846][PH=4][PH0=0.01][P=2.24e-04]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000224
chr8	127220007	127220008	CITS_46[gene=chr8_r_c6846][PH=10][PH0=0.01][P=1.00e-100]	10	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127220066	127220067	CITS_47[gene=chr8_r_c6846][PH=12][PH0=0.01][P=1.00e-100]	12	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127220185	127220186	CITS_48[gene=chr8_r_c6846][PH=8][PH0=0.01][P=1.00e-100]	8	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127220288	127220289	CITS_49[gene=chr8_r_c6846][PH=5][PH0=0.01][P=4.70e-07]	5	-	First intron	ENSG00000254166.5	CASC19	Genic	4.7e-07
chr8	127220419	127220420	CITS_50[gene=chr8_r_c6846][PH=9][PH0=0.01][P=1.00e-100]	9	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127220772	127220773	CITS_51[gene=chr8_r_c6846][PH=11][PH0=0.01][P=1.00e-100]	11	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127220986	127220987	CITS_52[gene=chr8_r_c6848][PH=7][PH0=0.34][P=1.42e-04]	7	-	First intron	ENSG00000254166.5	CASC19	Genic	0.000142
chr8	127221016	127221017	CITS_53[gene=chr8_r_c6848][PH=11][PH0=0.34][P=4.06e-10]	11	-	First intron	ENSG00000254166.5	CASC19	Genic	4.06e-10
chr8	127221598	127221599	CITS_55[gene=chr8_r_c6849][PH=7][PH0=0.20][P=7.35e-06]	7	-	Satellite/LC	ENSG00000254166.5	CASC19	TE	7.35e-06
chr8	127222414	127222415	CITS_57[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	2.3e-05
chr8	127222811	127222812	CITS_58[gene=chr8_r_c6851][PH=5][PH0=0.01][P=3.33e-08]	5	-	First intron	ENSG00000254166.5	CASC19	Genic	3.33e-08
chr8	127222845	127222846	CITS_59[gene=chr8_r_c6851][PH=10][PH0=0.01][P=1.00e-100]	10	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127223141	127223142	CITS_60[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	2.3e-05
chr8	127225200	127225201	CITS_61[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	First intron	ENSG00000254166.5	CASC19	Genic	2.3e-05
chr8	127225461	127225462	CITS_62[gene=chr8_r_c6851][PH=6][PH0=0.01][P=1.00e-100]	6	-	First intron	ENSG00000254166.5	CASC19	Genic	1e-100
chr8	127225544	127225545	CITS_63[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	Other SINE	ENSG00000254166.5	CASC19	TE	2.3e-05
chr8	127225742	127225743	CITS_64[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	LINE	ENSG00000254166.5	CASC19	TE	2.3e-05
chr8	127226234	127226235	CITS_65[gene=chr8_r_c6851][PH=9][PH0=0.01][P=1.00e-100]	9	-	Alu	ENSG00000254166.5	CASC19	TE	1e-100
chr8	127227580	127227581	CITS_66[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	LTR/ERV	""	""	TE	2.3e-05
chr8	127228069	127228070	CITS_67[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	TSS-proximal	""	""	Genic	2.3e-05
chr8	127228624	127228625	CITS_68[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	Deep intronic	""	""	Genic	2.3e-05
chr8	127228822	127228823	CITS_70[gene=chr8_r_c6851][PH=5][PH0=0.01][P=3.33e-08]	5	-	Deep intronic	""	""	Genic	3.33e-08
chr8	127228881	127228882	CITS_71[gene=chr8_r_c6851][PH=9][PH0=0.01][P=1.00e-100]	9	-	Deep intronic	""	""	Genic	1e-100
chr8	127228946	127228947	CITS_72[gene=chr8_r_c6851][PH=4][PH0=0.01][P=2.30e-05]	4	-	Deep intronic	""	""	Genic	2.3e-05
chr8	127229006	127229007	CITS_73[gene=chr8_r_c6851][PH=5][PH0=0.01][P=3.33e-08]	5	-	Other SINE	""	""	TE	3.33e-08
chr8	127229137	127229138	CITS_74[gene=chr8_r_c6851][PH=7][PH0=0.01][P=1.00e-100]	7	-	Other SINE	""	""	TE	1e-100
chr9	71328177	71328178	CITS_2[gene=chr9_f_c4348][PH=2][PH0=0.00][P=4.04e-05]	2	+	Alu	""	""	TE	4.04e-05
chr9	112983922	112983923	CITS_3[gene=chr9_f_c7036][PH=2][PH0=0.00][P=2.31e-05]	2	+	Alu	""	""	TE	2.31e-05
chr9	126848045	126848046	CITS_4[gene=chr9_f_c8146][PH=6][PH0=0.36][P=4.69e-04]	6	+	3'UTR-distal	""	""	Genic	0.000469
chr9	132181260	132181261	CITS_8[gene=chr9_f_c9456][PH=2][PH0=0.00][P=2.31e-04]	2	+	Alu	ENSG00000196358.13	""	TE	0.000231
chr9	35970995	35970996	CITS_17[gene=chr9_r_c3901][PH=3][PH0=0.00][P=3.00e-07]	3	-	Deep intronic	""	""	Genic	3e-07
chr9	35971043	35971044	CITS_18[gene=chr9_r_c3901][PH=3][PH0=0.00][P=3.00e-07]	3	-	Deep intronic	""	""	Genic	3e-07
chr9	104498246	104498247	CITS_21[gene=chr9_r_c6851][PH=2][PH0=0.00][P=2.48e-04]	2	-	Alu	ENSG00000297079.1	""	TE	0.000248
chrM	613	614	CITS_1[gene=chrM_f_c0][PH=8][PH0=0.10][P=5.68e-10]	8	+	Other exon	ENSG00000210049.1	MT-TF	Genic	5.68e-10
chrM	647	648	CITS_2[gene=chrM_f_c0][PH=5][PH0=0.10][P=1.30e-04]	5	+	Other exon	ENSG00000211459.2	MT-RNR1	Genic	0.00013
chrM	1700	1701	CITS_3[gene=chrM_f_c5][PH=6][PH0=0.16][P=1.24e-05]	6	+	Other exon	ENSG00000210082.2	MT-RNR2	Genic	1.24e-05
chrM	1822	1823	CITS_4[gene=chrM_f_c6][PH=7][PH0=0.17][P=1.08e-06]	7	+	Other exon	ENSG00000210082.2	MT-RNR2	Genic	1.08e-06
chrM	3181	3182	CITS_6[gene=chrM_f_c13][PH=12][PH0=0.19][P=1.00e-100]	12	+	Other exon	ENSG00000210082.2	MT-RNR2	Genic	1e-100
chrM	4400	4401	CITS_7[gene=chrM_f_c16][PH=4][PH0=0.06][P=4.36e-04]	4	+	TSS-proximal	""	""	Genic	0.000436
chrM	8323	8324	CITS_9[gene=chrM_f_c32][PH=5][PH0=0.23][P=8.30e-04]	5	+	Other exon	ENSG00000210156.1	MT-TK	Genic	0.00083
chrM	4363	4364	CITS_10[gene=chrM_r_c4][PH=4][PH0=0.10][P=6.20e-04]	4	-	tRNA*	ENSG00000210107.1	MT-TQ	ncRNA	0.00062
chrM	5694	5695	CITS_11[gene=chrM_r_c6][PH=8][PH0=0.37][P=2.05e-06]	8	-	Other exon	ENSG00000210135.1	MT-TN	Genic	2.05e-06
chrM	5796	5797	CITS_12[gene=chrM_r_c7][PH=5][PH0=0.19][P=5.09e-04]	5	-	Other exon	ENSG00000210140.1	MT-TC	Genic	0.000509
chrM	7480	7481	CITS_13[gene=chrM_r_c10][PH=4][PH0=0.07][P=3.16e-04]	4	-	tRNA*	ENSG00000210151.2	MT-TS1	ncRNA	0.000316
chrX	24076170	24076171	CITS_1[gene=chrX_f_c1122][PH=3][PH0=0.00][P=9.38e-05]	3	+	Deep intronic	ENSG00000130741.12	""	Genic	9.38e-05
chrX	41316545	41316546	CITS_2[gene=chrX_f_c1800][PH=3][PH0=0.00][P=9.35e-06]	3	+	Other exon	ENSG00000238426.1	Y_RNA	Genic	9.35e-06
chrX	70963250	70963251	CITS_5[gene=chrX_f_c2773][PH=2][PH0=0.00][P=8.11e-04]	2	+	Other exon	ENSG00000230629.2	RPS23P8	Genic	0.000811
chrX	100374950	100374951	CITS_12[gene=chrX_r_c4034][PH=2][PH0=0.00][P=3.14e-05]	2	-	Alu	ENSG00000165194.16	""	TE	3.14e-05
chrX	141118064	141118065	CITS_15[gene=chrX_r_c6027][PH=2][PH0=0.00][P=1.66e-04]	2	-	Other exon	ENSG00000207041.1	RNU6-3P	Genic	0.000166
chrX	151956161	151956162	CITS_16[gene=chrX_r_c6157][PH=5][PH0=0.14][P=1.15e-04]	5	-	Deep intronic	ENSG00000102287.19	GABRE	Genic	0.000115
chrX	151971329	151971330	CITS_17[gene=chrX_r_c6178][PH=4][PH0=0.06][P=1.81e-04]	4	-	LINE	ENSG00000102287.19	GABRE	TE	0.000181
